dataset,task,model,seed,method,bins,spike_fraction,heat_strength,input_size,width,parameter_count,baseline_parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
adult,binclass,mlp,20260828,quantile_ple,32,0.35,1.0,190,128,41089,41089,0.0,190,41089,12,0.2926735884534288,0.30315380001025805,0.3041552166128091,0.8572086596038692,0.8586,0.12628768384456635,10.274603843688965,0.023746591061353683,10.456259136088192
adult,binclass,mlp,20260828,adaptive_support_ple,32,0.35,1.0,213,122,41237,41089,0.0036019372581469495,213,41237,11,0.2862736939060906,0.2958370801087231,0.2967474500632454,0.8602794411177644,0.8656,0.15757477283477783,9.749850273132324,0.02512112632393837,9.17138228402473
adult,binclass,mlp,20260828,adaptive_support_spectral,32,0.35,1.0,213,122,41237,41089,0.0036019372581469495,213,41237,7,0.2575141045551983,0.2847920145860816,0.2843203535973162,0.8635037617073545,0.8682666666666666,0.09085308760404587,8.742391586303711,0.025193912908434868,6.395236479816958
adult,binclass,mlp,20260828,adaptive_support_heat,32,0.35,1.0,213,122,41237,41089,0.0036019372581469495,213,41237,7,0.27151462502356877,0.2898493097973835,0.28989771434703115,0.8628896054045755,0.8662666666666666,0.08632278442382812,9.561027526855469,0.0249683428555727,6.953035265905783
adult,binclass,mlp,20260829,quantile_ple,32,0.35,1.0,190,128,41089,41089,0.0,190,41089,12,0.2928993739374086,0.3023995061163397,0.30406172580860713,0.857362198679564,0.859,0.10185782611370087,10.362820625305176,0.023797161877155304,9.140888466965407
adult,binclass,mlp,20260829,adaptive_support_ple,32,0.35,1.0,213,122,41237,41089,0.0036019372581469495,213,41237,24,0.269185807173266,0.2910971960831891,0.2942812057459149,0.8636573007830493,0.8657333333333334,0.13662458956241608,13.351814270019531,0.02520437352359295,13.328857931075618
adult,binclass,mlp,20260829,adaptive_support_spectral,32,0.35,1.0,213,122,41237,41089,0.0036019372581469495,213,41237,6,0.26404422734601796,0.28417347472205007,0.28491475841622266,0.8648856133886074,0.8688666666666667,0.07259617745876312,8.552901268005371,0.025229759514331818,7.078402337851003
adult,binclass,mlp,20260829,adaptive_support_heat,32,0.35,1.0,213,122,41237,41089,0.0036019372581469495,213,41237,10,0.2626801439784661,0.2897990387360267,0.29045816656683243,0.8653462306156917,0.8678666666666667,0.06919139623641968,11.004144668579102,0.024999460205435753,8.850814915029332
adult,binclass,mlp,20260830,quantile_ple,32,0.35,1.0,190,128,41089,41089,0.0,190,41089,16,0.2896284054318054,0.3019177777383821,0.3032608468793961,0.857362198679564,0.8600666666666666,0.13882564008235931,11.053685188293457,0.023749707266688347,11.86397590697743
adult,binclass,mlp,20260830,adaptive_support_ple,32,0.35,1.0,213,122,41237,41089,0.0036019372581469495,213,41237,21,0.2744894518423899,0.29102478461120046,0.2941441507973523,0.8644249961615231,0.8656666666666667,0.14428754150867462,12.298218727111816,0.025116002187132835,13.367002065991983
adult,binclass,mlp,20260830,adaptive_support_spectral,32,0.35,1.0,213,122,41237,41089,0.0036019372581469495,213,41237,8,0.25505294728372585,0.2867093340176418,0.28447051208129437,0.865806847842776,0.871,0.07737480103969574,9.167726516723633,0.025180792436003685,6.725374599918723
