dataset,model,seed,method,n_train,n_val,n_test,n_num,n_bin,n_cat,n_cyclic,n_bins,d_token,alignment_weight,parameters,best_epoch,val_loss,val_rmse,val_primary_loss,val_secondary_loss,test_loss,test_rmse,test_primary_loss,test_secondary_loss,alignment_invariance_last,alignment_variance_last,alignment_covariance_last,train_seconds
weather,resnet,20260827,ple,50000,15000,15000,100,3,0,5,16,16,0.01,371105,19,0.1820390373468399,1.664537453820957,0.1820390373468399,0.1820390373468399,0.16827510297298431,1.6003730858854766,0.16827510297298431,0.16827510297298431,0.0,0.0,0.0,25.65159049187787
weather,resnet,20260827,topology,50000,15000,15000,100,3,0,5,16,16,0.01,371105,3,0.1957114040851593,1.7259148795232484,0.1957114040851593,0.1957114040851593,0.1842837780714035,1.6747687945674519,0.1842837780714035,0.1842837780714035,0.0,0.0,0.0,10.375092415837571
weather,resnet,20260827,topology_wrong,50000,15000,15000,100,3,0,5,16,16,0.01,371105,3,0.19407393038272858,1.718679541035157,0.19407393038272858,0.19407393038272858,0.1829439252614975,1.6686694045517059,0.1829439252614975,0.1829439252614975,0.0,0.0,0.0,10.083643502090126
weather,resnet,20260827,multiview_noalign,50000,15000,15000,100,3,0,5,16,16,0.01,398401,5,0.18640054762363434,1.6843599194933718,0.19254577159881592,0.19535866379737854,0.17052948474884033,1.6110575202646165,0.17581124603748322,0.17916926741600037,0.0,0.0,0.0,13.640261564170942
weather,resnet,20260827,multiview_vicreg,50000,15000,15000,100,3,0,5,16,16,0.01,398401,9,0.1841067373752594,1.6739641293854914,0.1899571567773819,0.1864498406648636,0.16932348906993866,1.605350660419604,0.17208954691886902,0.17217311263084412,0.06848977506160736,0.023543786257505417,2.618157386779785,21.29734643595293
weather,resnet,20260827,multiview_wrong,50000,15000,15000,100,3,0,5,16,16,0.01,398401,9,0.18440116941928864,1.675302135234876,0.1878012716770172,0.18676815927028656,0.1697557419538498,1.6073984423273107,0.17096126079559326,0.17311355471611023,0.0708632692694664,0.023407714441418648,2.6096534729003906,19.50565988291055
