dataset,task,model,seed,method,bins,spike_fraction,heat_strength,input_size,width,parameter_count,baseline_parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
churn,binclass,mlp,20260830,adaptive_support_spectral,32,0.35,1.0,163,128,37633,37633,0.0,163,37633,16,0.3173025448181502,0.3575630230703651,0.37594576789674916,0.85125,0.846,0.1802273392677307,8.283090591430664,0.022016577422618866,4.342249846085906
churn,binclass,mlp,20260830,adaptive_support_heat,32,0.35,1.0,163,128,37633,37633,0.0,163,37633,16,0.32553235518740875,0.352243097916202,0.3677339609438061,0.855625,0.849,0.17911240458488464,8.456000328063965,0.021794499829411507,3.8941571679897606
churn,binclass,resnet,20260828,quantile_ple,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,9,0.31973885593266393,0.3525089216677426,0.36406645243586444,0.85875,0.8535,1.5489023923873901,6.876338005065918,0.02211521938443184,3.602992847096175
churn,binclass,resnet,20260828,adaptive_support_ple,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,9,0.3202291111255552,0.3534724056730811,0.36461553817951187,0.8575,0.851,1.5420184135437012,6.87916898727417,0.022114526480436325,3.4312849489506334
churn,binclass,resnet,20260828,adaptive_support_spectral,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,10,0.2841490519484449,0.3691628681348456,0.398029983391845,0.8475,0.8445,1.0824470520019531,6.938995361328125,0.022115027531981468,3.9144547460600734
churn,binclass,resnet,20260828,adaptive_support_heat,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,10,0.2946425789002625,0.3613352909800122,0.37829547959138393,0.85,0.8525,1.181523084640503,7.045146465301514,0.022004766389727592,3.1847284459508955
churn,binclass,resnet,20260829,quantile_ple,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,10,0.31602627665045824,0.3541939769086108,0.36050533373841165,0.855,0.849,1.269449234008789,6.913133144378662,0.022152356803417206,3.546344640897587
churn,binclass,resnet,20260829,adaptive_support_ple,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,10,0.31802334817985306,0.35605890248246475,0.3609930514205813,0.85375,0.8505,1.2766635417938232,6.9116129875183105,0.022152891382575035,3.4283780590631068
churn,binclass,resnet,20260829,adaptive_support_spectral,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,7,0.31211894950874064,0.37375858153985114,0.38458474406012205,0.845625,0.8445,1.1561936140060425,6.808422088623047,0.02215217798948288,2.725468039046973
churn,binclass,resnet,20260829,adaptive_support_heat,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,7,0.3203598788400953,0.36690186489871607,0.3777279781872488,0.848125,0.853,1.3109525442123413,6.8336076736450195,0.022037211805582047,3.134008701890707
churn,binclass,resnet,20260830,quantile_ple,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,10,0.3194738642591583,0.35068257176258283,0.36597529945649715,0.86125,0.8455,2.3360495567321777,6.914660930633545,0.022032512351870537,3.0630824440158904
churn,binclass,resnet,20260830,adaptive_support_ple,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,10,0.3188460758384792,0.35054050195140685,0.3653444716413959,0.864375,0.8475,2.3286006450653076,6.9098639488220215,0.0220323596149683,3.0757072060368955
churn,binclass,resnet,20260830,adaptive_support_spectral,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,9,0.30194651817509593,0.37115625137103975,0.3854757274964759,0.849375,0.8465,1.7062501907348633,6.9028639793396,0.02203257568180561,2.945510735968128
churn,binclass,resnet,20260830,adaptive_support_heat,32,0.35,1.0,163,128,153729,153729,0.0,163,153729,8,0.3169919705159654,0.3640960120291642,0.3687710101901895,0.85375,0.855,1.9782871007919312,6.942111968994141,0.02191898785531521,2.6511581079103053
diamond,regression,mlp,20260828,quantile_ple,32,0.35,1.0,184,128,40321,40321,0.0,184,40321,21,0.01928148791193962,0.0193422082811594,0.020878076553344727,0.13874911399436307,0.1441525879137604,0.6580118536949158,10.4567232131958,0.023473501205444336,23.606640296056867
diamond,regression,mlp,20260828,adaptive_support_ple,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,21,0.020746354013681412,0.020261690020561218,0.022569689899683,0.1420087314352303,0.14987873073404945,0.816260814666748,10.725605010986328,0.02302255481481552,22.620262743905187
diamond,regression,mlp,20260828,adaptive_support_spectral,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,21,0.017120642587542534,0.019237790256738663,0.020584994927048683,0.13837410152286367,0.14313721778707045,0.4418119490146637,9.37426471710205,0.023035643622279167,20.910450146067888
diamond,regression,mlp,20260828,adaptive_support_heat,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,21,0.017348462715744972,0.018376898020505905,0.019575921818614006,0.13524254074692532,0.13958485692319655,0.4081956446170807,9.249563217163086,0.02253323420882225,23.442835302790627
diamond,regression,mlp,20260829,quantile_ple,32,0.35,1.0,184,128,40321,40321,0.0,184,40321,25,0.019599569961428642,0.019056502729654312,0.0209454745054245,0.1377205724948931,0.1443850789960477,0.7107563018798828,10.713523864746094,0.023501062765717506,21.33178698690608
diamond,regression,mlp,20260829,adaptive_support_ple,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,22,0.019996240735054016,0.02032102830708027,0.02203233726322651,0.14221651504397315,0.14808378183920645,0.7442606091499329,10.897797584533691,0.023045750334858894,20.672414193162695
diamond,regression,mlp,20260829,adaptive_support_spectral,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,17,0.01812230609357357,0.019508302211761475,0.021709222346544266,0.13934357997035285,0.14699390277304314,0.46895894408226013,9.074352264404297,0.023055143654346466,29.496569989947602
diamond,regression,mlp,20260829,adaptive_support_heat,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,25,0.016865916550159454,0.018396317958831787,0.02002517133951187,0.13531397240178755,0.14117744833916657,0.4217749834060669,9.75135326385498,0.022558623924851418,19.73111832002178
diamond,regression,mlp,20260830,quantile_ple,32,0.35,1.0,184,128,40321,40321,0.0,184,40321,21,0.01973028853535652,0.019958751276135445,0.021305551752448082,0.14094312872544368,0.14562086892432813,0.5059705972671509,10.359234809875488,0.023429837077856064,19.293604786973447
diamond,regression,mlp,20260830,adaptive_support_ple,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,25,0.020273590460419655,0.02090461365878582,0.022198405116796494,0.14424417801274192,0.14864081495214876,0.5854949951171875,11.032814025878906,0.022986585274338722,29.497502276906744
diamond,regression,mlp,20260830,adaptive_support_spectral,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,23,0.01658688299357891,0.01914885826408863,0.02104828879237175,0.1380538855299953,0.1447390113246554,0.38830068707466125,9.736639022827148,0.022992366924881935,27.674530059099197
diamond,regression,mlp,20260830,adaptive_support_heat,32,0.35,1.0,177,130,40301,40321,-0.0004960194439622034,177,40301,22,0.017209146171808243,0.018815521150827408,0.01976989209651947,0.1368470101841721,0.14027470385602214,0.3457129895687103,9.54085636138916,0.022499999031424522,36.055269988952205
diamond,regression,resnet,20260828,quantile_ple,32,0.35,1.0,184,128,156417,156417,0.0,184,156417,14,0.01804800145328045,0.01850326731801033,0.02025320567190647,0.13570673500771058,0.14197899921676527,4.037692546844482,7.914510726928711,0.023481275886297226,29.76884381007403
diamond,regression,resnet,20260828,adaptive_support_ple,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,14,0.019043631851673126,0.01987842656672001,0.02196952886879444,0.14065921577132112,0.14787254929312166,7.042884826660156,8.061543464660645,0.02303706295788288,29.83956384495832
diamond,regression,resnet,20260828,adaptive_support_spectral,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,20,0.015576374717056751,0.019639329984784126,0.021214816719293594,0.1398107474529846,0.145310449697444,2.98264479637146,8.100796699523926,0.023037396371364594,37.94860250595957
diamond,regression,resnet,20260828,adaptive_support_heat,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,12,0.017343997955322266,0.019012069329619408,0.021064966917037964,0.13755991445241733,0.1447963499079652,3.3751540184020996,7.34515380859375,0.022687984630465508,29.861580648925155
diamond,regression,resnet,20260829,quantile_ple,32,0.35,1.0,184,128,156417,156417,0.0,184,156417,10,0.01925082691013813,0.019634148105978966,0.020945394411683083,0.13979229861142706,0.14438479653997227,5.774301052093506,7.611748218536377,0.02350960299372673,30.553050781833008
diamond,regression,resnet,20260829,adaptive_support_ple,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,10,0.020209508016705513,0.02032986469566822,0.022576039656996727,0.14224743655117678,0.14989981087694115,4.606049537658691,7.6456685066223145,0.02305655926465988,33.32529671583325
diamond,regression,resnet,20260829,adaptive_support_spectral,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,17,0.016894113272428513,0.01966913603246212,0.02209411934018135,0.13991680227624936,0.14829125325965542,3.198434591293335,7.946837425231934,0.023056676611304283,46.63572144205682
diamond,regression,resnet,20260829,adaptive_support_heat,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,10,0.017740176990628242,0.01897161826491356,0.020743347704410553,0.1374134981425863,0.14368671378263187,3.9150567054748535,7.236537456512451,0.02268904075026512,32.50325548090041
diamond,regression,resnet,20260830,quantile_ple,32,0.35,1.0,184,128,156417,156417,0.0,184,156417,22,0.01724841073155403,0.018251249566674232,0.01979721151292324,0.13477940197989557,0.14037158628989044,9.683290481567383,8.45249080657959,0.0234394408762455,47.87640718114562
diamond,regression,resnet,20260830,adaptive_support_ple,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,22,0.018128233030438423,0.019577039405703545,0.021008634939789772,0.13958884104047087,0.14460261477244707,6.5936102867126465,8.504940032958984,0.022999174892902374,48.2856183371041
diamond,regression,resnet,20260830,adaptive_support_spectral,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,8,0.019310837611556053,0.021400904282927513,0.023770520463585854,0.14594636238597403,0.15381423583117293,2.669304847717285,7.3664727210998535,0.022999247536063194,29.125003281980753
diamond,regression,resnet,20260830,adaptive_support_heat,32,0.35,1.0,177,128,155521,156417,-0.005728277616883075,177,155521,10,0.01832292415201664,0.019226880744099617,0.021325059235095978,0.13833485499448983,0.1456875136920175,3.201432466506958,7.256532669067383,0.022632865235209465,34.93880192609504
microsoft,regression,mlp,20260828,quantile_ple,32,0.35,1.0,2305,128,311809,311809,0.0,2305,311809,8,0.7997088432312012,0.8535381555557251,0.8693239092826843,0.7572674433443751,0.7642380222729912,0.4298050105571747,12.340229034423828,0.08293315768241882,51.361027070786804
microsoft,regression,mlp,20260828,adaptive_support_ple,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,8,0.7954419255256653,0.8524945378303528,0.8673136830329895,0.7568043373022633,0.7633538752064126,0.4854622781276703,12.5234375,0.08704810589551926,61.911992250941694
microsoft,regression,mlp,20260828,adaptive_support_spectral,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,1,0.7855565547943115,0.8788087964057922,0.8930235505104065,0.7683958634596024,0.7745853326296697,0.5100011825561523,8.176724433898926,0.0878155529499054,32.04359402996488
microsoft,regression,mlp,20260828,adaptive_support_heat,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,1,0.8130319714546204,0.8728650212287903,0.8903599977493286,0.7657929622458042,0.7734293507684598,0.360757440328598,8.113382339477539,0.0836876630783081,35.21823525382206
microsoft,regression,mlp,20260829,quantile_ple,32,0.35,1.0,2305,128,311809,311809,0.0,2305,311809,14,0.7747431397438049,0.8533642292022705,0.8716961145401001,0.7571902997173581,0.7652800230817434,0.5888991951942444,16.498647689819336,0.0830363854765892,113.99318481003866
microsoft,regression,mlp,20260829,adaptive_support_ple,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,8,0.8031494617462158,0.854511559009552,0.8739880323410034,0.7576991349772584,0.7662854307450644,0.5897005796432495,12.229215621948242,0.08718504011631012,75.55432645580731
microsoft,regression,mlp,20260829,adaptive_support_spectral,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,1,0.7805352210998535,0.880286455154419,0.8941376805305481,0.7690415932368566,0.7750683719205611,0.6684746146202087,8.178357124328613,0.08792012929916382,82.14702132507227
microsoft,regression,mlp,20260829,adaptive_support_heat,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,1,0.8070908784866333,0.8734172582626343,0.8871511816978455,0.7660351414472757,0.7720343653459025,0.5014975666999817,8.126873970031738,0.08384506404399872,21.80440688598901
microsoft,regression,mlp,20260830,quantile_ple,32,0.35,1.0,2305,128,311809,311809,0.0,2305,311809,6,0.8109891414642334,0.8535706400871277,0.8698496222496033,0.7572818558649388,0.7644690623060271,0.42849820852279663,11.26579475402832,0.0829579085111618,46.70110826101154
microsoft,regression,mlp,20260830,adaptive_support_ple,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,9,0.794850766658783,0.8558671474456787,0.8695829510688782,0.7582999172327547,0.7643518567574432,0.3818835914134979,14.259809494018555,0.0872369185090065,68.04110735980794
microsoft,regression,mlp,20260830,adaptive_support_spectral,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,1,0.783428966999054,0.8830557465553284,0.8984298706054688,0.7702502907241282,0.7769264633852302,0.5520289540290833,8.213186264038086,0.08786529302597046,29.382498549995944
microsoft,regression,mlp,20260830,adaptive_support_heat,32,0.35,1.0,2576,116,312621,311809,0.0026041583148658314,2576,312621,2,0.7412951588630676,0.8699784874916077,0.8883731961250305,0.7645256864122416,0.7725659186466913,0.3845161497592926,10.378790855407715,0.08377644419670105,36.435509867966175
microsoft,regression,resnet,20260828,quantile_ple,32,0.35,1.0,2305,128,427905,427905,0.0,2305,427905,12,0.7898905277252197,0.8532666563987732,0.8677158951759338,0.7571470132996652,0.7635308805013352,6.2119317054748535,16.408428192138672,0.0830656960606575,87.2740523989778
microsoft,regression,resnet,20260828,adaptive_support_ple,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,12,0.7853266596794128,0.8525570034980774,0.8687372207641602,0.7568320875113486,0.7639800625829025,9.141727447509766,17.455463409423828,0.08722015470266342,86.40502046886832
microsoft,regression,resnet,20260828,adaptive_support_spectral,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,1,0.7765341401100159,0.8773177266120911,0.8938319087028503,0.7677437335460979,0.7749358255873773,3.5033390522003174,7.769508361816406,0.08787396550178528,29.359124436974525
microsoft,regression,resnet,20260828,adaptive_support_heat,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,1,0.8039590716362,0.8722266554832458,0.8885186314582825,0.7655128707868499,0.7726291383131638,3.955575942993164,7.601950168609619,0.08437476307153702,27.191158580826595
microsoft,regression,resnet,20260829,quantile_ple,32,0.35,1.0,2305,128,427905,427905,0.0,2305,427905,7,0.8126296997070312,0.8540259599685669,0.8672002553939819,0.7574838265768378,0.7633039443724599,8.385801315307617,12.414033889770508,0.08316677063703537,35.40906279790215
microsoft,regression,resnet,20260829,adaptive_support_ple,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,13,0.7782342433929443,0.855218768119812,0.8688156008720398,0.7580125950855177,0.7640145549202515,7.17769718170166,18.309425354003906,0.08731764554977417,44.32458424894139
microsoft,regression,resnet,20260829,adaptive_support_spectral,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,1,0.7664436101913452,0.887718677520752,0.8974235653877258,0.7722812835795594,0.7764912052642075,4.28957986831665,7.718227386474609,0.08795258402824402,17.967631574021652
microsoft,regression,resnet,20260829,adaptive_support_heat,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,1,0.8030478358268738,0.8783758878707886,0.8921807408332825,0.7682065953082002,0.7742197431673716,4.94193172454834,7.539369583129883,0.08449234068393707,18.1374307628721
microsoft,regression,resnet,20260830,quantile_ple,32,0.35,1.0,2305,128,427905,427905,0.0,2305,427905,16,0.7793768048286438,0.8516587018966675,0.8745996356010437,0.7564332759677512,0.7665535036275486,11.08609676361084,20.00730323791504,0.08312223106622696,56.29049805388786
microsoft,regression,resnet,20260830,adaptive_support_ple,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,16,0.7759706377983093,0.8536722660064697,0.8746216893196106,0.7573269499547024,0.7665631771159269,12.345452308654785,20.100238800048828,0.08745299279689789,52.280494006117806
microsoft,regression,resnet,20260830,adaptive_support_spectral,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,1,0.7688515782356262,0.8867263197898865,0.8985809683799744,0.7718494942346723,0.7769917838597848,3.8086047172546387,7.735475063323975,0.0879187360405922,14.286568497074768
microsoft,regression,resnet,20260830,adaptive_support_heat,32,0.35,1.0,2576,120,426001,427905,-0.004449585772542971,2576,426001,1,0.7961174845695496,0.8755864500999451,0.8920272588729858,0.7669858303884567,0.7741531524367673,4.035013198852539,7.552480220794678,0.08446850627660751,14.410697871120647
