dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,val_q_rmse,val_t_rmse,val_rank_rmse,val_disagreement,test_loss,test_rmse,test_q_rmse,test_t_rmse,test_rank_rmse,test_disagreement,train_seconds
delivery-eta,mlp,shared_noalign,20260827,223,886879,8,0.5978584885597229,0.5651403361948857,0.5666812660347732,0.5650788629155735,0.5652931733981502,0.001154699013568461,0.5677474141120911,0.5507248687892542,0.5501168708052698,0.552951143231787,0.5506999777747648,0.0010985154658555984,25.381400451995432
delivery-eta,mlp,shared_consistency,20260827,223,886879,8,0.5978524088859558,0.5651374627075326,0.5662955340502137,0.5650965561854507,0.5654174745526485,0.000988681335002184,0.5678797364234924,0.5507890425223371,0.5506982142571935,0.5526474441880784,0.5504031647486435,0.0009528647642582655,26.057835428975523
delivery-eta,resnet,shared_noalign,20260827,223,1002975,10,0.6036001443862915,0.5678475720448296,0.5694186145572173,0.5676928424401254,0.5680373232334934,0.0011406255653128028,0.5581260323524475,0.5460384755124287,0.5458438477979984,0.5479040115780524,0.5460055855593601,0.0011184982722625136,37.22982230200432
delivery-eta,resnet,shared_consistency,20260827,223,1002975,15,0.6023167967796326,0.5672435847874236,0.5665606423538442,0.5691393963563052,0.5680722446732331,0.0014498598175123334,0.5635908246040344,0.5487051833031413,0.5519074133593085,0.5479792656110959,0.5483369441610109,0.0014502413105219603,49.83617093996145
delivery-eta,ft_transformer,shared_noalign,20260827,223,420031,15,0.5977510809898376,0.565089569100478,0.5680296155639263,0.5671697920599743,0.5668911512798726,0.00482183787971735,0.5801639556884766,0.5567144289030762,0.5642410101751064,0.5554719286824881,0.5573567070109491,0.004849131219089031,93.51435961993411
delivery-eta,ft_transformer,shared_consistency,20260827,223,420031,15,0.5974631309509277,0.5649534445751717,0.5689475222523199,0.5677783162712953,0.5673300243090217,0.00650310143828392,0.5752419233322144,0.554347853911436,0.5694790043280666,0.5500925021779315,0.5528924036574634,0.006672116927802563,94.77678418904543
