dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_loss,anchor_val_rmse,anchor_test_loss,anchor_test_rmse,residual_parameters,residual_best_epoch,val_loss,val_rmse,val_anchor_rmse,test_loss,test_rmse,test_anchor_rmse,residual_gate,residual_train_seconds,total_train_seconds,val_gain_pct,test_gain_pct,validation_safe,strict_validation_win,epoch_zero_fallback
cooking-time,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,192,64483,64461,128,169,8,0.5045794248580933,0.4689512970759505,0.5363239049911499,0.4834778142978588,309842,13,0.502408504486084,0.4679413933164498,0.4689512970759505,0.5336667895317078,0.4822786774858616,0.4834778142978588,-0.0690587162971496,60.76359914219938,84.84454997605644,0.21535365522982156,0.24802313085216823,True,True,False
cooking-time,mlp,frozen_t_anchor_q_rank_residual,20260827,192,467579,467821,130,64,12,0.5018068552017212,0.4676611224417131,0.5307167768478394,0.4809438559808424,713202,7,0.4993665814399719,0.4665226246604367,0.4676611224417131,0.5312890410423279,0.4812030835076596,0.4809438559808424,-0.0219536516815423,19.822727262042463,35.99583919602446,0.2434450345866177,-0.05389974808775921,True,True,False
cooking-time,resnet,frozen_t_anchor_q_rank_residual,20260827,192,582151,583917,129,64,5,0.5038467049598694,0.4686106819390555,0.5302237272262573,0.4807203994246091,829298,5,0.5038250684738159,0.4686006201511778,0.4686106819390555,0.5309942960739136,0.48106958568131,0.4807203994246091,-0.0146608687937259,18.698445700109005,31.04083945695311,0.002147152906549883,-0.07263811918920796,True,True,False
cooking-time,ft_transformer,frozen_t_anchor_q_rank_residual,20260828,192,64483,64461,128,169,15,0.5010343790054321,0.4673010274995833,0.5297129154205322,0.4804887832095382,309842,3,0.497935950756073,0.4658538771762845,0.4673010274995833,0.5309972763061523,0.481070935693059,0.4804887832095382,-0.0631708651781082,47.43266501091421,110.8417970018927,0.3096826752216108,-0.12115839200910301,True,True,False
cooking-time,mlp,frozen_t_anchor_q_rank_residual,20260828,192,467579,467821,130,64,7,0.5040918588638306,0.4687246727283574,0.5325055122375488,0.4817536642213839,713202,3,0.4987066984176636,0.4662142819121576,0.4687246727283574,0.528426468372345,0.4799049772413953,0.4817536642213839,-0.0180018562823534,42.08040030486882,67.35942797502503,0.5355789789317671,0.3837411352078554,True,True,False
cooking-time,resnet,frozen_t_anchor_q_rank_residual,20260828,192,582151,583917,129,64,15,0.5006150603294373,0.4671054430536419,0.5352957844734192,0.4830141841069379,829298,7,0.4982408285140991,0.4659964725760233,0.4671054430536419,0.5312964916229248,0.4812064575936192,0.4830141841069379,-0.0274117588996887,27.61133376299404,56.64503271295689,0.23741330659065887,0.37425950889229065,True,True,False
cooking-time,ft_transformer,frozen_t_anchor_q_rank_residual,20260829,192,64483,64461,128,169,15,0.5026607513427734,0.468058849462606,0.5320870280265808,0.4815643272826433,309842,8,0.5021370649337769,0.4678149673483424,0.468058849462606,0.5330924987792969,0.4820191122074599,0.4815643272826433,-0.0559427551925182,44.09333641198464,85.08799507305957,0.05210501084289643,-0.0944390809391644,True,True,False
cooking-time,mlp,frozen_t_anchor_q_rank_residual,20260829,192,467579,467821,130,64,5,0.5036070346832275,0.4684992140957361,0.5323330760002136,0.481675657033243,713202,2,0.500839352607727,0.4672100707606826,0.4684992140957361,0.5294770002365112,0.4803817750356359,0.481675657033243,0.0113254804164171,17.063567984849215,31.57961932080798,0.2751644605299265,0.2686210064208844,True,True,False
cooking-time,resnet,frozen_t_anchor_q_rank_residual,20260829,192,582151,583917,129,64,5,0.5048261284828186,0.4690659250624155,0.5343363881111145,0.4825811432660748,829298,17,0.5033723711967468,0.4683900491502264,0.4690659250624155,0.5314207077026367,0.481262706869973,0.4825811432660748,0.0343492180109024,52.32986911898479,70.86030518705957,0.14408974859965795,0.27320512094167476,True,True,False
delivery-eta,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,223,73483,73454,128,165,7,0.6035878658294678,0.567841796380092,0.5801048278808594,0.556686059213726,359840,0,0.6035878658294678,0.567841796380092,0.567841796380092,0.5801048278808594,0.556686059213726,0.556686059213726,0.0,17.734391195932403,40.37205311004072,0.0,0.0,True,False,True
delivery-eta,mlp,frozen_t_anchor_q_rank_residual,20260827,223,541323,540302,130,64,8,0.5989768505096436,0.565668668705837,0.5695922374725342,0.5516188984961852,826688,1,0.5986670851707458,0.5655223799074918,0.565668668705837,0.5690819621086121,0.5513717562555775,0.5516188984961852,0.0125442007556557,10.719729064963758,23.539853679016232,0.025861216368922108,0.044803077139194875,True,True,False
delivery-eta,resnet,frozen_t_anchor_q_rank_residual,20260827,223,655399,656398,129,64,10,0.6022544503211975,0.5672142260313657,0.5654146075248718,0.5495922726793098,942784,0,0.6022544503211975,0.5672142260313657,0.5672142260313657,0.5654146075248718,0.5495922726793098,0.5495922726793098,0.0,10.574788187863303,28.478808922925964,0.0,0.0,True,False,True
delivery-eta,ft_transformer,frozen_t_anchor_q_rank_residual,20260828,223,73483,73454,128,165,13,0.6069402098655701,0.5694165175751209,0.5831384658813477,0.5581397463728509,359840,1,0.6068456768989563,0.5693721715852434,0.5694165175751209,0.5645151138305664,0.5491549373632422,0.5581397463728509,0.0470286607742309,45.5892538910266,82.99607346812263,0.007787970406321867,1.6097776709144578,True,True,False
delivery-eta,mlp,frozen_t_anchor_q_rank_residual,20260828,223,541323,540302,130,64,7,0.5990844368934631,0.5657194682600324,0.5782582759857178,0.5557993496240438,826688,0,0.5990844368934631,0.5657194682600324,0.5657194682600324,0.5782582759857178,0.5557993496240438,0.5557993496240438,0.0,17.073427469003946,35.81405682815239,0.0,0.0,True,False,True
delivery-eta,resnet,frozen_t_anchor_q_rank_residual,20260828,223,655399,656398,129,64,13,0.6002625823020935,0.5662754603657942,0.5847480297088623,0.5589094970790892,942784,0,0.6002625823020935,0.5662754603657942,0.5662754603657942,0.5847480297088623,0.5589094970790892,0.5589094970790892,0.0,16.110284939873964,43.37099650502205,0.0,0.0,True,False,True
delivery-eta,ft_transformer,frozen_t_anchor_q_rank_residual,20260829,223,73483,73454,128,165,4,0.6085556745529175,0.5701738088036957,0.5695851445198059,0.5516154639172932,359840,0,0.6085556745529175,0.5701738088036957,0.5701738088036957,0.5695851445198059,0.5516154639172932,0.5516154639172932,0.0,20.06260692095384,40.3417474408634,0.0,0.0,True,False,True
delivery-eta,mlp,frozen_t_anchor_q_rank_residual,20260829,223,541323,540302,130,64,6,0.6006883382797241,0.5664762495148515,0.5761033296585083,0.5547627577070721,826688,0,0.6006883382797241,0.5664762495148515,0.5664762495148515,0.5761033296585083,0.5547627577070721,0.5547627577070721,0.0,11.285391996148974,24.28308779094368,0.0,0.0,True,False,True
delivery-eta,resnet,frozen_t_anchor_q_rank_residual,20260829,223,655399,656398,129,64,14,0.601893424987793,0.5670441904233783,0.5681165456771851,0.5509038717184201,942784,7,0.6007260680198669,0.5664940396605276,0.5670441904233783,0.5667766332626343,0.5502538301917284,0.5509038717184201,-0.0269463304430246,29.70113378996029,54.92904561501928,0.09702079170230693,0.11799545439100541,True,True,False
maps-routing,mlp,frozen_t_anchor_q_rank_residual,20260827,986,2320069,2317822,129,64,4,0.1930356919765472,0.1653500704065739,0.1947927474975586,0.1661008930312086,3599638,10,0.1915162652730941,0.1646980312647684,0.1653500704065739,0.1926887929439544,0.1652014306084882,0.1661008930312086,-0.0178819149732589,48.97097380296327,70.26113082002848,0.39433859338688343,0.5415157054883531,True,True,False
maps-routing,resnet,frozen_t_anchor_q_rank_residual,20260827,986,2437975,2433918,129,64,8,0.1933534443378448,0.1654861042434383,0.195199653506279,0.166274288070188,3715734,2,0.1929367780685424,0.1653077012540017,0.1654861042434383,0.1946041136980056,0.1660204489899532,0.166274288070188,0.0116806747391819,22.720245977165177,48.29464001278393,0.10780541982796496,0.15266285796854276,True,True,False
maps-routing,mlp,frozen_t_anchor_q_rank_residual,20260828,986,2320069,2317822,129,64,5,0.1930889636278152,0.1653728844871403,0.1939384043216705,0.1657362410962317,3599638,8,0.1902942657470703,0.1641717496239017,0.1653728844871403,0.191429391503334,0.1646606726577769,0.1657362410962317,0.0133369946852326,42.14792453381233,66.28762369696051,0.7263191102722688,0.6489639389313109,True,True,False
maps-routing,resnet,frozen_t_anchor_q_rank_residual,20260828,986,2437975,2433918,129,64,12,0.19223353266716,0.1650061568607198,0.193752035498619,0.1656565882484992,3715734,0,0.19223353266716,0.1650061568607198,0.1650061568607198,0.193752035498619,0.1656565882484992,0.1656565882484992,0.0,43.61340908403509,88.72668046900071,0.0,0.0,True,False,True
