dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,val_q_rmse,val_t_rmse,val_rank_rmse,val_disagreement,test_loss,test_rmse,test_q_rmse,test_t_rmse,test_rank_rmse,test_disagreement,train_seconds
maps-routing,mlp,shared_consistency,20260829,986,3867573,9,0.19340384006500244,0.16550766902402805,0.16659560059221984,0.1650631994981499,0.1660748875409981,0.0009473845129832625,0.1951383352279663,0.1662481700579179,0.16726244458389672,0.16600001880587803,0.166666130617247,0.000929536996409297,44.59412056207657
maps-routing,resnet,shared_consistency,20260829,986,3983669,6,0.19480299949645996,0.16610526394283076,0.16676772193898937,0.16575226639014995,0.16646560197289298,0.0005253404378890991,0.1967669576406479,0.16694048125892444,0.16753824372294976,0.16665993185921502,0.16728091641380935,0.0005184042383916676,40.09761586994864
