domain,regime,seed,interface,chart,test_mse,seen_mse,held_mse,initial_native_cka,final_native_cka,final_corrupt_cka,orbit_damage
cycle16,category_holdout,7303,label,4,0.6689249832572601,0.17316794264959903,2.1561961050802436,0.19164420921577893,0.19164420857601552,0.12923147119177447,0.5541725158691406
cycle16,category_holdout,7303,learned,0,0.2653639792783557,0.013083889329634772,1.0222042491245185,0.5217347624170154,0.5487466292926665,0.5493245546207525,0.3976460099220276
cycle16,category_holdout,7303,learned,1,0.4366603100891302,0.01238843461754078,1.7094759365038983,0.46102896570776847,0.4806614071183135,0.5825452766839027,0.5302082300186157
cycle16,category_holdout,7303,learned,2,0.8529290327312364,0.012339903594916544,3.374696420140196,0.5015031796978612,0.5239366211791823,0.5954594546911336,1.7447657585144043
cycle16,category_holdout,7303,learned,3,0.6866418759559646,0.012526174748875199,2.7089889795772324,0.49552123611120813,0.52068235545888,0.5850017570799144,0.8257278800010681
cycle16,category_holdout,7303,learned,4,0.20179156860740977,0.012854580949941907,0.7686025315798133,0.42737938287557115,0.45191223786608686,0.5073316968135514,0.18979772925376892
cycle16,category_holdout,7303,random_fixed,0,0.9546987693747281,0.013541923047523061,3.778169308356343,0.4066886764037804,0.4066886764037804,0.4892949076778504,8.674159480970278e-16
cycle16,category_holdout,7303,random_fixed,1,0.9546987693747281,0.013541923047523061,3.778169308356343,0.4066886764037804,0.4066886764037804,0.4892949076778504,8.674159480970278e-16
cycle16,category_holdout,7303,random_fixed,2,0.9546987693747281,0.013541923047523061,3.778169308356343,0.4066886764037804,0.4066886764037804,0.4892949076778504,8.674159480970278e-16
cycle16,category_holdout,7303,random_fixed,3,0.9546987693747281,0.013541923047523061,3.778169308356343,0.4066886764037804,0.4066886764037804,0.4892949076778504,8.674159480970278e-16
cycle16,category_holdout,7303,random_fixed,4,0.9546987693747281,0.013541923047523061,3.778169308356343,0.4066886764037804,0.4066886764037804,0.4892949076778504,8.674159480970278e-16
cycle16,category_holdout,7303,native_fixed,0,0.1377781541177832,0.012596606053582033,0.5133227983103867,0.9999999999999993,0.9999999999999993,0.4869360306909288,8.183049778152235e-16
cycle16,category_holdout,7303,native_fixed,1,0.1377781541177832,0.012596606053582033,0.5133227983103867,0.9999999999999993,0.9999999999999993,0.4869360306909288,8.183049778152235e-16
cycle16,category_holdout,7303,native_fixed,2,0.1377781541177832,0.012596606053582033,0.5133227983103867,0.9999999999999993,0.9999999999999993,0.4869360306909288,8.183049778152235e-16
cycle16,category_holdout,7303,native_fixed,3,0.1377781541177832,0.012596606053582033,0.5133227983103867,0.9999999999999993,0.9999999999999993,0.4869360306909288,8.183049778152235e-16
