dataset,seed,temperature,validation_nll_before,validation_nll_after
JenaWeather,20261301,0.9874018430709839,-0.15863662958145142,-0.15865811705589294
JenaWeather,20261302,0.9426165223121643,-0.20692771673202515,-0.2073645144701004
JenaWeather,20261303,0.9420809149742126,-0.21399560570716858,-0.2144317328929901
Electricity,20261301,1.3525465726852417,0.2500513195991516,0.23359495401382446
Electricity,20261302,1.3428235054016113,0.27991241216659546,0.2639767527580261
Electricity,20261303,1.4273544549942017,0.27632731199264526,0.2530127763748169
Traffic,20261301,1.5247907638549805,0.09834478795528412,0.06987226009368896
Traffic,20261302,1.8385430574417114,0.13473427295684814,0.07663135230541229
Traffic,20261303,1.5964887142181396,0.08128873258829117,0.047033652663230896
