dataset,seed,model,parameters,temperature,latency_ms_per_context,crps_point,coverage50_point,coverage90_point,crps_difference,coverage50_difference,coverage90_difference,crps_dense,coverage50_dense,coverage90_dense,crps_scaled_dense,coverage50_scaled_dense,coverage90_scaled_dense,macro_crps,coverage50,coverage90,coverage_error
JenaWeather,20261301,diagonal_calibrated,136580,0.9874018430709839,0.017527057707411586,0.11651059240102768,0.5234375,0.9169921875,0.1684674769639969,0.578125,0.923828125,0.17454445362091064,0.533203125,0.8955078125,0.265629380941391,0.521484375,0.900390625,0.1812879741191864,0.5390625,0.9091796875,0.02412109374999999
JenaWeather,20261302,diagonal_calibrated,136580,0.9426165223121643,0.004417054697114509,0.11672143638134003,0.5419921875,0.9013671875,0.1752462387084961,0.560546875,0.9013671875,0.16527879238128662,0.5048828125,0.8857421875,0.24155259132385254,0.49609375,0.8828125,0.17469975352287292,0.52587890625,0.892822265625,0.01652832031250001
JenaWeather,20261303,diagonal_calibrated,136580,0.9420809149742126,0.004421709945745533,0.11449611186981201,0.4833984375,0.90625,0.1926744133234024,0.5234375,0.8955078125,0.17319151759147644,0.501953125,0.8798828125,0.2465045154094696,0.515625,0.896484375,0.18171663582324982,0.506103515625,0.89453125,0.005786132812500011
Electricity,20261301,diagonal_calibrated,136580,1.3525465726852417,0.004436409199115587,0.1651826947927475,0.5283203125,0.91015625,0.23185423016548157,0.548828125,0.90234375,0.17474380135536194,0.5205078125,0.9052734375,0.2646750211715698,0.5341796875,0.9111328125,0.2091139256954193,0.532958984375,0.9072265625,0.02009277343749999
Electricity,20261302,diagonal_calibrated,136580,1.3428235054016113,0.004407743062984082,0.1749851107597351,0.5009765625,0.900390625,0.22236424684524536,0.564453125,0.91015625,0.18576562404632568,0.4833984375,0.8828125,0.28561243414878845,0.513671875,0.8798828125,0.21718184649944305,0.515625,0.893310546875,0.011157226562500011
Electricity,20261303,diagonal_calibrated,136580,1.4273544549942017,0.004401464821057743,0.17333506047725677,0.5078125,0.89453125,0.23173373937606812,0.5380859375,0.904296875,0.17640012502670288,0.51171875,0.8837890625,0.2707797586917877,0.513671875,0.896484375,0.21306216716766357,0.517822265625,0.894775390625,0.011523437500000011
Traffic,20261301,diagonal_calibrated,136580,1.5247907638549805,0.0044028242882632185,0.23144178092479706,0.462890625,0.8388671875,0.30667436122894287,0.5068359375,0.849609375,0.2944701910018921,0.3955078125,0.79296875,0.4434278607368469,0.40234375,0.7978515625,0.31900352239608765,0.44189453125,0.81982421875,0.06914062500000001
Traffic,20261302,diagonal_calibrated,136580,1.8385430574417114,0.004406492053021793,0.23713287711143494,0.46484375,0.83203125,0.32671040296554565,0.478515625,0.84375,0.2958638072013855,0.435546875,0.8017578125,0.4170798659324646,0.40625,0.796875,0.31919676065444946,0.4462890625,0.818603515625,0.06755371093750001
Traffic,20261303,diagonal_calibrated,136580,1.5964887142181396,0.004427880867297063,0.2112659215927124,0.4697265625,0.83984375,0.30877894163131714,0.4765625,0.8349609375,0.26442915201187134,0.404296875,0.8037109375,0.39632800221443176,0.41015625,0.80078125,0.29520049691200256,0.440185546875,0.81982421875,0.06999511718750001
