git_commit,git_dirty,task_id,task_seed,seed,model,split,training_seconds,operator_accuracy,post_change_train_rows,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,SharedStructureCoefficients,iid,0.10168018215335906,1.0,68,0.004300173859240981,0.006131728068368679,0.9999711960730318,0.0053669290071886675,0.013615191312858195
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,ContextCoefficients,iid,1.0923678439576179,1.0,68,0.02870071815107167,0.18462088700898835,0.9738875516046266,0.16159346643776584,0.03429069014217466
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,MLP,iid,1.1545498908963054,-1.0,68,0.12707019245533502,0.32756780251553935,0.9177968721556867,0.28671087848966115,0.15491786174817065
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,NeuralMoE,iid,1.43861351814121,-1.0,68,0.1692516381411906,0.3767103684787846,0.8912820947633715,0.32972398341132014,0.22642682988169588
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,GlobalProgram,future,0.10824880003929138,0.6666666666666666,68,0.29119759581089966,0.2975150462957946,-5.3331006588397285,2.516565250264679,0.5420787407610614
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,IndependentPrograms,future,0.13110808399505913,0.8333333333333333,68,0.003972315303599316,0.004008808843827043,0.9988501816961107,0.033908970846801376,0.007441744961882618
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,SharedStructureCoefficients,future,0.10168018215335906,1.0,68,0.008662274177298895,0.008685867413608602,0.9946020990179242,0.07347040888735962,0.016209429118702053
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,ContextCoefficients,future,1.0923678439576179,1.0,68,0.04210459680916756,0.0492980480656057,0.8261166614414642,0.41699321164562836,0.08354632979772836
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,MLP,future,1.1545498908963054,-1.0,68,0.8091495871617553,1.3026399060857592,-120.40799285785492,11.018529523391718,0.8357852128587071
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,0,NeuralMoE,future,1.43861351814121,-1.0,68,1.701498465189161,3.1669308820269393,-716.5888670662638,26.7878492430106,2.529561454330108
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,GlobalProgram,iid,0.10635415511205792,0.6666666666666666,53,0.1740363439906787,0.3558329456678466,0.8759777082565429,0.3521679879595207,0.299107817899953
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,IndependentPrograms,iid,0.1300446311943233,1.0,53,0.002167484867300118,0.0029507512687345304,0.9999914715001612,0.002920359539302608,0.005552224340333726
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,SharedStructureCoefficients,iid,0.10256097884848714,1.0,53,0.0021674855101322652,0.0029507670457669484,0.9999914714089608,0.002920375153836985,0.005552218815740173
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,ContextCoefficients,iid,2.0194695349782705,1.0,53,0.012451619963826488,0.04303001489822324,0.9981863627236665,0.04258682045344063,0.014704377480108523
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,MLP,iid,1.1392159250099212,-1.0,53,0.12833025570705558,0.3306893662987044,0.8928855899198772,0.327283378863215,0.15796046591576157
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,NeuralMoE,iid,2.677411613985896,-1.0,53,0.14823161880974567,0.3233436523666679,0.897591472927296,0.3200133232737411,0.22875274021938238
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,GlobalProgram,future,0.10635415511205792,0.6666666666666666,53,0.27636934740621655,0.2836852390418196,-3.4305604774320306,2.104889659205924,0.5122045701438807
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,IndependentPrograms,future,0.1300446311943233,1.0,53,0.0035944233950431226,0.0035944796215062807,0.9992886927372769,0.02667034425580265,0.006696970726803721
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,SharedStructureCoefficients,future,0.10256097884848714,1.0,53,0.003594402441473213,0.0035944586615090836,0.9992887010327502,0.026670188736673397,0.006696940030277819
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,ContextCoefficients,future,2.0194695349782705,1.0,53,0.03734893587352417,0.04359227903611537,0.8953824991532915,0.32344628742143344,0.07003419083312519
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,MLP,future,1.1392159250099212,-1.0,53,1.3169875822113681,2.6729889085468805,-392.35031730673035,19.833061218751137,1.5226186920723577
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,1,NeuralMoE,future,2.677411613985896,-1.0,53,1.5730515200029913,6.044380941218307,-2010.3555422559264,44.848138671029886,1.6069948827943454
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,GlobalProgram,iid,0.1039392570964992,0.6666666666666666,54,0.15567603066449465,0.45865461087529186,0.8245259946814623,0.41889617486739805,0.11625396878622969
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,IndependentPrograms,iid,0.13003865303471684,1.0,54,0.005786211986219314,0.006818186289694112,0.999961222573112,0.00622715238997734,0.019370133961501376
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,SharedStructureCoefficients,iid,0.10214714612811804,1.0,54,0.0057862242771287665,0.006818203314200518,0.999961222379463,0.006227167938715854,0.019370121810996364
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,ContextCoefficients,iid,1.4755542308557779,1.0,54,0.022636487477598166,0.06457059889498813,0.9965221496498882,0.05897330201126446,0.023605213709465327
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,MLP,iid,0.9179875669069588,-1.0,54,0.13680792963134536,0.3440376874432855,0.9012690533569576,0.31421480971310434,0.1794280767157472
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,NeuralMoE,iid,2.6640235299710184,-1.0,54,0.17793342089009911,0.400111843319589,0.8664622436923852,0.3654281821474839,0.29113105526080674
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,GlobalProgram,future,0.1039392570964992,0.6666666666666666,54,0.3187845345553342,0.32565825397729525,-5.405901079309389,2.530988162617397,0.59766868263719
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,IndependentPrograms,future,0.13003865303471684,1.0,54,0.013759844162677837,0.013760378395405332,0.9885628767508865,0.10694448676352364,0.025704832945855252
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,SharedStructureCoefficients,future,0.10214714612811804,1.0,54,0.013759848149170185,0.013760382428388528,0.9885628700467493,0.10694451810752491,0.025704843789595137
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,ContextCoefficients,future,1.4755542308557779,1.0,54,0.11206593164865808,0.11414099803705127,0.21306406220409868,0.8870940974867892,0.21677382512279392
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,MLP,future,0.9179875669069588,-1.0,54,1.6358408890034752,2.4386519834490508,-358.21602453480483,18.95299513361423,2.146185188073472
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,2,NeuralMoE,future,2.6640235299710184,-1.0,54,6.504180430328006,8.767927896369674,-4642.548513769178,68.14358747357801,9.77074698253292
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,GlobalProgram,iid,0.10434277402237058,0.6666666666666666,60,0.16942897809224178,0.4227740026036669,0.8495792579425071,0.3878411299198331,0.24509280731426808
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,IndependentPrograms,iid,0.130234498064965,1.0,60,0.00199693175397897,0.0028529948652841796,0.9999931499591784,0.0026172582642093167,0.005366085041073502
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,SharedStructureCoefficients,iid,0.10019767819903791,1.0,60,0.0019969427936725693,0.00285301520210807,0.9999931498615207,0.0026172769206468174,0.00536609834810511
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,ContextCoefficients,iid,2.1152174768503755,1.0,60,0.02081002803913634,0.15850653550925156,0.9788560790294651,0.1454094940866477,0.013950740909786076
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,MLP,iid,0.5544766869861633,-1.0,60,0.15146095885813793,0.3515908387613208,0.895968159917869,0.3225396721058217,0.18711332108247994
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,NeuralMoE,iid,1.804630713071674,-1.0,60,0.1745184863890472,0.4172767762850704,0.8534655938516942,0.38279812714837796,0.20885880026727674
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,GlobalProgram,future,0.10434277402237058,0.6666666666666666,60,0.28093755806094123,0.28871425497368447,-3.9659679458671953,2.2284451857443557,0.5330237135371646
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,IndependentPrograms,future,0.130234498064965,1.0,60,0.004505780502768175,0.004516439110235243,0.9987847663785209,0.03486020111070932,0.008569257017533397
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,SharedStructureCoefficients,future,0.10019767819903791,1.0,60,0.00450579931263196,0.004516457916338794,0.9987847562582219,0.03486034626589372,0.008569295859321828
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,ContextCoefficients,future,2.1152174768503755,1.0,60,0.12607925690190314,0.13189249332928168,-0.03635277381485058,1.018014132423932,0.24400747322560112
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,MLP,future,0.5544766869861633,-1.0,60,1.0503335695257192,1.9609859341034428,-228.09542396643988,15.13589851863575,1.2835839483140412
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,3,NeuralMoE,future,1.804630713071674,-1.0,60,1.5816317824874204,5.671247029115494,-1915.1283079395025,43.773602866790654,1.5235970845562643
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,GlobalProgram,iid,0.10795264388434589,0.6666666666666666,71,0.20733511981596386,0.4854178275667543,0.8248361007748136,0.41852586446381823,0.2494208263170032
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,IndependentPrograms,iid,0.1308091829996556,1.0,71,0.002007463961506417,0.0036517893861317168,0.9999900865549495,0.003148562378377817,0.0031003177485214375
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,SharedStructureCoefficients,iid,0.09999084589071572,1.0,71,0.0020074606575879793,0.0036517828284068463,0.9999900865905537,0.003148556724326164,0.0031003278521560805
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,ContextCoefficients,iid,0.36441139690577984,1.0,71,0.04168706759721097,0.1421019281875126,0.9849888798360352,0.12251987660769506,0.03247281978954254
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,MLP,iid,0.820939052850008,-1.0,71,0.12312224546847794,0.31251560049554905,0.9273966661730417,0.26945005813129513,0.13333356365531546
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,NeuralMoE,iid,0.6187564949505031,-1.0,71,0.18089201472410643,0.4070235679043196,0.8768449362155647,0.3509345576947863,0.2511890290059081
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,GlobalProgram,future,0.10795264388434589,0.6666666666666666,71,0.2823389001732721,0.28903180437819126,-4.348940601454251,2.31277768094001,0.5353787629707609
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,IndependentPrograms,future,0.1308091829996556,1.0,71,0.001382768730763928,0.0013827922196012114,0.9998775692918467,0.011064841081248458,0.0026431605359138396
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,SharedStructureCoefficients,future,0.09999084589071572,1.0,71,0.001382787670320522,0.0013828111423040401,0.9998775659410385,0.01106499249712762,0.002643177901101944
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,ContextCoefficients,future,0.36441139690577984,1.0,71,0.0093396570537152,0.014381913472050152,0.9867562842784584,0.11508134393350455,0.011904727015883184
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,MLP,future,0.820939052850008,-1.0,71,1.3241201347100287,2.3486714821030152,-352.20029370868855,18.79362375138676,1.7237956633108666
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609304,202609304,4,NeuralMoE,future,0.6187564949505031,-1.0,71,1.5735239961450134,3.002853489828912,-576.3574759104806,24.02826410522576,1.9160418970023967
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,GlobalProgram,iid,0.11121085309423506,0.6666666666666666,52,0.1568270758093604,0.5130971943554918,0.7539045296014243,0.4960801048203563,0.07138420000316198
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,IndependentPrograms,iid,0.14754032506607473,1.0,52,0.0055510887364107475,0.00922400687306309,0.9999204676937488,0.008918088710659598,0.014522781907703508
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,SharedStructureCoefficients,iid,0.1092542540282011,1.0,52,0.005551096979064888,0.00922404336961634,0.9999204670643779,0.008918123996788933,0.014522801350653232
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,ContextCoefficients,iid,0.49614183814264834,1.0,52,0.02334799767095319,0.08763619999546488,0.9928208766395534,0.0847297076617558,0.02090491948709962
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,MLP,iid,0.4519145570229739,-1.0,52,0.2448787793689462,0.6211382085831202,0.6393542399620797,0.6005378922581991,0.24463703579164803
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,NeuralMoE,iid,1.8603600959759206,-1.0,52,0.2859124274527858,0.8146692042230561,0.37960692765918624,0.7876503490387178,0.252270455255134
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,GlobalProgram,future,0.11121085309423506,0.6666666666666666,52,6.088384003465762,8.419832732667702,0.6062321853638517,0.6275092147818614,0.6294185602513801
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,IndependentPrograms,future,0.14754032506607473,1.0,52,0.09416687334305607,0.13014826360666873,0.9999059172411486,0.009699626737735405,0.009972433099733348
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,SharedStructureCoefficients,future,0.1092542540282011,1.0,52,0.09416741147209412,0.13014906503009388,0.9999059160824646,0.009699686465832172,0.009972496565279487
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,ContextCoefficients,future,0.49614183814264834,1.0,52,1.4113383365329355,1.9970788834535147,0.9778474499396149,0.14883732751022213,0.15454122830874448
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,MLP,future,0.4519145570229739,-1.0,52,4.604994940054894,9.01944943505209,0.5481509809332576,0.672197157883565,0.43989102600592495
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,0,NeuralMoE,future,1.8603600959759206,-1.0,52,9.382865772444347,15.572955220311542,-0.3470240726531377,1.160613662099985,0.8710452837508559
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,GlobalProgram,iid,0.11102958000265062,0.6666666666666666,65,0.2005918778928617,0.4553455913094093,0.7931346707873117,0.45482450375137906,0.27538313156179617
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,IndependentPrograms,iid,0.13621202413924038,1.0,65,0.0020431573653922896,0.0029191780003122265,0.9999914978925092,0.002915837356711694,0.0049185856943484265
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,SharedStructureCoefficients,iid,0.10675315698608756,1.0,65,0.0020431636387825375,0.0029191759811886785,0.9999914979042706,0.002915835339898787,0.004918534175885352
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,ContextCoefficients,iid,1.37808025511913,1.0,65,0.021644202217316888,0.058895937506278154,0.9965392030837635,0.05882853828063769,0.032475372076029525
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,MLP,iid,1.4861964141018689,-1.0,65,0.30373369218079915,0.8646685387953148,0.25405853143071655,0.8636790309885283,0.26853255061643216
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,NeuralMoE,iid,0.6227300909813493,-1.0,65,0.5168477304599719,0.95616822192853,0.08783364711053465,0.9550740038810946,0.8485513178350641
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,GlobalProgram,future,0.11102958000265062,0.6666666666666666,65,5.1731052082323,7.403656753547105,0.6721527733754286,0.5725794500543758,0.5754633861251789
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,IndependentPrograms,future,0.13621202413924038,1.0,65,0.009830046852584928,0.013592887471410965,0.9999988948978964,0.0010512383666763932,0.0013354548861029764
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,SharedStructureCoefficients,future,0.10675315698608756,1.0,65,0.00982981795364047,0.013592622554118527,0.9999988949409716,0.0010512178786658514,0.0013354322049092873
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,ContextCoefficients,future,1.37808025511913,1.0,65,0.3472337922430597,0.5269830246210111,0.9983389901268682,0.04075548887121572,0.041024888930785965
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,MLP,future,1.4861964141018689,-1.0,65,4.938926490300219,8.08222136713344,0.6093026684331937,0.625057862574983,0.5550083597530783
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,1,NeuralMoE,future,0.6227300909813493,-1.0,65,6.988804694759892,10.682937675790118,0.31740932369922403,0.8261904600640073,0.7427512369787582
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,GlobalProgram,iid,0.1097761110868305,0.6666666666666666,65,0.22316231062950465,0.4534591981814526,0.7715175803054469,0.4779983469579713,0.34716775703856195
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,IndependentPrograms,iid,0.13547389209270477,1.0,65,0.003078350315718126,0.0031071997191867563,0.999989272100512,0.003275347231671375,0.011819576423064452
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,SharedStructureCoefficients,iid,0.10555250686593354,1.0,65,0.0030783460652289967,0.003107191597663718,0.9999892721565925,0.003275338670648459,0.011819598015936277
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,ContextCoefficients,iid,1.161436574999243,1.0,65,0.03693221057574192,0.14672790164811073,0.9760777639505104,0.15466814814139856,0.05453962582784365
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,MLP,iid,1.373674136819318,-1.0,65,0.30170974768770975,0.8155035734445166,0.2610278100309965,0.8596349166762618,0.36566247540140895
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,NeuralMoE,iid,0.5734876929782331,-1.0,65,0.48048374946847616,0.9265073955070597,0.04616305835494838,0.976645760572917,0.8598172410923546
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,GlobalProgram,future,0.1097761110868305,0.6666666666666666,65,4.8068202113499865,6.541165136219831,0.7287095613736493,0.520855487276798,0.5231729677368527
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,IndependentPrograms,future,0.13547389209270477,1.0,65,0.005596767470706254,0.0075026000122757255,0.9999996430989316,0.0005974119753679086,0.0007160188849842899
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,SharedStructureCoefficients,future,0.10555250686593354,1.0,65,0.005596553317889137,0.007502281618787322,0.9999996431292232,0.0005973866225458815,0.0007160300453840102
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,ContextCoefficients,future,1.161436574999243,1.0,65,1.4434078756312374,2.1256000535190416,0.9713524579388985,0.16925584793767554,0.1598503985893523
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,MLP,future,1.373674136819318,-1.0,65,6.951282562404231,14.191486274560893,-0.2769680288821379,1.1300301008743694,0.4795892922941456
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,2,NeuralMoE,future,0.5734876929782331,-1.0,65,7.409350441739662,11.152540369455815,0.21137258748638577,0.888046965263445,0.770231546288159
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,GlobalProgram,iid,0.11027691490016878,1.0,59,0.14863312243392102,0.5312310693736457,0.7603426447052722,0.4895481133604007,0.11455059547877403
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,IndependentPrograms,iid,0.13583497609943151,1.0,59,0.002469500597953811,0.003974670828208209,0.9999865839038233,0.0036627989538943195,0.0054216381492652056
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,SharedStructureCoefficients,iid,0.10694552701897919,1.0,59,0.002469505206439587,0.003974673322101209,0.9999865838869876,0.003662801252104427,0.005421660983172217
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,ContextCoefficients,iid,1.1162207450252026,1.0,59,0.025268433644441757,0.08108305202377156,0.9944167894852913,0.07472088406000488,0.020994985017384653
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,MLP,iid,0.9646028559654951,-1.0,59,0.2520626202431231,0.6942915127934686,0.5906379856900283,0.6398140466651006,0.3249853134543899
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,NeuralMoE,iid,1.5535848059225827,-1.0,59,0.25440128390528116,0.6149602478319639,0.6788426139867094,0.5667074959917952,0.3425381734040445
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,GlobalProgram,future,0.11027691490016878,1.0,59,5.596458716943744,7.845684109586363,0.6182093472197379,0.6178921044812452,0.6196909273647422
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,IndependentPrograms,future,0.13583497609943151,1.0,59,0.010432023438625038,0.010936924632743178,0.9999992580850987,0.0008613448213676215,0.0016547209771441886
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,SharedStructureCoefficients,future,0.10694552701897919,1.0,59,0.010432041527335425,0.010936860564402153,0.999999258093791,0.0008613397756225324,0.0016546551600423432
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,ContextCoefficients,future,1.1162207450252026,1.0,59,0.1323520586884115,0.21775362160621534,0.9997059004034279,0.01714933224857695,0.01313346894218928
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,MLP,future,0.9646028559654951,-1.0,59,5.4306709190350375,8.602375075651862,0.5410129798315362,0.6774858080937665,0.6257706666950762
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,3,NeuralMoE,future,1.5535848059225827,-1.0,59,5.377535513645853,8.067262847130642,0.5963396709697819,0.6353426862963153,0.6523261168913814
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,GlobalProgram,iid,0.1091920300386846,1.0,69,0.1490326439607088,0.32261382238334335,0.8548266071795232,0.381016263196831,0.16729136285289697
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,IndependentPrograms,iid,0.13906921003945172,1.0,69,0.0025762412942640367,0.002942091116213833,0.9999879264962183,0.003474694775329207,0.0073005487713702875
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,SharedStructureCoefficients,iid,0.11077561695128679,1.0,69,0.0025762437954054656,0.002942097464031914,0.9999879264441189,0.0034747022722861165,0.007300566886829916
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,ContextCoefficients,iid,2.112890989985317,1.0,69,0.0170666042549783,0.07804203593567297,0.991504708873005,0.09216990358568763,0.021844338212253664
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,MLP,iid,1.3343831109814346,-1.0,69,0.2445239999324258,0.6171439399353449,0.468756018734405,0.728864858026229,0.2446848263685328
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,NeuralMoE,iid,1.7778518910054117,-1.0,69,0.2788265625558779,0.6596111822982339,0.39312799448433744,0.7790199005902626,0.3144388973081058
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,GlobalProgram,future,0.1091920300386846,1.0,69,5.444809697044548,7.545199751731362,0.650877263330389,0.5908660903027106,0.5883295133235557
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,IndependentPrograms,future,0.13906921003945172,1.0,69,0.026977281930157915,0.0374297552874566,0.99999140846774,0.0029311315664786535,0.00293296532817268
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,SharedStructureCoefficients,future,0.11077561695128679,1.0,69,0.026977322768643806,0.03742976845134828,0.9999914084616968,0.002931132597345624,0.00293298985086879
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,ContextCoefficients,future,2.112890989985317,1.0,69,0.5705115059099626,0.8229978986491968,0.9958463097955349,0.06444912881075318,0.0728139180631873
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,MLP,future,1.3343831109814346,-1.0,69,4.0585785032199055,7.038050486647354,0.6962324311464736,0.5511511306833421,0.4480899646124684
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609305,202609305,4,NeuralMoE,future,1.7778518910054117,-1.0,69,6.423855071525395,11.427276982509497,0.19920351506065115,0.8948723288488414,0.6347432103959936
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609306,202609306,0,GlobalProgram,iid,0.10598009102977812,1.0,49,0.2612175275080517,0.6104376093365312,0.6595194683924059,0.5835070964500723,0.09188330834886324
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609306,202609306,0,IndependentPrograms,iid,0.1298839501105249,1.0,49,0.002042005386101664,0.0043984926155943615,0.9999823226381026,0.004204445492262621,0.0010482289391303928
