git_commit,git_dirty,task_id,task_seed,seed,model,split,training_seconds,operator_accuracy,post_change_train_rows,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,3,GlobalProgram,future,0.10719797713682055,0.3333333333333333,60,0.553849659620596,0.7216357379445851,0.6987659064672544,0.5488479694166187,0.5375951173900831
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,3,IndependentPrograms,future,0.13165559899061918,0.3333333333333333,60,0.007449997147546128,0.0077746071473669956,0.9999650356898202,0.0059130626734176205,0.00938878897131577
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,3,SharedStructureCoefficients,future,0.10929552698507905,0.3333333333333333,60,0.007449958511755826,0.007774572173321144,0.9999650360043932,0.005913036073523743,0.009388890229790546
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,3,ContextCoefficients,future,0.7087770320940763,0.3333333333333333,60,0.08144158073025665,0.10685418758583679,0.9933953295720472,0.08126912345997546,0.09193673806205677
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,3,MLP,future,0.6843062089756131,-1.0,60,2.837958121364295,4.925694344240116,-13.034694890961383,3.7462908177237635,2.6623476916218722
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,3,NeuralMoE,future,1.2640842839609832,-1.0,60,3.452478897840251,6.632496036454326,-24.446148426812833,5.044417550799382,2.3659361200619413
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,4,GlobalProgram,iid,0.10983524098992348,0.3333333333333333,70,0.2310047735330727,0.3925280177266402,0.8182255544291326,0.42635014433076884,0.37067459957926224
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,4,IndependentPrograms,iid,0.1304046141449362,0.3333333333333333,70,0.0010806650176391486,0.0021269032588497406,0.9999946631256276,0.0023101676069902264,0.0019609765287344804
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,4,SharedStructureCoefficients,iid,0.10877241985872388,0.3333333333333333,70,0.0010806620846196087,0.0021268740240165626,0.99999466327234,0.002310135853141375,0.001960942690556271
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,4,ContextCoefficients,iid,0.8023511690553278,0.3333333333333333,70,0.02130563054686263,0.08612805207674958,0.9912485350734342,0.09354926470350142,0.020360221330918797
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,4,MLP,iid,0.5207354601006955,-1.0,70,0.20530351475429143,0.4741035953983786,0.7348216865551833,0.514954671252545,0.20106731630919294
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,temporal-202609300,202609300,4,NeuralMoE,iid,2.40020735305734,-1.0,70,0.24109243372129185,0.5238241517099628,0.6762852091627511,0.568959392959857,0.2564538345324218
