variant,true_prior,scale,noise,tasks,mse_model,se_model,mse_zero,se_zero,mse_always_smooth,se_always_smooth,mse_hard_route,se_hard_route,mse_bayes_mixture,se_bayes_mixture,mse_regime_oracle,se_regime_oracle,trust_posterior_correlation,trust_regime_auroc,trust_mean,posterior_mean,seed
structured,0.1,0.3,0.1,4096,1.013195276260376,0.0064891562797129,1.0052003860473633,0.0064193848520517,1.093130350112915,0.0070707108825445,1.029059886932373,0.006645864341408,1.01604962348938,0.0065132263116538,0.9958365559577942,0.0063847173005342,0.9310966179797624,0.7543198678329582,0.3617699742317199,0.4128520786762237,20260831
structured,0.1,0.3,0.3,4096,1.0059789419174194,0.0066570695489645,0.9987642765045166,0.0065747620537877,1.078608512878418,0.0072284704074263,1.0225486755371094,0.0068401028402149,1.0087902545928955,0.0066948244348168,0.9888187050819396,0.0065407366491854,0.9299937770041594,0.72994328778594,0.3779964447021484,0.4283096492290497,20260831
structured,0.1,0.3,1.0,4096,1.0112171173095703,0.0065099974162876,1.0064414739608765,0.0065118810161948,1.0448473691940308,0.0067617399618029,1.020508885383606,0.0066004269756376,1.0117263793945312,0.0065295193344354,0.9997439384460448,0.006456374656409,0.8229439284927753,0.6100681013347862,0.4279342591762543,0.4741628766059875,20260831
structured,0.1,1.0,0.1,4096,0.956928014755249,0.0070433197543025,0.992487907409668,0.0065302592702209,1.6880757808685305,0.013836832717061,0.9627090692520142,0.0073202494531869,0.9540166258811952,0.0070975082926452,0.933656930923462,0.0068674096837639,0.9592313327459148,0.9866563997745046,0.1436370760202407,0.1501711159944534,20260831
structured,0.1,1.0,0.3,4096,0.9890090227127076,0.0070093143731355,1.0096235275268557,0.0064836456440389,1.566469669342041,0.012223151512444,1.0058298110961914,0.0075403796508908,0.9914109706878662,0.0071653770282864,0.9578570127487184,0.0067142858169972,0.96181128190773,0.9684452634452634,0.1635650694370269,0.1778670698404312,20260831
structured,0.1,1.0,1.0,4096,1.0163958072662354,0.0069223120808601,1.0008525848388672,0.0065867542289197,1.2181404829025269,0.0085249226540327,1.054436445236206,0.007526361849159,1.0233142375946045,0.0069757616147398,0.9705684781074524,0.0065666167065501,0.9468644330313856,0.8043880667860935,0.3277182281017303,0.3791058957576751,20260831
structured,0.1,3.0,0.1,4096,0.9205057621002196,0.007485429290682,1.0064760446548462,0.0067361369729042,2.504115581512451,0.0282446555793285,0.915885090827942,0.0075340331532061,0.9158851504325868,0.0075340406037867,0.915885090827942,0.0075340331532061,0.9884671796815604,0.999969972546328,0.0964080691337585,0.0917951017618179,20260831
structured,0.1,3.0,0.3,4096,0.9237302541732788,0.007238685619086,0.9990401268005372,0.0066230078227818,1.6108425855636597,0.0141124268993735,0.919551432132721,0.0072864759713411,0.9189372062683104,0.0072678034193813,0.9168665409088136,0.0072360699996352,0.9821427986860712,0.998963176187567,0.1053459346294403,0.1009934991598129,20260831
structured,0.1,3.0,1.0,4096,0.9779869318008424,0.0070830034092068,0.9850864410400392,0.006674732081592,1.254364848136902,0.0097688445821404,1.00527024269104,0.0077796354889869,0.979172945022583,0.0071967993862926,0.926809549331665,0.0066787651740014,0.9601205463450506,0.8932428283342716,0.2774421274662018,0.2899605631828308,20260831
structured,0.5,0.3,0.1,4096,0.9713103771209716,0.0061965328641235,0.9993064999580384,0.0062870467081665,1.005396604537964,0.0067174863070249,0.9811244010925292,0.0063368147239089,0.9690393209457396,0.0062024495564401,0.9472765922546388,0.0060636834241449,0.9248918679071806,0.74740205661031,0.4344025254249573,0.4977003037929535,20260831
