dataset,split_seed,seed,query_family,model,rmse,nll,coverage90
fremtpl_claim_count,2026082821,2027083102,scaled_dense,direct,2.424902928431544,8.145349740982056,0.740234375
fremtpl_claim_count,2026082821,2027083102,scaled_dense,ridge,3.1073709032572454,,
kdd17_stock_return,2026082801,2027083102,point,projective,0.9503856963502708,1.351768950621287,0.8580729166666666
kdd17_stock_return,2026082801,2027083102,point,direct,0.8974445771838613,1.2634630799293518,0.9173177083333334
kdd17_stock_return,2026082801,2027083102,point,ridge,1.2563659848495838,,
kdd17_stock_return,2026082801,2027083102,dense,projective,0.9258674388312554,1.3658706943194072,0.833984375
kdd17_stock_return,2026082801,2027083102,dense,direct,0.8653343033905156,1.3391841252644856,0.8756510416666666
kdd17_stock_return,2026082801,2027083102,dense,ridge,1.1298434141560638,,
kdd17_stock_return,2026082801,2027083102,scaled_dense,projective,2.3312716799248667,2.2580732504526773,0.81640625
kdd17_stock_return,2026082801,2027083102,scaled_dense,direct,2.1399243547017317,4.094018816947937,0.6751302083333334
kdd17_stock_return,2026082801,2027083102,scaled_dense,ridge,2.9642632292629534,,
kdd17_stock_return,2026082811,2027083102,point,projective,1.1421260189238196,1.2909098068873088,0.8444010416666666
kdd17_stock_return,2026082811,2027083102,point,direct,1.1273636756029597,1.3430123527844746,0.919921875
kdd17_stock_return,2026082811,2027083102,point,ridge,1.3995421963879358,,
kdd17_stock_return,2026082811,2027083102,dense,projective,1.127234896953695,1.4687817692756653,0.8046875
kdd17_stock_return,2026082811,2027083102,dense,direct,1.0857614882281033,1.5320540070533752,0.8391927083333334
kdd17_stock_return,2026082811,2027083102,dense,ridge,1.4059067483820105,,
kdd17_stock_return,2026082811,2027083102,scaled_dense,projective,2.652316693040151,2.3109825054804483,0.806640625
kdd17_stock_return,2026082811,2027083102,scaled_dense,direct,2.5889691026164394,3.8653085231781006,0.6725260416666666
kdd17_stock_return,2026082811,2027083102,scaled_dense,ridge,3.249232397152466,,
kdd17_stock_return,2026082821,2027083102,point,projective,1.092195459717946,1.4400385022163391,0.82421875
kdd17_stock_return,2026082821,2027083102,point,direct,1.0832050626572123,1.3792347311973572,0.900390625
kdd17_stock_return,2026082821,2027083102,point,ridge,1.3593432031763946,,
kdd17_stock_return,2026082821,2027083102,dense,projective,1.12488752262015,1.6239800453186035,0.7838541666666666
kdd17_stock_return,2026082821,2027083102,dense,direct,1.0798971842021459,1.6713013052940369,0.8268229166666666
kdd17_stock_return,2026082821,2027083102,dense,ridge,1.4287693153426273,,
kdd17_stock_return,2026082821,2027083102,scaled_dense,projective,2.7410895892985834,2.507792830467224,0.7688802083333334
kdd17_stock_return,2026082821,2027083102,scaled_dense,direct,2.6819527470557682,5.918447573979695,0.6184895833333334
kdd17_stock_return,2026082821,2027083102,scaled_dense,ridge,3.32610530790394,,
openml-abalone-183,2026082801,2027083102,point,projective,1.0703609251404975,1.7090913852055867,0.7805989583333334
openml-abalone-183,2026082801,2027083102,point,direct,1.046611477531741,1.492221514383952,0.916015625
openml-abalone-183,2026082801,2027083102,point,ridge,0.8324795084083817,,
openml-abalone-183,2026082801,2027083102,dense,projective,1.0348242317212522,1.5841717720031738,0.7604166666666666
openml-abalone-183,2026082801,2027083102,dense,direct,1.0647530789300559,1.8002598881721497,0.8001302083333334
openml-abalone-183,2026082801,2027083102,dense,ridge,0.843873933237967,,
openml-abalone-183,2026082801,2027083102,scaled_dense,projective,2.43712841364211,2.4203614791234336,0.7858072916666666
openml-abalone-183,2026082801,2027083102,scaled_dense,direct,2.4894863147000623,4.767058293024699,0.6197916666666666
openml-abalone-183,2026082801,2027083102,scaled_dense,ridge,1.9458228466995695,,
openml-abalone-183,2026082811,2027083102,point,projective,0.9576652399131707,1.4868406852086384,0.806640625
openml-abalone-183,2026082811,2027083102,point,direct,1.0817131557280453,1.4683923919995625,0.91015625
openml-abalone-183,2026082811,2027083102,point,ridge,0.7863109189415753,,
openml-abalone-183,2026082811,2027083102,dense,projective,0.9693257917715757,1.4750893712043762,0.7916666666666666
openml-abalone-183,2026082811,2027083102,dense,direct,1.0404205625494471,1.7675907015800476,0.7936197916666666
openml-abalone-183,2026082811,2027083102,dense,ridge,0.8004283530616494,,
openml-abalone-183,2026082811,2027083102,scaled_dense,projective,2.322134961258705,2.3302738666534424,0.787109375
openml-abalone-183,2026082811,2027083102,scaled_dense,direct,2.4944664431902037,4.938477993011475,0.595703125
openml-abalone-183,2026082811,2027083102,scaled_dense,ridge,1.915138679077915,,
openml-abalone-183,2026082821,2027083102,point,projective,0.9920079326588057,1.5873246987660725,0.7747395833333334
openml-abalone-183,2026082821,2027083102,point,direct,0.9915106710118464,1.4509539008140564,0.9049479166666666
openml-abalone-183,2026082821,2027083102,point,ridge,0.7948314137267309,,
openml-abalone-183,2026082821,2027083102,dense,projective,1.0582277854842579,1.6338066856066387,0.7421875
openml-abalone-183,2026082821,2027083102,dense,direct,0.9830969279137933,1.5739849209785461,0.828125
openml-abalone-183,2026082821,2027083102,dense,ridge,0.8361810644291658,,
openml-abalone-183,2026082821,2027083102,scaled_dense,projective,2.3975230906212888,2.3809590339660645,0.7779947916666666
openml-abalone-183,2026082821,2027083102,scaled_dense,direct,2.3382005733053033,4.757729371388753,0.6373697916666666
openml-abalone-183,2026082821,2027083102,scaled_dense,ridge,1.9309978489217658,,
openml-kin8nm-189,2026082801,2027083102,point,projective,0.895372386746958,1.32672385374705,0.8782552083333334
openml-kin8nm-189,2026082801,2027083102,point,direct,1.007534264690992,1.4467154343922932,0.8893229166666666
openml-kin8nm-189,2026082801,2027083102,point,ridge,1.0384686429373031,,
openml-kin8nm-189,2026082801,2027083102,dense,projective,0.8930592481890469,1.3152085343996684,0.8997395833333334
openml-kin8nm-189,2026082801,2027083102,dense,direct,0.9897736700952853,1.4661512176195781,0.8834635416666666
openml-kin8nm-189,2026082801,2027083102,dense,ridge,1.023354631325541,,
openml-kin8nm-189,2026082801,2027083102,scaled_dense,projective,2.166141287366336,2.1955540577570596,0.8723958333333334
openml-kin8nm-189,2026082801,2027083102,scaled_dense,direct,2.355722779535146,2.973944664001465,0.7083333333333334
openml-kin8nm-189,2026082801,2027083102,scaled_dense,ridge,2.5008721102036877,,
openml-kin8nm-189,2026082811,2027083102,point,projective,0.9254000881060642,1.3592945337295532,0.8548177083333334
openml-kin8nm-189,2026082811,2027083102,point,direct,1.0505683333413698,1.4941881895065308,0.8645833333333334
openml-kin8nm-189,2026082811,2027083102,point,ridge,1.0749069229018735,,
openml-kin8nm-189,2026082811,2027083102,dense,projective,0.9282236194555431,1.3728160460789998,0.8645833333333334
openml-kin8nm-189,2026082811,2027083102,dense,direct,1.0093684838934007,1.505781312783559,0.869140625
openml-kin8nm-189,2026082811,2027083102,dense,ridge,1.06477694470946,,
openml-kin8nm-189,2026082811,2027083102,scaled_dense,projective,2.2852046428892554,2.2548185189565024,0.8463541666666666
openml-kin8nm-189,2026082811,2027083102,scaled_dense,direct,2.5088561076185183,3.646839141845703,0.6666666666666666
openml-kin8nm-189,2026082811,2027083102,scaled_dense,ridge,2.556235790135466,,
openml-kin8nm-189,2026082821,2027083102,point,projective,0.9229721878579278,1.358129660288493,0.8717447916666666
openml-kin8nm-189,2026082821,2027083102,point,direct,1.0222955015483848,1.4666863878568013,0.89453125
openml-kin8nm-189,2026082821,2027083102,point,ridge,1.066625858931965,,
openml-kin8nm-189,2026082821,2027083102,dense,projective,0.8851518889564135,1.2972397208213806,0.888671875
openml-kin8nm-189,2026082821,2027083102,dense,direct,0.9929193615980204,1.4673216144243877,0.8736979166666666
openml-kin8nm-189,2026082821,2027083102,dense,ridge,1.029696479260391,,
openml-kin8nm-189,2026082821,2027083102,scaled_dense,projective,2.1841934463370984,2.210238734881083,0.8658854166666666
openml-kin8nm-189,2026082821,2027083102,scaled_dense,direct,2.3879371442589608,3.0399843056996665,0.708984375
openml-kin8nm-189,2026082821,2027083102,scaled_dense,ridge,2.5470107808807905,,
openml-pol-201,2026082801,2027083102,point,projective,1.0208312962310604,1.6470256050427754,0.7897135416666666
openml-pol-201,2026082801,2027083102,point,direct,1.0095813811867533,1.5191658735275269,0.8717447916666666
openml-pol-201,2026082801,2027083102,point,ridge,1.3868421616061046,,
openml-pol-201,2026082801,2027083102,dense,projective,1.0202365885950393,1.52802308400472,0.837890625
openml-pol-201,2026082801,2027083102,dense,direct,1.003393074215657,1.568592131137848,0.8795572916666666
openml-pol-201,2026082801,2027083102,dense,ridge,1.4372659921221436,,
openml-pol-201,2026082801,2027083102,scaled_dense,projective,2.460549718590015,2.369743744532267,0.8489583333333334
openml-pol-201,2026082801,2027083102,scaled_dense,direct,2.371664180776652,4.732307195663452,0.6497395833333334
openml-pol-201,2026082801,2027083102,scaled_dense,ridge,3.442829878253837,,
openml-pol-201,2026082811,2027083102,point,projective,1.030144571016033,1.6881383260091145,0.7903645833333334
openml-pol-201,2026082811,2027083102,point,direct,1.008248015740338,1.5565821727116902,0.8958333333333334
openml-pol-201,2026082811,2027083102,point,ridge,1.7037841151426045,,
openml-pol-201,2026082811,2027083102,dense,projective,1.0357966523390316,1.542449414730072,0.8541666666666666
openml-pol-201,2026082811,2027083102,dense,direct,1.0063378834701058,1.5686278343200684,0.8899739583333334
openml-pol-201,2026082811,2027083102,dense,ridge,1.5423744570166975,,
openml-pol-201,2026082811,2027083102,scaled_dense,projective,2.4406706248507186,2.3711400429407754,0.8606770833333334
openml-pol-201,2026082811,2027083102,scaled_dense,direct,2.3944102220924397,4.733598550160726,0.689453125
openml-pol-201,2026082811,2027083102,scaled_dense,ridge,3.701179476204266,,
openml-pol-201,2026082821,2027083102,point,projective,1.0424142856717595,1.7341128985087078,0.8033854166666666
openml-pol-201,2026082821,2027083102,point,direct,1.0185833076901076,1.5674513578414917,0.888671875
openml-pol-201,2026082821,2027083102,point,ridge,1.6301048741605315,,
openml-pol-201,2026082821,2027083102,dense,projective,1.029867883684133,1.5206229090690613,0.8567708333333334
openml-pol-201,2026082821,2027083102,dense,direct,0.9843475045294912,1.544576625029246,0.8932291666666666
openml-pol-201,2026082821,2027083102,dense,ridge,1.6480605792813752,,
openml-pol-201,2026082821,2027083102,scaled_dense,projective,2.4463003842313276,2.3977197806040444,0.8522135416666666
openml-pol-201,2026082821,2027083102,scaled_dense,direct,2.3907547128097653,5.038734197616577,0.685546875
openml-pol-201,2026082821,2027083102,scaled_dense,ridge,3.8950176643098353,,
openml-puma32h-308,2026082801,2027083102,point,projective,1.1273873306419502,1.726958413918813,0.76171875
openml-puma32h-308,2026082801,2027083102,point,direct,1.0877070565987337,1.5646488070487976,0.8346354166666666
openml-puma32h-308,2026082801,2027083102,point,ridge,1.3719872428029394,,
openml-puma32h-308,2026082801,2027083102,dense,projective,1.101681858386984,1.6809672713279724,0.759765625
openml-puma32h-308,2026082801,2027083102,dense,direct,1.061438039124576,1.636398156483968,0.8111979166666666
openml-puma32h-308,2026082801,2027083102,dense,ridge,1.3288340751339351,,
openml-puma32h-308,2026082801,2027083102,scaled_dense,projective,2.7402537774114863,2.5874995390574136,0.7486979166666666
openml-puma32h-308,2026082801,2027083102,scaled_dense,direct,2.622518941242969,4.589003245035808,0.609375
openml-puma32h-308,2026082801,2027083102,scaled_dense,ridge,3.2980616213345244,,
openml-puma32h-308,2026082811,2027083102,point,projective,1.1037296953994171,1.7354713479677837,0.7486979166666666
openml-puma32h-308,2026082811,2027083102,point,direct,1.081077954490754,1.5795662800470989,0.8209635416666666
openml-puma32h-308,2026082811,2027083102,point,ridge,1.3364373846436544,,
openml-puma32h-308,2026082811,2027083102,dense,projective,1.1142120663978219,1.7102028131484985,0.7552083333333334
openml-puma32h-308,2026082811,2027083102,dense,direct,1.0780199617089974,1.6920528809229534,0.7923177083333334
openml-puma32h-308,2026082811,2027083102,dense,ridge,1.3207744941281412,,
openml-puma32h-308,2026082811,2027083102,scaled_dense,projective,2.68235958470154,2.579267978668213,0.755859375
openml-puma32h-308,2026082811,2027083102,scaled_dense,direct,2.564654258864933,4.882761637369792,0.6139322916666666
openml-puma32h-308,2026082811,2027083102,scaled_dense,ridge,3.192259632004548,,
openml-puma32h-308,2026082821,2027083102,point,projective,1.033761861926056,1.6097425421079,0.7721354166666666
openml-puma32h-308,2026082821,2027083102,point,direct,1.0213353453747906,1.5027296543121338,0.853515625
openml-puma32h-308,2026082821,2027083102,point,ridge,1.2032958153021167,,
openml-puma32h-308,2026082821,2027083102,dense,projective,1.0429972003004342,1.5937161048253377,0.7799479166666666
openml-puma32h-308,2026082821,2027083102,dense,direct,1.0069859439512217,1.5883505543073018,0.8287760416666666
openml-puma32h-308,2026082821,2027083102,dense,ridge,1.23579038282129,,
openml-puma32h-308,2026082821,2027083102,scaled_dense,projective,2.529814371905947,2.442434469858805,0.783203125
openml-puma32h-308,2026082821,2027083102,scaled_dense,direct,2.4111952229618088,4.468613465627034,0.6432291666666666
openml-puma32h-308,2026082821,2027083102,scaled_dense,ridge,3.033339943372071,,
