dataset,split,round,model,r2,spearman,choice_percentile,chosen_gain,oracle_gain,regret,normalized_regret,improving_choice
diamonds,leave_one_round_out,0,additive_delta,-0.005945083199821344,0.18150733644709993,0.9670758928571429,0.018454107403825193,0.04271153859411492,0.024257431190289724,1.5124177558376004,1.0
diamonds,leave_one_round_out,0,fm_delta,-0.10582090054488402,0.06428828182969212,0.06277901785714286,-0.03233334847407071,0.04271153859411492,0.07504488706818563,4.678946373026726,0.0
diamonds,leave_one_round_out,0,empirical_static_swap,0.20569872196049366,0.4507910210415048,0.9984654017857143,0.031147995714186805,0.04271153859411492,0.011563542879928113,0.7209711298281892,1.0
diamonds,leave_one_round_out,0,row_ridge,-0.26211774767159235,0.18189651880683252,0.6958705357142857,0.002661028150719308,0.04271153859411492,0.04005051044339561,2.497094710885885,1.0
diamonds,leave_one_round_out,0,row_hist_gbdt,0.26544660523933505,0.4896280362198495,0.9984654017857143,0.031147995714186805,0.04271153859411492,0.011563542879928113,0.7209711298281892,1.0
diamonds,leave_one_round_out,0,row_extra_trees,0.09368746482275869,0.4076872748594373,0.9993024553571429,0.0332357076884543,0.04271153859411492,0.00947583090566062,0.5908051351609189,1.0
diamonds,leave_one_round_out,0,contextual_ridge,0.21568223441558398,0.3372557250165108,0.6563895089285714,0.0015527030782835072,0.04271153859411492,0.04115883551583141,2.5661972677742213,1.0
diamonds,leave_one_round_out,0,contextual_hist_gbdt,0.4180585346492327,0.5301266144242615,0.73046875,0.0035906464312231157,0.04271153859411492,0.0391208921628918,2.4391342787792905,1.0
diamonds,leave_one_round_out,0,contextual_extra_trees,0.20065750660597126,0.4667070314064296,0.73046875,0.0035906464312231157,0.04271153859411492,0.0391208921628918,2.4391342787792905,1.0
diamonds,leave_one_round_out,1,additive_delta,-0.04799900206195318,-0.05083861548617491,0.04282924107142857,-0.04271153859411492,0.030759324585729386,0.0734708631798443,4.331269458126315,0.0
diamonds,leave_one_round_out,1,fm_delta,-0.07973557365561756,0.002679105074787934,0.05231584821428571,-0.036245867499728024,0.030759324585729386,0.06700519208545741,3.9501038841101557,0.0
diamonds,leave_one_round_out,1,empirical_static_swap,0.6442059677952057,0.7120276197583387,0.9990234375,0.024978022322217797,0.030759324585729386,0.00578130226351159,0.3408205217468271,1.0
diamonds,leave_one_round_out,1,row_ridge,0.20979662532339638,0.36248848124143157,0.9084821428571429,0.008970341042251695,0.030759324585729386,0.02178898354347769,1.2845086454812742,1.0
diamonds,leave_one_round_out,1,row_hist_gbdt,0.6332592697234163,0.6976688428595754,1.0,0.030759324585729386,0.030759324585729386,0.0,0.0,1.0
diamonds,leave_one_round_out,1,row_extra_trees,0.6441670597255892,0.7082762905576391,0.9990234375,0.024978022322217797,0.030759324585729386,0.00578130226351159,0.3408205217468271,1.0
diamonds,leave_one_round_out,1,contextual_ridge,0.4419803492254941,0.5157349037446033,0.33035714285714285,-0.009696086376048713,0.030759324585729386,0.0404554109617781,2.3849357191541487,0.0
diamonds,leave_one_round_out,1,contextual_hist_gbdt,0.6672243874597128,0.6837447648600072,0.9998604910714286,0.029091287011139,0.030759324585729386,0.0016680375745903864,0.09833449464375472,1.0
diamonds,leave_one_round_out,1,contextual_extra_trees,0.6727224985489367,0.7075447323058177,0.9990234375,0.024978022322217797,0.030759324585729386,0.00578130226351159,0.3408205217468271,1.0
diamonds,leave_one_round_out,2,additive_delta,-0.20380318599624947,0.07450759928460088,0.091796875,-0.030759324585729386,0.011835216906157603,0.04259454149188699,2.3597821953387417,0.0
