split,model,r2,spearman,choice_percentile,chosen_gain,regret,normalized_regret,improving_choice
leave_one_round_out,additive_delta,-0.24139031705524322,0.14610268922124925,0.2585518973214286,-0.03796166406693444,0.07092709734350709,2.8392668525667837,0.2
leave_one_round_out,contextual_extra_trees,0.5019869624518272,0.6543341282805831,0.9267996651785714,0.01180063793000687,0.021164795346565783,0.7744022769906406,0.9
leave_one_round_out,contextual_hist_gbdt,0.5357916360934969,0.6607281298158407,0.9288364955357142,0.018657309468964697,0.014308123807607955,0.6765721991301009,0.8
leave_one_round_out,contextual_ridge,-3.4642300043088783,0.48491761070203543,0.7986746651785714,0.005223149262447044,0.027742284014125606,1.1722950597832074,0.3
leave_one_round_out,empirical_static_swap,0.33289270316070346,0.6157537724427817,0.9912667410714286,0.024093501066187652,0.008871932210385,0.378343106003992,1.0
leave_one_round_out,fm_delta,-0.2674977905459116,0.13523061276387172,0.25906808035714285,-0.028266924150739607,0.061232357427312256,2.4985454157048066,0.0
leave_one_round_out,row_extra_trees,0.34362253890423466,0.6125701264081915,0.9846121651785713,0.018286359122603752,0.014679074153968902,0.477595432156764,1.0
leave_one_round_out,row_hist_gbdt,0.37646684650777834,0.6087875051031095,0.9541434151785715,0.021877996287307192,0.011087436989265462,0.491027907146531,0.7
leave_one_round_out,row_ridge,0.05915763930356277,0.3748617192752268,0.7804966517857144,-0.003029171750877915,0.03599460502745057,1.2256387179352624,0.5
past_to_next,additive_delta,-0.3070620910420078,0.13250930687464885,0.12932477678571427,-0.05057948446015192,0.06763529491899137,3.079124670059125,0.0
past_to_next,contextual_extra_trees,0.15095976766573302,0.6144272578239793,0.9739467075892857,0.00802757571469008,0.00902823474414937,0.45054753096385103,0.875
past_to_next,contextual_hist_gbdt,0.12819545577125546,0.6164215745801054,0.8088553292410714,-0.0027290408894213997,0.01978485134826085,0.9611559862476194,0.375
past_to_next,fm_delta,-0.3274222923409619,0.13510108347440364,0.26559012276785715,-0.029216507363208147,0.0462723178220476,2.2121885480792023,0.0
past_to_next,row_extra_trees,-0.14349140679656444,0.5606558432378469,0.9017333984375,0.0031186577758502906,0.01393715268298916,0.6136178801732397,0.625
past_to_next,row_hist_gbdt,-0.15704870928926842,0.5609118192495257,0.845703125,0.0014852637001571446,0.015570546758682306,0.7896650976173508,0.25
