model,split,n_seeds,nrmse_mean,nrmse_std_across_seeds,rmse_mean,mae_mean,r2_mean,training_seconds_mean,operation_count_mean
TabALU-GlobalBoundedTime,future,5,0.8022764687237309,0.0010436167792749352,167.5947368022355,111.15867051038853,0.356351596423395,0.018923066835850478,27.2
TabALU-GlobalBoundedTime,iid,5,0.6268505455179171,0.016240345631524822,82.9456961830762,62.65358575571317,0.6068473945229046,0.018923066835850478,27.2
TabALU-SeasonRouterBoundedTime,future,5,0.7824504008277104,0.0005903147761180408,163.4530914213824,107.5592099280739,0.38777109146732736,0.03650250509381294,80.4
TabALU-SeasonRouterBoundedTime,iid,5,0.5904262819067374,0.019726222822210357,78.11721418549287,57.70753915818013,0.6510855065403206,0.03650250509381294,80.4
