git_commit,git_dirty,dataset,seed,model,split,training_seconds,operation_count,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),0,TabALU-GlobalBoundedTime,iid,0.019792799139395356,28,60.85982757242749,80.78698738008276,0.6349241533733787,0.6042150665339464,0.4392607440120403
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),0,TabALU-GlobalBoundedTime,future,0.019792799139395356,28,111.21893233827524,167.66594324475514,0.35580541490418516,0.8026173341610652,0.45325623263158865
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),0,TabALU-SeasonRouterBoundedTime,iid,0.03641503304243088,77,55.72410284209749,75.48807884664296,0.6812449894110303,0.5645839269665491,0.4052844314283453
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),0,TabALU-SeasonRouterBoundedTime,future,0.03641503304243088,77,107.52984584902512,163.58100203250163,0.38681279333975926,0.7830627092770034,0.4468674107337137
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),1,TabALU-GlobalBoundedTime,iid,0.01829365105368197,24,62.17961484228975,82.86159941380429,0.5946898756271392,0.636639713160325,0.5126905943998294
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),1,TabALU-GlobalBoundedTime,future,0.01829365105368197,24,111.26617936321085,167.68495143392565,0.3556593427036917,0.8027083264152106,0.45554126914033266
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),1,TabALU-SeasonRouterBoundedTime,iid,0.03720262902788818,80,57.888892232645944,79.00606699734536,0.6315303567332617,0.6070170041001638,0.4531893831463617
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),1,TabALU-SeasonRouterBoundedTime,future,0.03720262902788818,80,107.61729377249762,163.4338614745286,0.38791541684982056,0.7823583470189217,0.44588137991885335
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),2,TabALU-GlobalBoundedTime,iid,0.018786011962220073,28,63.075287421105095,83.58607115322593,0.6182916855450591,0.6178254724879357,0.47844301593208965
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),2,TabALU-GlobalBoundedTime,future,0.018786011962220073,28,111.34983356020922,167.70636216044264,0.3554947878974024,0.8028108196222803,0.4537406642706713
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),2,TabALU-SeasonRouterBoundedTime,iid,0.03627512278035283,76,57.552504442790365,77.89565260116402,0.6684948836085552,0.5757648099627527,0.44540918519455663
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),2,TabALU-SeasonRouterBoundedTime,future,0.03627512278035283,76,107.66762900001835,163.42250496001236,0.3880004776307887,0.7823039833525146,0.44495131226134266
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),3,TabALU-GlobalBoundedTime,iid,0.018812953028827906,28,64.26860600254523,84.45622915492471,0.603297076619842,0.6298435705634836,0.4926167779143529
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),3,TabALU-GlobalBoundedTime,future,0.018812953028827906,28,110.85550851441572,167.2060550588408,0.3593344700418246,0.800415848142811,0.45130916571218976
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),3,TabALU-SeasonRouterBoundedTime,iid,0.03634939482435584,89,59.34265556922417,79.76814148661984,0.6461159619764026,0.5948815327639592,0.45020170617245014
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),3,TabALU-SeasonRouterBoundedTime,future,0.03634939482435584,89,107.70686936292277,163.27242564644385,0.3891240229301527,0.7815855532632672,0.44454372288820637
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),4,TabALU-GlobalBoundedTime,iid,0.018929918995127082,28,62.88459294019833,83.03759381334325,0.5830341814491045,0.6457289048438946,0.4978012117844473
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),4,TabALU-GlobalBoundedTime,future,0.018929918995127082,28,111.10289877583162,167.71037211321334,0.3554639665698709,0.8028300152772873,0.4510987920480684
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),4,TabALU-SeasonRouterBoundedTime,iid,0.036270345794036984,80,58.02954070414273,78.42813099569216,0.6280413409723532,0.6098841357402623,0.456093247019819
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,UCI Bike Sharing (hourly),4,TabALU-SeasonRouterBoundedTime,future,0.036270345794036984,80,107.27441165590565,163.55566299342556,0.38700274658611544,0.7829414112268457,0.43817478522185016
