panel,dataset,model,method,alpha,product_cells,score_bias,absolute_bias,score_rmse,max_absolute_score_error,support_floor
confirmation,polish_bankruptcy_1year,onehot_linear,mutually_disjoint_pack64,1e-06,32,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-07
confirmation,polish_bankruptcy_1year,ordinal_forest,mutually_disjoint_pack64,1e-06,32,-1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-07
confirmation,polish_bankruptcy_1year,native_histgb,mutually_disjoint_pack64,1e-06,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-07
confirmation,polish_bankruptcy_1year,catboost_native,mutually_disjoint_pack64,1e-06,32,0.0,0.0,0.0,0.0,5e-07
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,mutually_disjoint_pack64,1e-06,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-07
confirmation,polish_bankruptcy_1year,onehot_linear,two_disjoint_pairs64,1e-06,32,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-07
confirmation,polish_bankruptcy_1year,ordinal_forest,two_disjoint_pairs64,1e-06,32,-1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-07
confirmation,polish_bankruptcy_1year,native_histgb,two_disjoint_pairs64,1e-06,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-07
confirmation,polish_bankruptcy_1year,catboost_native,two_disjoint_pairs64,1e-06,32,0.0,0.0,0.0,0.0,5e-07
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,two_disjoint_pairs64,1e-06,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-07
confirmation,polish_bankruptcy_1year,onehot_linear,disjoint_pair32,0.0001,32,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-05
confirmation,polish_bankruptcy_1year,ordinal_forest,disjoint_pair32,0.0001,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5e-05
confirmation,polish_bankruptcy_1year,native_histgb,disjoint_pair32,0.0001,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-05
confirmation,polish_bankruptcy_1year,catboost_native,disjoint_pair32,0.0001,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-05
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,disjoint_pair32,0.0001,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_1year,onehot_linear,independent_pair32,0.0001,32,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-05
confirmation,polish_bankruptcy_1year,ordinal_forest,independent_pair32,0.0001,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5e-05
confirmation,polish_bankruptcy_1year,native_histgb,independent_pair32,0.0001,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-05
confirmation,polish_bankruptcy_1year,catboost_native,independent_pair32,0.0001,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-05
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,independent_pair32,0.0001,32,-3.077482172053034e-05,3.077482172053034e-05,0.006008755914171875,0.018520704305406255,5e-05
confirmation,polish_bankruptcy_1year,onehot_linear,mutually_disjoint_pack64,0.0001,32,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-05
confirmation,polish_bankruptcy_1year,ordinal_forest,mutually_disjoint_pack64,0.0001,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5e-05
confirmation,polish_bankruptcy_1year,native_histgb,mutually_disjoint_pack64,0.0001,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-05
confirmation,polish_bankruptcy_1year,catboost_native,mutually_disjoint_pack64,0.0001,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-05
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,mutually_disjoint_pack64,0.0001,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_1year,onehot_linear,two_disjoint_pairs64,0.0001,32,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-05
confirmation,polish_bankruptcy_1year,ordinal_forest,two_disjoint_pairs64,0.0001,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5e-05
confirmation,polish_bankruptcy_1year,native_histgb,two_disjoint_pairs64,0.0001,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-05
confirmation,polish_bankruptcy_1year,catboost_native,two_disjoint_pairs64,0.0001,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-05
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,two_disjoint_pairs64,0.0001,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_1year,onehot_linear,disjoint_pair32,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
confirmation,polish_bankruptcy_1year,ordinal_forest,disjoint_pair32,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_1year,native_histgb,disjoint_pair32,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_1year,catboost_native,disjoint_pair32,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,disjoint_pair32,0.01,32,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,0.005
confirmation,polish_bankruptcy_1year,onehot_linear,independent_pair32,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
confirmation,polish_bankruptcy_1year,ordinal_forest,independent_pair32,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_1year,native_histgb,independent_pair32,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_1year,catboost_native,independent_pair32,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,independent_pair32,0.01,32,-3.160497829166097e-05,3.160497829166097e-05,0.005985523901717618,0.018436994875682178,0.005
confirmation,polish_bankruptcy_1year,onehot_linear,mutually_disjoint_pack64,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
confirmation,polish_bankruptcy_1year,ordinal_forest,mutually_disjoint_pack64,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_1year,native_histgb,mutually_disjoint_pack64,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_1year,catboost_native,mutually_disjoint_pack64,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,mutually_disjoint_pack64,0.01,32,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,0.005
confirmation,polish_bankruptcy_1year,onehot_linear,two_disjoint_pairs64,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
confirmation,polish_bankruptcy_1year,ordinal_forest,two_disjoint_pairs64,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_1year,native_histgb,two_disjoint_pairs64,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_1year,catboost_native,two_disjoint_pairs64,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,two_disjoint_pairs64,0.01,32,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,0.005
confirmation,polish_bankruptcy_2year,onehot_linear,disjoint_pair32,1e-06,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,ordinal_forest,disjoint_pair32,1e-06,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,native_histgb,disjoint_pair32,1e-06,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,catboost_native,disjoint_pair32,1e-06,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-07
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,disjoint_pair32,1e-06,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,polish_bankruptcy_2year,onehot_linear,independent_pair32,1e-06,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,ordinal_forest,independent_pair32,1e-06,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,native_histgb,independent_pair32,1e-06,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,catboost_native,independent_pair32,1e-06,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-07
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,independent_pair32,1e-06,32,4.582430719265551e-05,4.582430719265551e-05,0.0005155669274615218,0.0016545865054240494,5e-07
confirmation,polish_bankruptcy_2year,onehot_linear,mutually_disjoint_pack64,1e-06,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,ordinal_forest,mutually_disjoint_pack64,1e-06,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,native_histgb,mutually_disjoint_pack64,1e-06,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,catboost_native,mutually_disjoint_pack64,1e-06,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-07
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,mutually_disjoint_pack64,1e-06,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,polish_bankruptcy_2year,onehot_linear,two_disjoint_pairs64,1e-06,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,ordinal_forest,two_disjoint_pairs64,1e-06,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,native_histgb,two_disjoint_pairs64,1e-06,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-07
confirmation,polish_bankruptcy_2year,catboost_native,two_disjoint_pairs64,1e-06,32,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5e-07
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,two_disjoint_pairs64,1e-06,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,polish_bankruptcy_2year,onehot_linear,disjoint_pair32,0.0001,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_2year,ordinal_forest,disjoint_pair32,0.0001,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_2year,native_histgb,disjoint_pair32,0.0001,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_2year,catboost_native,disjoint_pair32,0.0001,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,disjoint_pair32,0.0001,32,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,5e-05
confirmation,polish_bankruptcy_2year,onehot_linear,independent_pair32,0.0001,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_2year,ordinal_forest,independent_pair32,0.0001,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_2year,native_histgb,independent_pair32,0.0001,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_2year,catboost_native,independent_pair32,0.0001,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,independent_pair32,0.0001,32,4.413349909387096e-05,4.413349909387096e-05,0.0005128806779376461,0.0016238199885013627,5e-05
confirmation,polish_bankruptcy_2year,onehot_linear,mutually_disjoint_pack64,0.0001,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_2year,ordinal_forest,mutually_disjoint_pack64,0.0001,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_2year,native_histgb,mutually_disjoint_pack64,0.0001,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_2year,catboost_native,mutually_disjoint_pack64,0.0001,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,mutually_disjoint_pack64,0.0001,32,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,5e-05
confirmation,polish_bankruptcy_2year,onehot_linear,two_disjoint_pairs64,0.0001,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_2year,ordinal_forest,two_disjoint_pairs64,0.0001,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_2year,native_histgb,two_disjoint_pairs64,0.0001,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_2year,catboost_native,two_disjoint_pairs64,0.0001,32,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,two_disjoint_pairs64,0.0001,32,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,5e-05
confirmation,polish_bankruptcy_2year,onehot_linear,disjoint_pair32,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_2year,ordinal_forest,disjoint_pair32,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
confirmation,polish_bankruptcy_2year,native_histgb,disjoint_pair32,0.01,32,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,0.005
confirmation,polish_bankruptcy_2year,catboost_native,disjoint_pair32,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,disjoint_pair32,0.01,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,0.005
confirmation,polish_bankruptcy_2year,onehot_linear,independent_pair32,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_2year,ordinal_forest,independent_pair32,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
confirmation,polish_bankruptcy_2year,native_histgb,independent_pair32,0.01,32,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,0.005
confirmation,polish_bankruptcy_2year,catboost_native,independent_pair32,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,independent_pair32,0.01,32,2.3212224990610284e-05,2.3212224990610284e-05,0.00046236215178110734,0.0011611500837516164,0.005
confirmation,polish_bankruptcy_2year,onehot_linear,mutually_disjoint_pack64,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_2year,ordinal_forest,mutually_disjoint_pack64,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
confirmation,polish_bankruptcy_2year,native_histgb,mutually_disjoint_pack64,0.01,32,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,0.005
confirmation,polish_bankruptcy_2year,catboost_native,mutually_disjoint_pack64,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,mutually_disjoint_pack64,0.01,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,0.005
confirmation,polish_bankruptcy_2year,onehot_linear,two_disjoint_pairs64,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_2year,ordinal_forest,two_disjoint_pairs64,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
confirmation,polish_bankruptcy_2year,native_histgb,two_disjoint_pairs64,0.01,32,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,0.005
confirmation,polish_bankruptcy_2year,catboost_native,two_disjoint_pairs64,0.01,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,two_disjoint_pairs64,0.01,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,0.005
confirmation,polish_bankruptcy_3year,onehot_linear,disjoint_pair32,1e-06,32,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-07
confirmation,polish_bankruptcy_3year,ordinal_forest,disjoint_pair32,1e-06,32,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5e-07
confirmation,polish_bankruptcy_3year,native_histgb,disjoint_pair32,1e-06,32,0.0,0.0,0.0,0.0,5e-07
confirmation,polish_bankruptcy_3year,catboost_native,disjoint_pair32,1e-06,32,-4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,5e-07
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,disjoint_pair32,1e-06,32,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,polish_bankruptcy_3year,onehot_linear,independent_pair32,1e-06,32,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-07
confirmation,polish_bankruptcy_3year,ordinal_forest,independent_pair32,1e-06,32,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5e-07
confirmation,polish_bankruptcy_3year,native_histgb,independent_pair32,1e-06,32,0.0,0.0,0.0,0.0,5e-07
confirmation,polish_bankruptcy_3year,catboost_native,independent_pair32,1e-06,32,-4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,5e-07
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,independent_pair32,1e-06,32,2.6518417401871048e-05,2.6518417401871048e-05,0.0005722028910726629,0.0018114849382166454,5e-07
confirmation,polish_bankruptcy_3year,onehot_linear,mutually_disjoint_pack64,1e-06,32,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-07
confirmation,polish_bankruptcy_3year,ordinal_forest,mutually_disjoint_pack64,1e-06,32,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5e-07
confirmation,polish_bankruptcy_3year,native_histgb,mutually_disjoint_pack64,1e-06,32,0.0,0.0,0.0,0.0,5e-07
confirmation,polish_bankruptcy_3year,catboost_native,mutually_disjoint_pack64,1e-06,32,-4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,5e-07
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,mutually_disjoint_pack64,1e-06,32,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,polish_bankruptcy_3year,onehot_linear,two_disjoint_pairs64,1e-06,32,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-07
confirmation,polish_bankruptcy_3year,ordinal_forest,two_disjoint_pairs64,1e-06,32,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5e-07
confirmation,polish_bankruptcy_3year,native_histgb,two_disjoint_pairs64,1e-06,32,0.0,0.0,0.0,0.0,5e-07
confirmation,polish_bankruptcy_3year,catboost_native,two_disjoint_pairs64,1e-06,32,-4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,5e-07
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,two_disjoint_pairs64,1e-06,32,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,polish_bankruptcy_3year,onehot_linear,disjoint_pair32,0.0001,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_3year,ordinal_forest,disjoint_pair32,0.0001,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_3year,native_histgb,disjoint_pair32,0.0001,32,0.0,0.0,0.0,0.0,5e-05
confirmation,polish_bankruptcy_3year,catboost_native,disjoint_pair32,0.0001,32,-4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,5e-05
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,disjoint_pair32,0.0001,32,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-05
confirmation,polish_bankruptcy_3year,onehot_linear,independent_pair32,0.0001,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_3year,ordinal_forest,independent_pair32,0.0001,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_3year,native_histgb,independent_pair32,0.0001,32,0.0,0.0,0.0,0.0,5e-05
confirmation,polish_bankruptcy_3year,catboost_native,independent_pair32,0.0001,32,-4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,5e-05
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,independent_pair32,0.0001,32,2.6339499392814597e-05,2.6339499392814597e-05,0.0005722570793004277,0.00181204812615815,5e-05
confirmation,polish_bankruptcy_3year,onehot_linear,mutually_disjoint_pack64,0.0001,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_3year,ordinal_forest,mutually_disjoint_pack64,0.0001,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_3year,native_histgb,mutually_disjoint_pack64,0.0001,32,0.0,0.0,0.0,0.0,5e-05
confirmation,polish_bankruptcy_3year,catboost_native,mutually_disjoint_pack64,0.0001,32,-4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,5e-05
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,mutually_disjoint_pack64,0.0001,32,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-05
confirmation,polish_bankruptcy_3year,onehot_linear,two_disjoint_pairs64,0.0001,32,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,5e-05
confirmation,polish_bankruptcy_3year,ordinal_forest,two_disjoint_pairs64,0.0001,32,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5e-05
confirmation,polish_bankruptcy_3year,native_histgb,two_disjoint_pairs64,0.0001,32,0.0,0.0,0.0,0.0,5e-05
confirmation,polish_bankruptcy_3year,catboost_native,two_disjoint_pairs64,0.0001,32,-4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,5e-05
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,two_disjoint_pairs64,0.0001,32,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-05
confirmation,polish_bankruptcy_3year,onehot_linear,disjoint_pair32,0.01,32,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.005
confirmation,polish_bankruptcy_3year,ordinal_forest,disjoint_pair32,0.01,32,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,0.005
confirmation,polish_bankruptcy_3year,native_histgb,disjoint_pair32,0.01,32,0.0,0.0,0.0,0.0,0.005
confirmation,polish_bankruptcy_3year,catboost_native,disjoint_pair32,0.01,32,-8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,0.005
