dataset,model,method,metric,mc_mean,exact_mean,absolute_error,mc_standard_error,standardized_error
compustat_kor_direction,onehot_adam_mlp,strength2,brier,0.49515626948723485,0.4951590015442559,2.7320570210598305e-06,8.522792983647346e-06,0.32055888560262097
compustat_kor_direction,onehot_adam_mlp,iid16,brier,0.49523151942378707,0.4952234455706827,8.07385310436226e-06,9.594145114331704e-06,0.8415396065149738
compustat_kor_direction,onehot_adam_mlp,four_strength1,brier,0.495207258279969,0.4951924134316591,1.4844848309880643e-05,8.85342776322793e-06,1.676734560543617
compustat_kor_direction,onehot_adam_mlp,four_seed_blocks,brier,0.4951939597385051,0.4951857982825622,8.161455942901075e-06,9.745174535609507e-06,0.837486892931325
credit_card_default,onehot_adam_mlp,strength2,brier,0.2781633398009681,0.2781633774165904,3.761562233917104e-08,6.643746080243828e-06,0.005661809148761227
credit_card_default,onehot_adam_mlp,iid16,brier,0.2782660372050033,0.2782773671356333,1.1329930629966345e-05,9.471183026500285e-06,1.1962529494219782
credit_card_default,onehot_adam_mlp,four_strength1,brier,0.27822966604410543,0.27824092317349347,1.1257129388042575e-05,9.45572153938111e-06,1.1905098242539163
credit_card_default,onehot_adam_mlp,four_seed_blocks,brier,0.2782437583335853,0.27825968804595247,1.5929712367190874e-05,8.563486740426145e-06,1.8601899962068678
credit_card_fraud,native_histgb,strength2,brier,0.001508225385792448,0.0015082184568958057,6.928896642425034e-09,1.612582429033723e-07,0.04296770520175458
credit_card_fraud,native_histgb,iid16,brier,0.0015130624254505666,0.0015128968695624812,1.655558880854502e-07,1.244983081246913e-06,0.13297842402776885
credit_card_fraud,native_histgb,four_strength1,brier,0.0015104134955592568,0.0015101231806467286,2.9031491252814144e-07,7.914597769847288e-07,0.3668094336191933
credit_card_fraud,native_histgb,four_seed_blocks,brier,0.001515541503006347,0.001512399738117395,3.141764888951997e-06,1.0695862012795727e-06,2.937364828747253
credit_card_fraud,catboost_native,strength2,brier,0.0014387135920813335,0.001438681037034134,3.255504719946144e-08,6.654593597631524e-08,0.489211650897033
credit_card_fraud,catboost_native,iid16,brier,0.0014395852854713535,0.0014394885184747924,9.67669965610922e-08,2.994184877377063e-07,0.323183104998717
credit_card_fraud,catboost_native,four_strength1,brier,0.001439068051138481,0.0014393696947981537,3.016436596727304e-07,2.86865777496583e-07,1.0515149708867708
credit_card_fraud,catboost_native,four_seed_blocks,brier,0.0014397547831386118,0.0014396357301814378,1.1905295717404979e-07,2.926538919819313e-07,0.4068046263379276
credit_card_fraud,onehot_adam_mlp,strength2,brier,0.001564821605243166,0.0015638990976853207,9.22507557845351e-07,6.545209811933641e-07,1.4094392454209441
credit_card_fraud,onehot_adam_mlp,iid16,brier,0.0015657014197611127,0.0015665930070775781,8.915873164654694e-07,9.559994070054669e-07,0.9326232944623268
credit_card_fraud,onehot_adam_mlp,four_strength1,brier,0.001565721187636027,0.0015649205428523918,8.006447836351408e-07,7.406084424088752e-07,1.081063538826257
credit_card_fraud,onehot_adam_mlp,four_seed_blocks,brier,0.001563636993889353,0.0015656796996830454,2.04270579369243e-06,7.831835838267173e-07,2.608208133923792
heloc_credit_risk,ordinal_forest,strength2,brier,0.3622599235286093,0.3622599235286094,1.1102230246251565e-16,2.4538686288629604e-18,
heloc_credit_risk,ordinal_forest,iid16,brier,0.3623789666731057,0.36237606555202223,2.901121083476177e-06,9.206819171207942e-06,0.3151056873744972
heloc_credit_risk,ordinal_forest,four_strength1,brier,0.3623469850240115,0.3623505387750858,3.553751074247824e-06,9.185185820224348e-06,0.38690029181805097
heloc_credit_risk,ordinal_forest,four_seed_blocks,brier,0.3623566910621415,0.36235108361120705,5.607450934475011e-06,4.331704219783569e-06,1.2945138102608458
heloc_credit_risk,onehot_adam_mlp,strength2,brier,0.36585438509900736,0.36585664137569285,2.256276685486114e-06,7.332929721829844e-06,0.30769102815335414
heloc_credit_risk,onehot_adam_mlp,iid16,brier,0.36600897744256383,0.3660150399877709,6.062545207075054e-06,1.5110754814735546e-05,0.4012073044268474
heloc_credit_risk,onehot_adam_mlp,four_strength1,brier,0.3659829768410966,0.36598248452541127,4.923156853298138e-07,1.3340333263937737e-05,0.03690430183334823
heloc_credit_risk,onehot_adam_mlp,four_seed_blocks,brier,0.3659634499903246,0.3659798135740004,1.6363583675793603e-05,1.2379768863158226e-05,1.3218004194319877
kdd17_stock_direction,ordinal_forest,strength2,brier,0.5002238121997313,0.5002210731817986,2.7390179326847175e-06,5.832507826060179e-06,0.4696123887646639
kdd17_stock_direction,ordinal_forest,iid16,brier,0.5002768125280334,0.5002748300088652,1.9825191681643872e-06,7.104807950778106e-06,0.2790390932308403
kdd17_stock_direction,ordinal_forest,four_strength1,brier,0.5002629769322331,0.5002594045354422,3.5723967909406795e-06,6.884414320333706e-06,0.5189107779857612
kdd17_stock_direction,ordinal_forest,four_seed_blocks,brier,0.5002821850488071,0.500278443326789,3.7417220181135136e-06,6.319159134448928e-06,0.5921234041591859
kdd17_stock_direction,onehot_adam_mlp,strength2,brier,0.5127624672940241,0.5127963007833827,3.383348935859232e-05,5.378633049016871e-05,0.6290350921927375
kdd17_stock_direction,onehot_adam_mlp,iid16,brier,0.5129527194865968,0.5130606995973535,0.00010798011075663361,5.401302943722673e-05,1.9991493141877321
kdd17_stock_direction,onehot_adam_mlp,four_strength1,brier,0.5129892247377943,0.5129783183870327,1.0906350761619166e-05,5.200297225697208e-05,0.20972552698960284
kdd17_stock_direction,onehot_adam_mlp,four_seed_blocks,brier,0.5129653246185966,0.5129693011464925,3.976527895965809e-06,5.278756171566603e-05,0.0753307742718807
kdd17_stock_return,ordinal_forest,strength2,mse,0.5547861008009707,0.5547990586860484,1.2957885077713449e-05,9.739150626516637e-06,1.3304943700565852
kdd17_stock_return,ordinal_forest,iid16,mse,0.5549062680796989,0.5549047314014001,1.5366782988301964e-06,1.6252520336971972e-05,0.09455015388194843
kdd17_stock_return,ordinal_forest,four_strength1,mse,0.5548821342104155,0.5548828637228943,7.295124787587426e-07,1.3653755034533152e-05,0.0534294395141597
kdd17_stock_return,ordinal_forest,four_seed_blocks,mse,0.5548985146126175,0.5548860594475257,1.2455165091851406e-05,1.6087788485121155e-05,0.7741999531738378
kdd17_stock_return,onehot_adam_mlp,strength2,mse,0.572941868180325,0.5729059790699613,3.5889110363673815e-05,6.316247684265595e-05,0.5682030242904689
kdd17_stock_return,onehot_adam_mlp,iid16,mse,0.5740543211857293,0.5739428173774219,0.00011150380830737827,0.00010736901842767395,1.038510083637298
kdd17_stock_return,onehot_adam_mlp,four_strength1,mse,0.5735949249842704,0.5735075695864832,8.735539778725876e-05,7.427778802464633e-05,1.1760635327249258
kdd17_stock_return,onehot_adam_mlp,four_seed_blocks,mse,0.5734183714599901,0.5735228066511141,0.00010443519112401933,7.178953600515773e-05,1.4547411354840931
polish_bankruptcy_1year,ordinal_forest,strength2,brier,0.056917207524330264,0.0569172075243302,6.245004513516506e-17,3.0673357860787005e-19,
polish_bankruptcy_1year,ordinal_forest,iid16,brier,0.05693823023357557,0.05693953720941155,1.3069758359809946e-06,3.807011618194458e-06,0.3433075511865264
polish_bankruptcy_1year,ordinal_forest,four_strength1,brier,0.056936891374444104,0.056934600484920245,2.290889523859363e-06,2.912432836914981e-06,0.7865896493208087
polish_bankruptcy_1year,ordinal_forest,four_seed_blocks,brier,0.05693480546920884,0.05693526445473152,4.5898552267914505e-07,3.9850545633215225e-06,0.11517672227217461
polish_bankruptcy_1year,catboost_native,strength2,brier,0.03960661055115998,0.0396066105511599,7.632783294297951e-17,1.5336678930393502e-19,
polish_bankruptcy_1year,catboost_native,iid16,brier,0.03962285509660006,0.0396237722080801,9.171114800435309e-07,3.530309883956491e-06,0.25978214666405014
polish_bankruptcy_1year,catboost_native,four_strength1,brier,0.0396179537355063,0.03962132998997884,3.3762544725396415e-06,3.2155970894065204e-06,1.0499619133449247
polish_bankruptcy_1year,catboost_native,four_seed_blocks,brier,0.039619591527544164,0.03961578416375737,3.8073637867938603e-06,4.271254781598192e-06,0.8913923381946427
polish_bankruptcy_1year,onehot_adam_mlp,strength2,brier,0.13362602455678324,0.1335680403254331,5.798423135014441e-05,0.00013167261598067223,0.44036666939658675
polish_bankruptcy_1year,onehot_adam_mlp,iid16,brier,0.13533185784476393,0.13502998745038478,0.0003018703943791501,0.0004202067167763259,0.718385457269676
polish_bankruptcy_1year,onehot_adam_mlp,four_strength1,brier,0.13477309434941706,0.1346555350125449,0.00011755933687215836,0.0003728594146838836,0.31529131957638007
polish_bankruptcy_1year,onehot_adam_mlp,four_seed_blocks,brier,0.1345830476786179,0.13484171023740898,0.00025866255879108957,0.0003827889224062111,0.6757315681058291
polish_bankruptcy_2year,ordinal_forest,strength2,brier,0.06165258474343413,0.0616525847434341,2.7755575615628914e-17,3.0673357860787005e-19,
polish_bankruptcy_2year,ordinal_forest,iid16,brier,0.06167305666482756,0.061674940816920806,1.8841520932483258e-06,3.1096590544683618e-06,0.605903110355758
polish_bankruptcy_2year,ordinal_forest,four_strength1,brier,0.06166976573982581,0.06166998707077489,2.213309490753379e-07,2.4396460443990246e-06,0.09072256591626181
polish_bankruptcy_2year,ordinal_forest,four_seed_blocks,brier,0.061672101482271216,0.0616713153800811,7.861021901131582e-07,3.5887968725169484e-06,0.21904337805606627
polish_bankruptcy_2year,catboost_native,strength2,brier,0.040836763562133074,0.040836763562133,7.632783294297951e-17,1.5336678930393502e-19,
polish_bankruptcy_2year,catboost_native,iid16,brier,0.040868311379861855,0.040870213233886864,1.901854025009031e-06,4.3516858980080575e-06,0.43703844201613595
polish_bankruptcy_2year,catboost_native,four_strength1,brier,0.040859891679744034,0.04086343527686776,3.543597123727149e-06,4.192602719857754e-06,0.8452022193620519
polish_bankruptcy_2year,catboost_native,four_seed_blocks,brier,0.04085972443633633,0.04086070356785663,9.791315202997697e-07,1.8554498806991822e-06,0.5277057227386854
polish_bankruptcy_2year,onehot_adam_mlp,strength2,brier,0.11698793561649509,0.11700057928279994,1.2643666304851253e-05,7.3259220280608715e-06,1.7258805453322519
polish_bankruptcy_2year,onehot_adam_mlp,iid16,brier,0.11716525677269302,0.1171648232588048,4.335138882177736e-07,9.814763027068783e-05,0.004416957261445406
polish_bankruptcy_2year,onehot_adam_mlp,four_strength1,brier,0.11711502981287637,0.117104962869612,1.0066943264372408e-05,7.375419177679215e-05,0.13649316766752398
polish_bankruptcy_2year,onehot_adam_mlp,four_seed_blocks,brier,0.1171026680216842,0.1172248011147029,0.00012213309301870034,0.00012369928173613332,0.9873387404077749
polish_bankruptcy_3year,ordinal_forest,strength2,brier,0.07261948712228092,0.0726194871222809,1.3877787807814457e-17,3.0673357860787005e-19,
polish_bankruptcy_3year,ordinal_forest,iid16,brier,0.07264843000326648,0.07264691440482754,1.5155984389447763e-06,4.648337582898994e-06,0.3260517146002021
polish_bankruptcy_3year,ordinal_forest,four_strength1,brier,0.0726410602341124,0.07264082163295675,2.386011556526624e-07,4.34557209708384e-06,0.054906730419403055
polish_bankruptcy_3year,ordinal_forest,four_seed_blocks,brier,0.07264145790143743,0.07264096491612498,4.929853124474581e-07,3.5422193344910243e-06,0.1391741351663912
polish_bankruptcy_3year,catboost_native,strength2,brier,0.04914749616173631,0.0491474961617363,1.3877787807814457e-17,3.0673357860787005e-19,
polish_bankruptcy_3year,catboost_native,iid16,brier,0.04918380085572572,0.04918893789227731,5.137036551590424e-06,5.507260415593907e-06,0.9327753118492113
polish_bankruptcy_3year,catboost_native,four_strength1,brier,0.04918345636602559,0.0491801584633604,3.2979026651919208e-06,3.284180857279419e-06,1.0041781523335072
polish_bankruptcy_3year,catboost_native,four_seed_blocks,brier,0.04918767874902226,0.0491806350049705,7.04374405176289e-06,5.129555887258222e-06,1.3731684002623887
polish_bankruptcy_3year,onehot_adam_mlp,strength2,brier,0.12098010429146824,0.120987948351614,7.844060145756337e-06,8.724228704205537e-06,0.8991121635744244
polish_bankruptcy_3year,onehot_adam_mlp,iid16,brier,0.121164884400591,0.12114294731435371,2.1937086237294734e-05,8.582149367008761e-05,0.25561296243135334
polish_bankruptcy_3year,onehot_adam_mlp,four_strength1,brier,0.12109604245905654,0.12107197934750114,2.4063111555408523e-05,5.352059038307074e-05,0.44960474806384043
polish_bankruptcy_3year,onehot_adam_mlp,four_seed_blocks,brier,0.1210792494582483,0.1212117861348037,0.00013253667655539758,0.00010731096143735075,1.2350711873248277
polish_bankruptcy_4year,ordinal_forest,strength2,brier,0.07939113629625338,0.0793911362962533,8.326672684688674e-17,0.0,
polish_bankruptcy_4year,ordinal_forest,iid16,brier,0.07941755211256574,0.07942168928986319,4.137177297455774e-06,2.122816262677506e-06,1.9489097432471885
polish_bankruptcy_4year,ordinal_forest,four_strength1,brier,0.07941346362049946,0.07941514437351103,1.6807530115736657e-06,2.2545023935673065e-06,0.7455095263457249
polish_bankruptcy_4year,ordinal_forest,four_seed_blocks,brier,0.07941563008860245,0.0794158464272486,2.16338646150116e-07,9.639908361369525e-07,0.22441981608151007
polish_bankruptcy_4year,catboost_native,strength2,brier,0.04673440446582666,0.0467344044658266,6.245004513516506e-17,0.0,
polish_bankruptcy_4year,catboost_native,iid16,brier,0.04678179437903559,0.04678535668903727,3.562310001682667e-06,5.237412671635304e-06,0.6801659951249152
polish_bankruptcy_4year,catboost_native,four_strength1,brier,0.046780255177293596,0.046773989451701865,6.265725591730886e-06,5.349854515643486e-06,1.1711955107207692
polish_bankruptcy_4year,catboost_native,four_seed_blocks,brier,0.04677296369586609,0.04677630414944022,3.3404535741340946e-06,3.441922704685833e-06,0.9705196370582063
polish_bankruptcy_4year,onehot_adam_mlp,strength2,brier,0.1259425118416992,0.1259796777825597,3.7165940860506286e-05,0.00010891390902830703,0.3412414556789689
polish_bankruptcy_4year,onehot_adam_mlp,iid16,brier,0.12615003025147936,0.126148780179204,1.2500722753605586e-06,0.0001370642545887408,0.009120337604515352
polish_bankruptcy_4year,onehot_adam_mlp,four_strength1,brier,0.12593917535777166,0.12603044578026631,9.127042249465478e-05,0.00011327092308215443,0.8057709782099782
polish_bankruptcy_4year,onehot_adam_mlp,four_seed_blocks,brier,0.1261674108570129,0.12612908922072572,3.8321636287197425e-05,0.00013694978026998383,0.27982254671493345
polish_bankruptcy_5year,catboost_native,strength2,brier,0.059455180921651585,0.0594551809216515,8.326672684688674e-17,0.0,
polish_bankruptcy_5year,catboost_native,iid16,brier,0.059509329720717284,0.05951957283592527,1.024311520798904e-05,8.350186942946493e-06,1.2266929205269503
polish_bankruptcy_5year,catboost_native,four_strength1,brier,0.05950265212451714,0.05950631412712984,3.66200261269628e-06,6.240515272455746e-06,0.5868109367281816
polish_bankruptcy_5year,catboost_native,four_seed_blocks,brier,0.059499362598651115,0.059507687502020436,8.324903369320846e-06,1.2788600873718413e-05,0.6509627950332848
polish_bankruptcy_5year,onehot_adam_mlp,strength2,brier,0.12669946169652851,0.1266821007817805,1.7360914748021372e-05,6.376329816336984e-05,0.27227127905994536
polish_bankruptcy_5year,onehot_adam_mlp,iid16,brier,0.12768244049055028,0.12802427901809568,0.0003418385275454072,0.0001957637263307547,1.7461791004521965
polish_bankruptcy_5year,onehot_adam_mlp,four_strength1,brier,0.12748434723812396,0.1274779669296757,6.380308448267202e-06,0.0001499234142559869,0.04255711811213916
