family,dataset,method,draw,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss,mean_prediction_residual
pack64,openml-colic-25,independent_four64,511.5,0.9765625,5.9554347622618265e-05,0.2669511070373128,0.26699871256119534,
pack64,openml-colic-25,mutually_disjoint_pack64,511.5,0.998046875,4.962862301884855e-06,0.26497897777568163,0.2649930081116448,
pack64,openml-colic-25,two_disjoint_pairs64,511.5,0.978515625,5.459148532073341e-05,0.2667718225589827,0.2667822698708789,
pack64,openml-credit-approval-29,independent_four64,511.5,1.0,0.0,0.20472257454859136,0.20473730914617488,
pack64,openml-credit-approval-29,mutually_disjoint_pack64,511.5,1.0,0.0,0.20472257454859136,0.20473170010732772,
pack64,openml-credit-approval-29,two_disjoint_pairs64,511.5,1.0,0.0,0.20472257454859136,0.2047329460860031,
pack64,openml-hepatitis-55,independent_four64,511.5,1.0,0.0,0.21547629077727043,0.21549504403200942,
pack64,openml-hepatitis-55,mutually_disjoint_pack64,511.5,1.0,0.0,0.21547629077727043,0.215502532677876,
pack64,openml-hepatitis-55,two_disjoint_pairs64,511.5,1.0,0.0,0.21547629077727043,0.21549447774129046,
pack64,openml-kr-vs-kp-3,independent_four64,511.5,1.0,0.0,0.005616090190872575,0.005616090190872575,
pack64,openml-kr-vs-kp-3,mutually_disjoint_pack64,511.5,1.0,0.0,0.005616090190872575,0.005616090190872575,
pack64,openml-kr-vs-kp-3,two_disjoint_pairs64,511.5,1.0,0.0,0.005616090190872575,0.005616090190872575,
pack64,openml-mushroom-24,independent_four64,511.5,1.0,0.0,9.933483174180543e-06,9.933483174180543e-06,
pack64,openml-mushroom-24,mutually_disjoint_pack64,511.5,1.0,0.0,9.933483174180543e-06,9.933483174180543e-06,
pack64,openml-mushroom-24,two_disjoint_pairs64,511.5,1.0,0.0,9.933483174180543e-06,9.933483174180543e-06,
pack64,openml-sick-38,independent_four64,511.5,1.0,0.0,0.011354523666197243,0.01135610213403213,
pack64,openml-sick-38,mutually_disjoint_pack64,511.5,1.0,0.0,0.011354523666197243,0.01135597995860027,
pack64,openml-sick-38,two_disjoint_pairs64,511.5,1.0,0.0,0.011354523666197243,0.01135556696231236,
pack64,openml-tic-tac-toe-50,independent_four64,511.5,1.0,0.0,0.028910731870016887,0.028910731870016887,
pack64,openml-tic-tac-toe-50,mutually_disjoint_pack64,511.5,1.0,0.0,0.028910731870016887,0.028910731870016887,
pack64,openml-tic-tac-toe-50,two_disjoint_pairs64,511.5,1.0,0.0,0.028910731870016887,0.028910731870016887,
pack64,openml-vote-56,independent_four64,511.5,1.0,0.0,0.07496014463820906,0.07496031270542518,
pack64,openml-vote-56,mutually_disjoint_pack64,511.5,1.0,0.0,0.07496014463820906,0.07497844882439603,
pack64,openml-vote-56,two_disjoint_pairs64,511.5,1.0,0.0,0.07496014463820906,0.0750184474102863,
pair32,openml-colic-25,disjoint_pair_mean32,511.5,0.935546875,0.00016377445596220023,0.270716081082245,0.27078547248788365,
pair32,openml-colic-25,independent_pair_mean32,511.5,0.9189453125,0.0002059587855282215,0.2722399991480509,0.27232687701888636,
pair32,openml-credit-approval-29,disjoint_pair_mean32,511.5,1.0,0.0,0.20472257454859136,0.2047315716214564,
pair32,openml-credit-approval-29,independent_pair_mean32,511.5,1.0,0.0,0.20472257454859136,0.2047423493103896,
pair32,openml-hepatitis-55,disjoint_pair_mean32,511.5,1.0,0.0,0.21547629077727043,0.21550136289457644,
pair32,openml-hepatitis-55,independent_pair_mean32,511.5,1.0,0.0,0.21547629077727043,0.2154912428992097,
pair32,openml-kr-vs-kp-3,disjoint_pair_mean32,511.5,1.0,0.0,0.005616090190872575,0.005616090190872575,
pair32,openml-kr-vs-kp-3,independent_pair_mean32,511.5,1.0,0.0,0.005616090190872575,0.005616090190872575,
pair32,openml-mushroom-24,disjoint_pair_mean32,511.5,1.0,0.0,9.933483174180543e-06,9.933483174180543e-06,
pair32,openml-mushroom-24,independent_pair_mean32,511.5,1.0,0.0,9.933483174180543e-06,9.933483174180543e-06,
pair32,openml-sick-38,disjoint_pair_mean32,511.5,1.0,0.0,0.011354523666197243,0.011357968371744962,
pair32,openml-sick-38,independent_pair_mean32,511.5,1.0,0.0,0.011354523666197243,0.011356613161046329,
pair32,openml-tic-tac-toe-50,disjoint_pair_mean32,511.5,1.0,0.0,0.028910731870016887,0.028910731870016887,
pair32,openml-tic-tac-toe-50,independent_pair_mean32,511.5,1.0,0.0,0.028910731870016887,0.028910731870016887,
pair32,openml-vote-56,disjoint_pair_mean32,511.5,1.0,0.0,0.07496014463820906,0.07494829025202661,
pair32,openml-vote-56,independent_pair_mean32,511.5,1.0,0.0,0.07496014463820906,0.07497890323918768,
pair_cross64,openml-colic-25,disjoint_pair_cross64,511.5,0.98046875,4.9628623018848554e-05,0.2665925380806526,0.26662733856201826,-5.224451649261328e-06
pair_cross64,openml-colic-25,independent_block_u64,511.5,0.9775390625,5.707291647167584e-05,0.26686146479814776,0.2669017142576038,2.7318815812891903e-05
pair_cross64,openml-credit-approval-29,disjoint_pair_cross64,511.5,1.0,0.0,0.20472257454859136,0.20472565265891304,3.455055848469729e-06
pair_cross64,openml-credit-approval-29,independent_block_u64,511.5,1.0,0.0,0.20472257454859136,0.20473008279816232,6.431736423731979e-06
pair_cross64,openml-hepatitis-55,disjoint_pair_cross64,511.5,1.0,0.0,0.21547629077727043,0.21546955119225722,1.4700526780570125e-05
pair_cross64,openml-hepatitis-55,independent_block_u64,511.5,1.0,0.0,0.21547629077727043,0.21544304886748225,1.6609868557211725e-05
pair_cross64,openml-kr-vs-kp-3,disjoint_pair_cross64,511.5,1.0,0.0,0.005616090190872575,0.005616090190872575,2.390834290513909e-06
pair_cross64,openml-kr-vs-kp-3,independent_block_u64,511.5,1.0,0.0,0.005616090190872575,0.005616090190872575,1.2581136081901158e-06
pair_cross64,openml-mushroom-24,disjoint_pair_cross64,511.5,1.0,0.0,9.933483174180543e-06,9.933483174180543e-06,-7.105319135283545e-09
pair_cross64,openml-mushroom-24,independent_block_u64,511.5,1.0,0.0,9.933483174180543e-06,9.933483174180543e-06,3.0356082702391077e-09
pair_cross64,openml-sick-38,disjoint_pair_cross64,511.5,1.0,0.0,0.011354523666197243,0.011355927572273359,5.780237607261182e-07
pair_cross64,openml-sick-38,independent_block_u64,511.5,1.0,0.0,0.011354523666197243,0.011357235652571957,2.5890093082496007e-07
pair_cross64,openml-tic-tac-toe-50,disjoint_pair_cross64,511.5,1.0,0.0,0.028910731870016887,0.028910731870016887,3.043342061770321e-05
pair_cross64,openml-tic-tac-toe-50,independent_block_u64,511.5,1.0,0.0,0.028910731870016887,0.028910731870016887,1.8788199907903108e-05
pair_cross64,openml-vote-56,disjoint_pair_cross64,511.5,1.0,0.0,0.07496014463820906,0.07497096777312325,5.586877811524448e-06
pair_cross64,openml-vote-56,independent_block_u64,511.5,1.0,0.0,0.07496014463820906,0.07501441876709174,-4.76807824782477e-07
