family,dataset,method,draw,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss,mean_prediction_residual
pack64,openml-adult-1590,independent_four64,511.5,1.0,0.0,0.17473047183678864,0.1747304645122257,
pack64,openml-adult-1590,mutually_disjoint_pack64,511.5,1.0,0.0,0.17473047183678864,0.17473046610620357,
pack64,openml-adult-1590,two_disjoint_pairs64,511.5,1.0,0.0,0.17473047183678864,0.17473046895398478,
pack64,openml-bank-marketing-1461,independent_four64,511.5,1.0,0.0,0.12444658776503068,0.12444658776503068,
pack64,openml-bank-marketing-1461,mutually_disjoint_pack64,511.5,1.0,0.0,0.12444658776503068,0.12444658776503068,
pack64,openml-bank-marketing-1461,two_disjoint_pairs64,511.5,1.0,0.0,0.12444658776503068,0.12444658776503068,
pack64,openml-churn-40701,independent_four64,511.5,1.0,0.0,0.07126543321310197,0.0712784381070086,
pack64,openml-churn-40701,mutually_disjoint_pack64,511.5,1.0,0.0,0.07126543321310197,0.07126418556068752,
pack64,openml-churn-40701,two_disjoint_pairs64,511.5,1.0,0.0,0.07126543321310197,0.07126992668429802,
pack64,openml-titanic-40945,independent_four64,511.5,1.0,0.0,0.04058399824869969,0.040584044392309726,
pack64,openml-titanic-40945,mutually_disjoint_pack64,511.5,1.0,0.0,0.04058399824869969,0.04058391576263914,
pack64,openml-titanic-40945,two_disjoint_pairs64,511.5,1.0,0.0,0.04058399824869969,0.040584267013487406,
pair32,openml-adult-1590,disjoint_pair_mean32,511.5,1.0,0.0,0.17473047183678864,0.17473047054124657,
pair32,openml-adult-1590,independent_pair_mean32,511.5,1.0,0.0,0.17473047183678864,0.17473047852831297,
pair32,openml-bank-marketing-1461,disjoint_pair_mean32,511.5,1.0,0.0,0.12444658776503068,0.12444658776503068,
pair32,openml-bank-marketing-1461,independent_pair_mean32,511.5,1.0,0.0,0.12444658776503068,0.12444658776503068,
pair32,openml-churn-40701,disjoint_pair_mean32,511.5,1.0,0.0,0.07126543321310197,0.07127287362435046,
pair32,openml-churn-40701,independent_pair_mean32,511.5,1.0,0.0,0.07126543321310197,0.07127671068868148,
pair32,openml-titanic-40945,disjoint_pair_mean32,511.5,1.0,0.0,0.04058399824869969,0.040583278554211115,
pair32,openml-titanic-40945,independent_pair_mean32,511.5,1.0,0.0,0.04058399824869969,0.0405822812547965,
pair_cross64,openml-adult-1590,disjoint_pair_cross64,511.5,1.0,0.0,0.17473047183678864,0.17473047477111361,7.1297211244289964e-06
pair_cross64,openml-adult-1590,independent_block_u64,511.5,1.0,0.0,0.17473047183678864,0.17473047146225135,8.913629187778163e-06
pair_cross64,openml-bank-marketing-1461,disjoint_pair_cross64,511.5,1.0,0.0,0.12444658776503068,0.12444658776503068,9.734189122158706e-06
pair_cross64,openml-bank-marketing-1461,independent_block_u64,511.5,1.0,0.0,0.12444658776503068,0.12444658776503068,1.0498551768892226e-05
pair_cross64,openml-churn-40701,disjoint_pair_cross64,511.5,1.0,0.0,0.07126543321310197,0.0712705673752486,1.2341209386532946e-05
pair_cross64,openml-churn-40701,independent_block_u64,511.5,1.0,0.0,0.07126543321310197,0.071274063825265,2.2462200483825677e-05
pair_cross64,openml-titanic-40945,disjoint_pair_cross64,511.5,1.0,0.0,0.04058399824869969,0.040585170196850484,1.0339254810451095e-05
pair_cross64,openml-titanic-40945,independent_block_u64,511.5,1.0,0.0,0.04058399824869969,0.04058278605916817,1.0486750867400667e-05
