dataset,model,task,split,strength1_design_count,strength2_design_count,joint_risk,main_fraction,main_plus_pair_fraction,mean_member_loss,quotient_loss,iid16_residual,four_strength1_residual,four_seed_blocks_residual,strength2_residual,strength1_component_reconstruction_error,strength2_component_reconstruction_error,strength2_expected_loss,strength2_vs_iid16_reduction,strength2_vs_four_strength1_reduction,strength2_vs_seed_blocks_reduction,material,ambiguity_error
openml-breast-w-15,onehot_linear,binclass,validation,144,1152,1.2390881971262907e-20,0.5,1.0,0.052898356457812934,0.05289835645781293,7.744301232039317e-22,5.162867488026209e-22,3.097720492815727e-21,-6.391750532596188e-38,7.52316384526264e-37,7.955577838600834e-39,0.05289835645781293,1.0,1.0000000000000002,1.0,False,6.9265030219359655e-18
openml-breast-w-15,onehot_linear,binclass,test,144,1152,6.195440985631454e-21,0.5,1.0,0.05158632198318262,0.05158632198318262,3.8721506160196586e-22,2.5814337440131046e-22,1.5488602464078634e-21,-3.195875266298094e-38,3.76158192263132e-37,3.977788919300417e-39,0.05158632198318262,1.0,1.0000000000000002,1.0,False,6.195440985631454e-21
openml-breast-w-15,ordinal_forest,binclass,validation,144,1152,0.00031808657238494644,0.3341139434170385,0.9999999999999998,0.05258055002412826,0.05226246345174332,1.9880410774059152e-05,1.7650784444783557e-05,8.405944805991493e-06,8.470329472543003e-22,2.710505431213761e-20,4.223739709990356e-22,0.05226246345174332,1.0,1.0,0.9999999999999999,True,6.2341624917916505e-18
openml-breast-w-15,ordinal_forest,binclass,test,144,1152,0.00038885163486188784,0.42133744722250827,1.0,0.061649228307923076,0.06126037667306118,2.430322717886799e-05,1.8751156640073414e-05,1.758916951131158e-05,0.0,2.710505431213761e-20,1.9975184093944554e-22,0.06126037667306118,1.0,1.0,1.0,True,6.938893903907228e-18
openml-breast-w-15,native_histgb,binclass,validation,144,1152,0.0,0.0,0.0,0.061815166263246825,0.061815166263246825,0.0,0.0,0.0,0.0,0.0,0.0,0.061815166263246825,0.0,0.0,0.0,False,0.0
openml-breast-w-15,native_histgb,binclass,test,144,1152,0.0,0.0,0.0,0.08753882666986662,0.08753882666986662,0.0,0.0,0.0,0.0,0.0,0.0,0.08753882666986662,0.0,0.0,0.0,False,0.0
openml-breast-w-15,onehot_adam_mlp,binclass,validation,144,1152,0.03559967236098751,0.38256417346403065,0.9444078259381757,0.1778043227660181,0.1422046504050306,0.0022249795225617193,0.0017767354500947824,0.0019757891910247294,0.0002198959091595481,2.6020852139652106e-18,1.8973538018496328e-19,0.14242454631419016,0.9011694683345346,0.8762359871033037,0.8887047716636709,True,2.0816681711721685e-17
openml-breast-w-15,onehot_adam_mlp,binclass,test,144,1152,0.03560128746642098,0.3895811395681609,0.9498522260305112,0.180748479632998,0.14514719216657704,0.0022250804666513113,0.0017613824071830045,0.001996873585879878,0.00019836947965431892,8.673617379884035e-19,4.87890977618477e-19,0.14534556164623136,0.9108484018320201,0.887378527885053,0.9006599711383774,True,1.3877787807814457e-17
openml-sonar-40,onehot_linear,binclass,validation,144,1152,2.6879637488802973e-36,1.0,1.0,0.2699380872284999,0.2699380872284999,1.6799773430501858e-37,3.5889174573991885e-54,6.719909372200743e-37,1.044048714879764e-52,9.289042797882066e-53,1.0564535905611165e-53,0.2699380872284999,0.9999999999999993,-28.09090909090909,0.9999999999999999,False,2.6879637488802973e-36
openml-sonar-40,onehot_linear,binclass,test,144,1152,0.0,0.0,0.0,0.6285220520954118,0.6285220520954118,0.0,0.0,0.0,0.0,0.0,0.0,0.6285220520954118,0.0,0.0,0.0,False,0.0
