dataset,model,task,split,strength1_design_count,strength2_design_count,joint_risk,main_fraction,main_plus_pair_fraction,mean_member_loss,quotient_loss,iid16_residual,four_strength1_residual,four_seed_blocks_residual,strength2_residual,strength1_component_reconstruction_error,strength2_component_reconstruction_error,strength2_expected_loss,strength2_vs_iid16_reduction,strength2_vs_four_strength1_reduction,strength2_vs_seed_blocks_reduction,material,ambiguity_error
openml-kr-vs-kp-3,native_histgb,binclass,validation,3456,27648,7.738407787595486e-06,1.0,1.0,0.011230668461481635,0.011222930053694041,4.836504867247179e-07,-2.481541837659083e-23,1.934601946898872e-06,9.719372197498075e-23,2.162022714054921e-22,2.0005735453994853e-23,0.011222930053694041,0.9999999999999998,4.916666666666666,1.0,False,1.6737371037744975e-18
openml-kr-vs-kp-3,native_histgb,binclass,test,3456,27648,1.0655569681876768e-05,0.9999999999999999,0.9999999999999999,0.011248000237926992,0.011237344668245112,6.65973105117298e-07,2.9778502051908996e-22,2.6638924204691915e-06,2.7296960214249913e-23,1.625525053687231e-21,7.898872432883556e-23,0.011237344668245112,1.0,0.9083333333333333,1.0,False,3.0662592690605672e-18
openml-kr-vs-kp-3,catboost_native,binclass,validation,3456,27648,0.0002039090441697339,0.413535615218391,0.7917325717768959,0.020130144029651187,0.019926234985481454,1.2744315260608369e-05,8.785793450015673e-06,8.272210814009595e-06,4.718623580073525e-06,6.776263578034403e-20,1.1011428314305904e-20,0.019930953609061528,0.629746794270038,0.46292573267072346,0.42958131917018005,True,1.4094628242311558e-18
openml-kr-vs-kp-3,catboost_native,binclass,test,3456,27648,0.00020943206579635614,0.41528733167050114,0.7813599770083254,0.014668607127121883,0.014459175061325527,1.3089504112272259e-05,8.93284762210361e-06,9.043258456119196e-06,5.087803520101014e-06,4.0657581468206416e-20,9.317362419797304e-21,0.014464262864845628,0.6113066257925792,0.4304387877935302,0.43739266716873393,True,9.486769009248164e-19
openml-credit-approval-29,native_histgb,binclass,validation,3456,27648,0.0008552189675212018,1.0000000000000002,1.0000000000000002,0.22144727974207193,0.22059206077455076,5.345118547007511e-05,-9.105604182983729e-21,0.00021380474188030044,1.3367238698856927e-20,1.5585588605325442e-21,4.836720283513794e-21,0.22059206077455076,0.9999999999999998,2.4680232558139537,0.9999999999999999,False,3.65376132127615e-17
openml-credit-approval-29,native_histgb,binclass,test,3456,27648,0.0009808829143027604,1.0,1.0,0.14081508601033793,0.13983420309603514,6.130518214392253e-05,6.564505341220828e-21,0.0002452207285756901,-1.0515119946774088e-20,6.624469590258362e-20,2.029909350387097e-20,0.13983420309603514,1.0000000000000002,2.601814516129032,1.0,True,2.8189256484623115e-17
openml-credit-approval-29,catboost_native,binclass,validation,3456,27648,0.0011717978444112354,0.4877764841159797,0.8030957547171899,0.1698229295191384,0.16865113167472717,7.323736527570221e-05,4.360931292030827e-05,5.7786627635706054e-05,2.5636885575313124e-05,5.421010862427522e-20,3.3881317890172014e-21,0.16867676856030248,0.6499480083861153,0.41212360712579876,0.5563526264773371,True,2.168404344971009e-18
openml-credit-approval-29,catboost_native,binclass,test,3456,27648,0.001008309191619809,0.46689379926788477,0.7948141745480303,0.1541028014730927,0.1530944922814729,6.301932447623806e-05,3.904769147582774e-05,4.4936634093656717e-05,2.2987861532590916e-05,1.3552527156068805e-19,2.371692252312041e-20,0.1531174801430055,0.6352251991964992,0.4112875649301464,0.48843828657305033,True,2.0599841277224584e-17
openml-sick-38,native_histgb,binclass,validation,3456,27648,6.558749028363194e-05,0.9828601493622383,0.9999999999999998,0.02432861620244494,0.024263028712161305,4.099218142726996e-06,9.367998226392423e-08,1.6396872570907984e-05,4.605328060388982e-22,3.1763735522036263e-21,1.868141094087169e-22,0.024263028712161305,0.9999999999999999,0.9999999999999951,1.0,False,3.564314642046096e-18
openml-sick-38,native_histgb,binclass,test,3456,27648,0.00010784945883123111,0.9796785027497112,1.0000000000000002,0.014894319211210368,0.014786469752379135,6.740591176951944e-06,1.8263854009033273e-07,2.6962364707807778e-05,6.406513844223199e-22,1.4823076576950256e-21,4.2172434109526494e-22,0.014786469752379135,0.9999999999999999,0.9999999999999964,1.0,True,2.4530074152484538e-18
openml-sick-38,catboost_native,binclass,validation,3456,27648,0.00033957818574217576,0.2826555137503433,0.8448745234026812,0.019020180608837537,0.018680602423095362,2.1223636608885985e-05,1.8836288602031278e-05,1.678125088869871e-05,5.853025322811973e-06,5.421010862427522e-20,1.6940658945086007e-20,0.018686455448418175,0.7242213749381005,0.6892686533704526,0.651216386571416,True,5.421010862427522e-19
openml-sick-38,catboost_native,binclass,test,3456,27648,0.0003521814235946692,0.2791730678925497,0.8493789797516283,0.016020774198538697,0.01566859277494403,2.2011338974666824e-05,1.96816566669607e-05,1.9421641779799422e-05,5.893991703816986e-06,6.776263578034403e-20,1.0164395367051604e-20,0.015674486766647847,0.732229297336229,0.7005337607727331,0.6965245384173769,True,2.8731357570865868e-18
openml-tic-tac-toe-50,native_histgb,binclass,validation,3456,27648,0.0017186740284303016,0.9999999999999999,0.9999999999999999,0.03886549922972121,0.037146825201290916,0.00010741712677689385,-3.5151867311053464e-20,0.00042966850710757535,-3.1075521252392144e-20,7.054400090447651e-20,4.821871031424277e-20,0.037146825201290916,1.0000000000000002,0.11596385542168675,1.0,True,5.421010862427522e-18
openml-tic-tac-toe-50,native_histgb,binclass,test,3456,27648,0.0026746305749876125,1.0,1.0,0.03288179150466742,0.030207160929679813,0.00016716441093672578,2.668153783851046e-20,0.0006686576437469031,-3.525774642946025e-20,2.1576014588195624e-19,6.19362770054393e-20,0.030207160929679813,1.0000000000000002,2.321428571428571,1.0,True,5.637851296924623e-18
