dataset,model,task,split,design_count,joint_schema_seed_risk,joint_main_effect_risk,joint_main_effect_fraction,mean_member_loss,full_quotient_loss,iid_joint_expected_residual,seed_only_expected_residual,orthogonal_cover_expected_residual,orthogonal_cover_expected_loss,iid_joint_expected_loss,seed_only_expected_loss,identity_four_seed_loss,canonical_four_seed_loss,cover_vs_iid_residual_reduction,cover_vs_seed_residual_reduction,joint_risk_fraction_of_member_loss,ambiguity_identity_error,anova_component_sum_error
credit_card_default,onehot_linear,binclass,validation,144,6.700403307278307e-19,3.0683034419066076e-19,0.45792817255845863,0.29774480082690696,0.29774480082690696,1.6751008268195769e-19,6.700403307278307e-19,1.2106999551239e-19,0.29774480082690696,0.29774480082690696,0.29774480082690696,0.29774480082623755,,0.27723756341127814,0.8193093908528195,2.250384654465744e-18,6.700403307278307e-19,0.0
credit_card_default,onehot_linear,binclass,test,144,8.765071527199082e-19,3.6588322251870456e-19,0.4174332421399237,0.29188653940985976,0.2918865394098597,2.1912678817997706e-19,8.765071527199082e-19,1.7020797673373456e-19,0.2918865394098597,0.2918865394098597,0.2918865394098597,0.29188653940327214,,0.2232443228532316,0.8058110807133079,3.0029036436282485e-18,5.463464407853792e-17,0.0
credit_card_default,ordinal_forest,binclass,validation,144,0.0012099759565675453,0.0005084835940120593,0.42024272569392485,0.2761184324483421,0.27490845649177453,0.0003024939891418863,0.0002361215616988741,0.00023383078751849532,0.275142287279293,0.2752109504809164,0.2751445780534734,0.2754257888679506,,0.2269903009252332,0.009701673002231792,0.00438209048863087,3.187554387107383e-17,2.168404344971009e-19
credit_card_default,ordinal_forest,binclass,test,144,0.0012092924627567128,0.0005082465335756054,0.42028421513270875,0.27779899337421504,0.27658970091145835,0.0003023231156891782,0.0002388009915178421,0.00023368197639370248,0.2768233828878521,0.2768920240271475,0.2768285019029762,0.27670364234188477,,0.22704562017694485,0.021436322737199087,0.0043531203913604885,1.7997756063259374e-17,2.168404344971009e-19
credit_card_default,native_histgb,binclass,validation,144,0.0010291979716085102,0.0005949474562445058,0.5780690135977201,0.27221335001951996,0.2711841520479114,0.00025729949290212754,0.00012915748822520681,0.00014474841263053309,0.2713289004605419,0.27144145154081356,0.27131330953613664,0.27106180269732744,,0.4374321884668736,-0.12071250857821725,0.0037808504672335436,4.2934406030425976e-17,2.168404344971009e-19
credit_card_default,native_histgb,binclass,test,144,0.0009795242767709337,0.0005815686110377686,0.5937255715141108,0.27331152014060894,0.272331995863838,0.00024488106919273343,0.00012824575248446214,0.00013265058919644757,0.2724646464530344,0.27257687693303073,0.27246024161632243,0.27240949204141435,,0.458306068191637,-0.034346842890715656,0.003583911414590222,1.5178830414797062e-17,0.0
credit_card_default,catboost_native,binclass,validation,144,0.0005692206242554526,0.00018116431648625456,0.31826730931125286,0.27274905812131317,0.27217983749705776,0.00014230515606386315,0.00012144338704345037,0.00012071750682689057,0.27230055500388467,0.2723221426531216,0.2723012808841012,0.27244179979503835,,0.1516996982687301,0.005977107804973292,0.0020869755817901855,4.607859233063394e-17,1.0842021724855044e-19
credit_card_default,catboost_native,binclass,test,144,0.0005693182075249482,0.00018444491549439793,0.3239750864393624,0.27437063486767566,0.27380131666015073,0.00014232955188123704,0.0001255040908211954,0.00011985525195941501,0.27392117191211013,0.273943646212032,0.2739268207509719,0.2739336724421694,,0.15790325778988668,0.04500920109312001,0.002074996866189856,2.1141942363467336e-17,1.0842021724855044e-19
credit_card_default,onehot_adam_mlp,binclass,validation,144,0.0034628305311169547,0.001111832300047373,0.32107615144791546,0.281967788419074,0.27850495788795704,0.0008657076327792387,0.0007760300271475513,0.00071245388570241,0.27921741177365944,0.27937066552073625,0.2792809879151046,0.27881991446611415,,0.17702714088915672,0.08192484726245408,0.012280943686980055,1.3010426069826053e-18,4.336808689942018e-19
credit_card_default,onehot_adam_mlp,binclass,test,144,0.0035187938969328996,0.0011588946100614778,0.3293442707944929,0.2814016472672083,0.27788285337027535,0.0008796984742332249,0.0007772945849498471,0.0007165411286273165,0.27859939449890264,0.2787625518445086,0.2786601479552252,0.27860539337295365,,0.18546962440525083,0.07816014352711664,0.012504524870785802,3.729655473350135e-17,0.0
credit_card_fraud,onehot_linear,binclass,validation,144,3.3412730462677414e-19,2.224987711741831e-19,0.6659101728388166,0.0014017227634953939,0.0014017227634953934,8.353182615669354e-20,3.3412730462677414e-19,3.720951115086368e-20,0.0014017227634953934,0.0014017227634953934,0.0014017227634953939,0.001401722760501181,,0.5545468971184222,0.8886367242796055,2.3836903653728252e-16,9.955356436742763e-20,0.0
credit_card_fraud,onehot_linear,binclass,test,144,1.269835264761433e-18,1.1945727964606053e-18,0.9407305259277332,0.0025672747356887717,0.00256727473568877,3.1745881619035827e-19,1.269835264761433e-18,2.5087489433609303e-20,0.00256727473568877,0.0025672747356887704,0.0025672747356887712,0.0025672747326462393,,0.9209740345703108,0.9802435086425777,4.946238309086737e-16,4.64888211215374e-19,1.925929944387236e-34
credit_card_fraud,ordinal_forest,binclass,validation,144,5.967965726746627e-06,2.56575693856344e-06,0.42992152703968944,0.0015528795645228083,0.001546911598796062,1.4919914316866568e-06,1.135742812361468e-06,1.134069596061063e-06,0.001548045668392123,0.0015484035902277487,0.0015480473416084235,0.0015388494405352677,,0.23989536938625222,0.0014732352097620582,0.00384316070807497,2.744386749103933e-19,1.6940658945086007e-21
credit_card_fraud,ordinal_forest,binclass,test,144,7.145707946042378e-06,2.947596481129438e-06,0.41249887392360507,0.0018487123764869338,0.0018415666685408913,1.7864269865105944e-06,1.6372332848242662e-06,1.3993704883043133e-06,0.0018429660390291956,0.0018433530955274018,0.0018432039018257155,0.001856558768508515,,0.2166651652314735,0.14528338675052288,0.003865235088446373,1.9058241313221758e-19,8.470329472543003e-22
credit_card_fraud,native_histgb,binclass,validation,144,2.5806297471900567e-05,1.7022568158824154e-05,0.6596284560913607,0.0018370275066111087,0.0018112212091392081,6.451574367975142e-06,3.3933055934479394e-06,2.912067140848174e-06,0.0018141332762800562,0.0018176727835071832,0.001814614514732656,0.0018691167376445287,,0.5486268971333054,0.14181995677871695,0.014047855777351544,2.371692252312041e-20,3.3881317890172014e-21
credit_card_fraud,native_histgb,binclass,test,144,5.5184661301983306e-05,3.0249185671384996e-05,0.5481448097661489,0.0014875195302510589,0.0014323348689490754,1.3796165325495826e-05,1.165031228435925e-05,8.296799957970432e-06,0.0014406316689070458,0.0014461310342745713,0.0014439851812334346,0.0015069080026567565,,0.3986155020455113,0.28784741941132064,0.03709844488069976,1.4230153513872246e-19,6.776263578034403e-21
credit_card_fraud,catboost_native,binclass,validation,144,9.008803958644599e-06,5.273294431137121e-06,0.5853490047451875,0.0019163606043677722,0.0019073518004091277,2.2522009896611498e-06,4.140092033459722e-06,1.1798117772706837e-06,0.0019085316121863983,0.001909604001398789,0.0019114918924425875,0.001933680817741653,,0.4761516477940142,0.7150276448601653,0.004700996220706958,1.3044307387716225e-19,1.6940658945086007e-21
credit_card_fraud,catboost_native,binclass,test,144,1.633864792887404e-05,9.627703914621629e-06,0.5892595248109438,0.0014652587475600196,0.0014489200996311454,4.08466198221851e-06,6.214699139467125e-06,2.143845925476647e-06,0.001451063945556622,0.0014530047616133639,0.0014551347987706124,0.0013930374143770333,,0.47514728640722037,0.655036249162583,0.011150691272842772,2.1345230270808369e-19,3.3881317890172014e-21
credit_card_fraud,onehot_adam_mlp,binclass,validation,144,3.290733650865402e-05,1.4274612216479087e-05,0.43378205989795404,0.0016738259750926354,0.0016409186385839814,8.226834127163505e-06,8.348113413397233e-06,5.6652589478916335e-06,0.0016465838975318731,0.0016491454727111448,0.0016492667519973786,0.0016881851039363563,,0.3113682784503966,0.3213725464246924,0.0196599509138534,2.710505431213761e-20,0.0
credit_card_fraud,onehot_adam_mlp,binclass,test,144,9.462339928854622e-05,2.6612456127691317e-05,0.28124603774314677,0.0017670642749724901,0.0016724408756839443,2.3655849822136554e-05,2.6012990821517803e-05,2.0992462381400317e-05,0.0016934333380653446,0.0016960967255060808,0.0016984538665054622,0.0017345075037630098,,0.11258895625233067,0.19300081542198266,0.053548363027156626,3.5236570605778894e-19,1.3552527156068805e-20
heloc_credit_risk,onehot_linear,binclass,validation,144,4.221815749862408e-14,2.461108677641307e-14,0.5829502809831331,0.3692202585195393,0.3692202585194971,1.055453937465602e-14,4.221815749862408e-14,5.869023574070335e-15,0.36922025851950296,0.3692202585195076,0.3692202585195393,0.36922022689308936,,0.44393370797751075,0.8609834269943777,1.1434409820280723e-13,2.5828588363128733e-17,0.0
heloc_credit_risk,onehot_linear,binclass,test,144,3.87928207577207e-14,2.3493729712133176e-14,0.6056205569288838,0.37730866237434135,0.3773086623743026,9.698205189430175e-15,3.87928207577207e-14,5.099697015195841e-15,0.3773086623743077,0.3773086623743123,0.3773086623743414,0.37730867365575343,,0.47416074257184515,0.8685401856429613,1.0281455112534087e-13,4.6037198302734963e-17,0.0
heloc_credit_risk,ordinal_forest,binclass,validation,144,0.001817505649081944,0.00075629641265342,0.4161177782503396,0.3537395737915425,0.3519220681424605,0.000454376412270486,0.00035544640365161066,0.00035373641214284145,0.3522758045546034,0.352376444554731,0.3522775145461121,0.3523866799377307,,0.22149037100045266,0.004810827993199318,0.005137976589955959,6.331740687315346e-17,4.336808689942018e-19
heloc_credit_risk,ordinal_forest,binclass,test,144,0.00184555190323387,0.0007588455617725794,0.41117541069578784,0.3648584821271055,0.3630129302238716,0.0004613879758084675,0.0003676090194094986,0.0003622354471537636,0.36337516567102535,0.36347431819968007,0.3633805392432811,0.36250617795527995,,0.2149005475943837,0.014617628980830633,0.005058267776794995,7.37257477290143e-18,0.0
heloc_credit_risk,native_histgb,binclass,validation,144,5.786448792663303e-07,5.786448792663303e-07,1.0,0.3519874247585376,0.3519868461136583,1.4466121981658256e-07,5.786448792663303e-07,0.0,0.3519868461136583,0.35198699077487816,0.3519874247585376,0.3519616416965501,,1.0,1.0,1.6439362277310873e-06,2.3605431811438062e-17,0.0
heloc_credit_risk,native_histgb,binclass,test,144,3.7881021075170835e-07,3.7881021075170835e-07,1.0,0.3650145666276233,0.3650141878174127,9.470255268792709e-08,3.7881021075170835e-07,0.0,0.3650141878174127,0.36501428251996537,0.36501456662762344,0.36501070478043895,,1.0,1.0,1.037794776936009e-06,1.0780993001005372e-16,0.0
heloc_credit_risk,catboost_native,binclass,validation,144,0.0016890617928569723,0.0005547716283079672,0.3284495751748643,0.34947777082879405,0.3477887090359371,0.0004222654482142431,0.0003546501437764469,0.00035646947242750477,0.34814517850836463,0.34821097448415134,0.34814335917971356,0.34883220781766433,,0.1558166221389624,-0.005129925034528471,0.004833102228079702,3.382710778154774e-17,2.168404344971009e-19
heloc_credit_risk,catboost_native,binclass,test,144,0.0017670782869948435,0.0006027478207692952,0.3410985383077451,0.3601717231584105,0.3584046448714157,0.0004417695717487109,0.0003726749004535343,0.0003663341564208385,0.35877097902783656,0.3588464144431644,0.3587773197718692,0.35861250359109403,,0.17075738156719833,0.017014142956714662,0.004906210491759366,4.92227786308419e-17,2.168404344971009e-19
heloc_credit_risk,onehot_adam_mlp,binclass,validation,144,0.003997803867126837,0.0012364676641691418,0.30928672472813756,0.36078462487744545,0.3567868210103187,0.0009994509667817092,0.0007360876815088919,0.0008102171585032835,0.357597038168822,0.35778627197710045,0.3575229086918276,0.3573777762219258,,0.1893377609986907,-0.10070740056732785,0.011080859857830269,1.1102230246251565e-16,0.0
heloc_credit_risk,onehot_adam_mlp,binclass,test,144,0.00413975697538797,0.0013185582125444682,0.31851101897615514,0.36860299445389855,0.36446323747851067,0.0010349392438469924,0.0007356580658915906,0.0008292878749480447,0.36529252535345874,0.3654981767223577,0.36519889554440227,0.3658010436373462,,0.19870863929607796,-0.12727354378012312,0.011230936909563637,9.367506770274758e-17,8.673617379884035e-19
kdd17_stock_return,onehot_linear,regression,validation,576,0.0,0.0,0.0,0.3773402016726704,0.37734020167267046,0.0,0.0,0.0,0.37734020167267046,0.37734020167267046,0.37734020167267046,0.37734020167267046,,0.0,0.0,0.0,5.551115123125783e-17,0.0
kdd17_stock_return,onehot_linear,regression,test,576,0.0,0.0,0.0,0.5613042477340585,0.5613042477340585,0.0,0.0,0.0,0.5613042477340585,0.5613042477340585,0.5613042477340585,0.5613042477340585,,0.0,0.0,0.0,0.0,0.0
kdd17_stock_return,ordinal_forest,regression,validation,576,0.0026096584509307783,0.00046991989842216876,0.18006950229619664,0.3666249374709068,0.36401527901997605,0.0006524146127326946,0.0006566091777019899,0.0005984116841583711,0.3646136907041344,0.36466769363270873,0.36467188819767804,0.364919327278784,,0.08277394086580558,0.0886333842412913,0.007118060405091417,2.6454533008646308e-17,4.336808689942018e-19
kdd17_stock_return,ordinal_forest,regression,test,576,0.004186962297473989,0.0009033048729280636,0.21574229924951344,0.5594303916308861,0.5552434293334121,0.0010467405743684972,0.0009622082060489925,0.0009384587665783806,0.5561818880999905,0.5562901699077806,0.5562056375394611,0.5568156780338428,,0.10344665186542845,0.024682225033323624,0.007484331134152181,7.28583859910259e-17,0.0
kdd17_stock_return,native_histgb,regression,validation,576,0.00046627647635556947,0.00046627647635556925,0.9999999999999996,0.36264216977005964,0.36217589329370414,0.00011656911908889237,0.0,0.0,0.36217589329370414,0.36229246241279306,0.36217589329370414,0.36217589329370414,,1.0,0.0,0.0012857756632418706,7.117787262367337e-17,2.168404344971009e-19
kdd17_stock_return,native_histgb,regression,test,576,0.003530485772731407,0.003530485772731407,1.0,0.5642257320484297,0.5606952462756983,0.0008826214431828517,0.0,0.0,0.5606952462756983,0.5615778677188812,0.5606952462756983,0.5606952462756983,,1.0,0.0,0.006257222193525146,4.336808689942018e-19,0.0
kdd17_stock_return,catboost_native,regression,validation,576,0.0006663705723828018,0.0002489879497635639,0.37364787714624775,0.36365989340567073,0.36299352283328795,0.00016659264309570044,0.00012216343325759346,0.0001391275408730793,0.36313265037416104,0.36316011547638366,0.36311568626654556,0.3623270388112628,,0.1648638361949969,-0.13886403781494394,0.0018324005051595022,2.222614453595284e-17,0.0
kdd17_stock_return,catboost_native,regression,test,576,0.0027830982877427093,0.0010200149929651405,0.366503402864886,0.5588396617945511,0.5560565635068084,0.0006957745719356773,0.000523854508952568,0.0005876944315925228,0.556644257938401,0.5567523380787441,0.556580418015761,0.5570333166638118,,0.15533787048651482,-0.12186575002971889,0.004980137377518264,6.938893903907228e-18,0.0
kdd17_stock_return,onehot_adam_mlp,regression,validation,576,0.018420702177397143,0.006740902522732111,0.365941670291127,0.39019133253954097,0.3717706303621438,0.004605175544349286,0.004098506895068617,0.0034904972049766515,0.37526112756712043,0.3763758059064931,0.37586913725721244,0.3737656884405104,,0.24204904430633145,0.1483490709320343,0.04720940892640263,2.0816681711721685e-17,6.938893903907228e-18
kdd17_stock_return,onehot_adam_mlp,regression,test,576,0.02715928505177059,0.010151309095546457,0.37376937854572373,0.6007450981422241,0.5735858130904535,0.006789821262942647,0.005633236246024961,0.005121045381115434,0.578706858471569,0.5803756343533962,0.5792190493364785,0.5706105501600219,,0.24577611356797058,0.09092302231615967,0.0452093327698543,2.42861286636753e-17,3.469446951953614e-18
polish_bankruptcy_3year,onehot_linear,binclass,validation,144,1.3912950466338977e-14,7.490366969344763e-15,0.5383737250748483,0.09310536134221561,0.09310536134220165,3.478237616584744e-15,1.3912950466338977e-14,2.1408611656647384e-15,0.09310536134220379,0.09310536134220514,0.09310536134221557,0.09310536533660821,,0.3844983000997976,0.8461245750249494,1.4943232339973316e-13,4.8104068322366776e-17,0.0
polish_bankruptcy_3year,onehot_linear,binclass,test,144,1.0848730137595327e-14,5.877457037498948e-15,0.5417645164876148,0.0917062782238994,0.09170627822388853,2.7121825343988317e-15,1.0848730137595327e-14,1.6570910333654596e-15,0.09170627822389019,0.09170627822389124,0.09170627822389939,0.0917062732990173,,0.38901935531681986,0.8472548388292049,1.1829866338167522e-13,1.757771592339265e-17,0.0
polish_bankruptcy_3year,ordinal_forest,binclass,validation,144,0.00041597962647876456,0.00016797307077303335,0.40380119621461374,0.07780860790079616,0.0773926282743174,0.00010399490661969114,8.287405396365077e-05,8.266885190191037e-05,0.0774752971262193,0.07749662318093709,0.07747550232828104,0.07720549621835557,,0.20506826161948533,0.0024760712421574294,0.005346190321373275,3.957337929572091e-18,5.421010862427522e-20
polish_bankruptcy_3year,ordinal_forest,binclass,test,144,0.00044686246088321047,0.0001856619900897181,0.4154790485707004,0.07319576975037488,0.07274890728949167,0.00011171561522080262,8.747304253436315e-05,8.706682359783081e-05,0.0728359741130895,0.07286062290471247,0.07283638033202604,0.07292567614854428,,0.22063873142760027,0.004643932859346389,0.0061050312389251404,2.3310346708438345e-18,5.421010862427522e-20
polish_bankruptcy_3year,native_histgb,binclass,validation,144,0.00013158169207472576,0.00013158169207472576,1.0,0.062407098239994366,0.06227551654791964,3.289542301868144e-05,0.00013158169207472576,0.0,0.06227551654791964,0.062308411970938324,0.062407098239994366,0.06255942316750436,,1.0,1.0,0.0021084411194494538,3.1712913545201005e-18,0.0
polish_bankruptcy_3year,native_histgb,binclass,test,144,0.00013081842786196688,0.00013081842786196688,1.0,0.046860226991494294,0.04672940856363235,3.270460696549172e-05,0.00013081842786196688,0.0,0.04672940856363235,0.04676211317059784,0.046860226991494315,0.04655734276525869,,1.0,1.0,0.002791672944429228,2.179246366695864e-17,0.0
polish_bankruptcy_3year,catboost_native,binclass,validation,144,0.0006182183852303991,0.0002447977586062905,0.39597295139493255,0.0632409107549349,0.0626226923697045,0.00015455459630759979,0.00012151353604908414,0.00012342513503004601,0.06274611750473454,0.0627772469660121,0.06274420590575358,0.06288631143462649,,0.2014140117554244,-0.01573157232614575,0.009775608508012472,7.697835424647081e-18,1.0842021724855044e-19
polish_bankruptcy_3year,catboost_native,binclass,test,144,0.000608158927708577,0.00024000184408423067,0.3946367193662853,0.05044386513205915,0.049835706204350586,0.00015203973192714424,0.00012786659008212785,0.00012176866112521679,0.049957474865475804,0.04998774593627773,0.04996357279443271,0.04954387092574546,,0.19909973806342285,0.047689775358789266,0.012056152440271016,9.75781955236954e-18,1.0842021724855044e-19
polish_bankruptcy_3year,onehot_adam_mlp,binclass,validation,144,0.003785197892107071,0.0009426656812486173,0.249039999524007,0.12169256348620122,0.11790736559409414,0.0009462994730267678,0.0004133643894124927,0.0009344505055465326,0.11884181609964067,0.1188536650671209,0.11832072998350662,0.11365669519906593,,0.012521371741163412,-1.2605975006087244,0.031104594920759284,1.5612511283791264e-17,8.673617379884035e-19
polish_bankruptcy_3year,onehot_adam_mlp,binclass,test,144,0.003751062311639387,0.0009426664422665382,0.2513065270447479,0.12105957726694037,0.11730851495530101,0.0009377655779098467,0.00040988666038085437,0.0009235377577057371,0.11823205271300674,0.11824628053321086,0.11771840161568187,0.11335427878603259,,0.015172043567456939,-1.2531539739488315,0.03098525863317836,2.0383000842727483e-17,8.673617379884035e-19
