dataset,family,development_quotient_schema_risk,per_schema_schema_risk,identity_frozen_schema_risk,quotient_vs_per_schema_risk_reduction,quotient_vs_identity_risk_reduction,development_quotient_brier,per_schema_brier,relative_brier_change_vs_per_schema
australian_credit_approval,catboost_native,0.0005230202166791246,0.0007323391680166269,0.0005230202166791246,0.28582241737034875,0.0,0.20071789004723,0.19862428089878223,0.010540549921561046
australian_credit_approval,ordinal_forest,0.0009990181521096144,0.0033781966040574672,0.0015008938813895409,0.7042747154177709,0.3343845527675051,0.19885868292977293,0.19392986242163957,0.02541547983681439
bank_marketing_subscription,catboost_native,0.00024142175131504427,0.0002335700851640717,0.00024142175131504427,-0.03361588940406102,0.0,0.1611417691017238,0.16113075227994594,6.837193783283748e-05
bank_marketing_subscription,ordinal_forest,0.00092134876665583,0.0013828189897818596,0.00092134876665583,0.333717013243235,0.0,0.1621339680261784,0.16185650201996765,0.0017142716094070052
german_credit_risk,catboost_native,0.0030567635595763103,0.0045267985118440475,0.0036212368067857848,0.3247405309561481,0.15587857887440992,0.324408474270066,0.3238423607077409,0.001748114610725718
german_credit_risk,ordinal_forest,0.005254705058834854,0.005254705058834854,0.005254705058834854,0.0,0.0,0.34398704972278094,0.34398704972278094,0.0
lendingclub_loan_default,catboost_native,0.00019693140272908263,0.00026208017559521885,0.00022604801379994007,0.24858336849849372,0.128807197114444,0.257453568270663,0.25705092279884756,0.0015664035259291434
lendingclub_loan_default,ordinal_forest,0.0004951803288510625,0.0004951803288510625,0.0007719078022125216,0.0,0.35849809079306405,0.2576789095780764,0.2576789095780764,0.0
