dataset,model,task,split,strength1_design_count,strength2_design_count,joint_risk,main_fraction,main_plus_pair_fraction,mean_member_loss,quotient_loss,iid16_residual,four_strength1_residual,four_seed_blocks_residual,strength2_residual,strength1_component_reconstruction_error,strength2_component_reconstruction_error,strength2_expected_loss,strength2_vs_iid16_reduction,strength2_vs_four_strength1_reduction,strength2_vs_seed_blocks_reduction,material,ambiguity_error
compustat_kor_direction,onehot_linear,binclass,validation,3456,27648,9.33748132200124e-13,0.21731935052753903,0.7484324328055502,0.5009209993582491,0.5009209993573153,5.835925826250775e-14,5.43771954908979e-14,2.33437033050031e-13,2.6100082887771843e-14,1.5146129380243427e-28,3.1554436208840472e-30,0.5009209993573414,0.5527687694320895,0.5200178557913917,0.8881921923580224,False,6.045381209513305e-17
compustat_kor_direction,onehot_linear,binclass,test,3456,27648,1.1334559538051883e-12,0.21737359755417657,0.7503822709670818,0.499512825341797,0.49951282534066355,7.084099711282427e-14,6.606352681178808e-14,2.833639884512971e-13,3.143674457196573e-14,2.0194839173657902e-28,0.0,0.49951282534069497,0.5562351483859229,0.5241437130426361,0.8890587870964807,False,2.926796536600873e-17
compustat_kor_direction,ordinal_forest,binclass,validation,3456,27648,0.0022780527525710498,0.198761115803844,0.6069776374987197,0.5119218923034015,0.5096438395508305,0.0001423782970356906,0.00012723521283644482,0.00013295798952566085,9.948063052422433e-05,3.2526065174565133e-19,2.710505431213761e-20,0.5097433201813547,0.30129357777550136,0.21813601512890746,0.2517889983209727,False,6.938893903907228e-17
compustat_kor_direction,ordinal_forest,binclass,test,3456,27648,0.002395495439144505,0.18251534519687848,0.5996319410950726,0.5076253336698637,0.5052298382307193,0.00014971846494653157,0.00013654895631579457,0.00014513374459162136,0.00010656442878732141,6.505213034913027e-19,9.486769009248164e-20,0.5053364026595066,0.2882345619467953,0.2195881121136395,0.2657501597083892,False,9.237402509576498e-17
compustat_kor_direction,native_histgb,binclass,validation,3456,27648,0.0007791783967708598,0.4612286249543102,0.8888047967642885,0.49351828590089364,0.4927391075041228,4.869864979817874e-05,3.2576761288010965e-05,3.187373154531332e-05,9.625153831355101e-06,2.710505431213761e-19,1.8634724839594607e-20,0.49274873265795416,0.8023527578024336,0.7045392650835002,0.6980223725084873,False,2.992397996059992e-17
compustat_kor_direction,native_histgb,binclass,test,3456,27648,0.000806467783844246,0.4386480295432256,0.8799422205418027,0.4979521014656324,0.49714563368178816,5.040423649026537e-05,3.5036759026834e-05,3.404146945412421e-05,1.075603290669928e-05,2.168404344971009e-19,1.5246593050577406e-20,0.49715638971469484,0.7866045861288544,0.6930071957151791,0.684031474575603,False,1.3010426069826053e-18
compustat_kor_direction,catboost_native,binclass,validation,3456,27648,0.0008789486031319928,0.2506356074569233,0.7310704870778415,0.4943099007199061,0.4934309521167741,5.493428769574955e-05,4.832175384621878e-05,4.5969725549812396e-05,2.6263913302655396e-05,2.710505431213761e-20,1.3552527156068805e-20,0.4934572160300768,0.5219030881383846,0.4564784757970748,0.4286693473034542,False,1.3444106938820255e-17
compustat_kor_direction,catboost_native,binclass,test,3456,27648,0.0010025118031856271,0.26964643059159193,0.7404432606709729,0.4973254749463034,0.4963229631431177,6.26569876991017e-05,5.378765351995338e-05,5.258942672061595e-05,2.891207719708052e-05,8.131516293641283e-20,3.3881317890172014e-21,0.49635187522031476,0.5385657967483963,0.4624774403598937,0.4502302268728384,False,9.6710833785707e-17
compustat_kor_direction,onehot_adam_mlp,binclass,validation,3456,27648,0.002516129730127944,0.2561139665770488,0.6027912699782461,0.49449066103153116,0.49197453130140323,0.0001572581081329965,0.00013097807049300094,0.00012553262014157132,8.893697966271772e-05,7.589415207398531e-19,5.421010862427522e-20,0.49206346828106595,0.43445218361967164,0.32097808947742723,0.29152295584671384,True,7.806255641895632e-18
compustat_kor_direction,onehot_adam_mlp,binclass,test,3456,27648,0.0023814325683666373,0.25293295545496336,0.5976039431602453,0.49838891317405276,0.4960074806056861,0.00014883953552291483,0.00012432498355368908,0.00011744123538156671,8.498453919907119e-05,5.421010862427522e-19,5.421010862427522e-20,0.4960924651448852,0.42901905128568985,0.3164323310578113,0.2763654186457055,False,1.0842021724855044e-17
