source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
adult,2,6.540994821572097e-05,0.00012358951513371117,8.815426697908238e-05,0.0001917057668785529,True
bank_marketing,3,8.479819937535452e-05,0.0001584295131847897,0.0001246839103802023,0.00017952920081240769,True
churn,4,9.206302376069827e-05,0.00021959803601128555,0.00014992897332032987,0.000330396939209256,True
titanic,3,4.5384464461914734e-05,0.0002113954405374758,7.248341073411758e-05,0.0005798280063209272,True
