family,dataset,method,draw,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss,mean_prediction_residual
pack64,openml-adult-1590,independent_four64,511.5,1.0,0.0,0.17501843702600445,0.17501846831343934,
pack64,openml-adult-1590,mutually_disjoint_pack64,511.5,1.0,0.0,0.17501843702600445,0.1750184245404083,
pack64,openml-adult-1590,two_disjoint_pairs64,511.5,1.0,0.0,0.17501843702600445,0.17501844220539628,
pack64,openml-bank-marketing-1461,independent_four64,511.5,1.0,0.0,0.12093234549744304,0.12093234549744304,
pack64,openml-bank-marketing-1461,mutually_disjoint_pack64,511.5,1.0,0.0,0.12093234549744304,0.12093234549744304,
pack64,openml-bank-marketing-1461,two_disjoint_pairs64,511.5,1.0,0.0,0.12093234549744304,0.12093234549744304,
pack64,openml-churn-40701,independent_four64,511.5,0.9853515625,3.5986352984881752e-06,0.07067332384231641,0.07067464287631804,
pack64,openml-churn-40701,mutually_disjoint_pack64,511.5,0.998046875,4.798180397984234e-07,0.07070244588321002,0.07070552397985283,
pack64,openml-churn-40701,two_disjoint_pairs64,511.5,0.9912109375,2.159181179092905e-06,0.0706867647842673,0.07069319731784372,
pack64,openml-titanic-40945,independent_four64,511.5,1.0,0.0,0.036310315637674666,0.03631194692024215,
pack64,openml-titanic-40945,mutually_disjoint_pack64,511.5,1.0,0.0,0.036310315637674666,0.03631165080726682,
pack64,openml-titanic-40945,two_disjoint_pairs64,511.5,1.0,0.0,0.036310315637674666,0.03631067020818449,
pair32,openml-adult-1590,disjoint_pair_mean32,511.5,1.0,0.0,0.17501843702600445,0.17501846665682466,
pair32,openml-adult-1590,independent_pair_mean32,511.5,1.0,0.0,0.17501843702600445,0.17501838784439358,
pair32,openml-bank-marketing-1461,disjoint_pair_mean32,511.5,1.0,0.0,0.12093234549744304,0.12093234549744304,
pair32,openml-bank-marketing-1461,independent_pair_mean32,511.5,1.0,0.0,0.12093234549744304,0.12093234549744304,
pair32,openml-churn-40701,disjoint_pair_mean32,511.5,0.9482421875,1.271517805465822e-05,0.07058819787662739,0.07059619732204654,
pair32,openml-churn-40701,independent_pair_mean32,511.5,0.939453125,1.4874359233751124e-05,0.07056803646370104,0.07057633271815628,
pair32,openml-titanic-40945,disjoint_pair_mean32,511.5,1.0,0.0,0.036310315637674666,0.03631089270955574,
pair32,openml-titanic-40945,independent_pair_mean32,511.5,1.0,0.0,0.036310315637674666,0.03631129440267594,
pair_cross64,openml-adult-1590,disjoint_pair_cross64,511.5,1.0,0.0,0.17501843702600445,0.17501845107577027,6.456563812259436e-06
pair_cross64,openml-adult-1590,independent_block_u64,511.5,1.0,0.0,0.17501843702600445,0.1750184185725456,7.39442227190853e-06
pair_cross64,openml-bank-marketing-1461,disjoint_pair_cross64,511.5,1.0,0.0,0.12093234549744304,0.12093234549744304,1.3481845662917944e-05
pair_cross64,openml-bank-marketing-1461,independent_block_u64,511.5,1.0,0.0,0.12093234549744304,0.12093234549744304,1.1750128469355194e-05
pair_cross64,openml-churn-40701,disjoint_pair_cross64,511.5,0.9892578125,2.6389992188913285e-06,0.07068228447028367,0.07069069432687103,1.3064358631058951e-05
pair_cross64,openml-churn-40701,independent_block_u64,511.5,0.9833984375,4.078453338286599e-06,0.07066884352833278,0.07067557936227217,1.614343581888488e-05
pair_cross64,openml-titanic-40945,disjoint_pair_cross64,511.5,1.0,0.0,0.036310315637674666,0.03631011488158476,9.390068740166637e-06
pair_cross64,openml-titanic-40945,independent_block_u64,511.5,1.0,0.0,0.036310315637674666,0.03631317646480792,5.415643012889277e-06
