source_group,material_cells,strength3_residual,iid64_residual,four_strength2_residual,sixteen_strength1_residual,sixteen_seed_blocks_residual,beats_all
compustat_korea,1,1.0745456797159085e-05,3.720988388072871e-05,2.1246134799767797e-05,3.108124588842227e-05,2.9360308845391678e-05,True
credit_card_default,1,4.777265822514254e-19,5.2041204292464725e-05,1.8517770906697696e-05,4.608861334334418e-05,4.534729765742722e-05,True
credit_card_fraud,4,1.4590432029669717e-20,3.8885046464096103e-07,7.330927250936569e-08,2.2311376984190782e-07,2.316906012220699e-07,True
heloc,2,2.5209818092656114e-19,4.632082172168995e-05,1.2003242285318148e-05,3.9060541809677495e-05,3.87947773984715e-05,True
kdd17_stock,3,0.0,0.000235070319115034,8.347906415832287e-05,0.00015558493544220672,0.0001562313686499011,True
polish_bankruptcy,3,9.90940315688859e-20,1.9748931553811508e-05,1.0932669015246904e-06,1.259558425044893e-05,2.4297801923864052e-05,True
