source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
credit_approval,2,0.0004898440147390399,0.0007866022495238987,0.0007597389075061411,0.00068978902899808,True
kr_vs_kp,2,9.067024518959603e-05,0.00015014960509375025,0.00013184725588757528,0.00014312113154302153,True
sick,2,6.26935839958002e-05,0.00010107168848344652,8.684291813131543e-05,7.54484717494908e-05,True
tic_tac_toe,2,0.001193541788206281,0.0020126687553634684,0.0015343419259015462,0.00215814806938664,True
