dataset,schema_risk_baseline,reference_brier_baseline,schema_risk_default8,reference_brier_default8,schema_risk_reduction,relative_reference_brier_change
australian_credit_approval,0.0027927615832945146,0.18044033954824362,0.0011218305960079141,0.19554649716659706,0.5983077815455577,0.0837182952336141
bank_marketing_subscription,0.0012727986191304512,0.1844691667174044,0.000548124346788791,0.18302053835837576,0.5693550114288639,-0.007852956593270996
german_credit_risk,0.005498906338077821,0.33499280772757895,0.0015508576820635741,0.33575948568028885,0.7179697949527748,0.002288640039500126
lendingclub_loan_default,0.00040364914080361715,0.26708019404646915,0.000139132629594077,0.26568377372824886,0.6553129549165382,-0.005228468262896837
