dataset,task,model,heterobag_gain_pct,homogeneous_alternate_gain_pct,coordinate_placebo_gain_pct,heterobag_minus_homogeneous_alternate_pct,heterobag_minus_coordinate_placebo_pct
openml-credit-g-31,classification,mlp,0.3173208147039531,0.6321955353895733,-0.0667211718036136,-0.31487472068562017,0.3840419865075667
openml-credit-g-31,classification,resnet,0.4690295411018652,1.1302348731287677,-0.042695715840488,-0.6612053320269025,0.5117252569423532
openml-credit-g-31,classification,ft_transformer,0.5174517978167791,2.404889968737039,1.04423052223046,-1.8874381709202597,-0.5267787244136809
openml-spambase-44,classification,mlp,1.914550564843904,-0.5612211169419679,0.1996865887990585,2.475771681785872,1.7148639760448456
openml-spambase-44,classification,resnet,2.764736565147452,6.23989470902711,-0.5793545153935676,-3.4751581438796584,3.34409108054102
openml-spambase-44,classification,ft_transformer,0.3989594929972525,-2.011759475656727,-1.1781158587156595,2.4107189686539794,1.577075351712912
openml-banknote-1462,classification,mlp,7.006812801652056,17.867861609338078,10.954515192805916,-10.861048807686021,-3.94770239115386
openml-banknote-1462,classification,resnet,-13.793728701501738,-74.92777979462718,30.05596945084139,61.13405109312545,-43.84969815234312
openml-banknote-1462,classification,ft_transformer,5.777317969401609,-5.852574197293001,6.016321881628778,11.62989216669461,-0.23900391222716877
openml-qsar-biodeg-1494,classification,mlp,-0.5099638609493393,-5.010731209781704,0.3690263693527714,4.5007673488323645,-0.8789902303021107
openml-qsar-biodeg-1494,classification,resnet,-0.8123791023785536,-6.468156711518361,2.5123571346727367,5.6557776091398075,-3.3247362370512903
openml-qsar-biodeg-1494,classification,ft_transformer,-0.4885665728832146,1.3029523952245303,0.0350307811553079,-1.791518968107745,-0.5235973540385225
openml-abalone-183,regression,mlp,0.7592854375641791,1.4929904444092044,0.0156396816179126,-0.7337050068450253,0.7436457559462665
openml-abalone-183,regression,resnet,0.7022182724690609,1.651632472424702,-0.1018137119540549,-0.9494141999556411,0.8040319844231157
openml-abalone-183,regression,ft_transformer,-0.5755414973163566,-0.7226997099075804,-0.6215255845385989,0.14715821259122375,0.04598408722224223
openml-kin8nm-189,regression,mlp,2.5302484463964787,4.050623965795829,-0.1117559123468548,-1.5203755193993502,2.6420043587433337
openml-kin8nm-189,regression,resnet,1.978831242010056,2.2049424859854048,-0.6134671941514565,-0.22611124397534876,2.5922984361615127
openml-kin8nm-189,regression,ft_transformer,1.645368836995865,2.1274252421161286,-0.0847506493846225,-0.4820564051202636,1.7301194863804874
openml-pol-201,regression,mlp,9.328747160246277,7.50742044374198,-1.294622851418662,1.8213267165042968,10.623370011664939
openml-pol-201,regression,resnet,3.8518858685827753,1.4022549581483776,-4.538508743608798,2.4496309104343976,8.390394612191573
openml-pol-201,regression,ft_transformer,0.9386866684502422,-1.191207401744855,-0.4436831318193998,2.129894070195097,1.3823698002696418
openml-puma32h-308,regression,mlp,1.2441496357116977,0.7802186037071823,0.1659503935243645,0.46393103200451535,1.0781992421873332
openml-puma32h-308,regression,resnet,1.264206773561891,2.405717964916416,-0.4589983059419899,-1.1415111913545253,1.723205079503881
openml-puma32h-308,regression,ft_transformer,0.4601265972919383,2.588614755536612,-0.1155713222499905,-2.1284881582446737,0.5756979195419287
