source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
colic,2,7.031062031762644e-05,0.0002738246269852068,0.00011118102659949435,0.0005687612923777044,True
credit_approval,2,2.183097221775436e-05,0.00010762703467662562,3.953579018933112e-05,0.0002512377581960243,True
hepatitis,1,4.942209836275784e-05,0.00012634858294858134,9.663008091655663e-05,9.198132021941824e-05,True
kr_vs_kp,1,5.117463589827804e-06,1.5431465955019633e-05,1.1537978093865843e-05,1.447908633852505e-05,True
mushroom,2,2.550491834381023e-07,5.937356021631235e-07,4.184573910622279e-07,8.024269672678306e-07,True
sick,2,3.6902523852064452e-06,2.815214420759241e-05,1.2347735853037292e-05,7.325172338639734e-05,True
tic_tac_toe,2,6.766792538898473e-05,0.0002784552901596624,0.00014276350206233093,0.00042978762492651597,True
vote,2,1.3193596853546994e-05,9.057418213031235e-05,2.4122077639805857e-05,0.0002636728660874828,True
