panel,dataset,method,better_model,worse_model,quotient_loss_gap,empirical_inversion_rate,raw_theoretical_bound,clipped_theoretical_bound,raw_empirical_markov_bound,clipped_empirical_markov_bound,bound_covers_observed_rate
confirmation,polish_bankruptcy_4year,strength2,catboost_native,native_histgb,0.005836027195777943,0.0,8.640072219001185e-16,8.640072219001185e-16,0.0,0.0,True
confirmation,polish_bankruptcy_4year,strength2,native_histgb,onehot_adam_mlp,0.07665185082296688,0.0,0.7591688262106181,0.7591688262106181,0.01602756624749096,0.01602756624749096,True
confirmation,polish_bankruptcy_4year,strength2,catboost_native,onehot_adam_mlp,0.08248787801874483,0.0,0.6555463362413224,0.6555463362413224,0.01383988905979241,0.01383988905979241,True
confirmation,polish_bankruptcy_4year,iid16,ordinal_forest,onehot_linear,0.02735698747179259,0.0,0.7820307085351286,0.7820307085351286,0.00019751645339866034,0.00019751645339866034,True
confirmation,polish_bankruptcy_4year,iid16,native_histgb,onehot_linear,0.05613478249427243,0.0,3.1083624933639975e-06,3.1083624933639975e-06,4.09791241622393e-13,4.09791241622393e-13,True
confirmation,polish_bankruptcy_4year,iid16,catboost_native,onehot_linear,0.06197080969005037,0.0,0.18706241958871808,0.18706241958871808,4.1469774801635535e-05,4.1469774801635535e-05,True
confirmation,polish_bankruptcy_4year,iid16,onehot_linear,onehot_adam_mlp,0.020517068328694446,0.0,18.66169708258719,1.0,0.39132395715272844,0.39132395715272844,True
confirmation,polish_bankruptcy_4year,iid16,native_histgb,ordinal_forest,0.02877779502247984,0.0,0.7067284662879915,0.7067284662879915,0.00017849448236195888,0.00017849448236195888,True
confirmation,polish_bankruptcy_4year,iid16,catboost_native,ordinal_forest,0.03461382221825778,0.0,1.0880964468545937,1.0,0.00025630391697373,0.00025630391697373,True
confirmation,polish_bankruptcy_4year,iid16,ordinal_forest,onehot_adam_mlp,0.047874055800487036,0.0,3.6828944294924906,1.0,0.0719376343446752,0.0719376343446752,True
confirmation,polish_bankruptcy_4year,iid16,catboost_native,native_histgb,0.005836027195777943,0.0,21.09270082011126,1.0,0.004675966674585672,0.004675966674585672,True
confirmation,polish_bankruptcy_4year,iid16,native_histgb,onehot_adam_mlp,0.07665185082296688,0.0,1.3370172023907945,1.0,0.02803636818756775,0.02803636818756775,True
confirmation,polish_bankruptcy_4year,iid16,catboost_native,onehot_adam_mlp,0.08248787801874483,0.0,1.260099804944703,1.0,0.024232959597332196,0.024232959597332196,True
confirmation,polish_bankruptcy_5year,strength2,ordinal_forest,onehot_linear,0.026007332950110484,0.0,1.189186772890239e-17,1.189186772890239e-17,0.0,0.0,True
confirmation,polish_bankruptcy_5year,strength2,native_histgb,onehot_linear,0.04638243267074735,0.0,-1.517523917200283e-17,-1.517523917200283e-17,0.0,0.0,True
confirmation,polish_bankruptcy_5year,strength2,catboost_native,onehot_linear,0.05470967465870874,0.0,-5.114646657993828e-18,-5.114646657993828e-18,0.0,0.0,True
confirmation,polish_bankruptcy_5year,strength2,onehot_linear,onehot_adam_mlp,0.005385259801614278,0.0,173.6520928032437,1.0,0.8708463896460858,0.8708463896460858,True
confirmation,polish_bankruptcy_5year,strength2,native_histgb,ordinal_forest,0.020375099720636863,0.0,-5.926490480030681e-17,-5.926490480030681e-17,0.0,0.0,True
confirmation,polish_bankruptcy_5year,strength2,catboost_native,ordinal_forest,0.028702341708598256,0.0,-8.819184101370489e-18,-8.819184101370489e-18,0.0,0.0,True
confirmation,polish_bankruptcy_5year,strength2,ordinal_forest,onehot_adam_mlp,0.03139259275172476,0.0,5.110212608888023,1.0,0.025627161348503562,0.025627161348503562,True
confirmation,polish_bankruptcy_5year,strength2,catboost_native,native_histgb,0.008327241987961392,0.0,-6.915748301743702e-16,-6.915748301743702e-16,0.0,0.0,True
confirmation,polish_bankruptcy_5year,strength2,native_histgb,onehot_adam_mlp,0.051767692472361626,0.0,1.8792117861168838,1.0,0.00942404305587322,0.00942404305587322,True
confirmation,polish_bankruptcy_5year,strength2,catboost_native,onehot_adam_mlp,0.06009493446032302,0.0,1.3944970813320383,1.0,0.006993251443424733,0.006993251443424733,True
confirmation,polish_bankruptcy_5year,iid16,ordinal_forest,onehot_linear,0.026007332950110484,0.0,0.8039230364778096,0.8039230364778096,0.00017471983133705081,0.00017471983133705081,True
confirmation,polish_bankruptcy_5year,iid16,native_histgb,onehot_linear,0.04638243267074735,0.0,0.13480331876433319,0.13480331876433319,1.3618440222625383e-05,1.3618440222625383e-05,True
confirmation,polish_bankruptcy_5year,iid16,catboost_native,onehot_linear,0.05470967465870874,0.0,0.28292169775807197,0.28292169775807197,0.00012213333353207117,0.00012213333353207117,True
confirmation,polish_bankruptcy_5year,iid16,onehot_linear,onehot_adam_mlp,0.005385259801614278,0.140625,1118.1072333519758,1.0,8.82357141495798,1.0,True
confirmation,polish_bankruptcy_5year,iid16,native_histgb,ordinal_forest,0.020375099720636863,0.0,2.0083720620102836,1.0,0.0003552375888131112,0.0003552375888131112,True
confirmation,polish_bankruptcy_5year,iid16,catboost_native,ordinal_forest,0.028702341708598256,0.0,1.687963096296355,1.0,0.0005871887638924744,0.0005871887638924744,True
confirmation,polish_bankruptcy_5year,iid16,ordinal_forest,onehot_adam_mlp,0.03139259275172476,0.0,33.45528523752509,1.0,0.2597789001448909,0.2597789001448909,True
confirmation,polish_bankruptcy_5year,iid16,catboost_native,native_histgb,0.008327241987961392,0.0,16.39435498219439,1.0,0.005694319495378623,0.005694319495378623,True
confirmation,polish_bankruptcy_5year,iid16,native_histgb,onehot_adam_mlp,0.051767692472361626,0.0,12.208042693273725,1.0,0.09549702264278158,0.09549702264278158,True
confirmation,polish_bankruptcy_5year,iid16,catboost_native,onehot_adam_mlp,0.06009493446032302,0.0,9.213343805111794,1.0,0.07095809947979977,0.07095809947979977,True
menu_repeat,compustat_kor_direction,strength2,onehot_linear,ordinal_forest,0.015560667105871118,0.0,13.359524433551783,1.0,0.0014583957341730326,0.0014583957341730326,True
menu_repeat,compustat_kor_direction,strength2,native_histgb,onehot_linear,0.0025608430384214675,0.0,68.78670120890844,1.0,0.024821840676513433,0.024821840676513433,True
menu_repeat,compustat_kor_direction,strength2,catboost_native,onehot_linear,0.005355776015004143,0.0,30.435173174833533,1.0,0.004495079281403743,0.004495079281403743,True
menu_repeat,compustat_kor_direction,strength2,onehot_adam_mlp,onehot_linear,0.007837767168096144,0.0,37.467162861473426,1.0,0.005820245583682183,0.005820245583682183,True
menu_repeat,compustat_kor_direction,strength2,native_histgb,ordinal_forest,0.018121510144292585,0.0,11.224175993855939,1.0,0.0015710242643533097,0.0015710242643533097,True
menu_repeat,compustat_kor_direction,strength2,catboost_native,ordinal_forest,0.02091644312087526,0.0,9.389337746320638,1.0,0.0011018714027826615,0.0011018714027826615,True
menu_repeat,compustat_kor_direction,strength2,onehot_adam_mlp,ordinal_forest,0.02339843427396726,0.0,10.112446048213254,1.0,0.0012980567906825122,0.0012980567906825122,True
menu_repeat,compustat_kor_direction,strength2,catboost_native,native_histgb,0.002794932976582676,0.0,169.50454473291435,1.0,0.0373439577109863,0.0373439577109863,True
menu_repeat,compustat_kor_direction,strength2,onehot_adam_mlp,native_histgb,0.005276924129674676,0.0,98.85565780672533,1.0,0.018685701974636225,0.018685701974636225,True
menu_repeat,compustat_kor_direction,strength2,onehot_adam_mlp,catboost_native,0.0024819911530920002,0.0,515.3406641901672,1.0,0.07897035610676709,0.07897035610676709,True
menu_repeat,compustat_kor_direction,iid16,onehot_linear,ordinal_forest,0.015560667105871118,0.0,18.91828160173476,1.0,0.0030861179926063697,0.0030861179926063697,True
menu_repeat,compustat_kor_direction,iid16,native_histgb,onehot_linear,0.0025608430384214675,0.0,269.5653589297771,1.0,0.1293020163600482,0.1293020163600482,True
menu_repeat,compustat_kor_direction,iid16,catboost_native,onehot_linear,0.005355776015004143,0.0,60.80187459303878,1.0,0.007110674986229742,0.007110674986229742,True
menu_repeat,compustat_kor_direction,iid16,onehot_adam_mlp,onehot_linear,0.007837767168096144,0.0,65.32066786642096,1.0,0.010699429852886069,0.010699429852886069,True
menu_repeat,compustat_kor_direction,iid16,native_histgb,ordinal_forest,0.018121510144292585,0.0,19.332409963449077,1.0,0.004857673295929067,0.004857673295929067,True
menu_repeat,compustat_kor_direction,iid16,catboost_native,ordinal_forest,0.02091644312087526,0.0,14.456828029966886,1.0,0.002174229569073563,0.002174229569073563,True
menu_repeat,compustat_kor_direction,iid16,onehot_adam_mlp,ordinal_forest,0.02339843427396726,0.0,15.696185939613938,1.0,0.0025654093011649544,0.0025654093011649544,True
menu_repeat,compustat_kor_direction,iid16,catboost_native,native_histgb,0.002794932976582676,0.0,449.56552764287477,1.0,0.13466000767692665,0.13466000767692665,True
menu_repeat,compustat_kor_direction,iid16,onehot_adam_mlp,native_histgb,0.005276924129674676,0.0,207.58778976589613,1.0,0.05405545177935549,0.05405545177935549,True
menu_repeat,compustat_kor_direction,iid16,onehot_adam_mlp,catboost_native,0.0024819911530920002,0.0,934.494666020595,1.0,0.13980489796124654,0.13980489796124654,True
menu_repeat,credit_card_default,strength2,ordinal_forest,onehot_linear,0.02283634433513243,0.0,-1.4471692663276328e-31,-1.4471692663276328e-31,0.0,0.0,True
menu_repeat,credit_card_default,strength2,native_histgb,onehot_linear,0.026560648778995555,0.0,6.153687428566681e-05,6.153687428566681e-05,4.9791766472497125e-09,4.9791766472497125e-09,True
menu_repeat,credit_card_default,strength2,catboost_native,onehot_linear,0.0255649633298492,0.0,0.3264525745933876,0.3264525745933876,3.5624310613346956e-05,3.5624310613346956e-05,True
menu_repeat,credit_card_default,strength2,onehot_adam_mlp,onehot_linear,0.019239842938949925,0.0,4.792506009450457,1.0,0.0005292221938980161,0.0005292221938980161,True
menu_repeat,credit_card_default,strength2,native_histgb,ordinal_forest,0.0037243044438631245,0.0,0.003129842189719385,0.003129842189719385,2.532471355025828e-07,2.532471355025828e-07,True
menu_repeat,credit_card_default,strength2,catboost_native,ordinal_forest,0.0027286189947167694,0.0,28.65659924037568,1.0,0.0031271666144244386,0.0031271666144244386,True
menu_repeat,credit_card_default,strength2,ordinal_forest,onehot_adam_mlp,0.0035965013961825054,0.0,137.15297883642634,1.0,0.015145395794252694,0.015145395794252694,True
menu_repeat,credit_card_default,strength2,native_histgb,catboost_native,0.0009956854491463552,0.0,215.25561190551633,1.0,0.02348864761512661,0.02348864761512661,True
menu_repeat,credit_card_default,strength2,native_histgb,onehot_adam_mlp,0.00732080584004563,0.0,33.10232976303859,1.0,0.0036553679796144664,0.0036553679796144664,True
menu_repeat,credit_card_default,strength2,catboost_native,onehot_adam_mlp,0.006325120390899275,0.0,49.67632669751838,1.0,0.005478668203483709,0.005478668203483709,True
menu_repeat,credit_card_default,iid16,ordinal_forest,onehot_linear,0.02283634433513243,0.0,3.595869903680077,1.0,0.00036668009740161133,0.00036668009740161133,True
menu_repeat,credit_card_default,iid16,native_histgb,onehot_linear,0.026560648778995555,0.0,2.2501405974858355,1.0,0.00013124783761312334,0.00013124783761312334,True
menu_repeat,credit_card_default,iid16,catboost_native,onehot_linear,0.0255649633298492,0.0,1.3450509395842034,1.0,0.00015223518627400343,0.00015223518627400343,True
menu_repeat,credit_card_default,iid16,onehot_adam_mlp,onehot_linear,0.019239842938949925,0.0,14.565304604348485,1.0,0.0030363719570400305,0.0030363719570400305,True
menu_repeat,credit_card_default,iid16,native_histgb,ordinal_forest,0.0037243044438631245,0.0,249.64187404882136,1.0,0.020461805833478043,0.020461805833478043,True
menu_repeat,credit_card_default,iid16,catboost_native,ordinal_forest,0.0027286189947167694,0.0,369.93805287929564,1.0,0.039047010462174854,0.039047010462174854,True
menu_repeat,credit_card_default,iid16,ordinal_forest,onehot_adam_mlp,0.0035965013961825054,0.0,561.8092395030022,1.0,0.10167914710008473,0.10167914710008473,True
menu_repeat,credit_card_default,iid16,native_histgb,catboost_native,0.0009956854491463552,0.0,2487.905787164698,1.0,0.19375543364420736,0.19375543364420736,True
menu_repeat,credit_card_default,iid16,native_histgb,onehot_adam_mlp,0.00732080584004563,0.0,130.22050977276584,1.0,0.022699652812905848,0.022699652812905848,True
menu_repeat,credit_card_default,iid16,catboost_native,onehot_adam_mlp,0.006325120390899275,0.0,156.74056191768358,1.0,0.030581397139609216,0.030581397139609216,True
menu_repeat,credit_card_fraud,strength2,onehot_linear,ordinal_forest,0.00014518883530066857,0.0,-4.907011165950789e-28,-4.907011165950789e-28,0.0,0.0,True
menu_repeat,credit_card_fraud,strength2,onehot_linear,native_histgb,0.0004094984456438147,0.0,1.5170961840210122,1.0,0.00011756617786729226,0.00011756617786729226,True
menu_repeat,credit_card_fraud,strength2,onehot_linear,catboost_native,0.0005056290369137343,0.0,4.105903237156115,1.0,0.00029061234189490474,0.00029061234189490474,True
menu_repeat,credit_card_fraud,strength2,onehot_linear,onehot_adam_mlp,0.00023919587508858795,0.0,153.09078267726247,1.0,0.004138784483603016,0.004138784483603016,True
menu_repeat,credit_card_fraud,strength2,ordinal_forest,native_histgb,0.00026430961034314615,0.0,3.641595656111404,1.0,0.0002822025967347779,0.0002822025967347779,True
menu_repeat,credit_card_fraud,strength2,ordinal_forest,catboost_native,0.0003604402016130657,0.0,8.079905381470995,1.0,0.0005718888365291619,0.0005718888365291619,True
menu_repeat,credit_card_fraud,strength2,ordinal_forest,onehot_adam_mlp,9.400703978791939e-05,0.0,991.1415000346021,1.0,0.026795349724261935,0.026795349724261935,True
menu_repeat,credit_card_fraud,strength2,native_histgb,catboost_native,9.613059126991957e-05,0.0,141.1217091910693,1.0,0.01017333535852365,0.01017333535852365,True
menu_repeat,credit_card_fraud,strength2,onehot_adam_mlp,native_histgb,0.00017030257055522676,0.0,310.7764409425486,1.0,0.008844396493365447,0.008844396493365447,True
menu_repeat,credit_card_fraud,strength2,onehot_adam_mlp,catboost_native,0.00026643316182514633,0.0,138.1775177696519,1.0,0.0043824779013150895,0.0043824779013150895,True
menu_repeat,credit_card_fraud,iid16,onehot_linear,ordinal_forest,0.00014518883530066857,0.0,283.98894463313604,1.0,0.006191572093780226,0.006191572093780226,True
menu_repeat,credit_card_fraud,iid16,onehot_linear,native_histgb,0.0004094984456438147,0.0,154.4512928890066,1.0,0.016815187383770618,0.016815187383770618,True
menu_repeat,credit_card_fraud,iid16,onehot_linear,catboost_native,0.0005056290369137343,0.0,35.37176055234426,1.0,0.0021440663430410383,0.0021440663430410383,True
menu_repeat,credit_card_fraud,iid16,onehot_linear,onehot_adam_mlp,0.00023919587508858795,0.0,577.04317721266,1.0,0.03942960620816866,0.03942960620816866,True
menu_repeat,credit_card_fraud,iid16,ordinal_forest,native_histgb,0.00026430961034314615,0.0,456.4329382705914,1.0,0.0422309878736545,0.0422309878736545,True
menu_repeat,credit_card_fraud,iid16,ordinal_forest,catboost_native,0.0003604402016130657,0.0,115.68604077843307,1.0,0.005223873041667698,0.005223873041667698,True
menu_repeat,credit_card_fraud,iid16,ordinal_forest,onehot_adam_mlp,9.400703978791939e-05,0.0,4413.30030057576,1.0,0.27004430199820484,0.27004430199820484,True
menu_repeat,credit_card_fraud,iid16,native_histgb,catboost_native,9.613059126991957e-05,0.0,3781.25816206321,1.0,0.36444563476104935,0.36444563476104935,True
menu_repeat,credit_card_fraud,iid16,onehot_adam_mlp,native_histgb,0.00017030257055522676,0.0,2031.3478721409904,1.0,0.17500532279367312,0.17500532279367312,True
menu_repeat,credit_card_fraud,iid16,onehot_adam_mlp,catboost_native,0.00026643316182514633,0.0,592.4848534668458,1.0,0.03950187997549081,0.03950187997549081,True
menu_repeat,heloc_credit_risk,strength2,ordinal_forest,onehot_linear,0.01729819037703656,0.0,3.086802167742961e-16,3.086802167742961e-16,0.0,0.0,True
menu_repeat,heloc_credit_risk,strength2,native_histgb,onehot_linear,0.017233412405838755,0.0,-4.41370814342401e-19,-4.41370814342401e-19,0.0,0.0,True
menu_repeat,heloc_credit_risk,strength2,catboost_native,onehot_linear,0.021431549483559964,0.0,1.277414219449944,1.0,0.00023158330221744844,0.00023158330221744844,True
menu_repeat,heloc_credit_risk,strength2,onehot_adam_mlp,onehot_linear,0.012433437509178358,0.0,19.549389836700488,1.0,0.001309985077025689,0.001309985077025689,True
menu_repeat,heloc_credit_risk,strength2,ordinal_forest,native_histgb,6.477797119780471e-05,0.0,2.198055629584244e-11,2.198055629584244e-11,0.0,0.0,True
menu_repeat,heloc_credit_risk,strength2,catboost_native,ordinal_forest,0.004133359106523404,0.0,34.34255574635093,1.0,0.006225985545825063,0.006225985545825063,True
menu_repeat,heloc_credit_risk,strength2,ordinal_forest,onehot_adam_mlp,0.004864752867858202,0.0,127.70093389400503,1.0,0.008557111967215491,0.008557111967215491,True
menu_repeat,heloc_credit_risk,strength2,catboost_native,native_histgb,0.004198137077721209,0.0,33.290909384924156,1.0,0.006035331853830742,0.006035331853830742,True
menu_repeat,heloc_credit_risk,strength2,native_histgb,onehot_adam_mlp,0.004799974896660397,0.0,131.17096292834273,1.0,0.00878963514516627,0.00878963514516627,True
menu_repeat,heloc_credit_risk,strength2,catboost_native,onehot_adam_mlp,0.008998111974381606,0.0,44.572750611561474,1.0,0.003814932605183954,0.003814932605183954,True
menu_repeat,heloc_credit_risk,iid16,ordinal_forest,onehot_linear,0.01729819037703656,0.0,10.349140630515139,1.0,0.0013147668738849043,0.0013147668738849043,True
menu_repeat,heloc_credit_risk,iid16,native_histgb,onehot_linear,0.017233412405838755,0.0,0.003319957083976452,0.003319957083976452,1.5861538864664225e-06,1.5861538864664225e-06,True
menu_repeat,heloc_credit_risk,iid16,catboost_native,onehot_linear,0.021431549483559964,0.0,6.235280845581293,1.0,0.0012346109671230055,0.0012346109671230055,True
menu_repeat,heloc_credit_risk,iid16,onehot_adam_mlp,onehot_linear,0.012433437509178358,0.0,44.314088958585806,1.0,0.006376368959940676,0.006376368959940676,True
menu_repeat,heloc_credit_risk,iid16,ordinal_forest,native_histgb,6.477797119780471e-05,0.494140625,738225.7766593713,1.0,93.86747277472872,1.0,True
menu_repeat,heloc_credit_risk,iid16,catboost_native,ordinal_forest,0.004133359106523404,0.0,348.89089086701944,1.0,0.05621915715624428,0.05621915715624428,True
menu_repeat,heloc_credit_risk,iid16,ordinal_forest,onehot_adam_mlp,0.004864752867858202,0.0,420.3225360430257,1.0,0.058275583066576375,0.058275583066576375,True
menu_repeat,heloc_credit_risk,iid16,catboost_native,native_histgb,0.004198137077721209,0.0,162.5546604007848,1.0,0.03220213504018889,0.03220213504018889,True
menu_repeat,heloc_credit_risk,iid16,native_histgb,onehot_adam_mlp,0.004799974896660397,0.0,297.377994525848,1.0,0.042804106505117755,0.042804106505117755,True
menu_repeat,heloc_credit_risk,iid16,catboost_native,onehot_adam_mlp,0.008998111974381606,0.0,119.9820180605805,1.0,0.019178366772748635,0.019178366772748635,True
menu_repeat,polish_bankruptcy_3year,strength2,ordinal_forest,onehot_linear,0.01571273306788426,0.0,-4.0622194950358206e-27,-4.0622194950358206e-27,0.0,0.0,True
menu_repeat,polish_bankruptcy_3year,strength2,native_histgb,onehot_linear,0.03082984479428201,0.0,-1.5784010232837476e-17,-1.5784010232837476e-17,0.0,0.0,True
menu_repeat,polish_bankruptcy_3year,strength2,catboost_native,onehot_linear,0.030482668972497157,0.0,0.02031380265052415,0.02031380265052415,2.3752246216294242e-06,2.3752246216294242e-06,True
menu_repeat,polish_bankruptcy_3year,strength2,onehot_linear,onehot_adam_mlp,0.02480200425189248,0.0,0.4198079582841152,0.4198079582841152,0.0014270213908383366,0.0014270213908383366,True
menu_repeat,polish_bankruptcy_3year,strength2,native_histgb,ordinal_forest,0.01511711172639775,0.0,-6.564813381090335e-17,-6.564813381090335e-17,0.0,0.0,True
menu_repeat,polish_bankruptcy_3year,strength2,catboost_native,ordinal_forest,0.014769935904612896,0.0,0.0865246771292954,0.0865246771292954,1.0117039484516991e-05,1.0117039484516991e-05,True
menu_repeat,polish_bankruptcy_3year,strength2,ordinal_forest,onehot_adam_mlp,0.04051473731977674,0.0,0.15732515471688152,0.15732515471688152,0.0005347834805599389,0.0005347834805599389,True
menu_repeat,polish_bankruptcy_3year,strength2,native_histgb,catboost_native,0.0003471758217848536,0.0,156.6023462074331,1.0,0.01831098563454996,0.01831098563454996,True
menu_repeat,polish_bankruptcy_3year,strength2,native_histgb,onehot_adam_mlp,0.05563184904617449,0.0,0.0834405643243067,0.0834405643243067,0.0002836331894256834,0.0002836331894256834,True
menu_repeat,polish_bankruptcy_3year,strength2,catboost_native,onehot_adam_mlp,0.05528467322438964,0.0,0.09066755401958553,0.09066755401958553,0.00028792879154820503,0.00028792879154820503,True
menu_repeat,polish_bankruptcy_3year,iid16,ordinal_forest,onehot_linear,0.01571273306788426,0.0,1.9456728814946354,1.0,0.00021123164516086078,0.00021123164516086078,True
menu_repeat,polish_bankruptcy_3year,iid16,native_histgb,onehot_linear,0.03082984479428201,0.0,0.15567969034053908,0.15567969034053908,4.757147996541224e-05,4.757147996541224e-05,True
menu_repeat,polish_bankruptcy_3year,iid16,catboost_native,onehot_linear,0.030482668972497157,0.0,0.7486574954153765,0.7486574954153765,0.00023327215475666609,0.00023327215475666609,True
menu_repeat,polish_bankruptcy_3year,iid16,onehot_linear,onehot_adam_mlp,0.02480200425189248,0.0,7.604460390854151,1.0,0.14299785810094356,0.14299785810094356,True
menu_repeat,polish_bankruptcy_3year,iid16,native_histgb,ordinal_forest,0.01511711172639775,0.0,2.7495100507429715,1.0,0.00042606193852771446,0.00042606193852771446,True
menu_repeat,polish_bankruptcy_3year,iid16,catboost_native,ordinal_forest,0.014769935904612896,0.0,5.3908278609871365,1.0,0.00123265924515892,0.00123265924515892,True
menu_repeat,polish_bankruptcy_3year,iid16,ordinal_forest,onehot_adam_mlp,0.04051473731977674,0.0,3.14245910519761,1.0,0.053620941655561874,0.053620941655561874,True
menu_repeat,polish_bankruptcy_3year,iid16,native_histgb,catboost_native,0.0003471758217848536,0.05859375,6999.173274254125,1.0,2.1734696921722927,1.0,True
menu_repeat,polish_bankruptcy_3year,iid16,native_histgb,onehot_adam_mlp,0.05563184904617449,0.0,1.5592650958269916,1.0,0.02843670546190167,0.02843670546190167,True
menu_repeat,polish_bankruptcy_3year,iid16,catboost_native,onehot_adam_mlp,0.05528467322438964,0.0,1.7581008134868965,1.0,0.028851104306139824,0.028851104306139824,True
subsample_repeat,compustat_kor_direction,strength2,onehot_linear,ordinal_forest,0.008722840193515213,0.0,42.24165013885473,1.0,0.008898089426546903,0.008898089426546903,True
subsample_repeat,compustat_kor_direction,strength2,native_histgb,onehot_linear,0.008181891853192458,0.0,4.5675711355902875,1.0,0.0007218266957030798,0.0007218266957030798,True
subsample_repeat,compustat_kor_direction,strength2,catboost_native,onehot_linear,0.007490047240541142,0.0,14.88257186184995,1.0,0.0019600826171460237,0.0019600826171460237,True
subsample_repeat,compustat_kor_direction,strength2,onehot_adam_mlp,onehot_linear,0.008946468055912038,0.0,35.2719642557117,1.0,0.0053240511457875945,0.0053240511457875945,True
subsample_repeat,compustat_kor_direction,strength2,native_histgb,ordinal_forest,0.01690473204670767,0.0,12.317070162949298,1.0,0.0025382611569885307,0.0025382611569885307,True
subsample_repeat,compustat_kor_direction,strength2,catboost_native,ordinal_forest,0.016212887434056356,0.0,15.403787651232008,1.0,0.002994013355474934,0.002994013355474934,True
subsample_repeat,compustat_kor_direction,strength2,onehot_adam_mlp,ordinal_forest,0.01766930824942725,0.0,19.33740248015075,1.0,0.0035334876433019014,0.0035334876433019014,True
subsample_repeat,compustat_kor_direction,strength2,native_histgb,catboost_native,0.0006918446126513156,0.0,2383.151137591343,1.0,0.33068851757716117,0.33068851757716117,True
subsample_repeat,compustat_kor_direction,strength2,onehot_adam_mlp,native_histgb,0.0007645762027195802,0.015625,5352.4390511628535,1.0,0.8116209906734613,0.8116209906734613,True
subsample_repeat,compustat_kor_direction,strength2,onehot_adam_mlp,catboost_native,0.0014564208153708957,0.0,1724.5585222869956,1.0,0.2527367536941963,0.2527367536941963,True
subsample_repeat,compustat_kor_direction,iid16,onehot_linear,ordinal_forest,0.008722840193515213,0.0,60.456936992963875,1.0,0.01062912716209312,0.01062912716209312,True
subsample_repeat,compustat_kor_direction,iid16,native_histgb,onehot_linear,0.008181891853192458,0.0,23.109713436100527,1.0,0.0017439941605354385,0.0017439941605354385,True
subsample_repeat,compustat_kor_direction,iid16,catboost_native,onehot_linear,0.007490047240541142,0.0,31.12877639164944,1.0,0.0028462026349388545,0.0028462026349388545,True
subsample_repeat,compustat_kor_direction,iid16,onehot_adam_mlp,onehot_linear,0.008946468055912038,0.0,62.36778436207941,1.0,0.01046514197550016,0.01046514197550016,True
subsample_repeat,compustat_kor_direction,iid16,native_histgb,ordinal_forest,0.01690473204670767,0.0,21.510607581586715,1.0,0.0032386091288596213,0.0032386091288596213,True
subsample_repeat,compustat_kor_direction,iid16,catboost_native,ordinal_forest,0.016212887434056356,0.0,24.143834833215486,1.0,0.00368420859292787,0.00368420859292787,True
subsample_repeat,compustat_kor_direction,iid16,onehot_adam_mlp,ordinal_forest,0.01766930824942725,0.0,30.723191010820113,1.0,0.0052733742893297094,0.0052733742893297094,True
subsample_repeat,compustat_kor_direction,iid16,native_histgb,catboost_native,0.0006918446126513156,0.001953125,6880.59819938821,1.0,0.5775069068723577,0.5775069068723577,True
subsample_repeat,compustat_kor_direction,iid16,onehot_adam_mlp,native_histgb,0.0007645762027195802,0.0859375,11185.724938219026,1.0,1.6325851595839125,1.0,True
subsample_repeat,compustat_kor_direction,iid16,onehot_adam_mlp,catboost_native,0.0014564208153708957,0.001953125,3176.6663803398897,1.0,0.4701654087065334,0.4701654087065334,True
subsample_repeat,credit_card_default,strength2,ordinal_forest,onehot_linear,0.02621426472872712,0.0,1.216524331897215e-16,1.216524331897215e-16,0.0,0.0,True
subsample_repeat,credit_card_default,strength2,native_histgb,onehot_linear,0.02968936510876219,0.0,7.591744153761829e-05,7.591744153761829e-05,5.196638307244178e-09,5.196638307244178e-09,True
subsample_repeat,credit_card_default,strength2,catboost_native,onehot_linear,0.02953946826070669,0.0,0.12688560022113002,0.12688560022113002,2.4417871108052262e-05,2.4417871108052262e-05,True
subsample_repeat,credit_card_default,strength2,onehot_adam_mlp,onehot_linear,0.025059635983864348,0.0,2.893636188878508,1.0,0.0008486614398750609,0.0008486614398750609,True
subsample_repeat,credit_card_default,strength2,native_histgb,ordinal_forest,0.0034751003800350677,0.0,0.0055412618993937995,0.0055412618993937995,3.7930590485662823e-07,3.7930590485662823e-07,True
subsample_repeat,credit_card_default,strength2,catboost_native,ordinal_forest,0.0033252035319795703,0.0,10.013392016580713,1.0,0.001926977649072508,0.001926977649072508,True
subsample_repeat,credit_card_default,strength2,ordinal_forest,onehot_adam_mlp,0.0011546287448627734,0.0,1363.0403522059034,1.0,0.3997599257145038,0.3997599257145038,True
subsample_repeat,credit_card_default,strength2,native_histgb,catboost_native,0.0001498968480554974,0.0,4930.546879292627,1.0,0.9484654149286453,0.9484654149286453,True
subsample_repeat,credit_card_default,strength2,native_histgb,onehot_adam_mlp,0.004629729124897841,0.0,84.78094870845787,1.0,0.024864318170639072,0.024864318170639072,True
subsample_repeat,credit_card_default,strength2,catboost_native,onehot_adam_mlp,0.004479832276842344,0.0,96.06302676941307,1.0,0.02761753674447126,0.02761753674447126,True
subsample_repeat,credit_card_default,iid16,ordinal_forest,onehot_linear,0.02621426472872712,0.0,2.7165780708041014,1.0,0.000182929644163009,0.000182929644163009,True
subsample_repeat,credit_card_default,iid16,native_histgb,onehot_linear,0.02968936510876219,0.0,1.8187281798355774,1.0,8.154238459220628e-05,8.154238459220628e-05,True
