family,dataset,method,draw,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss,mean_prediction_residual
pair32,openml-hepatitis-55,independent_pair_mean32,511.5,1.0,0.0,0.2905556843615022,0.2906047915884342,
pair32,openml-kr-vs-kp-3,disjoint_pair_mean32,511.5,1.0,0.0,0.018218368834168608,0.018218368834168608,
pair32,openml-kr-vs-kp-3,independent_pair_mean32,511.5,1.0,0.0,0.018218368834168608,0.018218368834168608,
pair32,openml-mushroom-24,disjoint_pair_mean32,511.5,1.0,0.0,8.440052383373883e-06,8.44005235640514e-06,
pair32,openml-mushroom-24,independent_pair_mean32,511.5,1.0,0.0,8.440052383373883e-06,8.440052395838997e-06,
pair32,openml-sick-38,disjoint_pair_mean32,511.5,1.0,0.0,0.021760979478963834,0.021761361217492774,
pair32,openml-sick-38,independent_pair_mean32,511.5,1.0,0.0,0.021760979478963834,0.021765768808861274,
pair32,openml-tic-tac-toe-50,disjoint_pair_mean32,511.5,1.0,0.0,0.026994762650620636,0.026994762650620636,
pair32,openml-tic-tac-toe-50,independent_pair_mean32,511.5,1.0,0.0,0.026994762650620636,0.026994762650620636,
pair32,openml-vote-56,disjoint_pair_mean32,511.5,1.0,0.0,0.13998777236979948,0.13998777236979948,
pair32,openml-vote-56,independent_pair_mean32,511.5,1.0,0.0,0.13998777236979948,0.13998777236979948,
pair_cross64,openml-colic-25,disjoint_pair_cross64,511.5,1.0,0.0,0.24599061026618377,0.24599350034176634,2.346531452223323e-05
pair_cross64,openml-colic-25,independent_block_u64,511.5,1.0,0.0,0.24599061026618377,0.24601762070302724,2.0317679667130155e-05
pair_cross64,openml-credit-approval-29,disjoint_pair_cross64,511.5,1.0,0.0,0.24711541106870022,0.24712732089216816,6.761598803519748e-06
pair_cross64,openml-credit-approval-29,independent_block_u64,511.5,1.0,0.0,0.24711541106870022,0.24711699086775574,9.651655565197755e-07
pair_cross64,openml-hepatitis-55,disjoint_pair_cross64,511.5,1.0,0.0,0.2905556843615022,0.2905578742618783,2.0438142626126793e-06
pair_cross64,openml-hepatitis-55,independent_block_u64,511.5,1.0,0.0,0.2905556843615022,0.2905903854938779,1.8109826270974993e-05
pair_cross64,openml-kr-vs-kp-3,disjoint_pair_cross64,511.5,1.0,0.0,0.018218368834168608,0.018218368834168608,1.5744396548373426e-07
pair_cross64,openml-kr-vs-kp-3,independent_block_u64,511.5,1.0,0.0,0.018218368834168608,0.018218368834168608,8.593124592737864e-07
pair_cross64,openml-mushroom-24,disjoint_pair_cross64,511.5,1.0,0.0,8.440052383373883e-06,8.440052379748022e-06,4.268747504239433e-08
pair_cross64,openml-mushroom-24,independent_block_u64,511.5,1.0,0.0,8.440052383373883e-06,8.440052382342398e-06,1.9842896047914423e-09
pair_cross64,openml-sick-38,disjoint_pair_cross64,511.5,1.0,0.0,0.021760979478963834,0.021760263822777903,-1.1117427815769276e-06
pair_cross64,openml-sick-38,independent_block_u64,511.5,1.0,0.0,0.021760979478963834,0.021762492965432662,1.568205714158467e-06
pair_cross64,openml-tic-tac-toe-50,disjoint_pair_cross64,511.5,1.0,0.0,0.026994762650620636,0.026994762650620636,1.8727975119509497e-05
pair_cross64,openml-tic-tac-toe-50,independent_block_u64,511.5,1.0,0.0,0.026994762650620636,0.026994762650620636,-2.3354738596035414e-05
pair_cross64,openml-vote-56,disjoint_pair_cross64,511.5,1.0,0.0,0.13998777236979948,0.13998777236979948,1.0384503149432499e-05
pair_cross64,openml-vote-56,independent_block_u64,511.5,1.0,0.0,0.13998777236979948,0.13998777236979948,1.546752358156336e-05
