family,dataset,method,draw,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss,mean_prediction_residual
pack64,openml-colic-25,independent_four64,511.5,1.0,0.0,0.24599061026618377,0.24604729624688124,
pack64,openml-colic-25,mutually_disjoint_pack64,511.5,1.0,0.0,0.24599061026618377,0.24603306139020048,
pack64,openml-colic-25,two_disjoint_pairs64,511.5,1.0,0.0,0.24599061026618377,0.24598465964661778,
pack64,openml-credit-approval-29,independent_four64,511.5,1.0,0.0,0.24711541106870022,0.24712459127732148,
pack64,openml-credit-approval-29,mutually_disjoint_pack64,511.5,1.0,0.0,0.24711541106870022,0.24712896625110348,
pack64,openml-credit-approval-29,two_disjoint_pairs64,511.5,1.0,0.0,0.24711541106870022,0.24713259867543394,
pack64,openml-hepatitis-55,independent_four64,511.5,1.0,0.0,0.2905556843615022,0.2906212821848957,
pack64,openml-hepatitis-55,mutually_disjoint_pack64,511.5,1.0,0.0,0.2905556843615022,0.29056726727089144,
pack64,openml-hepatitis-55,two_disjoint_pairs64,511.5,1.0,0.0,0.2905556843615022,0.2905716727282901,
pack64,openml-kr-vs-kp-3,independent_four64,511.5,1.0,0.0,0.018218368834168608,0.018218368834168608,
pack64,openml-kr-vs-kp-3,mutually_disjoint_pack64,511.5,1.0,0.0,0.018218368834168608,0.018218368834168608,
pack64,openml-kr-vs-kp-3,two_disjoint_pairs64,511.5,1.0,0.0,0.018218368834168608,0.018218368834168608,
pack64,openml-mushroom-24,independent_four64,511.5,1.0,0.0,8.440052383373883e-06,8.44005239479588e-06,
pack64,openml-mushroom-24,mutually_disjoint_pack64,511.5,1.0,0.0,8.440052383373883e-06,8.440052383896444e-06,
pack64,openml-mushroom-24,two_disjoint_pairs64,511.5,1.0,0.0,8.440052383373883e-06,8.440052387530551e-06,
pack64,openml-sick-38,independent_four64,511.5,1.0,0.0,0.021760979478963834,0.021763435821534834,
pack64,openml-sick-38,mutually_disjoint_pack64,511.5,1.0,0.0,0.021760979478963834,0.021761512265987198,
pack64,openml-sick-38,two_disjoint_pairs64,511.5,1.0,0.0,0.021760979478963834,0.021760338262375094,
pack64,openml-tic-tac-toe-50,independent_four64,511.5,1.0,0.0,0.026994762650620636,0.026994762650620636,
pack64,openml-tic-tac-toe-50,mutually_disjoint_pack64,511.5,1.0,0.0,0.026994762650620636,0.026994762650620636,
pack64,openml-tic-tac-toe-50,two_disjoint_pairs64,511.5,1.0,0.0,0.026994762650620636,0.026994762650620636,
pack64,openml-vote-56,independent_four64,511.5,1.0,0.0,0.13998777236979948,0.13998777236979948,
pack64,openml-vote-56,mutually_disjoint_pack64,511.5,1.0,0.0,0.13998777236979948,0.13998777236979948,
pack64,openml-vote-56,two_disjoint_pairs64,511.5,1.0,0.0,0.13998777236979948,0.13998777236979948,
pair32,openml-colic-25,disjoint_pair_mean32,511.5,1.0,0.0,0.24599061026618377,0.24602627637583982,
pair32,openml-colic-25,independent_pair_mean32,511.5,1.0,0.0,0.24599061026618377,0.2459644779692262,
pair32,openml-credit-approval-29,disjoint_pair_mean32,511.5,1.0,0.0,0.24711541106870022,0.24713715528956912,
pair32,openml-credit-approval-29,independent_pair_mean32,511.5,1.0,0.0,0.24711541106870022,0.24714549632989924,
pair32,openml-hepatitis-55,disjoint_pair_mean32,511.5,1.0,0.0,0.2905556843615022,0.29052547492447184,
