dataset,model,task,split,strength1_design_count,strength2_design_count,joint_risk,main_fraction,main_plus_pair_fraction,mean_member_loss,quotient_loss,iid16_residual,four_strength1_residual,four_seed_blocks_residual,strength2_residual,strength1_component_reconstruction_error,strength2_component_reconstruction_error,strength2_expected_loss,strength2_vs_iid16_reduction,strength2_vs_four_strength1_reduction,strength2_vs_seed_blocks_reduction,material,ambiguity_error
openml-kr-vs-kp-3,native_histgb,binclass,validation,3456,27648,2.9774298644168656e-05,0.9998031582980508,1.0,0.0050770174815317065,0.005047243182887538,1.860893665260541e-06,4.884019682886481e-10,7.443574661042164e-06,-6.2038545941477076e-24,1.3003279229333595e-21,3.0315651613801543e-22,0.005047243182887538,1.0,1.0000000000000127,1.0,True,4.607859233063394e-19
openml-kr-vs-kp-3,native_histgb,binclass,test,3456,27648,1.8290739398264982e-05,0.9999998810086043,0.9999999999999998,0.005634380930270841,0.005616090190872575,1.1431712123915614e-06,1.8137005048158763e-13,4.572684849566246e-06,-1.1642567121683865e-22,3.3932873295098445e-22,2.98869441301686e-22,0.005616090190872575,1.0,1.0000000006419234,1.0,False,5.21772295508649e-19
openml-kr-vs-kp-3,catboost_native,binclass,validation,3456,27648,0.00032824127620784463,0.40478714029970586,0.8025272973298018,0.013926294334274163,0.01359805305806632,2.051507976299029e-05,1.4480599836371024e-05,1.691484636190731e-05,7.202076882297558e-06,9.486769009248164e-20,1.7787691892340307e-20,0.013605255134948617,0.6489374174752036,0.5026396030772116,0.5742156488919208,True,1.6263032587282567e-18
openml-kr-vs-kp-3,catboost_native,binclass,test,3456,27648,0.00029504353936683065,0.4663005975208287,0.820980858164596,0.015326482574393754,0.015031439035026923,1.8440221210426915e-05,1.1654867799297801e-05,1.3049439950563171e-05,5.868715691281128e-06,9.486769009248164e-20,1.5246593050577406e-20,0.015037307750718204,0.6817437478481714,0.49645797855942086,0.5502706849095196,True,1.0842021724855044e-19
openml-credit-approval-29,native_histgb,binclass,validation,3456,27648,0.0016714565907298498,1.0,1.0,0.1918597408570193,0.1901882842662894,0.00010446603692061561,1.8211208365967457e-20,0.00041786414768246245,3.4291599473998315e-20,1.4098343565872768e-19,1.761938829866075e-20,0.1901882842662894,0.9999999999999997,-0.8829941860465116,0.9999999999999999,True,4.7488055154865094e-17
openml-credit-approval-29,native_histgb,binclass,test,3456,27648,0.0019505637781446507,1.0000000000000002,1.0000000000000002,0.2145281677321776,0.212577603954033,0.00012191023613404067,4.701032857261367e-20,0.0004876409445361628,1.7946510569950488e-20,2.6755800055788694e-19,1.5096998997403817e-21,0.212577603954033,0.9999999999999999,0.6182432432432432,1.0,True,5.789639601072594e-17
openml-credit-approval-29,catboost_native,binclass,validation,3456,27648,0.0010920380794317967,0.495826693931424,0.8267620813985985,0.1829774140499127,0.18188537597048088,6.825237996448729e-05,4.06263039629301e-05,4.214961515959854e-05,2.102026710158182e-05,1.0842021724855044e-19,1.0164395367051604e-20,0.18190639623758245,0.6920214780419529,0.48259464802011076,0.5012939733378569,True,1.5178830414797062e-17
openml-credit-approval-29,catboost_native,binclass,test,3456,27648,0.0013311171713667274,0.5117550412106577,0.8290308678919506,0.20605369171995805,0.20472257454859136,8.319482321042046e-05,4.783760549751413e-05,4.021789301129526e-05,2.5286660835854555e-05,2.710505431213761e-20,1.3552527156068805e-20,0.2047478612094272,0.6960548762523566,0.47140621749622125,0.3712584389054704,True,3.599551212651875e-17
openml-sick-38,native_histgb,binclass,validation,3456,27648,0.00012270307925904043,0.9999747218582737,1.0000000000000002,0.014719740678461352,0.014597037599202318,7.668942453690027e-06,2.5847548564950735e-10,3.067576981476011e-05,1.7002697491027484e-21,1.084702616756099e-20,4.765663102360121e-22,0.014597037599202318,0.9999999999999998,0.9999999999934219,1.0,True,7.020209066843641e-18
openml-sick-38,native_histgb,binclass,test,3456,27648,0.00015148294607837158,0.9999999998153342,1.0,0.021377589879869104,0.021226106933790727,9.467684129898224e-06,2.331143699866014e-15,3.78707365195929e-05,-1.9025154088719637e-23,6.1113255991873595e-21,1.5300160341394272e-21,0.021226106933790727,1.0,1.000000008161296,1.0,True,5.177065373618284e-18
