panel,dataset,task,model,method,score_bias,score_rmse,mc_standard_error
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,cover_block_u64,1.5236611810798273e-05,0.0011427056410188393,5.049644224157041e-05
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,iid_u64,-2.9571301763176017e-05,0.0011797410213546322,5.212129812204933e-05
confirmation,kdd17_stock_return,regression,onehot_linear,cover_block_u64,1.1102230246251565e-16,1.241509962268584e-16,2.4556687528088307e-18
confirmation,kdd17_stock_return,regression,onehot_linear,iid_u64,5.551115123125783e-17,7.854302089341023e-17,2.4556687528088307e-18
confirmation,kdd17_stock_return,regression,ordinal_forest,cover_block_u64,-5.402287028888342e-06,0.00014520986094374667,6.412987160186606e-06
confirmation,kdd17_stock_return,regression,ordinal_forest,iid_u64,-2.998755084360205e-06,0.0001992292172335972,8.803773213117189e-06
confirmation,kdd17_stock_return,regression,native_histgb,cover_block_u64,-1.1102230246251565e-16,1.5708604178682046e-16,4.9113375056176615e-18
confirmation,kdd17_stock_return,regression,native_histgb,iid_u64,-1.1773428382988449e-05,0.00015185355600248377,6.6908415796785764e-06
confirmation,kdd17_stock_return,regression,catboost_native,cover_block_u64,-5.551115123125783e-17,7.854302089341023e-17,2.4556687528088307e-18
confirmation,kdd17_stock_return,regression,catboost_native,iid_u64,-4.917080342337066e-06,0.00010372277882384093,4.578788810204076e-06
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,cover_block_u64,9.964918655791521e-07,0.00040941052136642635,1.8093506151718822e-05
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,iid_u64,-5.7073159476617175e-05,0.0005706888583738513,2.509468116031569e-05
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,cover_block_u64,0.0,0.0,0.0
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,iid_u64,-1.3337941862090474e-13,1.8915686636414695e-12,8.338823381617986e-14
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,cover_block_u64,-2.0816681711721685e-17,2.9453632835028834e-17,9.208757823033115e-19
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,iid_u64,1.9154802950727134e-07,0.00011424691824538639,5.049041067278347e-06
confirmation,polish_bankruptcy_1year,binclass,native_histgb,cover_block_u64,-6.938893903907228e-18,9.817877611676279e-18,3.0695859410110384e-19
confirmation,polish_bankruptcy_1year,binclass,native_histgb,iid_u64,1.9649938181875992e-06,4.53795463891275e-05,2.0036305084543657e-06
confirmation,polish_bankruptcy_1year,binclass,catboost_native,cover_block_u64,6.938893903907228e-18,9.817877611676279e-18,3.0695859410110384e-19
confirmation,polish_bankruptcy_1year,binclass,catboost_native,iid_u64,-5.647972254260725e-07,0.00010075108939300984,4.45254119374289e-06
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,cover_block_u64,-1.1488839495421566e-05,0.002921765561038541,0.00012912401681799813
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,iid_u64,5.6509859535952556e-05,0.00984203786730819,0.00043495356257455353
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,cover_block_u64,0.0,0.0,0.0
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,iid_u64,4.151450017086944e-11,1.6410276368393471e-09,7.250064993170556e-11
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,cover_block_u64,2.7755575615628914e-17,3.9271510446705116e-17,1.2278343764044154e-18
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,iid_u64,2.669306629274337e-07,8.043069508498312e-05,3.5545485439529176e-06
confirmation,polish_bankruptcy_2year,binclass,native_histgb,cover_block_u64,1.3877787807814457e-17,1.9635755223352558e-17,6.139171882022077e-19
confirmation,polish_bankruptcy_2year,binclass,native_histgb,iid_u64,1.5731107295968716e-07,1.6452540233127033e-05,7.270731852415148e-07
confirmation,polish_bankruptcy_2year,binclass,catboost_native,cover_block_u64,6.938893903907228e-18,6.938893903907228e-18,0.0
confirmation,polish_bankruptcy_2year,binclass,catboost_native,iid_u64,7.634722820754059e-07,0.0001348210563870771,5.958209665066712e-06
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,cover_block_u64,-1.2125839137649974e-05,0.00015738467621960223,6.934810899711649e-06
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,iid_u64,-7.734864490141491e-06,0.0021727887804560554,9.602399659747971e-05
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,cover_block_u64,2.7755575615628914e-17,3.9271510446705116e-17,1.2278343764044154e-18
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,iid_u64,-7.338338270379552e-12,2.723101391403944e-10,1.2030150978220114e-11
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,cover_block_u64,1.3877787807814457e-17,1.9635755223352558e-17,6.139171882022077e-19
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,iid_u64,-3.836777678123404e-06,8.814941149752762e-05,3.891998473533429e-06
confirmation,polish_bankruptcy_3year,binclass,native_histgb,cover_block_u64,-6.938893903907228e-18,9.817877611676279e-18,3.0695859410110384e-19
confirmation,polish_bankruptcy_3year,binclass,native_histgb,iid_u64,3.4541738908044906e-07,3.057309013429463e-05,1.3510662218826126e-06
confirmation,polish_bankruptcy_3year,binclass,catboost_native,cover_block_u64,-1.3877787807814457e-17,1.9635755223352558e-17,6.139171882022077e-19
confirmation,polish_bankruptcy_3year,binclass,catboost_native,iid_u64,-3.950396211399587e-06,0.00011467842726628922,5.065110447733529e-06
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,cover_block_u64,-9.382047021166962e-06,0.00020934523155527056,9.24254378208271e-06
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_u64,3.684070081907964e-05,0.0019516121175359603,8.623451650056739e-05
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,cover_block_u64,-2.7755575615628914e-17,3.9271510446705116e-17,1.2278343764044154e-18
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,iid_u64,-3.0124805427966805e-11,1.5121918624376249e-09,6.681680769731783e-11
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,cover_block_u64,2.7755575615628914e-17,3.9271510446705116e-17,1.2278343764044154e-18
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,iid_u64,-5.408288449831877e-06,8.701935870756121e-05,3.838314043829636e-06
confirmation,polish_bankruptcy_4year,binclass,native_histgb,cover_block_u64,0.0,0.0,0.0
confirmation,polish_bankruptcy_4year,binclass,native_histgb,iid_u64,-7.542781607638993e-10,8.822048145173291e-09,3.884554700488077e-10
confirmation,polish_bankruptcy_4year,binclass,catboost_native,cover_block_u64,1.3877787807814457e-17,1.9635755223352558e-17,6.139171882022077e-19
confirmation,polish_bankruptcy_4year,binclass,catboost_native,iid_u64,1.4357892092961566e-06,0.00010383134115213916,4.5883015977963545e-06
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,cover_block_u64,4.2728539353942274e-05,0.0024908742413113022,0.00011006593157229273
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,iid_u64,-0.0001942300980838918,0.0031348260415106815,0.0001382748690585102
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,cover_block_u64,2.7755575615628914e-17,3.9271510446705116e-17,1.2278343764044154e-18
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,iid_u64,3.933606218531338e-11,8.794898962788052e-10,3.8829433500795356e-11
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,cover_block_u64,1.3877787807814457e-17,3.105595835664226e-17,1.2278343764044154e-18
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,iid_u64,-3.072474116627699e-06,7.678303421851505e-05,3.3906449442398172e-06
confirmation,polish_bankruptcy_5year,binclass,native_histgb,cover_block_u64,2.7755575615628914e-17,3.9271510446705116e-17,1.2278343764044154e-18
confirmation,polish_bankruptcy_5year,binclass,native_histgb,iid_u64,2.904516416823988e-06,4.261595932685539e-05,1.8789977037163912e-06
confirmation,polish_bankruptcy_5year,binclass,catboost_native,cover_block_u64,1.3877787807814457e-17,1.9635755223352558e-17,6.139171882022077e-19
confirmation,polish_bankruptcy_5year,binclass,catboost_native,iid_u64,-1.2345876030356306e-05,0.0001523296585181459,6.709936691861197e-06
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,cover_block_u64,7.3780467693268514e-06,0.0012820155651350309,5.6656680460209095e-05
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,iid_u64,-7.150661227156574e-05,0.0036349794278154428,0.00016061382649027906
menu_repeat,compustat_kor_direction,binclass,onehot_linear,cover_block_u64,-1.1076806138987649e-10,2.7695412430844375e-09,1.2229965388054064e-10
menu_repeat,compustat_kor_direction,binclass,onehot_linear,iid_u64,1.1119027920614144e-10,3.2150414792258033e-09,1.4200110333908186e-10
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,cover_block_u64,-6.571842585012533e-06,0.00014090834135718555,6.220551175882985e-06
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_u64,9.283790114444912e-07,0.00018614536799333727,8.226438435411366e-06
menu_repeat,compustat_kor_direction,binclass,native_histgb,cover_block_u64,-8.486211637681595e-06,0.00010408180501496887,4.58449457649404e-06
menu_repeat,compustat_kor_direction,binclass,native_histgb,iid_u64,9.597098599989362e-06,0.0002300013860761737,1.0155868578936192e-05
menu_repeat,compustat_kor_direction,binclass,catboost_native,cover_block_u64,-5.3569784441709345e-06,9.234244913831683e-05,4.074125360221916e-06
menu_repeat,compustat_kor_direction,binclass,catboost_native,iid_u64,-1.1597447501232594e-06,0.00011323787291491929,5.00419176915908e-06
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,cover_block_u64,4.091213105184011e-06,0.0001373250995931457,6.0662753955776625e-06
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_u64,-1.7446034769053043e-06,0.00018448781395612271,8.152921957156645e-06
menu_repeat,credit_card_default,binclass,onehot_linear,cover_block_u64,-5.551115123125783e-17,7.854302089341023e-17,2.4556687528088307e-18
menu_repeat,credit_card_default,binclass,onehot_linear,iid_u64,-4.207745263329343e-14,7.917994064032638e-13,3.494347522585957e-14
menu_repeat,credit_card_default,binclass,ordinal_forest,cover_block_u64,0.0,0.0,0.0
menu_repeat,credit_card_default,binclass,ordinal_forest,iid_u64,6.075201339217351e-07,0.00010483911167027533,4.633200132412898e-06
menu_repeat,credit_card_default,binclass,native_histgb,cover_block_u64,-3.522575175995968e-09,5.164932909143272e-07,2.2825463398210547e-08
menu_repeat,credit_card_default,binclass,native_histgb,iid_u64,1.7616185846169863e-06,6.58685670174756e-05,2.909965642549138e-06
menu_repeat,credit_card_default,binclass,catboost_native,cover_block_u64,-1.6013732523356694e-06,3.7530564764134095e-05,1.6571217606831504e-06
menu_repeat,credit_card_default,binclass,catboost_native,iid_u64,-3.1583548264491057e-06,7.133662939871823e-05,3.1495719850457442e-06
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,cover_block_u64,4.523639582809658e-06,0.00011164592391317454,4.930047582203979e-06
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,iid_u64,1.774910115670547e-05,0.0002553119244214508,1.1256000843986788e-05
menu_repeat,credit_card_fraud,binclass,onehot_linear,cover_block_u64,-2.168404344971009e-19,3.068086753648837e-19,9.592456065659495e-21
menu_repeat,credit_card_fraud,binclass,onehot_linear,iid_u64,-4.1483526683205874e-14,6.957209081542227e-13,3.069210438525566e-14
menu_repeat,credit_card_fraud,binclass,ordinal_forest,cover_block_u64,4.336808689942018e-19,6.136173507297674e-19,1.918491213131899e-20
menu_repeat,credit_card_fraud,binclass,ordinal_forest,iid_u64,1.2786228115787418e-08,2.7423994555061153e-06,1.21196760911064e-07
menu_repeat,credit_card_fraud,binclass,native_histgb,cover_block_u64,-4.706504898917968e-08,1.1267388548624683e-06,4.975183194295997e-08
menu_repeat,credit_card_fraud,binclass,native_histgb,iid_u64,-2.366420721524199e-07,1.2517427890901443e-05,5.530985190228969e-07
menu_repeat,credit_card_fraud,binclass,catboost_native,cover_block_u64,8.268260064852109e-08,2.2013788142542228e-06,9.721947094112834e-08
menu_repeat,credit_card_fraud,binclass,catboost_native,iid_u64,1.2517348093807334e-07,5.645609218526489e-06,2.4944170101065326e-07
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,cover_block_u64,1.3795816375568315e-07,3.98126217718629e-06,1.7584292567197979e-07
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,iid_u64,-5.950184981491288e-08,1.185021706817018e-05,5.237039510123056e-07
menu_repeat,heloc_credit_risk,binclass,onehot_linear,cover_block_u64,-2.220446049250313e-16,2.483019924537168e-16,4.9113375056176615e-18
menu_repeat,heloc_credit_risk,binclass,onehot_linear,iid_u64,8.94166407583441e-11,1.5484396250473718e-09,6.83178168215179e-11
menu_repeat,heloc_credit_risk,binclass,ordinal_forest,cover_block_u64,5.551115123125783e-17,7.854302089341023e-17,2.4556687528088307e-18
menu_repeat,heloc_credit_risk,binclass,ordinal_forest,iid_u64,4.599883318356923e-06,0.00014887321063038216,6.576187202236465e-06
menu_repeat,heloc_credit_risk,binclass,native_histgb,cover_block_u64,5.551115123125783e-17,5.551115123125783e-17,0.0
menu_repeat,heloc_credit_risk,binclass,native_histgb,iid_u64,1.650916884310405e-07,5.745346885699177e-06,2.5380601125749156e-07
menu_repeat,heloc_credit_risk,binclass,catboost_native,cover_block_u64,-4.200734715076315e-07,8.915480089274921e-05,3.9400790314944754e-06
menu_repeat,heloc_credit_risk,binclass,catboost_native,iid_u64,-9.692069710465212e-06,0.00016803726354631496,7.413905026628647e-06
menu_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,cover_block_u64,-1.9358135026625867e-06,0.0001092272761118178,4.826451059511913e-06
menu_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,iid_u64,-1.2691754242455389e-05,0.0002164830983051823,9.550835535485841e-06
menu_repeat,kdd17_stock_return,regression,onehot_linear,cover_block_u64,1.1102230246251565e-16,1.241509962268584e-16,2.4556687528088307e-18
menu_repeat,kdd17_stock_return,regression,onehot_linear,iid_u64,5.551115123125783e-17,7.854302089341023e-17,2.4556687528088307e-18
menu_repeat,kdd17_stock_return,regression,ordinal_forest,cover_block_u64,-5.418602465889766e-06,0.00010771047269393161,4.754147998735478e-06
menu_repeat,kdd17_stock_return,regression,ordinal_forest,iid_u64,6.058582719237204e-06,0.00017701486747975334,7.818442350600636e-06
menu_repeat,kdd17_stock_return,regression,native_histgb,cover_block_u64,5.551115123125783e-17,7.854302089341023e-17,2.4556687528088307e-18
menu_repeat,kdd17_stock_return,regression,native_histgb,iid_u64,-2.212069202711664e-05,0.0001914809660238973,8.405684847834004e-06
menu_repeat,kdd17_stock_return,regression,catboost_native,cover_block_u64,1.1102230246251565e-16,1.5708604178682046e-16,4.9113375056176615e-18
menu_repeat,kdd17_stock_return,regression,catboost_native,iid_u64,4.59731571988975e-06,0.00014651473395081667,6.47190924557125e-06
menu_repeat,kdd17_stock_return,regression,onehot_adam_mlp,cover_block_u64,2.8628769406735532e-05,0.00039961503954714055,1.7615277315761148e-05
menu_repeat,kdd17_stock_return,regression,onehot_adam_mlp,iid_u64,0.00010126964225859458,0.0007655940844900374,3.353748956866437e-05
menu_repeat,polish_bankruptcy_3year,binclass,onehot_linear,cover_block_u64,4.163336342344337e-17,5.0052137866022134e-17,1.2278343764044154e-18
menu_repeat,polish_bankruptcy_3year,binclass,onehot_linear,iid_u64,-8.939349260828067e-12,2.966387513526675e-10,1.310375042023861e-11
menu_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,cover_block_u64,-1.3877787807814457e-17,1.9635755223352558e-17,6.139171882022077e-19
menu_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,iid_u64,5.113101313292123e-06,5.4244769603354756e-05,2.3866291050190283e-06
menu_repeat,polish_bankruptcy_3year,binclass,native_histgb,cover_block_u64,-6.938893903907228e-18,9.817877611676279e-18,3.0695859410110384e-19
menu_repeat,polish_bankruptcy_3year,binclass,native_histgb,iid_u64,-2.0347924882813118e-06,5.310882458522196e-05,2.345377296886996e-06
menu_repeat,polish_bankruptcy_3year,binclass,catboost_native,cover_block_u64,9.203380635647296e-07,1.1868084404434463e-05,5.229207435755352e-07
menu_repeat,polish_bankruptcy_3year,binclass,catboost_native,iid_u64,7.157297276322305e-06,0.00011744007622145482,5.180519512475519e-06
menu_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,cover_block_u64,3.1629527228599352e-06,0.00021595426450216155,9.542896581720822e-06
menu_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_u64,4.3433705753354035e-05,0.0022720093356592527,0.00010039122625819295
subsample_repeat,compustat_kor_direction,binclass,onehot_linear,cover_block_u64,-3.5943470422239443e-12,3.837540611761248e-09,1.6959686246214687e-10
subsample_repeat,compustat_kor_direction,binclass,onehot_linear,iid_u64,-9.958700530887654e-12,4.207232102148325e-09,1.8593462595274136e-10
subsample_repeat,compustat_kor_direction,binclass,ordinal_forest,cover_block_u64,1.7301299982674934e-06,0.00019683188603203958,8.698486534251827e-06
subsample_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_u64,-9.50103872165986e-06,0.00020495168329182369,9.047932553403593e-06
subsample_repeat,compustat_kor_direction,binclass,native_histgb,cover_block_u64,2.9225531588683573e-06,5.570355709154532e-05,2.4583820881977554e-06
subsample_repeat,compustat_kor_direction,binclass,native_histgb,iid_u64,-1.655577421322274e-06,8.367792785407915e-05,3.6973530104515956e-06
subsample_repeat,compustat_kor_direction,binclass,catboost_native,cover_block_u64,-5.599876683803906e-06,7.654157117040955e-05,3.373626311402382e-06
subsample_repeat,compustat_kor_direction,binclass,catboost_native,iid_u64,3.113579455149562e-06,9.689506559541883e-05,4.279985981220878e-06
subsample_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,cover_block_u64,1.3375679093208248e-06,0.00016145179223246668,7.13498370256487e-06
subsample_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_u64,-1.4692625921575164e-05,0.00021653837193888256,9.547679821381846e-06
subsample_repeat,credit_card_default,binclass,onehot_linear,cover_block_u64,0.0,0.0,0.0
subsample_repeat,credit_card_default,binclass,onehot_linear,iid_u64,8.398837181289309e-13,1.4883871021876407e-11,6.567322810226815e-13
subsample_repeat,credit_card_default,binclass,ordinal_forest,cover_block_u64,-1.1102230246251565e-16,1.5708604178682046e-16,4.9113375056176615e-18
subsample_repeat,credit_card_default,binclass,ordinal_forest,iid_u64,-5.655743831323168e-06,8.165144284428184e-05,3.5998509844016335e-06
subsample_repeat,credit_card_default,binclass,native_histgb,cover_block_u64,-9.427875813372566e-09,5.365338462593853e-07,2.370800906914231e-08
subsample_repeat,credit_card_default,binclass,native_histgb,iid_u64,-1.9352227768054675e-06,5.9174888804366456e-05,2.6137864572620578e-06
subsample_repeat,credit_card_default,binclass,catboost_native,cover_block_u64,-1.2669692524558407e-06,3.5494074010822464e-05,1.5676316225135423e-06
subsample_repeat,credit_card_default,binclass,catboost_native,iid_u64,-2.9835095362584774e-06,6.660083423707679e-05,2.9404140439480527e-06
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,cover_block_u64,3.181119618334005e-06,0.00017998428128214553,7.953014118409802e-06
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,iid_u64,1.5353109806826026e-06,0.0002641068060260931,1.1671784873271258e-05
subsample_repeat,credit_card_fraud,binclass,onehot_linear,cover_block_u64,-6.505213034913027e-19,9.20426026094651e-19,2.8777368196978484e-20
subsample_repeat,credit_card_fraud,binclass,onehot_linear,iid_u64,-2.279633664996339e-11,6.836298463982773e-10,3.019565411100014e-11
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,cover_block_u64,0.0,0.0,0.0
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,iid_u64,-8.647028168365725e-09,4.028058811033526e-06,1.7801632108970743e-07
subsample_repeat,credit_card_fraud,binclass,native_histgb,cover_block_u64,-8.717874498166689e-08,4.0133077289011815e-06,1.7732296845904566e-07
subsample_repeat,credit_card_fraud,binclass,native_histgb,iid_u64,-1.6977534570568852e-06,2.636540128237385e-05,1.16277887950225e-06
subsample_repeat,credit_card_fraud,binclass,catboost_native,cover_block_u64,5.884495249798907e-09,2.037676842417017e-06,9.005306906336361e-08
subsample_repeat,credit_card_fraud,binclass,catboost_native,iid_u64,2.594864785160659e-07,9.213895619514546e-06,4.070389916604866e-07
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,cover_block_u64,-1.2058247284138165e-08,2.0783804848725624e-05,9.185229296230588e-07
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,iid_u64,7.656253553436909e-07,2.7922843872668376e-05,1.2335630460497068e-06
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,cover_block_u64,-1.1102230246251565e-16,1.5708604178682046e-16,4.9113375056176615e-18
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,iid_u64,-3.4347746868945706e-11,1.7867479504697983e-09,7.89492577198651e-11
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,cover_block_u64,1.1102230246251565e-16,1.5708604178682046e-16,4.9113375056176615e-18
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,iid_u64,5.167955131446522e-06,0.0001510031111799424,6.669548310022898e-06
