dataset,model,task,split,strength1_design_count,strength2_design_count,joint_risk,main_fraction,main_plus_pair_fraction,mean_member_loss,quotient_loss,iid16_residual,four_strength1_residual,four_seed_blocks_residual,strength2_residual,strength1_component_reconstruction_error,strength2_component_reconstruction_error,strength2_expected_loss,strength2_vs_iid16_reduction,strength2_vs_four_strength1_reduction,strength2_vs_seed_blocks_reduction,material,ambiguity_error
openml-credit-g-31,onehot_linear,binclass,validation,3456,27648,5.733930792320814e-15,0.23490148877559744,0.7651126400898839,0.39859218925981693,0.39859218925981127,3.583706745200509e-16,3.28173274230269e-16,1.4334826980802035e-15,1.4964754063506177e-16,9.860761315262648e-31,0.0,0.39859218925981144,0.5824224712709047,0.5439983923551961,0.8956056178177262,False,7.179336673251576e-17
openml-credit-g-31,onehot_linear,binclass,test,3456,27648,4.124060835948803e-15,0.2311147724206864,0.7656988425154101,0.37057239474475623,0.3705723947447521,2.577538022468002e-16,2.374032259944061e-16,1.0310152089872008e-15,1.0736358082218561e-16,7.888609052210118e-31,1.232595164407831e-32,0.37057239474475223,0.5834646089162845,0.5477585429916803,0.8958661522290711,False,1.6235644835724093e-17
openml-credit-g-31,ordinal_forest,binclass,validation,3456,27648,0.005131665552552423,0.7468805328743673,0.8820724873717936,0.36019249922572477,0.3550608336731724,0.0003207290970345264,9.143357767040963e-05,0.0009722642471309743,6.724050602803961e-05,5.421010862427522e-20,2.710505431213761e-20,0.35512807417920045,0.7903510886609668,0.26459723286316894,0.9308413260834618,True,7.806255641895632e-17
openml-credit-g-31,ordinal_forest,binclass,test,3456,27648,0.004924908828830817,0.7279439364135428,0.8690107768973542,0.34815525605894193,0.34323034723011114,0.00030780680180192606,9.37345540872721e-05,0.000914229035884116,7.167888681554557e-05,0.0,2.710505431213761e-20,0.3433020261169267,0.7671302700397407,0.23529921795106068,0.9215963571467323,True,2.949029909160572e-17
openml-credit-g-31,onehot_adam_mlp,binclass,validation,3456,27648,0.023867765072990807,0.1400071610954935,0.49273475508045916,0.38444033419972756,0.36057256912673674,0.0014917353170619254,0.0014123245296107602,0.0013123875666626464,0.0010402209370172963,3.469446951953614e-18,4.336808689942018e-19,0.361612790063754,0.30267727450062487,0.26346890165252346,0.20738281629523503,True,1.3877787807814457e-17
openml-credit-g-31,onehot_adam_mlp,binclass,test,3456,27648,0.02312777628805298,0.14008398495356753,0.49766754641427513,0.3723736460535578,0.3492458697655049,0.0014454860180033112,0.0013711520229088834,0.0012722881968250366,0.0009985436752053718,3.469446951953614e-18,4.336808689942018e-19,0.3502444134407103,0.309198662063375,0.27174838491871034,0.21515920866261862,True,7.632783294297951e-17
openml-spambase-44,onehot_linear,binclass,validation,144,1152,7.738095424654255e-23,0.7499535087827777,1.0,0.11609077875285156,0.11609077875285158,4.8363096404089095e-24,1.6124030080323663e-24,1.9345238561635638e-23,3.730817031418393e-40,3.6734198463196485e-39,2.6865937672221437e-41,0.11609077875285158,0.9999999999999999,0.9999999999999998,1.0,False,1.3877865188768704e-17
openml-spambase-44,onehot_linear,binclass,test,144,1152,1.38537051598683e-23,0.7979091917804222,1.0,0.11068947441782423,0.11068947441782423,8.658565724917687e-25,2.333088727161267e-25,3.463426289967075e-24,1.6501690715889046e-41,1.8367099231598242e-40,5.644424367136988e-41,0.11068947441782423,1.0,0.9999999999999999,1.0,False,1.38537051598683e-23
openml-spambase-44,ordinal_forest,binclass,validation,144,1152,0.0007112453023810279,0.4306760696814929,1.0,0.08898409250552683,0.0882728472031458,4.445283139881424e-05,3.3744080914345124e-05,3.720181100564586e-05,0.0,2.710505431213761e-20,2.809770976114294e-22,0.0882728472031458,1.0,1.0,1.0,True,8.239936510889834e-18
openml-spambase-44,ordinal_forest,binclass,test,144,1152,0.0007276784493483763,0.40878268470171425,0.9999999999999999,0.09535088712203381,0.09462320867268545,4.5479903084273517e-05,3.585134160201384e-05,3.577886319445595e-05,0.0,8.131516293641283e-20,4.304893408734303e-22,0.09462320867268545,1.0,1.0,1.0,True,1.6696713456276768e-17
openml-spambase-44,onehot_adam_mlp,binclass,validation,144,1152,0.006851112020470634,0.3405404154952514,0.8364977190121006,0.09292010802464785,0.08606899600417724,0.00042819450127941464,0.0003453867226831833,0.00026779139670584875,0.0001244636047389517,8.673617379884035e-19,2.710505431213761e-20,0.0861934596089162,0.7093292782437343,0.6396398686896838,0.5352217947626345,True,1.6479873021779667e-17
openml-spambase-44,onehot_adam_mlp,binclass,test,144,1152,0.007915996229386612,0.3356686802708143,0.8189710781396119,0.09911573902718675,0.09119974279780013,0.0004947497643366632,0.0003984307889795068,0.00031929691145883484,0.0001592249180951952,4.336808689942018e-19,2.710505431213761e-20,0.09135896771589533,0.6781708055815321,0.6003699450461272,0.5013264695617854,True,3.469446951953614e-18
openml-banknote-1462,onehot_linear,binclass,validation,144,1152,0.0,0.0,0.0,0.024478564480932562,0.024478564480932562,0.0,0.0,0.0,0.0,0.0,0.0,0.024478564480932562,0.0,0.0,0.0,False,0.0
openml-banknote-1462,onehot_linear,binclass,test,144,1152,0.0,0.0,0.0,0.0200988524737435,0.0200988524737435,0.0,0.0,0.0,0.0,0.0,0.0,0.0200988524737435,0.0,0.0,0.0,False,0.0
