panel,dataset,left_model,right_model,coupling,gap_multiplier,absolute_gap,method,inversion_probability
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,common,0.5,0.0004002452251909927,disjoint_pack_cross128,0.2548828125
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,common,0.5,0.0004002452251909927,independent_cover_u128,0.3115234375
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,common,1.0,0.0008004904503819855,disjoint_pack_cross128,0.1015625
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,common,1.0,0.0008004904503819855,independent_cover_u128,0.1630859375
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,common,2.0,0.001600980900763971,disjoint_pack_cross128,0.0048828125
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,common,2.0,0.001600980900763971,independent_cover_u128,0.01953125
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.25,0.00020012261259549636,disjoint_pack_cross128,0.3681640625
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.25,0.00020012261259549636,independent_cover_u128,0.3984375
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.5,0.0004002452251909927,disjoint_pack_cross128,0.2548828125
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.5,0.0004002452251909927,independent_cover_u128,0.3115234375
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,candidate_independent,1.0,0.0008004904503819855,disjoint_pack_cross128,0.1015625
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,candidate_independent,1.0,0.0008004904503819855,independent_cover_u128,0.1630859375
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,candidate_independent,2.0,0.001600980900763971,disjoint_pack_cross128,0.0048828125
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,candidate_independent,2.0,0.001600980900763971,independent_cover_u128,0.01953125
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,common,0.25,2.736529512871746e-05,disjoint_pack_cross128,0.3662109375
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,common,0.25,2.736529512871746e-05,independent_cover_u128,0.4072265625
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,common,0.5,5.473059025743492e-05,disjoint_pack_cross128,0.2451171875
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,common,0.5,5.473059025743492e-05,independent_cover_u128,0.3056640625
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,common,1.0,0.00010946118051486984,disjoint_pack_cross128,0.0791015625
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,common,1.0,0.00010946118051486984,independent_cover_u128,0.1611328125
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,common,2.0,0.0002189223610297397,disjoint_pack_cross128,0.0048828125
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,common,2.0,0.0002189223610297397,independent_cover_u128,0.0244140625
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,candidate_independent,0.25,2.736529512871746e-05,disjoint_pack_cross128,0.3662109375
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,candidate_independent,0.25,2.736529512871746e-05,independent_cover_u128,0.4072265625
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,candidate_independent,0.5,5.473059025743492e-05,disjoint_pack_cross128,0.2451171875
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,candidate_independent,0.5,5.473059025743492e-05,independent_cover_u128,0.3056640625
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,candidate_independent,1.0,0.00010946118051486984,disjoint_pack_cross128,0.0791015625
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,candidate_independent,1.0,0.00010946118051486984,independent_cover_u128,0.1611328125
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,candidate_independent,2.0,0.0002189223610297397,disjoint_pack_cross128,0.0048828125
confirmation,kdd17_stock_direction,ordinal_forest,native_histgb,candidate_independent,2.0,0.0002189223610297397,independent_cover_u128,0.0244140625
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,common,0.25,3.035240006821849e-05,disjoint_pack_cross128,0.3671875
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,common,0.25,3.035240006821849e-05,independent_cover_u128,0.41796875
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,common,0.5,6.070480013643698e-05,disjoint_pack_cross128,0.2568359375
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,common,0.5,6.070480013643698e-05,independent_cover_u128,0.3193359375
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,common,1.0,0.00012140960027287396,disjoint_pack_cross128,0.0810546875
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,common,1.0,0.00012140960027287396,independent_cover_u128,0.162109375
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,common,2.0,0.00024281920054574792,disjoint_pack_cross128,0.001953125
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,common,2.0,0.00024281920054574792,independent_cover_u128,0.0283203125
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,candidate_independent,0.25,3.035240006821849e-05,disjoint_pack_cross128,0.3466796875
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,candidate_independent,0.25,3.035240006821849e-05,independent_cover_u128,0.408203125
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,candidate_independent,0.5,6.070480013643698e-05,disjoint_pack_cross128,0.2255859375
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,candidate_independent,0.5,6.070480013643698e-05,independent_cover_u128,0.3203125
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,candidate_independent,1.0,0.00012140960027287396,disjoint_pack_cross128,0.09375
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,candidate_independent,1.0,0.00012140960027287396,independent_cover_u128,0.1611328125
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,candidate_independent,2.0,0.00024281920054574792,disjoint_pack_cross128,0.001953125
confirmation,kdd17_stock_direction,ordinal_forest,catboost_native,candidate_independent,2.0,0.00024281920054574792,independent_cover_u128,0.021484375
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,common,0.25,0.00020304217735967804,disjoint_pack_cross128,0.373046875
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,common,0.25,0.00020304217735967804,independent_cover_u128,0.392578125
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,common,0.5,0.00040608435471935607,disjoint_pack_cross128,0.259765625
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,common,0.5,0.00040608435471935607,independent_cover_u128,0.31640625
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,common,1.0,0.0008121687094387121,disjoint_pack_cross128,0.095703125
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,common,1.0,0.0008121687094387121,independent_cover_u128,0.1591796875
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,common,2.0,0.0016243374188774243,disjoint_pack_cross128,0.005859375
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,common,2.0,0.0016243374188774243,independent_cover_u128,0.0205078125
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.25,0.00020304217735967804,disjoint_pack_cross128,0.375
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.25,0.00020304217735967804,independent_cover_u128,0.400390625
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.5,0.00040608435471935607,disjoint_pack_cross128,0.2568359375
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.5,0.00040608435471935607,independent_cover_u128,0.3134765625
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,1.0,0.0008121687094387121,disjoint_pack_cross128,0.1015625
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,1.0,0.0008121687094387121,independent_cover_u128,0.16015625
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,2.0,0.0016243374188774243,disjoint_pack_cross128,0.00390625
confirmation,kdd17_stock_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,2.0,0.0016243374188774243,independent_cover_u128,0.0234375
confirmation,kdd17_stock_direction,native_histgb,catboost_native,common,0.25,1.4983590906540674e-05,disjoint_pack_cross128,0.3544921875
confirmation,kdd17_stock_direction,native_histgb,catboost_native,common,0.25,1.4983590906540674e-05,independent_cover_u128,0.3984375
confirmation,kdd17_stock_direction,native_histgb,catboost_native,common,0.5,2.9967181813081347e-05,disjoint_pack_cross128,0.21875
confirmation,kdd17_stock_direction,native_histgb,catboost_native,common,0.5,2.9967181813081347e-05,independent_cover_u128,0.3154296875
confirmation,kdd17_stock_direction,native_histgb,catboost_native,common,1.0,5.9934363626162695e-05,disjoint_pack_cross128,0.064453125
confirmation,kdd17_stock_direction,native_histgb,catboost_native,common,1.0,5.9934363626162695e-05,independent_cover_u128,0.150390625
confirmation,kdd17_stock_direction,native_histgb,catboost_native,common,2.0,0.00011986872725232539,disjoint_pack_cross128,0.0009765625
confirmation,kdd17_stock_direction,native_histgb,catboost_native,common,2.0,0.00011986872725232539,independent_cover_u128,0.0234375
confirmation,kdd17_stock_direction,native_histgb,catboost_native,candidate_independent,0.25,1.4983590906540674e-05,disjoint_pack_cross128,0.3544921875
confirmation,kdd17_stock_direction,native_histgb,catboost_native,candidate_independent,0.25,1.4983590906540674e-05,independent_cover_u128,0.3984375
confirmation,kdd17_stock_direction,native_histgb,catboost_native,candidate_independent,0.5,2.9967181813081347e-05,disjoint_pack_cross128,0.21875
confirmation,kdd17_stock_direction,native_histgb,catboost_native,candidate_independent,0.5,2.9967181813081347e-05,independent_cover_u128,0.3154296875
confirmation,kdd17_stock_direction,native_histgb,catboost_native,candidate_independent,1.0,5.9934363626162695e-05,disjoint_pack_cross128,0.064453125
confirmation,kdd17_stock_direction,native_histgb,catboost_native,candidate_independent,1.0,5.9934363626162695e-05,independent_cover_u128,0.150390625
confirmation,kdd17_stock_direction,native_histgb,catboost_native,candidate_independent,2.0,0.00011986872725232539,disjoint_pack_cross128,0.0009765625
confirmation,kdd17_stock_direction,native_histgb,catboost_native,candidate_independent,2.0,0.00011986872725232539,independent_cover_u128,0.0234375
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,common,0.25,0.00020012261639436592,disjoint_pack_cross128,0.3681640625
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,common,0.25,0.00020012261639436592,independent_cover_u128,0.3984375
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,common,0.5,0.00040024523278873184,disjoint_pack_cross128,0.2548828125
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,common,0.5,0.00040024523278873184,independent_cover_u128,0.3115234375
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,common,1.0,0.0008004904655774637,disjoint_pack_cross128,0.1015625
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,common,1.0,0.0008004904655774637,independent_cover_u128,0.1630859375
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,common,2.0,0.0016009809311549274,disjoint_pack_cross128,0.0048828125
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,common,2.0,0.0016009809311549274,independent_cover_u128,0.01953125
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.25,0.00020012261639436592,disjoint_pack_cross128,0.3681640625
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.25,0.00020012261639436592,independent_cover_u128,0.3984375
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.5,0.00040024523278873184,disjoint_pack_cross128,0.2548828125
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.5,0.00040024523278873184,independent_cover_u128,0.3115234375
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,candidate_independent,1.0,0.0008004904655774637,disjoint_pack_cross128,0.1015625
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,candidate_independent,1.0,0.0008004904655774637,independent_cover_u128,0.1630859375
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,candidate_independent,2.0,0.0016009809311549274,disjoint_pack_cross128,0.0048828125
confirmation,kdd17_stock_direction,native_histgb,onehot_adam_mlp,candidate_independent,2.0,0.0016009809311549274,independent_cover_u128,0.01953125
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,common,0.25,0.00020042504082692475,disjoint_pack_cross128,0.373046875
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,common,0.25,0.00020042504082692475,independent_cover_u128,0.3916015625
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,common,0.5,0.0004008500816538495,disjoint_pack_cross128,0.251953125
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,common,0.5,0.0004008500816538495,independent_cover_u128,0.3076171875
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,common,1.0,0.000801700163307699,disjoint_pack_cross128,0.0947265625
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,common,1.0,0.000801700163307699,independent_cover_u128,0.16796875
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,common,2.0,0.001603400326615398,disjoint_pack_cross128,0.00390625
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,common,2.0,0.001603400326615398,independent_cover_u128,0.0224609375
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.25,0.00020042504082692475,disjoint_pack_cross128,0.3681640625
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.25,0.00020042504082692475,independent_cover_u128,0.40234375
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.5,0.0004008500816538495,disjoint_pack_cross128,0.2529296875
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.5,0.0004008500816538495,independent_cover_u128,0.3115234375
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,candidate_independent,1.0,0.000801700163307699,disjoint_pack_cross128,0.0986328125
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,candidate_independent,1.0,0.000801700163307699,independent_cover_u128,0.1611328125
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,candidate_independent,2.0,0.001603400326615398,disjoint_pack_cross128,0.005859375
confirmation,kdd17_stock_direction,catboost_native,onehot_adam_mlp,candidate_independent,2.0,0.001603400326615398,independent_cover_u128,0.01953125
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,0.25,2.569218377988505e-05,disjoint_pack_cross128,0.3408203125
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,0.25,2.569218377988505e-05,independent_cover_u128,0.40625
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,0.5,5.13843675597701e-05,disjoint_pack_cross128,0.2158203125
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,0.5,5.13843675597701e-05,independent_cover_u128,0.3115234375
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,1.0,0.0001027687351195402,disjoint_pack_cross128,0.0703125
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,1.0,0.0001027687351195402,independent_cover_u128,0.1474609375
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,2.0,0.0002055374702390804,disjoint_pack_cross128,0.0
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,2.0,0.0002055374702390804,independent_cover_u128,0.01953125
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,0.25,2.569218377988505e-05,disjoint_pack_cross128,0.3408203125
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,0.25,2.569218377988505e-05,independent_cover_u128,0.40625
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,0.5,5.13843675597701e-05,disjoint_pack_cross128,0.2158203125
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,0.5,5.13843675597701e-05,independent_cover_u128,0.3115234375
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,1.0,0.0001027687351195402,disjoint_pack_cross128,0.0703125
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,1.0,0.0001027687351195402,independent_cover_u128,0.1474609375
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,2.0,0.0002055374702390804,disjoint_pack_cross128,0.0
menu_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,2.0,0.0002055374702390804,independent_cover_u128,0.01953125
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,0.25,1.7254014247229316e-05,disjoint_pack_cross128,0.365234375
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,0.25,1.7254014247229316e-05,independent_cover_u128,0.40625
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,0.5,3.450802849445863e-05,disjoint_pack_cross128,0.259765625
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,0.5,3.450802849445863e-05,independent_cover_u128,0.3125
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,1.0,6.901605698891727e-05,disjoint_pack_cross128,0.09765625
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,1.0,6.901605698891727e-05,independent_cover_u128,0.162109375
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,2.0,0.00013803211397783453,disjoint_pack_cross128,0.0087890625
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,2.0,0.00013803211397783453,independent_cover_u128,0.01953125
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,0.25,1.7254014247229316e-05,disjoint_pack_cross128,0.365234375
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,0.25,1.7254014247229316e-05,independent_cover_u128,0.40625
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,0.5,3.450802849445863e-05,disjoint_pack_cross128,0.259765625
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,0.5,3.450802849445863e-05,independent_cover_u128,0.3125
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,1.0,6.901605698891727e-05,disjoint_pack_cross128,0.09765625
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,1.0,6.901605698891727e-05,independent_cover_u128,0.162109375
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,2.0,0.00013803211397783453,disjoint_pack_cross128,0.0087890625
menu_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,2.0,0.00013803211397783453,independent_cover_u128,0.01953125
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,0.25,1.5124501917298842e-05,disjoint_pack_cross128,0.3583984375
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,0.25,1.5124501917298842e-05,independent_cover_u128,0.4169921875
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,0.5,3.0249003834597683e-05,disjoint_pack_cross128,0.23828125
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,0.5,3.0249003834597683e-05,independent_cover_u128,0.3232421875
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,1.0,6.0498007669195366e-05,disjoint_pack_cross128,0.095703125
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,1.0,6.0498007669195366e-05,independent_cover_u128,0.1669921875
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,2.0,0.00012099601533839073,disjoint_pack_cross128,0.00390625
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,2.0,0.00012099601533839073,independent_cover_u128,0.0205078125
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.25,1.5124501917298842e-05,disjoint_pack_cross128,0.3583984375
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.25,1.5124501917298842e-05,independent_cover_u128,0.4169921875
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.5,3.0249003834597683e-05,disjoint_pack_cross128,0.23828125
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.5,3.0249003834597683e-05,independent_cover_u128,0.3232421875
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,1.0,6.0498007669195366e-05,disjoint_pack_cross128,0.095703125
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,1.0,6.0498007669195366e-05,independent_cover_u128,0.1669921875
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,2.0,0.00012099601533839073,disjoint_pack_cross128,0.00390625
menu_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,2.0,0.00012099601533839073,independent_cover_u128,0.0205078125
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.25,2.5195357598742595e-05,disjoint_pack_cross128,0.3662109375
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.25,2.5195357598742595e-05,independent_cover_u128,0.3974609375
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.5,5.039071519748519e-05,disjoint_pack_cross128,0.2373046875
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.5,5.039071519748519e-05,independent_cover_u128,0.306640625
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,1.0,0.00010078143039497038,disjoint_pack_cross128,0.0849609375
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,1.0,0.00010078143039497038,independent_cover_u128,0.1533203125
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,2.0,0.00020156286078994076,disjoint_pack_cross128,0.0029296875
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,2.0,0.00020156286078994076,independent_cover_u128,0.02734375
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.25,2.5195357598742595e-05,disjoint_pack_cross128,0.3662109375
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.25,2.5195357598742595e-05,independent_cover_u128,0.3974609375
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.5,5.039071519748519e-05,disjoint_pack_cross128,0.2373046875
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.5,5.039071519748519e-05,independent_cover_u128,0.306640625
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,1.0,0.00010078143039497038,disjoint_pack_cross128,0.0849609375
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,1.0,0.00010078143039497038,independent_cover_u128,0.1533203125
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,2.0,0.00020156286078994076,disjoint_pack_cross128,0.0029296875
menu_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,2.0,0.00020156286078994076,independent_cover_u128,0.02734375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,0.25,3.085027030142969e-05,disjoint_pack_cross128,0.3505859375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,0.25,3.085027030142969e-05,independent_cover_u128,0.416015625
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,0.5,6.170054060285938e-05,disjoint_pack_cross128,0.2333984375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,0.5,6.170054060285938e-05,independent_cover_u128,0.30859375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,1.0,0.00012340108120571875,disjoint_pack_cross128,0.0830078125
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,1.0,0.00012340108120571875,independent_cover_u128,0.14453125
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,2.0,0.0002468021624114375,disjoint_pack_cross128,0.001953125
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,2.0,0.0002468021624114375,independent_cover_u128,0.0244140625
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.25,3.085027030142969e-05,disjoint_pack_cross128,0.345703125
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.25,3.085027030142969e-05,independent_cover_u128,0.3994140625
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.5,6.170054060285938e-05,disjoint_pack_cross128,0.2177734375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.5,6.170054060285938e-05,independent_cover_u128,0.3056640625
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,1.0,0.00012340108120571875,disjoint_pack_cross128,0.080078125
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,1.0,0.00012340108120571875,independent_cover_u128,0.1630859375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,2.0,0.0002468021624114375,disjoint_pack_cross128,0.0
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,2.0,0.0002468021624114375,independent_cover_u128,0.0234375
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,0.25,2.9608678285935483e-05,disjoint_pack_cross128,0.3720703125
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,0.25,2.9608678285935483e-05,independent_cover_u128,0.3955078125
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,0.5,5.921735657187097e-05,disjoint_pack_cross128,0.2294921875
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,0.5,5.921735657187097e-05,independent_cover_u128,0.2939453125
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,1.0,0.00011843471314374193,disjoint_pack_cross128,0.0810546875
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,1.0,0.00011843471314374193,independent_cover_u128,0.15625
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,2.0,0.00023686942628748387,disjoint_pack_cross128,0.0029296875
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,2.0,0.00023686942628748387,independent_cover_u128,0.0283203125
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.25,2.9608678285935483e-05,disjoint_pack_cross128,0.3349609375
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.25,2.9608678285935483e-05,independent_cover_u128,0.39453125
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.5,5.921735657187097e-05,disjoint_pack_cross128,0.2265625
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.5,5.921735657187097e-05,independent_cover_u128,0.3046875
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,1.0,0.00011843471314374193,disjoint_pack_cross128,0.0771484375
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,1.0,0.00011843471314374193,independent_cover_u128,0.1591796875
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,2.0,0.00023686942628748387,disjoint_pack_cross128,0.0009765625
menu_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,2.0,0.00023686942628748387,independent_cover_u128,0.0302734375
