panel,dataset,model,budget,strength,joint_risk,nested_residual,iid_residual,separate_cover_residual,maximum_annihilated_coefficient
strength2_confirmation,heloc_credit_risk,onehot_adam_mlp,4,1,0.004070792805771152,0.0008874763520043108,0.001017698201442788,0.0008874763520043108,4.915049848600953e-17
strength2_confirmation,heloc_credit_risk,onehot_adam_mlp,16,2,0.004070792805771152,9.602593828254518e-05,0.000254424550360697,9.602593828254518e-05,3.491130995403324e-17
strength2_confirmation,heloc_credit_risk,onehot_adam_mlp,64,3,0.004070792805771152,2.3674570875757694e-19,6.360613759017425e-05,2.3674570875757694e-19,0.0
strength2_confirmation,kdd17_stock_direction,ordinal_forest,4,1,0.00298433158854113,0.0006843810034433814,0.0007460828971352825,0.0006843810034433814,7.632783294297951e-17
strength2_confirmation,kdd17_stock_direction,ordinal_forest,16,2,0.00298433158854113,0.00013276389721734327,0.00018652072428382063,0.00013276389721734327,1.6028122116577375e-17
strength2_confirmation,kdd17_stock_direction,ordinal_forest,64,3,0.00298433158854113,1.641126335305207e-21,4.663018107095516e-05,1.641126335305207e-21,2.4340338772299575e-17
strength2_confirmation,kdd17_stock_direction,onehot_adam_mlp,4,1,0.01672002643386834,0.0038504817671841203,0.004180006608467085,0.0038504817671841203,7.632783294297951e-17
strength2_confirmation,kdd17_stock_direction,onehot_adam_mlp,16,2,0.01672002643386834,0.0007806028381460947,0.0010450016521167712,0.0007806028381460947,1.6028122116577375e-17
strength2_confirmation,kdd17_stock_direction,onehot_adam_mlp,64,3,0.01672002643386834,9.41978931746579e-05,0.0002612504130291928,9.41978931746579e-05,2.4340338772299575e-17
strength2_confirmation,kdd17_stock_return,ordinal_forest,4,1,0.004176040985139152,0.0009565395322617594,0.001044010246284788,0.0009565395322617594,7.574959178432057e-17
strength2_confirmation,kdd17_stock_return,ordinal_forest,16,2,0.004176040985139152,0.00015532984621958025,0.000261002561571197,0.00015532984621958025,5.945041912462183e-18
strength2_confirmation,kdd17_stock_return,ordinal_forest,64,3,0.004176040985139152,0.0,6.525064039279926e-05,0.0,0.0
strength2_confirmation,kdd17_stock_return,onehot_adam_mlp,4,1,0.024311506728746483,0.004336885518431584,0.006077876682186621,0.004336885518431584,7.574959178432057e-17
strength2_confirmation,kdd17_stock_return,onehot_adam_mlp,16,2,0.024311506728746483,0.0004826308630860923,0.0015194691705466552,0.0004826308630860923,5.945041912462183e-18
strength2_confirmation,kdd17_stock_return,onehot_adam_mlp,64,3,0.024311506728746483,0.0,0.0003798672926366638,0.0,0.0
strength2_confirmation,polish_bankruptcy_1year,ordinal_forest,4,1,0.00035727496130156627,6.957184236017895e-05,8.931874032539157e-05,6.957184236017895e-05,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_1year,ordinal_forest,16,2,0.00035727496130156627,0.0,2.2329685081347892e-05,0.0,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_1year,ordinal_forest,64,3,0.00035727496130156627,-1.0587911840678754e-21,5.582421270336973e-06,-1.0587911840678754e-21,0.0
strength2_confirmation,polish_bankruptcy_1year,catboost_native,4,1,0.0002745865107231565,5.8877755275746606e-05,6.864662768078912e-05,5.8877755275746606e-05,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_1year,catboost_native,16,2,0.0002745865107231565,-4.235164736271502e-22,1.716165692019728e-05,-4.235164736271502e-22,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_1year,catboost_native,64,3,0.0002745865107231565,-4.923379005915621e-21,4.29041423004932e-06,-4.923379005915621e-21,0.0
strength2_confirmation,polish_bankruptcy_1year,onehot_adam_mlp,4,1,0.025865426125747017,0.004968546780076938,0.006466356531436754,0.004968546780076938,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_1year,onehot_adam_mlp,16,2,0.025865426125747017,0.00015464200790749446,0.0016165891328591886,0.00015464200790749446,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_1year,onehot_adam_mlp,64,3,0.025865426125747017,-4.30970363562988e-18,0.00040414728321479715,-4.30970363562988e-18,0.0
strength2_confirmation,polish_bankruptcy_2year,ordinal_forest,4,1,0.0003576971757873123,6.960930936313617e-05,8.942429394682808e-05,6.960930936313617e-05,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_2year,ordinal_forest,16,2,0.0003576971757873123,0.0,2.235607348670702e-05,0.0,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_2year,ordinal_forest,64,3,0.0003576971757873123,-4.235164736271502e-22,5.589018371676755e-06,-4.235164736271502e-22,0.0
strength2_confirmation,polish_bankruptcy_2year,catboost_native,4,1,0.000535194748061813,0.00010668685893905716,0.00013379868701545326,0.00010668685893905716,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_2year,catboost_native,16,2,0.000535194748061813,0.0,3.3449671753863314e-05,0.0,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_2year,catboost_native,64,3,0.000535194748061813,-2.964615315390051e-21,8.362417938465829e-06,-2.964615315390051e-21,0.0
strength2_confirmation,polish_bankruptcy_2year,onehot_adam_mlp,4,1,0.0028494928297203787,0.00047293165065906553,0.0007123732074300947,0.00047293165065906553,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_2year,onehot_adam_mlp,16,2,0.0028494928297203787,1.3849325852650032e-05,0.00017809330185752367,1.3849325852650032e-05,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_2year,onehot_adam_mlp,64,3,0.0028494928297203787,3.2526065174565133e-19,4.452332546438092e-05,3.2526065174565133e-19,0.0
strength2_confirmation,polish_bankruptcy_3year,ordinal_forest,4,1,0.0004388365207462477,8.533804270339285e-05,0.00010970913018656192,8.533804270339285e-05,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_3year,ordinal_forest,16,2,0.0004388365207462477,4.235164736271502e-22,2.742728254664048e-05,4.235164736271502e-22,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_3year,ordinal_forest,64,3,0.0004388365207462477,1.5352472168984194e-21,6.85682063666012e-06,1.5352472168984194e-21,0.0
strength2_confirmation,polish_bankruptcy_3year,catboost_native,4,1,0.0006630676886561601,0.00013064920649640286,0.00016576692216404003,0.00013064920649640286,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_3year,catboost_native,16,2,0.0006630676886561601,0.0,4.144173054101001e-05,0.0,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_3year,catboost_native,64,3,0.0006630676886561601,-1.0323214044661785e-20,1.0360432635252502e-05,-1.0323214044661785e-20,0.0
strength2_confirmation,polish_bankruptcy_3year,onehot_adam_mlp,4,1,0.002689890648929402,0.00038860079482175286,0.0006724726622323505,0.00038860079482175286,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_3year,onehot_adam_mlp,16,2,0.002689890648929402,1.3119202818296277e-05,0.00016811816555808762,1.3119202818296277e-05,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_3year,onehot_adam_mlp,64,3,0.002689890648929402,3.1848438816761693e-19,4.2029541389521904e-05,3.1848438816761693e-19,0.0
strength2_confirmation,polish_bankruptcy_4year,ordinal_forest,4,1,0.0004888478977581787,9.6032309030921e-05,0.00012221197443954468,9.6032309030921e-05,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_4year,ordinal_forest,16,2,0.0004888478977581787,8.470329472543003e-22,3.055299360988617e-05,8.470329472543003e-22,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_4year,ordinal_forest,64,3,0.0004888478977581787,1.1514354126738145e-21,7.638248402471542e-06,1.1514354126738145e-21,0.0
strength2_confirmation,polish_bankruptcy_4year,catboost_native,4,1,0.0008152355713707694,0.00015833994350107253,0.00020380889284269234,0.00015833994350107253,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_4year,catboost_native,16,2,0.0008152355713707694,8.470329472543003e-22,5.0952223210673085e-05,8.470329472543003e-22,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_4year,catboost_native,64,3,0.0008152355713707694,-3.414601568618898e-21,1.2738055802668271e-05,-3.414601568618898e-21,0.0
strength2_confirmation,polish_bankruptcy_4year,onehot_adam_mlp,4,1,0.0062571844051064,0.0010909585055259268,0.0015642961012766,0.0010909585055259268,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_4year,onehot_adam_mlp,16,2,0.0062571844051064,0.00022197162867486508,0.00039107402531915,0.00022197162867486508,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_4year,onehot_adam_mlp,64,3,0.0062571844051064,6.140988867593677e-20,9.77685063297875e-05,6.140988867593677e-20,0.0
strength2_confirmation,polish_bankruptcy_5year,catboost_native,4,1,0.0010302706283803027,0.0002045328219133463,0.00025756765709507567,0.0002045328219133463,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_5year,catboost_native,16,2,0.0010302706283803027,0.0,6.439191427376892e-05,0.0,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_5year,catboost_native,64,3,0.0010302706283803027,2.1652279714188052e-20,1.609797856844223e-05,2.1652279714188052e-20,0.0
strength2_confirmation,polish_bankruptcy_5year,onehot_adam_mlp,4,1,0.025549519905347817,0.004202131622657015,0.006387379976336954,0.004202131622657015,4.915049848600953e-17
strength2_confirmation,polish_bankruptcy_5year,onehot_adam_mlp,16,2,0.025549519905347817,0.00025466675776904924,0.0015968449940842386,0.00025466675776904924,3.491130995403324e-17
strength2_confirmation,polish_bankruptcy_5year,onehot_adam_mlp,64,3,0.025549519905347817,-4.5248500042324724e-18,0.00039921124852105964,-4.5248500042324724e-18,0.0
strength2_openml_external,openml-breast-w-15,ordinal_forest,4,1,0.00038885163486188784,7.500462656029365e-05,9.721290871547196e-05,7.500462656029365e-05,4.915049848600953e-17
strength2_openml_external,openml-breast-w-15,ordinal_forest,16,2,0.00038885163486188784,0.0,2.430322717886799e-05,0.0,3.491130995403324e-17
strength2_openml_external,openml-breast-w-15,ordinal_forest,64,3,0.00038885163486188784,1.0587911840678754e-20,6.0758067947169975e-06,1.0587911840678754e-20,0.0
strength2_openml_external,openml-breast-w-15,onehot_adam_mlp,4,1,0.03560128746642098,0.007045529628732018,0.008900321866605245,0.007045529628732018,4.915049848600953e-17
strength2_openml_external,openml-breast-w-15,onehot_adam_mlp,16,2,0.03560128746642098,0.00019836947965431892,0.0022250804666513113,0.00019836947965431892,3.491130995403324e-17
strength2_openml_external,openml-breast-w-15,onehot_adam_mlp,64,3,0.03560128746642098,-8.104411239329146e-18,0.0005562701166628278,-8.104411239329146e-18,0.0
strength2_openml_external,openml-sonar-40,ordinal_forest,4,1,0.0022386321805180896,0.0003919568710725285,0.0005596580451295224,0.0003919568710725285,4.915049848600953e-17
strength2_openml_external,openml-sonar-40,ordinal_forest,16,2,0.0022386321805180896,3.3881317890172014e-21,0.0001399145112823806,3.3881317890172014e-21,3.491130995403324e-17
strength2_openml_external,openml-sonar-40,ordinal_forest,64,3,0.0022386321805180896,7.877406409464993e-20,3.497862782059515e-05,7.877406409464993e-20,0.0
strength2_openml_external,openml-sonar-40,onehot_adam_mlp,4,1,0.03576898611102215,0.007729597035466638,0.008942246527755538,0.007729597035466638,4.915049848600953e-17
strength2_openml_external,openml-sonar-40,onehot_adam_mlp,16,2,0.03576898611102215,0.001001445605168318,0.0022355616319388845,0.001001445605168318,3.491130995403324e-17
strength2_openml_external,openml-sonar-40,onehot_adam_mlp,64,3,0.03576898611102215,-1.2536087619363645e-18,0.0005588904079847211,-1.2536087619363645e-18,0.0
strength2_openml_external,openml-pc4-1049,ordinal_forest,4,1,0.0008336031820700376,0.0001601167909627117,0.0002084007955175094,0.0001601167909627117,4.915049848600953e-17
strength2_openml_external,openml-pc4-1049,ordinal_forest,16,2,0.0008336031820700376,8.470329472543003e-22,5.210019887937735e-05,8.470329472543003e-22,3.491130995403324e-17
strength2_openml_external,openml-pc4-1049,ordinal_forest,64,3,0.0008336031820700376,2.8031496598197e-20,1.3025049719844337e-05,2.8031496598197e-20,0.0
strength2_openml_external,openml-pc4-1049,onehot_adam_mlp,4,1,0.007806685643086718,0.0016484773523424857,0.0019516714107716796,0.0016484773523424857,4.915049848600953e-17
strength2_openml_external,openml-pc4-1049,onehot_adam_mlp,16,2,0.007806685643086718,0.0001448280864967226,0.0004879178526929199,0.0001448280864967226,3.491130995403324e-17
strength2_openml_external,openml-pc4-1049,onehot_adam_mlp,64,3,0.007806685643086718,9.910285482875314e-20,0.00012197946317322997,9.910285482875314e-20,0.0
strength2_openml_external,openml-kc1-1067,onehot_adam_mlp,4,1,0.007294062321273575,0.0014460691676390514,0.0018235155803183938,0.0014460691676390514,4.915049848600953e-17
strength2_openml_external,openml-kc1-1067,onehot_adam_mlp,16,2,0.007294062321273575,9.850671378788592e-05,0.00045587889507959844,9.850671378788592e-05,3.491130995403324e-17
strength2_openml_external,openml-kc1-1067,onehot_adam_mlp,64,3,0.007294062321273575,-1.4230153513872246e-19,0.00011396972376989961,-1.4230153513872246e-19,0.0
strength2_openml_external,openml-blood-transfusion-1464,onehot_adam_mlp,4,1,0.02922479678331218,0.006126475699663061,0.007306199195828045,0.006126475699663061,4.915049848600953e-17
strength2_openml_external,openml-blood-transfusion-1464,onehot_adam_mlp,16,2,0.02922479678331218,0.00016489816551325094,0.0018265497989570112,0.00016489816551325094,3.491130995403324e-17
strength2_openml_external,openml-blood-transfusion-1464,onehot_adam_mlp,64,3,0.02922479678331218,-6.417121608398579e-18,0.0004566374497392528,-6.417121608398579e-18,0.0
strength2_openml_external,openml-ilpd-1480,onehot_adam_mlp,4,1,0.008011824511101164,0.0019390677607572736,0.002002956127775291,0.0019224785000724923,6.938893903907228e-17
strength2_openml_external,openml-ilpd-1480,onehot_adam_mlp,16,2,0.008011824511101164,0.0003229560959424015,0.0005007390319438227,0.0003628871638273441,1.919037845299343e-17
strength2_openml_external,openml-ilpd-1480,onehot_adam_mlp,64,3,0.008011824511101164,0.0,0.00012518475798595569,0.0,0.0
strength2_openml_external,openml-wdbc-1510,ordinal_forest,4,1,0.0005878636339387418,0.00012035249941960946,0.00014696590848468544,0.00012035249941960946,4.915049848600953e-17
strength2_openml_external,openml-wdbc-1510,ordinal_forest,16,2,0.0005878636339387418,8.470329472543003e-22,3.674147712117136e-05,8.470329472543003e-22,3.491130995403324e-17
strength2_openml_external,openml-wdbc-1510,ordinal_forest,64,3,0.0005878636339387418,-1.376428539288238e-21,9.18536928029284e-06,-1.376428539288238e-21,0.0
strength2_openml_external,openml-wdbc-1510,onehot_adam_mlp,4,1,0.03378258234196136,0.009393648762768558,0.00844564558549034,0.009393648762768558,4.915049848600953e-17
strength2_openml_external,openml-wdbc-1510,onehot_adam_mlp,16,2,0.03378258234196136,0.00039534094806832447,0.002111411396372585,0.00039534094806832447,3.491130995403324e-17
strength2_openml_external,openml-wdbc-1510,onehot_adam_mlp,64,3,0.03378258234196136,-3.6591823321385775e-18,0.0005278528490931463,-3.6591823321385775e-18,0.0
strength2_openml_external,openml-mammography-310,onehot_adam_mlp,4,1,0.0014958796987140795,0.00027361617498492484,0.0003739699246785199,0.00027361617498492484,4.915049848600953e-17
strength2_openml_external,openml-mammography-310,onehot_adam_mlp,16,2,0.0014958796987140795,1.3887707831103702e-05,9.349248116962997e-05,1.3887707831103702e-05,3.491130995403324e-17
strength2_openml_external,openml-mammography-310,onehot_adam_mlp,64,3,0.0014958796987140795,6.916024014331362e-19,2.3373120292407493e-05,6.916024014331362e-19,0.0
strength2_openml_taskbalanced,openml-credit-g-31,ordinal_forest,4,1,0.004924908828830817,0.0003749382163490884,0.0012312272072077042,0.0003749382163490884,7.632783294297951e-17
strength2_openml_taskbalanced,openml-credit-g-31,ordinal_forest,16,2,0.004924908828830817,7.167888681554557e-05,0.00030780680180192606,7.167888681554557e-05,1.6028122116577375e-17
strength2_openml_taskbalanced,openml-credit-g-31,ordinal_forest,64,3,0.004924908828830817,1.2043749718772083e-20,7.695170045048151e-05,1.2043749718772083e-20,2.4340338772299575e-17
strength2_openml_taskbalanced,openml-credit-g-31,onehot_adam_mlp,4,1,0.02312777628805298,0.0054846080916355336,0.005781944072013245,0.0054846080916355336,7.632783294297951e-17
strength2_openml_taskbalanced,openml-credit-g-31,onehot_adam_mlp,16,2,0.02312777628805298,0.000998543675205372,0.0014454860180033112,0.000998543675205372,1.6028122116577375e-17
strength2_openml_taskbalanced,openml-credit-g-31,onehot_adam_mlp,64,3,0.02312777628805298,0.00014616330732839205,0.0003613715045008278,0.00014616330732839205,2.4340338772299575e-17
strength2_openml_taskbalanced,openml-spambase-44,ordinal_forest,4,1,0.0007276784493483763,0.00014340536640805536,0.00018191961233709407,0.00014340536640805536,4.915049848600953e-17
strength2_openml_taskbalanced,openml-spambase-44,ordinal_forest,16,2,0.0007276784493483763,1.6940658945086007e-21,4.5479903084273517e-05,1.6940658945086007e-21,3.491130995403324e-17
strength2_openml_taskbalanced,openml-spambase-44,ordinal_forest,64,3,0.0007276784493483763,4.1504614415460717e-20,1.1369975771068379e-05,4.1504614415460717e-20,0.0
strength2_openml_taskbalanced,openml-spambase-44,onehot_adam_mlp,4,1,0.007915996229386612,0.0015937231559180272,0.001978999057346653,0.0015937231559180272,4.915049848600953e-17
strength2_openml_taskbalanced,openml-spambase-44,onehot_adam_mlp,16,2,0.007915996229386612,0.00015922491809519524,0.0004947497643366632,0.00015922491809519524,3.491130995403324e-17
strength2_openml_taskbalanced,openml-spambase-44,onehot_adam_mlp,64,3,0.007915996229386612,1.4907779871675686e-19,0.0001236874410841658,1.4907779871675686e-19,0.0
strength2_openml_taskbalanced,openml-banknote-1462,ordinal_forest,4,1,0.00035666396243922105,5.9154256819885626e-05,8.916599060980526e-05,5.9154256819885626e-05,4.915049848600953e-17
strength2_openml_taskbalanced,openml-banknote-1462,ordinal_forest,16,2,0.00035666396243922105,-8.470329472543003e-22,2.2291497652451316e-05,-8.470329472543003e-22,3.491130995403324e-17
strength2_openml_taskbalanced,openml-banknote-1462,ordinal_forest,64,3,0.00035666396243922105,1.045556294267027e-21,5.572874413112829e-06,1.045556294267027e-21,0.0
strength2_openml_taskbalanced,openml-banknote-1462,onehot_adam_mlp,4,1,0.013317088063103449,0.00133024160895339,0.0033292720157758623,0.00133024160895339,4.915049848600953e-17
strength2_openml_taskbalanced,openml-banknote-1462,onehot_adam_mlp,16,2,0.013317088063103449,0.00019598176232510302,0.0008323180039439656,0.00019598176232510302,3.491130995403324e-17
strength2_openml_taskbalanced,openml-banknote-1462,onehot_adam_mlp,64,3,0.013317088063103449,-3.815036394433369e-18,0.0002080795009859914,-3.815036394433369e-18,0.0
strength2_openml_taskbalanced,openml-qsar-biodeg-1494,ordinal_forest,4,1,0.0013075798935795566,0.00024001981361045153,0.00032689497339488915,0.00024001981361045153,4.915049848600953e-17
strength2_openml_taskbalanced,openml-qsar-biodeg-1494,ordinal_forest,16,2,0.0013075798935795566,1.6940658945086007e-21,8.172374334872229e-05,1.6940658945086007e-21,3.491130995403324e-17
strength2_openml_taskbalanced,openml-qsar-biodeg-1494,ordinal_forest,64,3,0.0013075798935795566,1.537364799266555e-19,2.0430935837180572e-05,1.537364799266555e-19,0.0
strength2_openml_taskbalanced,openml-qsar-biodeg-1494,onehot_adam_mlp,4,1,0.01753609011930374,0.003689770637930599,0.004384022529825935,0.003689770637930599,4.915049848600953e-17
strength2_openml_taskbalanced,openml-qsar-biodeg-1494,onehot_adam_mlp,16,2,0.01753609011930374,0.00043286397079381753,0.0010960056324564838,0.00043286397079381753,3.491130995403324e-17
strength2_openml_taskbalanced,openml-qsar-biodeg-1494,onehot_adam_mlp,64,3,0.01753609011930374,-1.4331797467542762e-18,0.00027400140811412096,-1.4331797467542762e-18,0.0
strength2_openml_taskbalanced,openml-abalone-183,ordinal_forest,4,1,0.0026848534284607314,0.0004980473715717701,0.0006712133571151828,0.0004980473715717701,7.574959178432057e-17
strength2_openml_taskbalanced,openml-abalone-183,ordinal_forest,16,2,0.0026848534284607314,9.470444195800923e-05,0.0001678033392787957,9.470444195800923e-05,5.945041912462183e-18
strength2_openml_taskbalanced,openml-abalone-183,ordinal_forest,64,3,0.0026848534284607314,0.0,4.195083481969893e-05,0.0,0.0
strength2_openml_taskbalanced,openml-abalone-183,onehot_adam_mlp,4,1,0.005084428994367511,0.0008426882774761465,0.0012711072485918778,0.0008426882774761465,7.574959178432057e-17
strength2_openml_taskbalanced,openml-abalone-183,onehot_adam_mlp,16,2,0.005084428994367511,0.00013937209198087606,0.00031777681214796946,0.00013937209198087606,5.945041912462183e-18
strength2_openml_taskbalanced,openml-abalone-183,onehot_adam_mlp,64,3,0.005084428994367511,0.0,7.944420303699236e-05,0.0,0.0
strength2_openml_taskbalanced,openml-kin8nm-189,ordinal_forest,4,1,0.0032803863398765355,0.0006450258431404759,0.0008200965849691339,0.0006450258431404759,1.9081958235744878e-17
strength2_openml_taskbalanced,openml-kin8nm-189,ordinal_forest,16,2,0.0032803863398765355,0.0,0.00020502414624228347,0.0,0.0
strength2_openml_taskbalanced,openml-kin8nm-189,ordinal_forest,64,3,0.0032803863398765355,5.179606472460047e-19,5.125603656057087e-05,5.179606472460047e-19,0.0
strength2_openml_taskbalanced,openml-kin8nm-189,onehot_adam_mlp,4,1,0.01257611721522705,0.0023544592890197965,0.0031440293038067623,0.0023544592890197965,1.9081958235744878e-17
strength2_openml_taskbalanced,openml-kin8nm-189,onehot_adam_mlp,16,2,0.01257611721522705,0.0,0.0007860073259516906,0.0,0.0
strength2_openml_taskbalanced,openml-kin8nm-189,onehot_adam_mlp,64,3,0.01257611721522705,1.3179832659276913e-18,0.00019650183148792264,1.3179832659276913e-18,0.0
strength2_openml_taskbalanced,openml-pol-201,ordinal_forest,4,1,0.0008369747056496305,0.00016227483355085265,0.00020924367641240763,0.00016227483355085265,1.9081958235744878e-17
strength2_openml_taskbalanced,openml-pol-201,ordinal_forest,16,2,0.0008369747056496305,0.0,5.231091910310191e-05,0.0,0.0
strength2_openml_taskbalanced,openml-pol-201,ordinal_forest,64,3,0.0008369747056496305,5.876291071576709e-19,1.3077729775775477e-05,5.876291071576709e-19,0.0
strength2_openml_taskbalanced,openml-pol-201,onehot_adam_mlp,4,1,0.002368710794615539,0.0004384680038753764,0.0005921776986538848,0.0004384680038753764,1.9081958235744878e-17
strength2_openml_taskbalanced,openml-pol-201,onehot_adam_mlp,16,2,0.002368710794615539,0.0,0.0001480444246634712,0.0,0.0
strength2_openml_taskbalanced,openml-pol-201,onehot_adam_mlp,64,3,0.002368710794615539,2.0968300609280205e-18,3.70111061658678e-05,2.0968300609280205e-18,0.0
strength2_openml_taskbalanced,openml-puma32h-308,ordinal_forest,4,1,0.0048749470341213725,0.0009976043576003393,0.0012187367585303431,0.0009976043576003393,1.9081958235744878e-17
strength2_openml_taskbalanced,openml-puma32h-308,ordinal_forest,16,2,0.0048749470341213725,0.0,0.0003046841896325858,0.0,0.0
strength2_openml_taskbalanced,openml-puma32h-308,ordinal_forest,64,3,0.0048749470341213725,3.197549375884984e-19,7.617104740814645e-05,3.197549375884984e-19,0.0
strength2_openml_taskbalanced,openml-puma32h-308,onehot_adam_mlp,4,1,0.11326160725275465,0.022797715160719552,0.028315401813188663,0.022797715160719552,1.9081958235744878e-17
strength2_openml_taskbalanced,openml-puma32h-308,onehot_adam_mlp,16,2,0.11326160725275465,0.0,0.007078850453297166,0.0,0.0
strength2_openml_taskbalanced,openml-puma32h-308,onehot_adam_mlp,64,3,0.11326160725275465,-5.854691731421724e-18,0.0017697126133242914,-5.854691731421724e-18,0.0
strength2_openml_multiclass,openml-vehicle-54,ordinal_forest,4,1,0.0020036484172146077,0.00038693869077334215,0.0005009121043036519,0.00038693869077334215,7.574959178432057e-17
strength2_openml_multiclass,openml-vehicle-54,ordinal_forest,16,2,0.0020036484172146077,6.776263578034403e-21,0.00012522802607591298,6.776263578034403e-21,5.945041912462183e-18
strength2_openml_multiclass,openml-vehicle-54,ordinal_forest,64,3,0.0020036484172146077,0.0,3.1307006518978246e-05,0.0,0.0
strength2_openml_multiclass,openml-vehicle-54,onehot_adam_mlp,4,1,0.03253853225111532,0.0061152509394357376,0.00813463306277883,0.0061152509394357376,7.574959178432057e-17
strength2_openml_multiclass,openml-vehicle-54,onehot_adam_mlp,16,2,0.03253853225111532,0.0010082651950526701,0.0020336582656947074,0.0010082651950526701,5.945041912462183e-18
strength2_openml_multiclass,openml-vehicle-54,onehot_adam_mlp,64,3,0.03253853225111532,0.0,0.0005084145664236768,0.0,0.0
strength2_openml_multiclass,openml-segment-36,ordinal_forest,4,1,0.0006475284339642318,0.00012433825682524026,0.00016188210849105795,0.00012433825682524026,7.574959178432057e-17
