panel,dataset,task,model,method,mean_selection_score,exact_quotient_validation_loss,score_bias,mc_standard_error,standardized_bias
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,strength2_mean32,0.1308604127852322,0.13084774027736149,1.267250787070906e-05,0.0001279071181932174,0.09907586106010051
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,iid_mean32,0.0761144578055617,0.07611445780559857,-3.687328220536301e-14,8.227527550594699e-14,-0.4481696594586031
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,iid_mean32,0.05142177787153872,0.05141212043606583,9.657435472890108e-06,5.002484585088213e-06,1.9305277824698805
confirmation,polish_bankruptcy_1year,binclass,native_histgb,iid_mean32,0.03524751958853917,0.03524256442653685,4.955162002315272e-06,1.986864756038354e-06,2.4939603902358507
confirmation,polish_bankruptcy_1year,binclass,catboost_native,iid_mean32,0.03169758919745405,0.03168332572617558,1.426347127846811e-05,4.463371979729834e-06,3.195671645393865
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,iid_mean32,0.13193177312378385,0.13084774027736149,0.0010840328464223614,0.00041290225567045544,2.6253982184285936
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,strength2_cross32,0.07845679532623516,0.07845679532623516,0.0,0.0,
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,strength2_cross32,0.06235453009113698,0.06235453009113695,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_2year,binclass,native_histgb,strength2_cross32,0.03887097417935288,0.03887097417935287,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_2year,binclass,catboost_native,strength2_cross32,0.0443294730330005,0.0443294730330005,0.0,0.0,
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,strength2_cross32,0.11687100341819141,0.11686808462160436,2.9187965870508537e-06,7.403053364071542e-06,0.39426928910391773
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,iid_cross32,0.07845679538339444,0.07845679532623516,5.715927731131387e-11,7.020235041771543e-11,0.8142074584569726
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,iid_cross32,0.062352538752985666,0.06235453009113695,-1.9913381512845496e-06,3.386656020912485e-06,-0.5879953969308086
confirmation,polish_bankruptcy_2year,binclass,native_histgb,iid_cross32,0.038871142216112535,0.03887097417935287,1.6803675966653442e-07,7.210724053239906e-07,0.23303729060472442
confirmation,polish_bankruptcy_2year,binclass,catboost_native,iid_cross32,0.04433174501264059,0.0443294730330005,2.2719796400894054e-06,5.880605232491649e-06,0.38635132784227955
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,iid_cross32,0.1168806185304466,0.11686808462160436,1.253390884223271e-05,0.00010105854279872156,0.1240262178250137
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,iid_u32,0.07845679538339446,0.07845679532623516,5.715930506688949e-11,7.020235333815803e-11,0.8142078199509719
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,iid_u32,0.062352446626862575,0.06235453009113695,-2.0834642743758347e-06,3.380334402671943e-06,-0.6163485697536275
confirmation,polish_bankruptcy_2year,binclass,native_histgb,iid_u32,0.038871160403567376,0.03887097417935287,1.862242145073134e-07,7.136885734219308e-07,0.2609320387664637
confirmation,polish_bankruptcy_2year,binclass,catboost_native,iid_u32,0.04433161514621961,0.0443294730330005,2.1421132191112857e-06,5.87586655165519e-06,0.3645612439084185
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,iid_u32,0.11688325377029765,0.11686808462160436,1.5169148693289225e-05,0.00010106176748537706,0.15009779732463213
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,strength2_mean32,0.07845679532623516,0.07845679532623516,0.0,0.0,
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,strength2_mean32,0.06235453009113698,0.06235453009113695,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_2year,binclass,native_histgb,strength2_mean32,0.03887097417935288,0.03887097417935287,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_2year,binclass,catboost_native,strength2_mean32,0.0443294730330005,0.0443294730330005,0.0,0.0,
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,strength2_mean32,0.116877810725273,0.11686808462160436,9.726103668630803e-06,7.400816461807572e-06,1.3141933351303925
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,iid_mean32,0.07845679538339594,0.07845679532623516,5.7160776112397116e-11,7.020235348258314e-11,0.8142287726376357
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,iid_mean32,0.06236328655867979,0.06235453009113695,8.756467542836432e-06,3.380600933331381e-06,2.590210354763008
confirmation,polish_bankruptcy_2year,binclass,native_histgb,iid_mean32,0.03887275228756473,0.03887097417935287,1.7781082118639713e-06,7.038858904351642e-07,2.526131346040605
confirmation,polish_bankruptcy_2year,binclass,catboost_native,iid_mean32,0.04434790877637904,0.0443294730330005,1.8435743378543423e-05,5.868994333367505e-06,3.14120994694595
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,iid_mean32,0.11697248316964894,0.11686808462160436,0.0001043985480445736,0.00010135127927237657,1.0300664066016143
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,strength2_cross32,0.0931053611616514,0.09310536116165137,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,strength2_cross32,0.07736436389965387,0.07736436389965386,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_3year,binclass,native_histgb,strength2_cross32,0.061980877528474705,0.06198087752847471,-6.938893903907228e-18,2.1694639122685295e-19,
confirmation,polish_bankruptcy_3year,binclass,catboost_native,strength2_cross32,0.06258330213462861,0.06258330213462862,-1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,strength2_cross32,0.1214793466209918,0.12148293864194315,-3.5920209513484735e-06,9.393081118040382e-06,-0.38241136281146626
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,iid_cross32,0.0931053611598422,0.09310536116165137,-1.8091639297779238e-12,1.194805058867841e-11,-0.1514191722197954
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,iid_cross32,0.07736907796433379,0.07736436389965386,4.714064679930963e-06,3.782465826499295e-06,1.2462940568834882
confirmation,polish_bankruptcy_3year,binclass,native_histgb,iid_cross32,0.06198239416892656,0.06198087752847471,1.5166404518512921e-06,1.3596047553285758e-06,1.115500990936712
confirmation,polish_bankruptcy_3year,binclass,catboost_native,iid_cross32,0.06258614331421486,0.06258330213462862,2.841179586238196e-06,5.46341541015738e-06,0.5200372611161839
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_cross32,0.1215879461934675,0.12148293864194315,0.00010500755152434427,8.381376202393276e-05,1.2528676554855
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,iid_u32,0.09310536115984219,0.09310536116165137,-1.8091778075657317e-12,1.1948051002168768e-11,-0.15142032849017267
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,iid_u32,0.07736897582298745,0.07736436389965386,4.6119233335917276e-06,3.780144409962476e-06,1.2200389279936288
confirmation,polish_bankruptcy_3year,binclass,native_histgb,iid_u32,0.06198258345031144,0.06198087752847471,1.7059218367296292e-06,1.3466843753223466e-06,1.2667569832918677
confirmation,polish_bankruptcy_3year,binclass,catboost_native,iid_u32,0.06258605497691115,0.06258330213462862,2.7528422825301435e-06,5.456781462441932e-06,0.5044809475104461
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_u32,0.12158564000026917,0.12148293864194315,0.00010270135832601834,8.371915984994932e-05,1.2267366097568466
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,strength2_mean32,0.0931053611616514,0.09310536116165137,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,strength2_mean32,0.07736436389965387,0.07736436389965386,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_3year,binclass,native_histgb,strength2_mean32,0.061980877528474705,0.06198087752847471,-6.938893903907228e-18,2.1694639122685295e-19,
confirmation,polish_bankruptcy_3year,binclass,catboost_native,strength2_mean32,0.06258330213462861,0.06258330213462862,-1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,strength2_mean32,0.12148558397439987,0.12148293864194315,2.6453324567243808e-06,9.394429016693558e-06,0.2815852301426432
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,iid_mean32,0.0931053611598427,0.09310536116165137,-1.8086643294168425e-12,1.1948050976935607e-11,-0.15137735291791685
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,iid_mean32,0.07738157747564771,0.07736436389965386,1.721357599385187e-05,3.7798042728627264e-06,4.5540918923864675
confirmation,polish_bankruptcy_3year,binclass,native_histgb,iid_mean32,0.06198888481867804,0.06198087752847471,8.007290203330963e-06,1.3599438778602531e-06,5.8879563588533514
confirmation,polish_bankruptcy_3year,binclass,catboost_native,iid_mean32,0.0626059600636517,0.06258330213462862,2.2657929023076062e-05,5.4500307714235786e-06,4.157394696169336
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_mean32,0.12167003923369565,0.12148293864194315,0.0001871005917525037,8.399773878906609e-05,2.2274479581212066
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,strength2_cross32,0.10483195518496903,0.10483195518496906,-2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,strength2_cross32,0.0774749677131765,0.07747496771317647,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_4year,binclass,native_histgb,strength2_cross32,0.04869717269069663,0.04869717269069663,0.0,0.0,
confirmation,polish_bankruptcy_4year,binclass,catboost_native,strength2_cross32,0.0428611454949187,0.042861145494918686,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,strength2_cross32,0.1253088136121983,0.1253490235136635,-4.020990146519354e-05,0.0001096139438103389,-0.3668319929695012
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,iid_cross32,0.10483195520742518,0.10483195518496906,2.2456120296610038e-11,6.540341750583105e-11,0.34334781197951864
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,iid_cross32,0.07747660712386958,0.07747496771317647,1.6394106931161279e-06,4.103683054787909e-06,0.39949739568784937
confirmation,polish_bankruptcy_4year,binclass,native_histgb,iid_cross32,0.04869717255177204,0.04869717269069663,-1.3892458711195488e-10,3.881330460879381e-10,-0.35793032443952005
confirmation,polish_bankruptcy_4year,binclass,catboost_native,iid_cross32,0.04285703456511102,0.042861145494918686,-4.110929807663033e-06,4.372580690452312e-06,-0.9401609938587061
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,iid_cross32,0.12543492917831411,0.1253490235136635,8.590566465060956e-05,0.00014159312050203893,0.6067078989856186
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,iid_u32,0.10483195520742074,0.10483195518496906,2.2451679404511538e-11,6.540351468446257e-11,0.3432794019224967
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,iid_u32,0.07747657077176787,0.07747496771317647,1.6030585913984208e-06,4.096492764049117e-06,0.3913246486035292
confirmation,polish_bankruptcy_4year,binclass,native_histgb,iid_u32,0.04869717255015115,0.04869717269069663,-1.405454780334381e-10,3.882355629794919e-10,-0.3620108290822967
confirmation,polish_bankruptcy_4year,binclass,catboost_native,iid_u32,0.04285705623112697,0.042861145494918686,-4.089263791716424e-06,4.370094300028445e-06,-0.9357381124910296
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,iid_u32,0.12543524520385985,0.1253490235136635,8.622169019634196e-05,0.00014124537753366706,0.610439022514491
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,strength2_mean32,0.10483195518496903,0.10483195518496906,-2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,strength2_mean32,0.0774749677131765,0.07747496771317647,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_4year,binclass,native_histgb,strength2_mean32,0.04869717269069663,0.04869717269069663,0.0,0.0,
confirmation,polish_bankruptcy_4year,binclass,catboost_native,strength2_mean32,0.0428611454949187,0.042861145494918686,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,strength2_mean32,0.1254219878821543,0.1253490235136635,7.296436849080212e-05,0.00010944597275854503,0.6666701994761649
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,iid_mean32,0.10483195520748853,0.10483195518496906,2.251947239795271e-11,6.540337862829524e-11,0.34431665259889477
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,iid_mean32,0.07749239826190159,0.07747496771317647,1.7430548725119732e-05,4.095602103326672e-06,4.25591849143785
confirmation,polish_bankruptcy_4year,binclass,native_histgb,iid_mean32,0.0486971728287036,0.04869717269069663,1.3800697390431438e-10,3.878431502869048e-10,0.35583192278173403
confirmation,polish_bankruptcy_4year,binclass,catboost_native,iid_mean32,0.042877722458921075,0.042861145494918686,1.6576964002389116e-05,4.370390859555308e-06,3.7930163537079706
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,iid_mean32,0.12562969224959009,0.1253490235136635,0.00028066873592658137,0.00014032691502473138,2.0001062225098867
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,strength2_cross32,0.11950828384651507,0.11950828384651505,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,strength2_cross32,0.09350095089640457,0.09350095089640456,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_5year,binclass,native_histgb,strength2_cross32,0.07312585117576773,0.0731258511757677,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_5year,binclass,catboost_native,strength2_cross32,0.06479860918780632,0.0647986091878063,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,strength2_cross32,0.12486615859427153,0.12489354364812932,-2.7385053857797992e-05,5.432568197306873e-05,-0.504090383464929
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,iid_cross32,0.11950828382943426,0.11950828384651505,-1.7080781233858033e-11,3.8551026180167256e-11,-0.4430694309933912
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,iid_cross32,0.09349759966669802,0.09350095089640456,-3.351229706544112e-06,3.5049246156360944e-06,-0.9561488688212232
confirmation,polish_bankruptcy_5year,binclass,native_histgb,iid_cross32,0.07312464973008848,0.0731258511757677,-1.2014456792219796e-06,1.7744143987324603e-06,-0.6770941895423208
confirmation,polish_bankruptcy_5year,binclass,catboost_native,iid_cross32,0.06480073623615677,0.0647986091878063,2.1270483504670645e-06,6.5704471916962895e-06,0.3237296166317601
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,iid_cross32,0.12498927913238214,0.12489354364812932,9.573548425281797e-05,0.00017167099354701787,0.5576683764377329
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,iid_u32,0.11950828382943433,0.11950828384651505,-1.7080711844918994e-11,3.8551026692760696e-11,-0.4430676251775804
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,iid_u32,0.09349754994494203,0.09350095089640456,-3.400951462534385e-06,3.498792701295528e-06,-0.9720357142836972
confirmation,polish_bankruptcy_5year,binclass,native_histgb,iid_u32,0.0731248013508795,0.0731258511757677,-1.0498248882023775e-06,1.766174047298902e-06,-0.5944062476786629
confirmation,polish_bankruptcy_5year,binclass,catboost_native,iid_u32,0.06480056237534995,0.0647986091878063,1.953187543646262e-06,6.557784805572994e-06,0.29784257970563277
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,iid_u32,0.12505764826376398,0.12489354364812932,0.00016410461563465262,0.0001680878339384083,0.9763027566574792
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,strength2_mean32,0.11950828384651507,0.11950828384651505,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,strength2_mean32,0.09350095089640457,0.09350095089640456,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_5year,binclass,native_histgb,strength2_mean32,0.07312585117576773,0.0731258511757677,2.7755575615628914e-17,8.677855649074118e-19,
confirmation,polish_bankruptcy_5year,binclass,catboost_native,strength2_mean32,0.06479860918780632,0.0647986091878063,1.3877787807814457e-17,4.338927824537059e-19,
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,strength2_mean32,0.12499720130410055,0.12489354364812932,0.00010365765597122878,5.406708001654664e-05,1.9172046269098586
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,iid_mean32,0.11950828382943557,0.11950828384651505,-1.70794767218041e-11,3.8551027095532656e-11,-0.44303558189201375
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,iid_mean32,0.0935118697878464,0.09350095089640456,1.0918891441835665e-05,3.498661253468588e-06,3.1208770014560936
confirmation,polish_bankruptcy_5year,binclass,native_histgb,iid_mean32,0.07313269501188933,0.0731258511757677,6.843836121636637e-06,1.7740389380869055e-06,3.8577710864773453
confirmation,polish_bankruptcy_5year,binclass,catboost_native,iid_mean32,0.06482401174651652,0.0647986091878063,2.54025587102108e-05,6.542657812977506e-06,3.8826054237200456
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,iid_mean32,0.12587273198730017,0.12489354364812932,0.00097918833917085,0.00017287480964296918,5.664147027511556
menu_repeat,compustat_kor_direction,binclass,onehot_linear,strength2_cross32,0.5008093118032106,0.5008093117198901,8.332057266358106e-11,1.2102767121267447e-10,0.6884423357792859
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,strength2_cross32,0.5163744370018151,0.5163699788257612,4.45817605387866e-06,6.083787347770865e-06,0.732796167754312
menu_repeat,compustat_kor_direction,binclass,native_histgb,strength2_cross32,0.49824646661792227,0.4982484686814686,-2.0020635463358083e-06,4.5541408554064155e-06,-0.4396138832550761
menu_repeat,compustat_kor_direction,binclass,catboost_native,strength2_cross32,0.4954477728670563,0.49545353570488593,-5.76283782960374e-06,3.868984223937491e-06,-1.4894963370356837
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,strength2_cross32,0.4929684071031986,0.4929715445517939,-3.137448595313952e-06,6.349650471164392e-06,-0.49411359090740786
menu_repeat,compustat_kor_direction,binclass,onehot_linear,iid_cross32,0.500809311799391,0.5008093117198901,7.950096136966067e-11,1.463461300846027e-10,0.5432392460511334
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_cross32,0.5163634727081926,0.5163699788257612,-6.506117568583214e-06,8.39733556870748e-06,-0.7747835626371946
menu_repeat,compustat_kor_direction,binclass,native_histgb,iid_cross32,0.49824945467538856,0.4982484686814686,9.859939199552414e-07,1.02833919592742e-05,0.09588216843820788
menu_repeat,compustat_kor_direction,binclass,catboost_native,iid_cross32,0.4954550147848549,0.49545353570488593,1.479079968946806e-06,4.847645064360973e-06,0.30511309085327626
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_cross32,0.4929763959077469,0.4929715445517939,4.851355952961711e-06,8.30090292657821e-06,0.5844371384501339
menu_repeat,compustat_kor_direction,binclass,onehot_linear,iid_u32,0.5008093117993903,0.5008093117198901,7.950018421354343e-11,1.4634611962066952e-10,0.5432339744955905
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_u32,0.5163634623779134,0.5163699788257612,-6.516447847770834e-06,8.376341129867681e-06,-0.7779587467534017
menu_repeat,compustat_kor_direction,binclass,native_histgb,iid_u32,0.4982501747767455,0.4982484686814686,1.706095276887698e-06,1.0279769381221994e-05,0.1659662988164126
menu_repeat,compustat_kor_direction,binclass,catboost_native,iid_u32,0.4954552024063963,0.49545353570488593,1.6667015103610794e-06,4.840172834353588e-06,0.34434751968597205
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_u32,0.4929770876582071,0.4929715445517939,5.54310641315281e-06,8.270158570303164e-06,0.6702539456809488
menu_repeat,compustat_kor_direction,binclass,onehot_linear,strength2_mean32,0.5008093118032289,0.5008093117198901,8.333878032118491e-11,1.2102767211959255e-10,0.6885927727241944
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,strength2_mean32,0.5164238739491986,0.5163699788257612,5.389512343745295e-05,6.0638115891461715e-06,8.887994398427834
menu_repeat,compustat_kor_direction,binclass,native_histgb,strength2_mean32,0.4982535427779283,0.4982484686814686,5.074096459722899e-06,4.555524338958411e-06,1.1138336845947037
menu_repeat,compustat_kor_direction,binclass,catboost_native,strength2_mean32,0.4954615124232658,0.49545353570488593,7.976718379876235e-06,3.861456908568223e-06,2.0657276693096382
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,strength2_mean32,0.49300353325646495,0.4929715445517939,3.1988704671026547e-05,6.4124322802858245e-06,4.988544638416157
menu_repeat,compustat_kor_direction,binclass,onehot_linear,iid_mean32,0.5008093117994201,0.5008093117198901,7.953004921290585e-11,1.4634611695292235e-10,0.5434380554045697
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_mean32,0.51643391285325,0.5163699788257612,6.393402748883226e-05,8.372327384049737e-06,7.636350629412086
menu_repeat,compustat_kor_direction,binclass,native_histgb,iid_mean32,0.49827783636719836,0.4982484686814686,2.9367685729753124e-05,1.0311999038930247e-05,2.847913932001267
menu_repeat,compustat_kor_direction,binclass,catboost_native,iid_mean32,0.4954825647057298,0.49545353570488593,2.902900084389426e-05,4.839585934334043e-06,5.998240601112258
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_mean32,0.4930402749755293,0.4929715445517939,6.873042373539695e-05,8.360795860590805e-06,8.220559965991109
menu_repeat,credit_card_default,binclass,onehot_linear,strength2_cross32,0.2977448008269069,0.29774480082690696,-5.551115123125783e-17,1.7355711298148236e-18,
menu_repeat,credit_card_default,binclass,ordinal_forest,strength2_cross32,0.27490845649177453,0.27490845649177453,0.0,0.0,
menu_repeat,credit_card_default,binclass,native_histgb,strength2_cross32,0.271184137140161,0.2711841520479114,-1.4907750423009958e-08,2.237629560551075e-08,-0.6662295978668843
menu_repeat,credit_card_default,binclass,catboost_native,strength2_cross32,0.2721783950948743,0.27217983749705776,-1.4424021834713585e-06,1.538924963276421e-06,-0.9372790863047914
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,strength2_cross32,0.2785085081977039,0.27850495788795704,3.5503097468581046e-06,4.8524617341621e-06,0.7316512610214648
menu_repeat,credit_card_default,binclass,onehot_linear,iid_cross32,0.2977448008269895,0.29774480082690696,8.254508188088039e-14,3.4914388285898734e-14,2.364213893852432
menu_repeat,credit_card_default,binclass,ordinal_forest,iid_cross32,0.2749108521487591,0.27490845649177453,2.39565698456623e-06,4.429874837849964e-06,0.5407956369550522
menu_repeat,credit_card_default,binclass,native_histgb,iid_cross32,0.2711807120739188,0.2711841520479114,-3.439973992602763e-06,3.014487312231019e-06,-1.1411472785589007
menu_repeat,credit_card_default,binclass,catboost_native,iid_cross32,0.27218139622661974,0.27217983749705776,1.5587295619789998e-06,3.056679276142343e-06,0.5099421369278172
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,iid_cross32,0.27850872048613945,0.27850495788795704,3.762598182410759e-06,1.1054065671178742e-05,0.34038138494336784
menu_repeat,credit_card_default,binclass,onehot_linear,iid_u32,0.2977448008269895,0.29774480082690696,8.254508188088039e-14,3.491443818872725e-14,2.364210514707109
menu_repeat,credit_card_default,binclass,ordinal_forest,iid_u32,0.2749114662197097,0.27490845649177453,3.00972793515486e-06,4.40496421627597e-06,0.6832582031050718
menu_repeat,credit_card_default,binclass,native_histgb,iid_u32,0.2711807926175054,0.2711841520479114,-3.3594304060247104e-06,2.972983227434642e-06,-1.1299863299005324
menu_repeat,credit_card_default,binclass,catboost_native,iid_u32,0.27218157746606053,0.27217983749705776,1.7399690027675163e-06,3.0471826285090603e-06,0.5710090975475456
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,iid_u32,0.2785080066507812,0.27850495788795704,3.048762824142681e-06,1.0969041988372485e-05,0.27794248826601825
menu_repeat,credit_card_default,binclass,onehot_linear,strength2_mean32,0.2977448008269069,0.29774480082690696,-5.551115123125783e-17,1.7355711298148236e-18,
menu_repeat,credit_card_default,binclass,ordinal_forest,strength2_mean32,0.27490845649177453,0.27490845649177453,0.0,0.0,
menu_repeat,credit_card_default,binclass,native_histgb,strength2_mean32,0.271184138011833,0.2711841520479114,-1.40360784106619e-08,2.2376480338902546e-08,-0.6272692665727027
menu_repeat,credit_card_default,binclass,catboost_native,strength2_mean32,0.272182736320318,0.27217983749705776,2.8988232602111808e-06,1.5379081199783532e-06,1.8849131638969323
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,strength2_mean32,0.27854450966170236,0.27850495788795704,3.95517737453166e-05,4.796396780997786e-06,8.246143000931777
menu_repeat,credit_card_default,binclass,onehot_linear,iid_mean32,0.2977448008269895,0.29774480082690696,8.254508188088039e-14,3.4914388285898734e-14,2.364213893852432
menu_repeat,credit_card_default,binclass,ordinal_forest,iid_mean32,0.2749492476326803,0.27490845649177453,4.079114090577152e-05,4.401797414609093e-06,9.266928271253489
menu_repeat,credit_card_default,binclass,native_histgb,iid_mean32,0.27121294345480107,0.2711841520479114,2.8791406889661086e-05,2.954283618663663e-06,9.74564754303602
menu_repeat,credit_card_default,binclass,catboost_native,iid_mean32,0.27219935804953166,0.27217983749705776,1.952055247389506e-05,3.0469894597801938e-06,6.406504758734298
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,iid_mean32,0.2786160292634553,0.27850495788795704,0.00011107137549826174,1.0945925820938218e-05,10.147280121869251
menu_repeat,credit_card_fraud,binclass,onehot_linear,strength2_cross32,0.0014017227634953932,0.0014017227634953934,-2.168404344971009e-19,6.779574725839155e-21,
menu_repeat,credit_card_fraud,binclass,ordinal_forest,strength2_cross32,0.0015469115987960624,0.001546911598796062,4.336808689942018e-19,1.355914945167831e-20,
menu_repeat,credit_card_fraud,binclass,native_histgb,strength2_cross32,0.0018112545435260015,0.0018112212091392081,3.333438679340578e-08,4.991592949916889e-08,0.6678105992989833
menu_repeat,credit_card_fraud,binclass,catboost_native,strength2_cross32,0.001907265680922035,0.0019073518004091277,-8.611948709279921e-08,9.550081081421185e-08,-0.9017670777721127
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,strength2_cross32,0.0016407929207719997,0.0016409186385839814,-1.2571781198163733e-07,1.645244841385872e-07,-0.7641282854638154
menu_repeat,credit_card_fraud,binclass,onehot_linear,iid_cross32,0.0014017227635401137,0.0014017227634953934,4.47203038489441e-14,3.262932687485081e-14,1.3705555134639464
menu_repeat,credit_card_fraud,binclass,ordinal_forest,iid_cross32,0.0015468739980725183,0.001546911598796062,-3.7600723543649087e-08,1.244376268757811e-07,-0.30216522516283373
menu_repeat,credit_card_fraud,binclass,native_histgb,iid_cross32,0.0018109159617809853,0.0018112212091392081,-3.0524735822280366e-07,6.014222482440577e-07,-0.5075425112955482
menu_repeat,credit_card_fraud,binclass,catboost_native,iid_cross32,0.0019073028573220012,0.0019073518004091277,-4.8943087126510076e-08,2.5949913657647453e-07,-0.18860597292232809
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,iid_cross32,0.0016409760787244277,0.0016409186385839814,5.744014044636349e-08,5.367628841435961e-07,0.10701213169388396
menu_repeat,credit_card_fraud,binclass,onehot_linear,iid_u32,0.0014017227635401137,0.0014017227634953934,4.47203038489441e-14,3.262932695759783e-14,1.3705555099882578
