dataset,model,task,split,design_count,joint_schema_seed_risk,joint_main_effect_risk,joint_main_effect_fraction,mean_member_loss,full_quotient_loss,iid_joint_expected_residual,seed_only_expected_residual,orthogonal_cover_expected_residual,orthogonal_cover_expected_loss,iid_joint_expected_loss,seed_only_expected_loss,identity_four_seed_loss,canonical_four_seed_loss,cover_vs_iid_residual_reduction,cover_vs_seed_residual_reduction,joint_risk_fraction_of_member_loss,ambiguity_identity_error,anova_component_sum_error
compustat_kor_direction,onehot_linear,binclass,validation,3456,9.72336579235673e-13,2.2154015362658984e-13,0.22784307240681664,0.5008093155886676,0.5008093155876953,2.4308414480891824e-13,9.72336579235673e-13,2.190456784497609e-13,0.5008093155879143,0.5008093155879384,0.5008093155886676,0.5008093228912438,,0.09888948692253585,0.774722371730634,1.941530536613036e-12,3.254268960858205e-18,0.0
compustat_kor_direction,onehot_linear,binclass,test,3456,1.0732809029544155e-12,2.467723743809306e-13,0.22992338138286203,0.5014801977094647,0.5014801977083914,2.6832022573860387e-13,1.0732809029544155e-12,2.42783350538463e-13,0.5014801977086342,0.5014801977086597,0.5014801977094646,0.5014801258685099,,0.09517312804074174,0.7737932820101854,2.1402258909856827e-12,8.271725318587432e-17,0.0
compustat_kor_direction,ordinal_forest,binclass,validation,3456,0.0022522032074112678,0.0004390792194310676,0.19495541875892938,0.5183710670298205,0.5161188638224092,0.0005630508018528169,0.0005297096654124248,0.0005050090438235102,0.5166238728662328,0.516681914624262,0.5166485734878217,0.5161670354265085,,0.10308440701675625,0.046630490628640886,0.004344770282639452,4.7704895589362195e-18,4.336808689942018e-19
compustat_kor_direction,ordinal_forest,binclass,test,3456,0.002389520121319212,0.0004469139234539956,0.18703082659427966,0.5099692259350667,0.5075797058137475,0.000597380030329803,0.0005761499662625437,0.0005410110503531907,0.5081207168641007,0.5081770858440773,0.50815585578001,0.5090171792558076,,0.0943603353220428,0.06098918331506187,0.004685616307411194,1.3010426069826053e-18,4.336808689942018e-19
compustat_kor_direction,native_histgb,binclass,validation,3456,0.0010762002362396821,0.000529960174524716,0.49243640419224716,0.4985046345869812,0.4974284343507416,0.00026905005905992054,0.00024335343861616292,0.00016606332675073968,0.4975944976774923,0.4976974844098015,0.4976717877893577,0.49649160239350293,,0.38277907341490136,0.31760435482208893,0.0021588570327562367,7.155734338404329e-17,0.0
compustat_kor_direction,native_histgb,binclass,test,3456,0.0011325190273285047,0.0005327134797641986,0.4703792756761135,0.4974993278522194,0.4963668088248909,0.0002831297568321262,0.0002682697663935738,0.0001821008343837134,0.4965489096592746,0.49664993858172307,0.4966350785912845,0.49563368037989874,,0.3568290510287657,0.3212025461096629,0.0022764232309976425,3.3393426912553537e-17,0.0
compustat_kor_direction,catboost_native,binclass,validation,3456,0.0008531542213814086,0.00022014154427475003,0.2580325324046357,0.49663426655941123,0.49578111233802974,0.00021328855534535215,0.00018921809312234027,0.00018573901861704847,0.4959668513566468,0.4959944008933751,0.4959703304311521,0.4953292295914839,,0.12916556485506725,0.018386584749283896,0.001717872242871803,8.272462576064399e-17,0.0
compustat_kor_direction,catboost_native,binclass,test,3456,0.000916409752124766,0.00023114641718882808,0.25223042056557937,0.4972613663777241,0.4963449566255994,0.0002291024380311915,0.000191496627910966,0.00020110939666323298,0.49654606602226264,0.4965740590636306,0.49653645325351037,0.49618507762518155,,0.12218569827767334,-0.050198109789882706,0.0018429136347356072,6.320898665590491e-17,3.2526065174565133e-19
compustat_kor_direction,onehot_adam_mlp,binclass,validation,3456,0.003070630340605824,0.000735842551572009,0.2396389242434275,0.4966679987702577,0.49359736842965185,0.000767657585151456,0.0006061214761761072,0.0006380203619331476,0.494235388791585,0.4943650260148033,0.49420348990582796,0.4934530730332814,,0.16887376054876269,-0.05262787578206907,0.006182460613948669,1.6046192152785466e-17,4.336808689942018e-19
compustat_kor_direction,onehot_adam_mlp,binclass,test,3456,0.0029057846436641574,0.0007037930704052735,0.24220413991788442,0.49794761867411796,0.49504183403045376,0.0007264461609160393,0.0005758570084341216,0.0006023176048217566,0.49564415163527553,0.4957682801913698,0.49561769103888786,0.4950453824123315,,0.17087096439157756,-0.045949942433777036,0.005835522723055433,4.2500725161431774e-17,8.673617379884035e-19
credit_card_default,onehot_linear,binclass,validation,144,9.352903922264093e-19,3.299611199142812e-19,0.3527900239933249,0.29774480082274235,0.29774480082274235,2.3382259805660234e-19,9.352903922264093e-19,2.0177642410404275e-19,0.29774480082274235,0.29774480082274235,0.29774480082274235,0.29774480082623755,,0.13705336532443302,0.7842633413311082,3.141248443774572e-18,9.352903922264093e-19,0.0
credit_card_default,onehot_linear,binclass,test,144,9.709245036287663e-19,4.135881181080668e-19,0.4259735093329177,0.29188653940621373,0.29188653940621373,2.4273112590719157e-19,9.709245036287663e-19,1.8577879517356652e-19,0.29188653940621373,0.29188653940621373,0.29188653940621373,0.29188653940327214,,0.23463134577722355,0.8086578364443059,3.3263764255930503e-18,9.709245036287663e-19,0.0
credit_card_default,ordinal_forest,binclass,validation,144,0.0012016326321649966,0.0004978254338171253,0.4142908743416754,0.2763196005472285,0.27511796791506343,0.00030040815804124914,0.00024154073996614854,0.0002346023994492904,0.2753525703145127,0.2754183760731047,0.27535950865502956,0.2756038488310134,,0.21905449912223407,0.02872534263921911,0.0043487057370713515,5.399326818977812e-17,2.168404344971009e-19
credit_card_default,ordinal_forest,binclass,test,144,0.0011943253473337564,0.000489499783220349,0.4098546382801984,0.2776242403625284,0.27642991501519465,0.0002985813368334391,0.00022978340505452075,0.0002349418547044691,0.2766648568698991,0.27672849635202806,0.2766596984202492,0.2765964579922873,,0.21313951770693118,-0.022449182736779427,0.0043019490869175454,1.2576745200831851e-17,0.0
credit_card_default,native_histgb,binclass,validation,144,0.0010291288908077655,0.0006010266838964779,0.5840149754465942,0.2719851912850405,0.2709560623942328,0.00025728222270194137,0.00015705612389778896,0.00014175958576231854,0.2710978219799951,0.27121334461693475,0.2711131185181306,0.2710186723498004,,0.44901134530952236,0.0973953625993298,0.0037837681012906263,6.982261990806649e-17,0.0
