study,dataset,model,control,median_risk_ratio,risk_ratio_q025,risk_ratio_q975,bootstrap_probability_oa_lower_risk,median_brier_difference,brier_difference_q025,brier_difference_q975,bootstrap_probability_oa_lower_brier
field,bank_marketing_subscription,ordinal_forest,iid32,0.5770171253830441,0.4497013509354705,0.8093915930797996,0.9971,4.1191946802493495e-05,-0.0002022753886645759,0.0002815198689441856,0.37174
field,bank_marketing_subscription,catboost_native,iid32,0.841251031757587,0.5898220185393471,1.156397989543133,0.88372,1.4494828242228586e-05,-0.0001157083426624489,0.00014069508341413018,0.41288
field,bank_marketing_subscription,onehot_adam_mlp,iid32,0.5044287733688224,0.3205809648910677,0.8603297070979394,0.98896,-0.00014544045277505024,-0.0005238320938650058,0.00022937222617113243,0.7732
field,german_credit_risk,ordinal_forest,iid32,0.4714396280574372,0.3505902701464654,0.6940512523420868,0.9993,-0.00112711669273996,-0.0021135191826638935,-0.00019486209995853564,0.99158
field,german_credit_risk,catboost_native,iid32,0.7230054569010655,0.483057664205839,1.1078577865340282,0.93966,-0.0001228309173929576,-0.0011168868462010219,0.0008272832988449483,0.59708
field,german_credit_risk,onehot_adam_mlp,iid32,0.6964835685879236,0.3992999347466677,1.3925105629382588,0.88274,-0.0002508571424998385,-0.0023460921220025688,0.0019930640339708722,0.58782
field,compustat_kor_direction,ordinal_forest,iid32,1.3907183066952418,1.0239154894266609,1.7831634716127465,0.01962,0.0004305170518101864,-7.647629299445387e-06,0.0008804225709800192,0.02686
field,compustat_kor_direction,catboost_native,iid32,0.8247042808050348,0.590981387382208,1.0867437381229297,0.9292,2.0523559199236985e-05,-0.0002909652111813141,0.00038083147787000977,0.45216
field,compustat_kor_direction,onehot_adam_mlp,iid32,1.3273600887097423,0.8592920342422936,2.0361356325828615,0.0855,-0.00036178330160413497,-0.0012033619879295633,0.0005117725019752311,0.79004
