source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
compustat_korea,1,0.00011716751380228378,0.00018161154022900984,0.00015057940120543915,0.0001439642521085304,True
credit_card_default,1,7.048944334094666e-05,0.00018447916238384688,0.00014803520024404983,0.0001668000727030514,True
credit_card_fraud,3,7.044477256534819e-07,3.4310488921838538e-06,1.909389952991352e-06,3.0099731811927877e-06,True
heloc,2,4.801296914127259e-05,0.0001852832868867598,0.00015624216723870995,0.000155179109593886,True
kdd17_stock,5,0.00031026548893382214,0.0006644321736147989,0.0004914166330892852,0.0004971075011030576,True
polish_bankruptcy,15,4.388326153482367e-05,0.0002860970156223506,0.00020328010232705923,0.0002043459218360276,True
