dataset,model,task,split,design_count,joint_schema_seed_risk,joint_main_effect_risk,joint_main_effect_fraction,mean_member_loss,full_quotient_loss,iid_joint_expected_residual,seed_only_expected_residual,orthogonal_cover_expected_residual,orthogonal_cover_expected_loss,iid_joint_expected_loss,seed_only_expected_loss,identity_four_seed_loss,canonical_four_seed_loss,cover_vs_iid_residual_reduction,cover_vs_seed_residual_reduction,joint_risk_fraction_of_member_loss,ambiguity_identity_error,anova_component_sum_error
australian_credit_approval,onehot_linear,binclass,validation,3456,0.0,0.0,0.0,0.2062938536044672,0.2062938536044672,0.0,0.0,0.0,0.2062938536044672,0.2062938536044672,0.2062938536044672,0.2062938536044672,,0.0,0.0,0.0,0.0,0.0
australian_credit_approval,onehot_linear,binclass,test,3456,2.5601193192031267e-36,2.5601193192031267e-36,1.0,0.22693479427332838,0.2269347942733283,6.400298298007817e-37,2.5601193192031267e-36,0.0,0.2269347942733283,0.2269347942733283,0.2269347942733283,0.2269347942733283,,1.0,1.0,1.1281299226947224e-35,8.326672684688674e-17,0.0
australian_credit_approval,ordinal_forest,binclass,validation,3456,0.0020464087148658206,0.0011207800657155266,0.5476814370334687,0.23249690993693167,0.23045050122206584,0.0005116021787164552,0.001115420531684431,0.00026196264933507976,0.23071246387140093,0.2309621034007823,0.23156592175375026,0.23282823310379042,0.23023584894397905,0.48795634531441845,0.7651444976187753,0.008801874895545667,1.214306433183765e-17,0.0
australian_credit_approval,ordinal_forest,binclass,test,3456,0.0017973692035001669,0.0009397014289164312,0.5228204795578294,0.20945317489557502,0.2076558056920749,0.0004493423008750417,0.0009465717525956321,0.00024318005328047908,0.20789898574535537,0.20810514799294993,0.20860237744467053,0.20316085067924522,0.20443766085327666,0.45880890179510303,0.7430939042775728,0.00858124592475747,4.0332320816460765e-17,0.0
australian_credit_approval,native_histgb,binclass,validation,3456,0.0021206088289506147,0.0021206088289506147,1.0,0.25449527248400633,0.2523746636550558,0.0005301522072376537,0.0021206088289506147,0.0,0.2523746636550558,0.25290481586229346,0.2544952724840064,0.25481146780724856,0.25481146780724856,1.0,1.0,0.008332605978305093,7.155734338404329e-17,0.0
australian_credit_approval,native_histgb,binclass,test,3456,0.0010245061031887075,0.0010245061031887075,1.0,0.2460873465223138,0.24506284041912504,0.00025612652579717687,0.0010245061031887075,0.0,0.24506284041912504,0.24531896694492222,0.24608734652231376,0.24311123330709555,0.24311123330709555,1.0,1.0,0.004163180747271015,3.621235256101585e-17,0.0
australian_credit_approval,catboost_native,binclass,validation,3456,0.0011384413942273812,0.0005132834188678495,0.4508650348366824,0.2159851580308683,0.2148467166366409,0.0002846103485568453,0.0002076124342008947,0.00018788989194894675,0.21503460652858986,0.21513132698519774,0.2150543290708418,0.215763265905966,0.2168746421481715,0.339834644447514,0.09499692216345568,0.005270924190377363,9.540979117872439e-18,0.0
australian_credit_approval,catboost_native,binclass,test,3456,0.0008358919696725482,0.00033799053222772536,0.404347145911845,0.19549596084668383,0.1946600688770113,0.00020897299241813704,0.00015806449088691797,0.0001490411176662639,0.19480910999467754,0.19486904186942944,0.19481813336789822,0.19168939958340195,0.19046294567393382,0.28679244173311447,0.05708665602263285,0.004275750588668632,6.179952383167375e-18,1.0842021724855044e-19
australian_credit_approval,onehot_adam_mlp,binclass,validation,3456,0.02758692477366755,0.005251530191625472,0.19036301562101612,0.2625535445762853,0.2349666198026178,0.006896731193416887,0.0060790476888723435,0.006204562028413261,0.24117118183103106,0.24186335099603468,0.24104566749149015,0.24097783667337536,0.24091844946575433,0.1003619172027932,-0.020647039793859623,0.10507161431847334,1.734723475976807e-17,3.469446951953614e-18
australian_credit_approval,onehot_adam_mlp,binclass,test,3456,0.030688123413330423,0.006141374181416312,0.20012218077657362,0.2578296033730295,0.22714147995969913,0.007672030853332606,0.006701458264652437,0.00680645128209889,0.23394793124179802,0.23481351081303173,0.23384293822435157,0.22673528612282243,0.2343694790126009,0.11282274377946777,-0.01566718963247893,0.11902482496911207,4.163336342344337e-17,0.0
