source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
colic,2,4.612096090748872e-05,0.00028743893155883603,8.076154269352362e-05,0.0007071564960090871,True
credit_approval,2,1.1684781900135025e-05,9.122823671024456e-05,2.4843986254774774e-05,0.00024668132858705584,True
hepatitis,2,2.847870423838279e-05,0.00023507180327370333,7.867191942925327e-05,0.000642198391087453,True
kr_vs_kp,1,4.3161813312034594e-06,1.3367576525398047e-05,9.72044480762252e-06,1.3502588302249556e-05,True
mushroom,2,1.8054187994922066e-07,1.199172436850926e-06,6.32306076310425e-07,9.64711321197685e-07,True
sick,2,3.759497771732951e-06,1.7556065722983038e-05,1.0523114854090569e-05,3.068831075859187e-05,True
tic_tac_toe,2,8.093024643064263e-05,0.00025189715603549285,0.00015042087164599357,0.00029549104927489487,True
vote,2,2.2943869068890187e-05,0.00010368769281349105,4.286191808083668e-05,0.00016159857332224528,True
