panel,dataset,task,model,method,predicted_variance,residual_aligned_variance,covariance_self_interaction_variance,observed_variance,predicted_standard_error,observed_standard_error,predicted_over_observed,standardized_discrepancy,nondegenerate
confirmation,credit_card_default,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
confirmation,credit_card_default,binclass,onehot_linear,iid_mean16,1.5002543281345975e-24,1.5002543281345959e-24,1.6618853505585223e-39,1.6640211216108582e-24,4.6889484511681307e-26,7.100886145144016e-26,0.9015837050687637,-1.9245540201242841,False
confirmation,credit_card_default,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
confirmation,credit_card_default,binclass,ordinal_forest,iid_mean16,2.341944341653545e-08,2.3046380162012603e-08,3.730632545228492e-10,2.1112719162012672e-08,6.938534382222305e-10,9.232599051334442e-10,1.109257563501019,1.99730126979534,True
confirmation,credit_card_default,binclass,native_histgb,strength2_mean16,8.395099324604912e-11,8.306881061865045e-11,8.821826273986591e-13,8.681756582554066e-11,6.287110244572556e-13,2.7650666086595645e-12,0.966981652247059,-1.0109074508614957,True
confirmation,credit_card_default,binclass,native_histgb,iid_mean16,9.353129710317241e-09,8.763150665012684e-09,5.899790453045562e-10,1.0743684602717113e-08,2.7607500803898906e-10,4.945269184252933e-10,0.8705700191489057,-2.4552084259142952,True
confirmation,credit_card_default,binclass,catboost_native,strength2_mean16,2.321597708352313e-10,2.2915202909155776e-10,3.0077417436735717e-12,2.232814402746833e-10,5.921606798200283e-12,9.33401017927329e-12,1.039762958128655,0.8031838140375483,True
confirmation,credit_card_default,binclass,catboost_native,iid_mean16,9.100115934928955e-09,9.026212483809509e-09,7.390345111944611e-11,1.0010095482713041e-08,2.905323236129654e-10,4.5337071012739813e-10,0.9090938193990679,-1.6899235394813996,True
confirmation,credit_card_default,binclass,onehot_adam_mlp,strength2_mean16,2.5168033859324326e-08,2.444367225707886e-08,7.243616022454686e-10,2.476580645415324e-08,9.496831004529297e-10,1.2104079463645804e-09,1.0162412399497547,0.2614411040330916,True
confirmation,credit_card_default,binclass,onehot_adam_mlp,iid_mean16,5.92854468329206e-08,5.6897347819574976e-08,2.3880990133456217e-09,5.923811838532253e-08,1.8483491554837046e-09,2.5093708721004712e-09,1.0007989525813465,0.015185812604076959,True
confirmation,credit_card_fraud,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,1.8826294666541895e-37,0.0,0.0,0.0,,False
confirmation,credit_card_fraud,binclass,onehot_linear,iid_mean16,2.062057467447306e-25,2.0620574674473024e-25,3.883038981644747e-40,2.2937254859236023e-25,6.181744392451075e-27,1.044896310001102e-26,0.8989992394913763,-1.9082049249258564,False
confirmation,credit_card_fraud,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.8826294666541895e-37,0.0,0.0,0.0,,False
confirmation,credit_card_fraud,binclass,ordinal_forest,iid_mean16,1.7726362783324866e-11,1.7713489692925846e-11,1.2873090399023676e-14,1.8080190523932795e-11,5.257035950945456e-13,7.522338477202372e-13,0.980430087827915,-0.3855485693589205,True
confirmation,credit_card_fraud,binclass,native_histgb,strength2_mean16,2.972644551405077e-13,2.970495081442789e-13,2.1494699622873975e-16,3.1146311930331194e-13,6.7053260648298e-15,1.1717947415142898e-14,0.9544130162358736,-1.0516903228799768,True
confirmation,credit_card_fraud,binclass,native_histgb,iid_mean16,1.1529147240643082e-10,1.1440197347646066e-10,8.894989299701624e-13,1.0782368469815379e-10,3.627279245305246e-12,4.5902099110890666e-12,1.0692592516123212,1.2764575985713227,True
confirmation,credit_card_fraud,binclass,catboost_native,strength2_mean16,1.5383081688112996e-11,1.5381179299959438e-11,1.9023881535570315e-15,1.4885596650253065e-11,4.801635002257813e-13,6.835410693878324e-13,1.033420564156659,0.5955511814659081,True
confirmation,credit_card_fraud,binclass,catboost_native,iid_mean16,7.299785595377159e-11,7.287588541171848e-11,1.2197054205311876e-13,7.350869274561875e-11,2.185660023722427e-12,3.1180605123331955e-12,0.9930506614555785,-0.13415503813190827,True
confirmation,credit_card_fraud,binclass,onehot_adam_mlp,strength2_mean16,2.7181581426349385e-11,2.6984467606006547e-11,1.9711382034283847e-13,2.7392256363816457e-11,7.238055041978987e-13,1.1732331336923562e-12,0.992308960069994,-0.15282476820377894,True
confirmation,credit_card_fraud,binclass,onehot_adam_mlp,iid_mean16,3.1022636847058884e-10,3.085145288341698e-10,1.7118396364189932e-12,2.861515628360879e-10,9.75577398162142e-12,1.2694123969821384e-11,1.0841330566078067,1.503747810132245,True
confirmation,heloc_credit_risk,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
confirmation,heloc_credit_risk,binclass,onehot_linear,iid_mean16,7.150735863993725e-18,7.150735863986339e-18,7.385700099290321e-30,7.209546125197274e-18,2.086192868080697e-19,3.298160548960514e-19,0.9918427234971133,-0.15069618175224456,True
confirmation,heloc_credit_risk,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
confirmation,heloc_credit_risk,binclass,ordinal_forest,iid_mean16,4.792803577529595e-08,4.707369441263606e-08,8.543413626598898e-10,4.9102406568702985e-08,1.451029467613946e-09,2.0542564922912834e-09,0.9760832334813594,-0.4669381019214395,True
confirmation,heloc_credit_risk,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
confirmation,heloc_credit_risk,binclass,native_histgb,iid_mean16,3.01000393383158e-11,3.0096908196405225e-11,3.1311419105742405e-15,3.083708856077688e-11,8.963950695022851e-13,1.3801848450355369e-12,0.9760986118709479,-0.44785490766107255,True
confirmation,heloc_credit_risk,binclass,catboost_native,strength2_mean16,2.0723577403340164e-08,2.06929792328969e-08,3.0598170443269585e-11,1.9756448168919802e-08,4.5784064941196707e-10,7.660265136975358e-10,1.048952586322769,1.0837144971133155,True
confirmation,heloc_credit_risk,binclass,catboost_native,iid_mean16,9.59955522169582e-08,9.532634354649101e-08,6.692086704672008e-10,9.897873344099664e-08,2.9896485270325787e-09,4.5597809538379175e-09,0.9698603819191445,-0.5471231600487007,True
confirmation,heloc_credit_risk,binclass,onehot_adam_mlp,strength2_mean16,6.261354240664354e-08,6.105245664915813e-08,1.561085757485407e-09,6.206206425720359e-08,1.7870085775426231e-09,2.7260986908650184e-09,1.0088859137387771,0.16918566379167285,True
confirmation,heloc_credit_risk,binclass,onehot_adam_mlp,iid_mean16,1.2743436504400593e-07,1.2175550273925022e-07,5.678862304755749e-09,1.2522938772441565e-07,3.873755582286235e-09,5.597090851660357e-09,1.0176075069890353,0.3239343495980678,True
confirmation,kdd17_stock_direction,binclass,onehot_linear,strength2_mean16,1.818757163561317e-17,1.818757163543161e-17,1.815595451995997e-28,1.7852476309925863e-17,5.747164323774186e-19,7.770236354991177e-19,1.0187702434032075,0.34672079374453574,True
confirmation,kdd17_stock_direction,binclass,onehot_linear,iid_mean16,2.5919716626210708e-17,2.5919716625849092e-17,3.616156466920558e-28,2.803182521718482e-17,7.875843584767654e-19,1.2932034068501203e-18,0.9246531906285114,-1.3949094640197914,True
confirmation,kdd17_stock_direction,binclass,ordinal_forest,strength2_mean16,5.1009939248588356e-08,5.0352762932339427e-08,6.571763162489319e-10,4.688703936074443e-08,1.543759337539942e-09,1.960952643176424e-09,1.0879326130217506,1.652000115011325,True
confirmation,kdd17_stock_direction,binclass,ordinal_forest,iid_mean16,6.29011288585898e-08,6.234216719808412e-08,5.589616605056884e-10,6.631438415611774e-08,1.884175416374965e-09,2.9459837172123333e-09,0.9485291865262229,-0.9760552865208025,True
confirmation,kdd17_stock_direction,binclass,native_histgb,strength2_mean16,5.762067911402575e-19,5.762067911184236e-19,2.1833876863580771e-29,6.024936035492806e-19,0.0,1.7998123861538182e-20,0.956369972636775,-1.4605306981578103,False
confirmation,kdd17_stock_direction,binclass,native_histgb,iid_mean16,1.5907351937568243e-08,1.5247713562631692e-08,6.59638374936551e-10,1.6434361193086963e-08,4.848579210283527e-10,7.377723842825113e-10,0.9679324770018805,-0.5969519191410692,True
confirmation,kdd17_stock_direction,binclass,catboost_native,strength2_mean16,1.3211233611426264e-08,1.3125636269487325e-08,8.559734193893802e-11,1.4348955181730605e-08,4.181198982121928e-10,6.095533366662548e-10,0.9207104938377038,-1.5391777833883942,True
confirmation,kdd17_stock_direction,binclass,catboost_native,iid_mean16,2.587676288839499e-08,2.574649679841048e-08,1.3026608998451012e-10,2.621180944102152e-08,8.416525982195281e-10,1.2020878454258083e-09,0.987217725148643,-0.22831969507040886,True
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,strength2_mean16,2.7181691857761075e-06,2.679729416249789e-06,3.843976952631844e-08,2.4872981936827005e-06,8.020295877370405e-08,1.1661398891217673e-07,1.0928199894487032,1.6312269968228357,True
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,iid_mean16,2.8603059807200217e-06,2.818081849476061e-06,4.222413124396062e-08,2.9912331416033383e-06,8.795292838182404e-08,1.350083393878417e-07,0.9562297037090403,-0.8125546320701627,True
confirmation,kdd17_stock_return,regression,onehot_linear,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
confirmation,kdd17_stock_return,regression,onehot_linear,iid_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
confirmation,kdd17_stock_return,regression,ordinal_forest,strength2_mean16,4.211837217569565e-08,4.154330522962247e-08,5.750669460731809e-10,4.294311135733244e-08,1.2781629043159591e-09,1.9175712566573427e-09,0.9807946104609403,-0.3578800378719312,True
confirmation,kdd17_stock_return,regression,ordinal_forest,iid_mean16,8.187732642252513e-08,8.142699374973195e-08,4.5033267279318445e-10,8.435326117840642e-08,2.594633817095161e-09,3.67117651397018e-09,0.9706480256804215,-0.5507565553899595,True
confirmation,kdd17_stock_return,regression,native_histgb,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
confirmation,kdd17_stock_return,regression,native_histgb,iid_mean16,5.4354510167106176e-08,5.31242812418425e-08,1.2302289252636823e-09,5.269989550703953e-08,1.6669057882852923e-09,2.3092438916067627e-09,1.031396924873326,0.5809714459473985,True
confirmation,kdd17_stock_return,regression,catboost_native,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
confirmation,kdd17_stock_return,regression,catboost_native,iid_mean16,2.4418418235850956e-08,2.4293774342607933e-08,1.2464389324302384e-10,2.512568714028838e-08,7.630954376276147e-10,1.1307150628467753e-09,0.971850763702962,-0.5184788854334419,True
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,strength2_mean16,3.446559983656461e-07,3.3704777371344684e-07,7.608224652199244e-09,3.5714468950499236e-07,1.0909797870940442e-08,1.6100246340011477e-08,0.9650318442179393,-0.6421437598927341,True
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,iid_mean16,6.915537032745179e-07,6.342270095270355e-07,5.73266937474824e-08,6.462738197506357e-07,2.0422640511500686e-08,2.81236054317209e-08,1.0700630013781982,1.302770698754562,True
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,iid_mean16,7.142231464830841e-24,7.142231464830277e-24,5.635982244015422e-37,6.880222946619885e-24,2.199823014376238e-25,2.9674324292727887e-25,1.0380813994319291,0.7093010554839879,False
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,4.337578291171253e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,iid_mean16,2.794846093445672e-08,2.7911351146093934e-08,3.710978836278348e-11,2.6538946790212084e-08,8.318925157006683e-10,1.2099162088068775e-09,1.05311115604499,0.9599549722766249,True
confirmation,polish_bankruptcy_1year,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,4.819531434634725e-35,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_1year,binclass,native_histgb,iid_mean16,4.41606732573475e-09,4.398674497721018e-09,1.739282801373105e-11,4.490316503629791e-09,1.3012188384497507e-10,1.9360667403018286e-10,0.9834646003605713,-0.3182961161988022,True
confirmation,polish_bankruptcy_1year,binclass,catboost_native,strength2_mean16,0.0,0.0,0.0,4.819531434634725e-35,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_1year,binclass,catboost_native,iid_mean16,1.8747880926630306e-08,1.8694584186722993e-08,5.329673990731335e-11,1.9869649165294237e-08,5.791572524485462e-10,8.619478499604838e-10,0.9435436313277593,-1.0802338621640508,True
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,strength2_mean16,1.571680086252479e-05,1.5698162424880808e-05,1.863843764398039e-08,1.6935897837040303e-05,4.3885492894806224e-07,6.903264556988249e-07,0.9280169857986955,-1.4903160330696041,True
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,iid_mean16,0.0001811944902544671,0.0001786597619839231,2.534728270544022e-06,0.00016391302431449447,5.61591228405605e-06,6.507454343304439e-06,1.1054307063898428,2.0104865352893437,True
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,iid_mean16,5.007926551721876e-18,5.007926551718409e-18,3.4665520086971676e-30,4.859117649749465e-18,1.6293423220615498e-19,2.1508773575973622e-19,1.0306246756507498,0.5514834801698555,True
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,7.71125029541556e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,iid_mean16,1.2544516718013553e-08,1.2513104889668193e-08,3.141182834535948e-11,1.2569911905191992e-08,3.935065377215121e-10,5.282084463054402e-10,0.997979684553879,-0.03855501154608344,True
confirmation,polish_bankruptcy_2year,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_2year,binclass,native_histgb,iid_mean16,5.436655696946934e-10,5.331944862784324e-10,1.0471083416261018e-11,5.094953228371627e-10,1.6847519452088094e-11,2.2056517502604112e-11,1.067066850912882,1.231147329475965,True
confirmation,polish_bankruptcy_2year,binclass,catboost_native,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
confirmation,polish_bankruptcy_2year,binclass,catboost_native,iid_mean16,3.778532626882019e-08,3.768818613333037e-08,9.714013548981848e-11,3.6025477968297813e-08,1.2595295515757923e-09,1.6093412551296697e-09,1.0488501027542516,0.8611414684021405,True
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,strength2_mean16,5.368235145081823e-08,5.363227375034196e-08,5.0077700476267513e-11,5.4068479085349715e-08,9.768077096181467e-10,1.8988871447662684e-09,0.9928585445519568,-0.1808223053292608,True
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,iid_mean16,1.0123098295258829e-05,1.0107880080896822e-05,1.5218214362005986e-08,1.055903254582915e-05,3.1461384928593203e-07,4.724922416183139e-07,0.9587145651196504,-0.7679580060991441,True
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,7.71125029541556e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,iid_mean16,1.5771523023817835e-19,1.5771523023788944e-19,2.889398948560557e-31,1.5698001203361662e-19,4.8900946423711954e-21,6.734435780145148e-21,1.0046835147674997,0.08833997909617118,False
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,iid_mean16,1.39496721082358e-08,1.3904920055808912e-08,4.475205242688566e-11,1.3947791832553066e-08,4.216246883385563e-10,6.046004162328575e-10,1.000134808126283,0.0025509271926939083,True
confirmation,polish_bankruptcy_3year,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,4.819531434634725e-35,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_3year,binclass,native_histgb,iid_mean16,1.8175476843222447e-09,1.7375269793301327e-09,8.002070499211202e-11,1.8343446809356846e-09,5.509156809803475e-11,8.246337153539183e-11,0.9908430532233059,-0.1693706219707276,True
confirmation,polish_bankruptcy_3year,binclass,catboost_native,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_3year,binclass,catboost_native,iid_mean16,2.7232340429235942e-08,2.7102983701873717e-08,1.2935672736222475e-10,3.109983201199776e-08,8.087028203052273e-10,1.3373241869623684e-09,0.8756426857460257,-2.4746726594792476,True
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,strength2_mean16,8.98769460383169e-08,8.983702638176447e-08,3.991965655244022e-11,9.037228170187425e-08,2.936640857017732e-09,4.236644570660613e-09,0.9945189425980038,-0.09609021546414583,True
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_mean16,7.2996584605618076e-06,7.283752548479848e-06,1.5905912081958867e-08,6.898978837547742e-06,2.1981760226424032e-07,3.3521553100944695e-07,1.058078105825367,0.9995484982001382,True
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,7.71125029541556e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,iid_mean16,4.503952331624617e-18,4.503952310677844e-18,2.0946773572943628e-26,4.2435893850268834e-18,1.396251708789044e-19,1.814855519149977e-19,1.0613544155606573,1.1370515718195302,True
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,7.71125029541556e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,iid_mean16,1.6481002633297323e-08,1.641368446645374e-08,6.731816684357998e-11,1.6822394302556784e-08,5.015578954254023e-10,7.730519080421076e-10,0.9797061189317401,-0.37047227001963223,True
confirmation,polish_bankruptcy_4year,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
confirmation,polish_bankruptcy_4year,binclass,native_histgb,iid_mean16,1.530817501119366e-16,1.529248833762379e-16,1.5686673569869683e-19,1.5437028065336094e-16,4.534544322023218e-18,6.884891387904333e-18,0.9916529882826491,-0.156298863872767,True
confirmation,polish_bankruptcy_4year,binclass,catboost_native,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_4year,binclass,catboost_native,iid_mean16,2.107535525006152e-08,2.0937860438946542e-08,1.3749481111497454e-10,1.958981518528432e-08,6.436572359245889e-10,8.322260752789007e-10,1.0758322654260222,1.4119885672843786,True
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,strength2_mean16,1.2799317631582387e-05,1.2755276989062809e-05,4.4040642519573877e-08,1.2059992127567624e-05,3.626294289628036e-07,5.305756596800969e-07,1.0613039789905632,1.1504164190121893,True
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,iid_mean16,1.9769428599811254e-05,1.9650082861898356e-05,1.1934573791289943e-07,1.9656918344968822e-05,6.897509798775417e-07,8.426097857779511e-07,1.0057236975230774,0.10332275299808727,True
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,7.71125029541556e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,iid_mean16,1.4993569061684578e-18,1.4993569061664439e-18,2.0140709622772952e-30,1.6189080483091459e-18,4.753551133770903e-20,7.466809586339786e-20,0.9261532226826891,-1.350627636914642,True
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,iid_mean16,1.311482136431412e-08,1.305564857274996e-08,5.917279156415864e-11,1.3193750384104135e-08,3.91309194478077e-10,5.522087299784069e-10,0.9940176964477735,-0.1166210032383155,True
confirmation,polish_bankruptcy_5year,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,7.71125029541556e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_5year,binclass,native_histgb,iid_mean16,3.1261310441553616e-09,3.0465178649624744e-09,7.961317919288706e-11,3.404132435322479e-09,9.513759224629432e-11,1.5868223502522812e-10,0.9183341434421067,-1.5025738408655394,True
confirmation,polish_bankruptcy_5year,binclass,catboost_native,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
confirmation,polish_bankruptcy_5year,binclass,catboost_native,iid_mean16,4.1242659191487085e-08,4.104756406531013e-08,1.9509512617695717e-10,4.2766704569323905e-08,1.2004297812287113e-09,1.9081615297756402e-09,0.9643637405971653,-0.6760452701461424,True
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,strength2_mean16,3.2582368980145226e-06,3.2097142385269343e-06,4.852265948758845e-08,3.4619905669622954e-06,7.346836468927461e-08,1.3450037766257057e-07,0.9411455158508547,-1.3294832207078824,True
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,iid_mean16,2.922233795703459e-05,2.692099208055349e-05,2.3013458764810998e-06,2.9638246482093402e-05,9.652210566027269e-07,2.120184754427296e-06,0.9859671682901316,-0.17853546971921774,True
menu_repeat,compustat_kor_direction,binclass,onehot_linear,strength2_mean16,1.50752825532128e-17,1.507528255293558e-17,2.7721993205431734e-28,1.5338580878467927e-17,2.8739871789284813e-19,5.441295778657415e-19,0.9828342447491514,-0.4278728874494155,True
menu_repeat,compustat_kor_direction,binclass,onehot_linear,iid_mean16,2.181023557529292e-17,2.181023557482651e-17,4.664150270326848e-28,2.081886406061662e-17,6.760276059543985e-19,9.576348365282054e-19,1.0476189052289215,0.8457281257915779,True
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,strength2_mean16,3.958424446992306e-08,3.9208626344523713e-08,3.7561812539934074e-10,3.790313649623503e-08,1.2284169866624609e-09,1.6708089223382581e-09,1.044352740408568,0.8106446859171363,True
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_mean16,7.688783073932241e-08,7.655171350789726e-08,3.3611723142514073e-10,7.78578281495704e-08,2.475403182526924e-09,3.3521850013335916e-09,0.9875414273259132,-0.2327748830462532,True
menu_repeat,compustat_kor_direction,binclass,native_histgb,strength2_mean16,2.0737907045606216e-08,2.0710199618183682e-08,2.7707427422533196e-11,1.988115719266143e-08,4.836734115432689e-10,7.860635899145171e-10,1.043093560633434,0.9282737290131644,True
menu_repeat,compustat_kor_direction,binclass,native_histgb,iid_mean16,1.0468437547747107e-07,1.044393259428464e-07,2.450495346246556e-10,9.709516594672628e-08,3.1559011972167666e-09,4.6199802533881645e-09,1.0781625888039452,1.3564291434455764,True
menu_repeat,compustat_kor_direction,binclass,catboost_native,strength2_mean16,1.542959904064113e-08,1.5347452160434734e-08,8.214688020639749e-11,1.5550594011107736e-08,5.76229019664549e-10,7.513916687971319e-10,0.9922192701847802,-0.12777940131513202,True
menu_repeat,compustat_kor_direction,binclass,catboost_native,iid_mean16,2.57333170422064e-08,2.5613954749576832e-08,1.1936229262956656e-10,2.3049047273896725e-08,8.199986260159159e-10,9.738748412300843e-10,1.1164590334868043,2.108421485730752,True
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,strength2_mean16,3.9963247619212684e-08,3.949962976515115e-08,4.6361785406152974e-10,3.8488692914775005e-08,1.1688004747636518e-09,1.7873449731301643e-09,1.0383113738807075,0.6904707698445033,True
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_mean16,6.56385295293549e-08,6.420008310926742e-08,1.4384464200874738e-09,6.76865120904659e-08,1.9837885204674206e-09,3.1529007912358067e-09,0.9697431216669314,-0.5497825790662954,True
menu_repeat,credit_card_default,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
menu_repeat,credit_card_default,binclass,onehot_linear,iid_mean16,1.2316709934350795e-24,1.2316709934350787e-24,7.675088405266322e-40,1.1243377145975237e-24,3.803553446908384e-26,4.849625767161921e-26,1.0954635581854315,1.7414990809334123,False
menu_repeat,credit_card_default,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
menu_repeat,credit_card_default,binclass,ordinal_forest,iid_mean16,2.0954532924093174e-08,2.0577780671372095e-08,3.767522527210786e-10,2.143708861953798e-08,6.050685743542123e-10,9.827750914885153e-10,0.9774896813644274,-0.41812168546749345,True
menu_repeat,credit_card_default,binclass,native_histgb,strength2_mean16,4.794441576566687e-13,4.794432232683279e-13,9.343883408762609e-19,5.155640299976647e-13,1.4058055823295031e-14,2.2339857440745893e-14,0.9299410543804625,-1.3684340554389396,True
