panel,dataset,task,model,method,predicted_variance,residual_aligned_variance,covariance_self_interaction_variance,observed_variance,predicted_standard_error,observed_standard_error,predicted_over_observed,standardized_discrepancy,nondegenerate
menu_repeat,credit_card_default,binclass,native_histgb,iid_mean16,8.65598956344227e-09,8.022134448957874e-09,6.338551144843962e-10,9.23065765928576e-09,2.557784004406694e-10,4.106877592953779e-10,0.9377435371286474,-1.1877592328208568,True
menu_repeat,credit_card_default,binclass,catboost_native,strength2_mean16,2.5798048897940004e-09,2.5689168517216115e-09,1.0888038072389216e-11,2.620574003751962e-09,9.063296000948589e-11,1.2555123458100489e-10,0.9844426778638606,-0.2632872404708184,True
menu_repeat,credit_card_default,binclass,catboost_native,iid_mean16,9.433390751464011e-09,9.376744292699656e-09,5.6646458764353786e-11,9.976880273850631e-09,3.03276661038116e-10,4.4444150791983486e-10,0.9455251032919475,-1.0100971629115933,True
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,strength2_mean16,2.251751242849926e-08,2.1751656067462506e-08,7.658563610367567e-10,2.2447493680975967e-08,5.793586268945713e-10,1.002854140539087e-09,1.003119223398318,0.060456024158333226,True
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,iid_mean16,1.240755994568944e-07,1.1864666633275215e-07,5.428933124142235e-09,1.220107100189984e-07,4.011905922781258e-09,6.663946978993053e-09,1.0169238375678207,0.26546438994832944,True
menu_repeat,credit_card_fraud,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,4.706573666635474e-38,0.0,0.0,0.0,,False
menu_repeat,credit_card_fraud,binclass,onehot_linear,iid_mean16,1.0760193008074131e-24,1.076019300807413e-24,2.01761044253758e-40,1.1106422922385063e-24,3.267310048194561e-26,5.209855605635625e-26,0.9688261543135456,-0.5630096310058083,False
menu_repeat,credit_card_fraud,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.8826294666541895e-37,0.0,0.0,0.0,,False
menu_repeat,credit_card_fraud,binclass,ordinal_forest,iid_mean16,1.608128592600884e-11,1.6064607348429952e-11,1.667857757888793e-14,1.465242636871009e-11,5.009325368373126e-13,6.255908814320813e-13,1.097516924592779,1.7828773861244664,True
menu_repeat,credit_card_fraud,binclass,native_histgb,strength2_mean16,2.492768333106153e-12,2.49257337548817e-12,1.9495761798292403e-16,2.589900866363139e-12,3.5836591660030696e-14,8.598193533314944e-14,0.9624956559077167,-1.0427400398027113,True
menu_repeat,credit_card_fraud,binclass,native_histgb,iid_mean16,3.375591869831335e-10,3.3639590478449087e-10,1.1632821986426333e-12,3.2284402254002497e-10,1.1356264105898527e-11,1.4290714539275054e-11,1.0455797952439532,0.8061569919558503,True
menu_repeat,credit_card_fraud,binclass,catboost_native,strength2_mean16,9.293808905264587e-12,9.292254262136326e-12,1.5546431282604337e-15,9.637408124761862e-12,1.911022588927511e-13,3.5820684155110184e-13,0.9643473416245133,-0.8463132137694539,True
menu_repeat,credit_card_fraud,binclass,catboost_native,iid_mean16,6.89068720037895e-11,6.876490964520916e-11,1.4196235858033579e-13,6.404153415645748e-11,2.2337109474409168e-12,2.796940218980628e-12,1.0759716004842372,1.3592482709492384,True
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,strength2_mean16,3.028875495730438e-11,3.013583623935475e-11,1.529187179496249e-13,3.136765206330886e-11,6.574811012035089e-13,1.1775751075965546e-12,0.9656047859805713,-0.7999593386643413,True
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,iid_mean16,3.09746044386691e-10,3.079475465149193e-10,1.7984978717717532e-12,2.9196217255005875e-10,1.0530073716395974e-11,1.323286158217494e-11,1.0609115615262903,1.051598789199904,True
menu_repeat,heloc_credit_risk,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
menu_repeat,heloc_credit_risk,binclass,onehot_linear,iid_mean16,4.704991961897361e-18,4.704991961894435e-18,2.925535589155539e-30,4.984099814285347e-18,1.463730854461158e-19,2.2332097018817024e-19,0.9440003485508033,-1.045286650517652,True
menu_repeat,heloc_credit_risk,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
menu_repeat,heloc_credit_risk,binclass,ordinal_forest,iid_mean16,4.06597922149983e-08,3.96971303383909e-08,9.626618766074043e-10,4.0862660777426107e-08,1.275266265800243e-09,1.82773962511662e-09,0.9950353560299754,-0.09102704857136173,True
menu_repeat,heloc_credit_risk,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
menu_repeat,heloc_credit_risk,binclass,native_histgb,iid_mean16,6.086595957617146e-11,6.086457657152115e-11,1.3830046503086796e-15,6.380168740807507e-11,1.7993900318691498e-12,2.7591665325138e-12,0.9539866741591533,-0.8912197905004067,True
menu_repeat,heloc_credit_risk,binclass,catboost_native,strength2_mean16,1.4237807191084533e-08,1.4154920340954292e-08,8.288685013024035e-11,1.356329228222059e-08,4.0506162003230975e-10,5.765751598854189e-10,1.049730913028257,0.9572511085418111,True
menu_repeat,heloc_credit_risk,binclass,catboost_native,iid_mean16,5.889046419253799e-08,5.824139639787338e-08,6.4906779466461e-10,5.961300890881414e-08,1.7000570779672124e-09,2.590394501554217e-09,0.9878794120695807,-0.23319620236346442,True
menu_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,strength2_mean16,2.353884770743525e-08,2.1248469619448198e-08,2.2903780879870544e-09,2.2647185564295742e-08,4.86022296982343e-10,8.804825336464249e-10,1.0393718742935216,0.8865932773016724,True
menu_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,iid_mean16,9.951597678348467e-08,9.244147875959034e-08,7.0744980238943305e-09,1.0734244107096517e-07,2.824022469746515e-09,4.7259319439103495e-09,0.9270888177183678,-1.4215952590005398,True
menu_repeat,kdd17_stock_return,regression,onehot_linear,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
menu_repeat,kdd17_stock_return,regression,onehot_linear,iid_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
menu_repeat,kdd17_stock_return,regression,ordinal_forest,strength2_mean16,2.4556569136687633e-08,2.404525323139436e-08,5.113159052932762e-10,2.640804722007357e-08,7.006429420166424e-10,1.0879811389371253e-09,0.9298896253874246,-1.430746128507168,True
menu_repeat,kdd17_stock_return,regression,ordinal_forest,iid_mean16,5.7750933779968836e-08,5.729289655097259e-08,4.580372289962517e-10,5.942555170260993e-08,1.7738428636012829e-09,2.5897711074858458e-09,0.9718199011256711,-0.5334846811962821,True
menu_repeat,kdd17_stock_return,regression,native_histgb,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
menu_repeat,kdd17_stock_return,regression,native_histgb,iid_mean16,6.595041098480279e-08,6.566048389079586e-08,2.8992709400691956e-10,6.777975751593259e-08,1.9807279778948995e-09,3.0264729193585896e-09,0.9730104296891325,-0.5057609225114295,True
menu_repeat,kdd17_stock_return,regression,catboost_native,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
menu_repeat,kdd17_stock_return,regression,catboost_native,iid_mean16,4.20032465515538e-08,4.1879661377501425e-08,1.2358517405238264e-10,4.2274535033832316e-08,1.2305183014881201e-09,1.8458330326313102e-09,0.993582697430938,-0.12229045037544894,True
menu_repeat,kdd17_stock_return,regression,onehot_adam_mlp,strength2_mean16,3.25768539411468e-07,3.13031861131714e-07,1.2736678279753972e-08,3.1702812617026353e-07,8.156024963935855e-09,1.4287949529246902e-08,1.0275698353543254,0.531269540881482,True
menu_repeat,kdd17_stock_return,regression,onehot_adam_mlp,iid_mean16,1.180250252915042e-06,1.0816306914755321e-06,9.861956143950977e-08,1.226527853517015e-06,3.4650610759071976e-08,5.7247174126282454e-08,0.9622694254604377,-0.6915657161886021,True
menu_repeat,polish_bankruptcy_3year,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,7.71125029541556e-34,0.0,0.0,0.0,,False
menu_repeat,polish_bankruptcy_3year,binclass,onehot_linear,iid_mean16,1.9159628999019845e-19,1.9159628999001274e-19,1.8570755709876238e-31,1.9923987949734427e-19,6.0902979347885714e-21,9.015450278308258e-21,0.9616362470885368,-0.7025486417398221,False
menu_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
menu_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,iid_mean16,5.441612934824232e-09,5.396291096122961e-09,4.5321838701271587e-11,5.4530038290064676e-09,1.600412430889792e-10,2.3959489095642496e-10,0.9979110790053651,-0.03953386734095675,True
menu_repeat,polish_bankruptcy_3year,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,4.819531434634725e-35,0.0,0.0,0.0,,False
menu_repeat,polish_bankruptcy_3year,binclass,native_histgb,iid_mean16,6.104877095628754e-09,6.0378280747799685e-09,6.704902084878525e-11,6.051077773926395e-09,1.9650625916204002e-10,2.5623610750996377e-10,1.0088908660097173,0.1666071639098998,True
menu_repeat,polish_bankruptcy_3year,binclass,catboost_native,strength2_mean16,2.7700708798344443e-10,2.759079303709351e-10,1.0991576125094122e-12,2.8168555845498555e-10,6.44631720463008e-19,8.685543161010637e-12,0.983391159641971,-0.5386503048586228,True
menu_repeat,polish_bankruptcy_3year,binclass,catboost_native,iid_mean16,2.767726327229616e-08,2.7558612848726217e-08,1.18650423569942e-10,2.76929214601e-08,9.291682265835896e-10,1.2098551207665534e-09,0.9994345779723386,-0.010264402979118145,True
menu_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,strength2_mean16,1.0216596359130407e-07,1.021384423523597e-07,2.7521238944387207e-11,9.51728957736701e-08,3.067401371763872e-09,4.189260365817418e-09,1.0734775143782966,1.3468431751666146,True
menu_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_mean16,1.0889133380690033e-05,1.0841340861148914e-05,4.77925195411198e-08,1.1085728022698638e-05,3.609369341282547e-07,4.4810553810318965e-07,0.9822659692168104,-0.3416717804303583,True
subsample_repeat,compustat_kor_direction,binclass,onehot_linear,strength2_mean16,2.8794742489303846e-17,2.879474248917656e-17,1.272759505265405e-28,2.6976193744878158e-17,6.141402415011913e-19,1.0134138482610592e-18,1.0674130962145454,1.534667141032534,True
subsample_repeat,compustat_kor_direction,binclass,onehot_linear,iid_mean16,3.410526046437347e-17,3.4105260463866536e-17,5.069380894968704e-28,3.525140840607932e-17,1.0323931789075893e-18,1.4531706326013079e-18,0.967486463845564,-0.642976539796514,True
subsample_repeat,compustat_kor_direction,binclass,ordinal_forest,strength2_mean16,7.852828031449462e-08,7.816975822522574e-08,3.5852208926887597e-10,8.113821024847041e-08,2.3749922677906327e-09,3.773464758494903e-09,0.9678335284204154,-0.585362314752427,True
subsample_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_mean16,9.370162967795782e-08,9.332549854967411e-08,3.7613112828369824e-10,8.675136691129948e-08,2.8660263160439306e-09,3.7517477439575996e-09,1.080117040389286,1.4721394038767892,True
subsample_repeat,compustat_kor_direction,binclass,native_histgb,strength2_mean16,5.577171786959466e-09,5.565350018545981e-09,1.1821768413485025e-11,5.558781483382701e-09,2.092483168947294e-10,2.716302744359156e-10,1.0033083336036397,0.05363454296421093,True
subsample_repeat,compustat_kor_direction,binclass,native_histgb,iid_mean16,1.3598368421726778e-08,1.337764968544284e-08,2.2071873628393572e-10,1.3147467985682058e-08,4.407809997706035e-10,5.673159530486243e-10,1.034295610115633,0.627623045863502,True
subsample_repeat,compustat_kor_direction,binclass,catboost_native,strength2_mean16,1.2529987830027768e-08,1.244541346699386e-08,8.457436303390957e-11,1.2906083716711796e-08,2.682374047789922e-10,4.893369218528074e-10,0.9708590231599823,-0.6739659174816436,True
subsample_repeat,compustat_kor_direction,binclass,catboost_native,iid_mean16,1.8202388801254355e-08,1.809132769477771e-08,1.110611064766448e-10,1.7160215653227834e-08,5.283050149149841e-10,7.181417958424082e-10,1.0607319377032705,1.1689655382990531,True
subsample_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,strength2_mean16,5.4005397876295133e-08,5.2882453290649276e-08,1.1229445856458522e-09,5.635454442883293e-08,1.655316667311786e-09,2.3380106624148714e-09,0.9583148692559407,-0.8200392509546869,True
subsample_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_mean16,1.0065483553583633e-07,9.786760466374899e-08,2.7872308720873357e-09,9.311686107062092e-08,3.085086146217477e-09,4.210656696552033e-09,1.0809517672583329,1.4440832715229863,True
subsample_repeat,credit_card_default,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
subsample_repeat,credit_card_default,binclass,onehot_linear,iid_mean16,3.930281356661557e-22,3.930281356661552e-22,4.490242545247704e-37,4.606528003633363e-22,1.1800166035713252e-23,2.005771043500447e-23,0.8531981903858129,-2.9059194555377217,False
subsample_repeat,credit_card_default,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
subsample_repeat,credit_card_default,binclass,ordinal_forest,iid_mean16,1.4031753345344928e-08,1.3616472547368773e-08,4.1528079797615465e-10,1.3847234836562882e-08,4.195705902469306e-10,6.405313591758111e-10,1.0133252964190969,0.2409753490259935,True
subsample_repeat,credit_card_default,binclass,native_histgb,strength2_mean16,5.651104687722519e-13,5.651078736036948e-13,2.595168557038338e-18,5.675359926303038e-13,8.971139151942182e-15,1.9767149225385272e-14,0.995726220205329,-0.11173596653017934,True
subsample_repeat,credit_card_default,binclass,native_histgb,iid_mean16,7.577846076543145e-09,6.930323782981557e-09,6.47522293561588e-10,8.472777533889586e-09,2.328562856135805e-10,4.470180485026557e-10,0.8943756691631669,-1.7755486651308725,True
subsample_repeat,credit_card_default,binclass,catboost_native,strength2_mean16,2.6881225339629887e-09,2.683097667181163e-09,5.024866781825554e-12,2.5338966474542965e-09,7.039814075933373e-11,1.0359558232204662e-10,1.0608651053955325,1.2313294744402687,True
subsample_repeat,credit_card_default,binclass,catboost_native,iid_mean16,9.145529100482794e-09,9.064888572270904e-09,8.064052821189043e-11,9.158932454728757e-09,2.7472696772478967e-10,3.839806908335863e-10,0.9985365811668321,-0.028388523125769262,True
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,strength2_mean16,6.168538741447393e-08,6.086484512289928e-08,8.205422915746533e-10,6.491138412582924e-08,2.2500142767057067e-09,3.230373444297196e-09,0.950301526384004,-0.8194601101728125,True
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,iid_mean16,1.374989562695226e-07,1.3376731621805954e-07,3.73164005146307e-09,1.3916968335316817e-07,4.052537235144695e-09,6.33659677478879e-09,0.9879950356759396,-0.22212183276861647,True
subsample_repeat,credit_card_fraud,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,4.235916299971927e-37,0.0,0.0,0.0,,False
subsample_repeat,credit_card_fraud,binclass,onehot_linear,iid_mean16,9.389062491455588e-19,9.38906249138485e-19,7.0736856211994e-30,9.187314311060649e-19,2.798308006473872e-20,4.0179872431503265e-20,1.0219594294441472,0.41203355960932936,False
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,iid_mean16,3.056843355033011e-11,3.054440972028236e-11,2.402383004775114e-14,2.9017074101567457e-11,1.0042425428515973e-12,1.2175726714126396e-12,1.053463676018212,0.9829394508837226,True
subsample_repeat,credit_card_fraud,binclass,native_histgb,strength2_mean16,3.1117621562202216e-11,3.110419468106707e-11,1.3426881135137379e-14,3.17845677692421e-11,7.753116076212413e-13,1.300125864777073e-12,0.979016665827204,-0.4405924008975289,True
subsample_repeat,credit_card_fraud,binclass,native_histgb,iid_mean16,1.3547892216998434e-09,1.3412790926487254e-09,1.3510129051117875e-11,1.2366660313621972e-09,4.0230167638096623e-11,5.345745976194925e-11,1.0955174536552383,1.765558276359743,True
subsample_repeat,credit_card_fraud,binclass,catboost_native,strength2_mean16,7.846890630613915e-12,7.843941217743886e-12,2.9494128700260287e-15,8.478544279141761e-12,1.9952878747491497e-13,3.226575766038237e-13,0.9254997523476064,-1.6650181185037058,True
subsample_repeat,credit_card_fraud,binclass,catboost_native,iid_mean16,1.6681150017790585e-10,1.6603232673842468e-10,7.791734394811583e-13,1.7734793518027752e-10,5.0496946466932755e-12,7.696973069882671e-12,0.9405889051278709,-1.1445697424998074,True
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,strength2_mean16,8.716581111822576e-10,8.695900141717055e-10,2.0680970105521e-12,8.436843005160637e-10,1.8529369991512617e-11,3.0838237240248376e-11,1.033156727758337,0.7775500963383236,True
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,iid_mean16,1.6580632317313956e-09,1.6531233321089397e-09,4.93989962245591e-12,1.6600701162769363e-09,5.8064514866460285e-11,7.203142106151501e-11,0.9987910844693466,-0.021691279159851078,True
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,iid_mean16,7.190953894766355e-18,7.19095389475789e-18,8.463878679060527e-30,7.181298340966295e-18,2.1171259658140265e-19,3.0233845192235685e-19,1.0013445415218274,0.026160111664335465,True
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,iid_mean16,4.9861619982471234e-08,4.9041451089410115e-08,8.201688930611149e-10,5.1357804916311335e-08,1.4724190618913058e-09,2.2327041904985196e-09,0.9708674283046527,-0.5594246422889705,True
subsample_repeat,heloc_credit_risk,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
subsample_repeat,heloc_credit_risk,binclass,native_histgb,iid_mean16,2.9824037209521473e-11,2.982035122186478e-11,3.685987656696452e-15,3.0271622846348224e-11,9.054579244313094e-13,1.3558125856191378e-12,0.9852143494553103,-0.2745313646361784,True
subsample_repeat,heloc_credit_risk,binclass,catboost_native,strength2_mean16,2.028848058524252e-08,2.025955932167837e-08,2.8921263564146675e-11,1.983098540498914e-08,4.453756815853619e-10,7.64281044895094e-10,1.0230697149390409,0.5171880824618645,True
subsample_repeat,heloc_credit_risk,binclass,catboost_native,iid_mean16,1.0857655634928257e-07,1.079621220640429e-07,6.144342852396778e-10,1.035958229271758e-07,3.2924729493558856e-09,4.383637453733566e-09,1.0480785159224812,0.908495900000889,True
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,strength2_mean16,5.784556928008623e-08,5.6406874022023455e-08,1.4386952580627763e-09,6.352318416586107e-08,1.7867413248287242e-09,2.811248356162483e-09,0.9106213745370446,-1.7044775323164145,True
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,iid_mean16,1.286358782989841e-07,1.2276743226973e-07,5.8684460292541e-09,1.3909503005780467e-07,3.6695397433361962e-09,6.045320876584884e-09,0.9248057119332446,-1.4789784420595535,True
subsample_repeat,kdd17_stock_return,regression,onehot_linear,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
subsample_repeat,kdd17_stock_return,regression,onehot_linear,iid_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,strength2_mean16,6.051562736617516e-08,6.002961108172156e-08,4.860162844535777e-10,5.5477178258374965e-08,1.6876890784902664e-09,2.3283547533740912e-09,1.090820212310268,1.7520901788737349,True
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,iid_mean16,1.1470850234843127e-07,1.1422529997160228e-07,4.832023768289851e-10,1.0090138401182727e-07,3.4618531877725514e-09,4.24786587963072e-09,1.1368377497674917,2.519614598883879,True
subsample_repeat,kdd17_stock_return,regression,native_histgb,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
subsample_repeat,kdd17_stock_return,regression,native_histgb,iid_mean16,5.880257058614119e-07,5.813732249920666e-07,6.6524808693452275e-09,5.674359370659364e-07,1.8296280935521676e-08,2.5292578398777915e-08,1.0362856270646863,0.6595801629808026,True
subsample_repeat,kdd17_stock_return,regression,catboost_native,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
subsample_repeat,kdd17_stock_return,regression,catboost_native,iid_mean16,2.598724856493044e-07,2.596386218557017e-07,2.338637936027804e-10,2.4374256062546184e-07,8.221951259658134e-09,1.0977672260819087e-08,1.0661760711073682,1.176052397400824,True
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,strength2_mean16,1.4991229927615175e-06,1.4766696384309614e-06,2.24533543305559e-08,1.527370882413385e-06,4.493719573617092e-08,6.908951636968021e-08,0.9815055465721376,-0.34273967501608615,True
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,iid_mean16,4.344826111410918e-06,4.19046186732723e-06,1.543642440836885e-07,4.240194211460883e-06,1.398165074321853e-07,2.046328808031035e-07,1.0246762046104454,0.4221799838800926,True
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,7.71125029541556e-34,0.0,0.0,0.0,,False
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,iid_mean16,1.5745240871774696e-19,1.5745240871742815e-19,3.1883207061838756e-31,1.505799881106932e-19,4.839789400387585e-21,6.551730520358603e-21,1.0456396676164017,0.843710415252635,False
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,iid_mean16,1.4017825161089536e-08,1.39724069649416e-08,4.5418196147933254e-11,1.3630017087103238e-08,4.161026425938632e-10,5.978128674864012e-10,1.0284525009402403,0.5324334075535028,True
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,4.819531434634725e-35,0.0,0.0,0.0,,False
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,iid_mean16,1.8139764198740152e-09,1.7225297743941148e-09,9.144664547990063e-11,1.9630333342682107e-09,5.518625231117319e-11,9.333513637113068e-11,0.9240680676216017,-1.3746888792432679,True
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,iid_mean16,2.8125137840697832e-08,2.7992545901890452e-08,1.3259193880737625e-10,2.8885158027811137e-08,8.472212604340665e-10,1.2905639740501286e-09,0.9736882108665792,-0.4923026761370068,True
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,strength2_mean16,8.867775609248377e-08,8.863285644688285e-08,4.489964560092826e-11,9.76439833341361e-08,2.9910309413035264e-09,4.7596536846705695e-09,0.9081742987586848,-1.5950058792271282,True
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_mean16,7.197972631056596e-06,7.184096619103066e-06,1.3876011953531184e-08,7.330133860340914e-06,2.0318070610982769e-07,3.321108861044744e-07,0.9819701479123915,-0.3394556650632666,True
openml_external,openml-breast-w-15,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
openml_external,openml-breast-w-15,binclass,onehot_linear,iid_mean16,5.687332869645347e-27,5.687332869645347e-27,5.420519878457963e-43,6.1567978590275235e-27,1.6859325202879447e-28,2.7341139399312223e-28,0.923748513410455,-1.4615401902916492,False
openml_external,openml-breast-w-15,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,4.337578291171253e-34,0.0,0.0,0.0,,False
openml_external,openml-breast-w-15,binclass,ordinal_forest,iid_mean16,1.5381140640149043e-07,1.5377242753000357e-07,3.897887148685397e-11,1.5213761978177782e-07,4.610328856705005e-09,6.6795147866004956e-09,1.0110017931272584,0.20623045446015126,True
openml_external,openml-breast-w-15,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
openml_external,openml-breast-w-15,binclass,native_histgb,iid_mean16,0.0,0.0,0.0,1.92781257385389e-34,0.0,0.0,0.0,,False
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,strength2_mean16,1.909991317597858e-05,1.9083607030010012e-05,1.6306145968565132e-08,1.6642051355206624e-05,4.610562074388991e-07,6.66219686452054e-07,1.1476898351237808,3.0336541367871184,True
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,iid_mean16,0.00037563216254160836,0.0003724373725666987,3.194789974909624e-06,0.00035455993106133036,1.122026243769281e-05,1.5107422499669151e-05,1.0594320723641866,1.1197732439364159,True
openml_external,openml-sonar-40,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
openml_external,openml-sonar-40,binclass,onehot_linear,iid_mean16,2.6602138935849208e-61,2.6602138935845633e-61,3.5745875666494066e-74,3.084500118166224e-33,8.569567028377727e-63,0.0,8.624457097334958e-29,-3.599365181405366e+29,False
openml_external,openml-sonar-40,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
openml_external,openml-sonar-40,binclass,ordinal_forest,iid_mean16,2.461036603393976e-06,2.459463335218466e-06,1.5732681755098465e-09,2.463051051126552e-06,7.342149663077643e-08,1.1363992256617927e-07,0.9991821331792312,-0.014889294648065514,True
openml_external,openml-sonar-40,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,1.2338000472664896e-32,0.0,0.0,0.0,,False
openml_external,openml-sonar-40,binclass,native_histgb,iid_mean16,3.6149893718620943e-13,3.614949630271185e-13,3.9741590909459395e-18,3.629188522502588e-13,1.0943825283239633e-14,1.562729739221694e-14,0.9960875136266819,-0.07442584327762315,True
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,strength2_mean16,4.330458420100905e-05,4.31169191528887e-05,1.8766504812036428e-07,4.154830660985151e-05,1.3280744596335572e-06,1.8205594521307627e-06,1.0422707381951666,0.7793588455268894,True
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,iid_mean16,0.00015905292800161335,0.00015791257893652048,1.1403490650928953e-06,0.00016400327831193052,4.900205476441263e-06,6.837933960257646e-06,0.9698155405107103,-0.5884550787127635,True
openml_external,openml-pc4-1049,binclass,onehot_linear,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
openml_external,openml-pc4-1049,binclass,onehot_linear,iid_mean16,2.0584678981256734e-25,2.0584678981256734e-25,4.893380163770163e-43,1.9748422441817866e-25,6.733433371185863e-27,8.487151421418959e-27,1.0423454856661396,0.7718970403740048,False
openml_external,openml-pc4-1049,binclass,ordinal_forest,strength2_mean16,0.0,0.0,0.0,3.084500118166224e-33,0.0,0.0,0.0,,False
openml_external,openml-pc4-1049,binclass,ordinal_forest,iid_mean16,6.804715465102422e-08,6.782987052281443e-08,2.172841282097923e-10,6.418456257881533e-08,2.0351496376761142e-09,2.8018725208500394e-09,1.0601794561965865,1.1153910979524437,True
openml_external,openml-pc4-1049,binclass,native_histgb,strength2_mean16,0.0,0.0,0.0,0.0,0.0,0.0,,,False
openml_external,openml-pc4-1049,binclass,native_histgb,iid_mean16,3.009175481077621e-10,2.8978946418955846e-10,1.1128083918203599e-11,3.025618768633135e-10,9.470848092768311e-12,1.3494099715008436e-11,0.9945653141347538,-0.09974100958694997,True
