source_group,cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,mean_iid_equivalent_fits,median_iid_equivalent_fits,risk_reduction_vs_iid16,risk_reduction_vs_four_strength1,risk_reduction_vs_four_seed_blocks
compustat_korea,1,0.0001171675138022,0.000181611540229,0.0001505794012054,0.0001439642521085,24.80025861579338,24.80025861579338,0.35484543738542385,0.22188883164453577,0.18613466825156277
credit_card_default,1,7.048944334094666e-05,0.0001844791623838,0.000148035200244,0.000166800072703,41.87388150967145,41.87388150967145,0.617900241793722,0.5238332286864074,0.577401603016934
credit_card_fraud,3,7.044477256534819e-07,3.4310488921838538e-06,1.909389952991352e-06,3.0099731811927877e-06,370.63163461413086,174.0209632410093,0.7946844397180529,0.6310613635785312,0.7659621254916549
heloc,2,4.801296914127259e-05,0.0001852832868867,0.0001562421672386711,0.00015517910959385637,inf,inf,0.7408672420053066,0.6927015927273376,0.6905964387414332
kdd17_stock,4,0.0003878318611672,0.00075299852712955,0.0006142679888325,0.000621381573849725,30.288933067079075,24.68173747748514,0.48495004014732257,0.3686275889057359,0.3758555491685801
polish_bankruptcy,14,4.7017780215867594e-05,0.000304341632221571,0.00021612156148791083,0.0002171718398878252,inf,inf,0.8455098637913689,0.7824475267892342,0.7834996459939121
