panel,dataset,task,model,method,product_cells,score_bias,score_rmse,prediction_residual,max_absolute_score_error
subsample_repeat,credit_card_default,binclass,native_histgb,independent_pair_mean32,32,-1.309422392736792e-08,7.653385290497548e-07,1.308288339938886e-09,1.629096857191925e-06
subsample_repeat,credit_card_default,binclass,catboost_native,disjoint_pair_mean32,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
subsample_repeat,credit_card_default,binclass,catboost_native,independent_pair_mean32,32,4.667387572931947e-06,5.2317831509192346e-05,2.2185138708899137e-06,0.0001334858605700484
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,independent_pair_mean32,32,2.7405264824809095e-05,0.00025087950721532646,3.6442644142326786e-05,0.0008637104363005688
subsample_repeat,credit_card_fraud,binclass,onehot_linear,disjoint_pair_mean32,32,-6.505213034913027e-19,9.202008456273099e-19,0.0,0.0
subsample_repeat,credit_card_fraud,binclass,onehot_linear,independent_pair_mean32,32,-6.505213034913027e-19,9.202008456273099e-19,0.0,0.0
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,independent_pair_mean32,32,0.0,0.0,0.0,0.0
subsample_repeat,credit_card_fraud,binclass,native_histgb,disjoint_pair_mean32,32,2.168404344971009e-19,3.0673361520910326e-19,0.0,0.0
subsample_repeat,credit_card_fraud,binclass,native_histgb,independent_pair_mean32,32,-2.8967256588416715e-08,5.647197969958529e-06,6.66572522306184e-08,1.429141858105506e-05
subsample_repeat,credit_card_fraud,binclass,catboost_native,disjoint_pair_mean32,32,-1.0842021724855044e-19,1.5336680760455163e-19,0.0,0.0
subsample_repeat,credit_card_fraud,binclass,catboost_native,independent_pair_mean32,32,1.0857380779529836e-07,2.8956597879692268e-06,3.828119759497751e-08,7.997152511254315e-06
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,2.168404344971009e-19,3.0673361520910326e-19,1.0939685340427436e-67,0.0
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,independent_pair_mean32,32,4.991833335533588e-08,2.813573383866624e-05,9.5461412785956e-07,7.803054775967137e-05
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,disjoint_pair_mean32,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,independent_pair_mean32,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,disjoint_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,independent_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,native_histgb,disjoint_pair_mean32,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,native_histgb,independent_pair_mean32,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,catboost_native,disjoint_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,catboost_native,independent_pair_mean32,32,6.547192850703265e-06,0.00013888019339276334,4.601338072990158e-06,0.00031785886998547674
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,independent_pair_mean32,32,5.453637952868018e-05,0.00026297204168880875,4.636003333957057e-05,0.0008046284849192453
subsample_repeat,kdd17_stock_return,regression,onehot_linear,disjoint_pair_mean32,64,0.0,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_linear,independent_pair_mean32,64,0.0,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,disjoint_pair_mean32,64,3.726139160681319e-05,0.00019853323822203423,3.881267383642033e-05,0.0005475770133008262
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,independent_pair_mean32,64,5.320607440501002e-05,0.00024810083538428845,5.849035227727924e-05,0.0007496600503367756
subsample_repeat,kdd17_stock_return,regression,native_histgb,disjoint_pair_mean32,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,native_histgb,independent_pair_mean32,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,disjoint_pair_mean32,64,0.0,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,independent_pair_mean32,64,0.0,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,disjoint_pair_mean32,64,0.00019526287048193813,0.0010309698175558475,0.00021071895023493255,0.003602691022148663
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,independent_pair_mean32,64,0.0002947250136393076,0.0012307477714968303,0.0003163602408266621,0.004118665916718667
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,disjoint_pair_mean32,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,independent_pair_mean32,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,disjoint_pair_mean32,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,independent_pair_mean32,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,disjoint_pair_mean32,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,independent_pair_mean32,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,disjoint_pair_mean32,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,independent_pair_mean32,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,0.0,0.0,3.6031892247768564e-60,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,independent_pair_mean32,32,-9.040071548102602e-06,0.00030003005394555463,6.3690169466347595e-06,0.0009781949579159566
openml_external,openml-breast-w-15,binclass,onehot_linear,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_linear,independent_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,disjoint_pair_mean32,32,2.0816681711721685e-17,2.9446427060073916e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,independent_pair_mean32,32,2.0816681711721685e-17,2.9446427060073916e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,native_histgb,disjoint_pair_mean32,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,native_histgb,independent_pair_mean32,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,independent_pair_mean32,32,-0.00012492190677831916,0.004257648212089696,0.00010863812412390993,0.01196834661616264
openml_external,openml-sonar-40,binclass,onehot_linear,disjoint_pair_mean32,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_linear,independent_pair_mean32,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-sonar-40,binclass,ordinal_forest,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,ordinal_forest,independent_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,native_histgb,disjoint_pair_mean32,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-sonar-40,binclass,native_histgb,independent_pair_mean32,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,independent_pair_mean32,32,0.0005720033275311565,0.006742515071252923,0.0004890741000406931,0.019981896194778248
openml_external,openml-pc4-1049,binclass,onehot_linear,disjoint_pair_mean32,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_linear,independent_pair_mean32,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,ordinal_forest,disjoint_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,ordinal_forest,independent_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,native_histgb,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-pc4-1049,binclass,native_histgb,independent_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_adam_mlp,independent_pair_mean32,32,4.623017621083192e-05,0.0003134615670853223,5.2733974905470525e-05,0.0008114981860100068
openml_external,openml-kc1-1067,binclass,onehot_linear,disjoint_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_linear,independent_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,ordinal_forest,disjoint_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,ordinal_forest,independent_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,native_histgb,disjoint_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,native_histgb,independent_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,-8.326672684688674e-17,1.1778570824029567e-16,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_adam_mlp,independent_pair_mean32,32,7.466608244813266e-05,0.00034092798876103115,5.905837516230406e-05,0.0009698235647896958
openml_external,openml-blood-transfusion-1464,binclass,onehot_linear,disjoint_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_linear,independent_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,ordinal_forest,disjoint_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,ordinal_forest,independent_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,native_histgb,disjoint_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,native_histgb,independent_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_adam_mlp,independent_pair_mean32,32,0.0001014141554555037,0.0032342811058377924,8.548660523344939e-05,0.008959225164087703
openml_external,openml-ilpd-1480,binclass,onehot_linear,disjoint_pair_mean32,64,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,onehot_linear,independent_pair_mean32,64,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,ordinal_forest,disjoint_pair_mean32,64,-1.833108330129285e-07,0.00012706840537842585,2.917718044085859e-06,0.00035153435016621604
openml_external,openml-ilpd-1480,binclass,ordinal_forest,independent_pair_mean32,64,-1.0225406204544818e-06,0.00015313860335134318,4.175887960503252e-06,0.00035153435016621604
openml_external,openml-ilpd-1480,binclass,native_histgb,disjoint_pair_mean32,64,-1.6653345369377348e-16,2.3557141648059133e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,native_histgb,independent_pair_mean32,64,-1.6653345369377348e-16,2.3557141648059133e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,onehot_adam_mlp,disjoint_pair_mean32,64,-9.022258380020354e-05,0.0036041546459421323,0.00011401704800993972,0.012534984101855884
openml_external,openml-ilpd-1480,binclass,onehot_adam_mlp,independent_pair_mean32,64,6.482306109328873e-05,0.004596507568410494,0.0001813122127135123,0.014382228834360689
openml_external,openml-wdbc-1510,binclass,onehot_linear,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_linear,independent_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-wdbc-1510,binclass,ordinal_forest,disjoint_pair_mean32,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,ordinal_forest,independent_pair_mean32,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,native_histgb,disjoint_pair_mean32,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,native_histgb,independent_pair_mean32,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_adam_mlp,independent_pair_mean32,32,0.00011307997369862377,0.0049538513491993496,0.00021430775478144867,0.01869251776322846
openml_external,openml-mammography-310,binclass,onehot_linear,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_linear,independent_pair_mean32,32,0.0,0.0,0.0,0.0
openml_external,openml-mammography-310,binclass,ordinal_forest,disjoint_pair_mean32,32,-3.469446951953614e-18,4.907737843345652e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,ordinal_forest,independent_pair_mean32,32,-3.469446951953614e-18,4.907737843345652e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,native_histgb,disjoint_pair_mean32,32,3.469446951953614e-18,4.907737843345652e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,native_histgb,independent_pair_mean32,32,3.469446951953614e-18,4.907737843345652e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,1.0408340855860843e-17,1.4723213530036958e-17,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_adam_mlp,independent_pair_mean32,32,1.7360011744863013e-05,0.00015705387320422826,8.586727112558755e-06,0.0004490563756312932
openml_taskbalanced,openml-credit-g-31,binclass,onehot_linear,disjoint_pair_mean32,128,-1.466399224270276e-11,4.2226215096702993e-10,6.564318696084013e-17,1.2566525597890177e-09
openml_taskbalanced,openml-credit-g-31,binclass,onehot_linear,independent_pair_mean32,128,-2.5616175847176237e-12,4.5245379713802327e-10,7.681963265375666e-17,1.2566525597890177e-09
openml_taskbalanced,openml-credit-g-31,binclass,ordinal_forest,disjoint_pair_mean32,128,2.183986942611016e-05,0.0005276340517391556,2.8300499851654374e-05,0.002022942786119253
openml_taskbalanced,openml-credit-g-31,binclass,ordinal_forest,independent_pair_mean32,128,-1.048692513117011e-05,0.0005772637971793105,3.339591700224894e-05,0.0020989558783124362
openml_taskbalanced,openml-credit-g-31,binclass,onehot_adam_mlp,disjoint_pair_mean32,128,0.00047264685658465755,0.0013773910474616932,0.00043635153824306283,0.004678920313842705
openml_taskbalanced,openml-credit-g-31,binclass,onehot_adam_mlp,independent_pair_mean32,128,0.0006187450981018916,0.0015372295294514508,0.0005434030855381849,0.005240449681371384
openml_taskbalanced,openml-spambase-44,binclass,onehot_linear,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_linear,independent_pair_mean32,32,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,ordinal_forest,disjoint_pair_mean32,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,ordinal_forest,independent_pair_mean32,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,0.0,0.0,2.2191743756680162e-41,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_adam_mlp,independent_pair_mean32,32,4.419782813099016e-05,0.0008565971969937556,6.318594642004102e-05,0.0022924985782999813
openml_taskbalanced,openml-banknote-1462,binclass,onehot_linear,disjoint_pair_mean32,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_linear,independent_pair_mean32,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,ordinal_forest,disjoint_pair_mean32,32,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,ordinal_forest,independent_pair_mean32,32,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_adam_mlp,independent_pair_mean32,32,8.68542353396548e-05,0.004070830468961252,0.00012047095423838586,0.010035935870760612
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_linear,disjoint_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_linear,independent_pair_mean32,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,ordinal_forest,disjoint_pair_mean32,32,-2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,ordinal_forest,independent_pair_mean32,32,-2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_adam_mlp,disjoint_pair_mean32,32,8.326672684688674e-17,1.1778570824029567e-16,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_adam_mlp,independent_pair_mean32,32,0.00022581023846457438,0.0019882499989223898,0.00022643642695051352,0.007092015361871373
openml_taskbalanced,openml-abalone-183,regression,onehot_linear,disjoint_pair_mean32,64,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,onehot_linear,independent_pair_mean32,64,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,ordinal_forest,disjoint_pair_mean32,64,2.9534977923906247e-05,0.0003260543966817654,3.268297117414451e-05,0.0010090949356696965
openml_taskbalanced,openml-abalone-183,regression,ordinal_forest,independent_pair_mean32,64,3.751397579915272e-05,0.00038395329251334035,4.906195780003953e-05,0.0011598339822064818
openml_taskbalanced,openml-abalone-183,regression,onehot_adam_mlp,disjoint_pair_mean32,64,0.00013124733668085087,0.0006639950151563289,0.00012822255219232918,0.0024261187847738896
openml_taskbalanced,openml-abalone-183,regression,onehot_adam_mlp,independent_pair_mean32,64,0.00019990174421247175,0.0008246405799302238,0.00019827537092828064,0.00323912224856876
openml_taskbalanced,openml-kin8nm-189,regression,onehot_linear,disjoint_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_linear,independent_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,ordinal_forest,disjoint_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,ordinal_forest,independent_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_adam_mlp,disjoint_pair_mean32,16,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_adam_mlp,independent_pair_mean32,16,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_linear,disjoint_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_linear,independent_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,ordinal_forest,disjoint_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,ordinal_forest,independent_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_adam_mlp,disjoint_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_adam_mlp,independent_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_linear,disjoint_pair_mean32,16,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_linear,independent_pair_mean32,16,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,ordinal_forest,disjoint_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,ordinal_forest,independent_pair_mean32,16,0.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_adam_mlp,disjoint_pair_mean32,16,-2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_adam_mlp,independent_pair_mean32,16,-2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0
