panel,dataset,model,method,alpha,actual_score_rmse,first_order_correlation,first_relative_approximation_rmse,second_relative_approximation_rmse,observed_bias,quadratic_bias_term,quadratic_to_observed_bias_ratio,global_mse_bound,actual_score_mse,actual_to_global_bound_ratio,bound_violated,nondegenerate
confirmation,kdd17_stock_direction,native_histgb,two_disjoint_pairs64,1e-06,5.094430202931774e-10,0.9999999999966614,3.2703792549909426e-06,7.560175406559513e-10,-3.222641177893549e-12,1.0208384177084306e-15,-0.0003167707359761637,0.0020028207243303815,2.5953219092543476e-19,1.295833360283438e-16,False,True
confirmation,kdd17_stock_direction,native_histgb,two_disjoint_pairs64,0.0001,5.093670780208803e-10,0.9999999999966603,3.27142608549843e-06,1.2609922204003506e-09,-3.222160718561658e-12,1.020632348671438e-15,-0.00031675401626987703,2.0024241850812517e-07,2.594548201715296e-19,1.2957035882035243e-12,False,True
confirmation,kdd17_stock_direction,native_histgb,two_disjoint_pairs64,0.01,5.018001280636399e-10,0.9999999999966961,3.253953050194889e-06,8.260924286798921e-10,-3.1743003350631414e-12,1.0001364802688402e-15,-0.00031507304750637153,1.962968517845968e-11,2.5180336852468545e-19,1.2827682473532373e-08,False,True
confirmation,kdd17_stock_direction,catboost_native,disjoint_pair32,1e-06,0.00011209051134392306,0.9986150440447948,0.11218978735506416,6.013276526688882e-05,1.3334421212313314e-05,1.1126663753306677e-05,0.8344316994450466,21941606.65814604,1.2564282733342143e-08,5.726236427940672e-16,False,True
confirmation,kdd17_stock_direction,catboost_native,disjoint_pair32,0.0001,0.00011208035297926527,0.9986153570584864,0.11217727269404372,6.011924852071985e-05,1.3332001021464752e-05,1.112441474212946e-05,0.8344144831836542,2193.7262430733426,1.2562005523956696e-08,5.726332336872497e-12,False,True
confirmation,kdd17_stock_direction,catboost_native,disjoint_pair32,0.01,0.00011106398256856766,0.9986464367053635,0.11092728740704538,5.877898835555767e-05,1.3091160320889438e-05,1.0900741612767111e-05,0.8326795597616281,0.2150501169565084,1.2335208223991101e-08,5.735969084120873e-08,False,True
confirmation,kdd17_stock_direction,catboost_native,independent_pair32,1e-06,0.00012129139759862525,0.999346344776524,0.11697099221669216,6.082766835857647e-05,1.0377025227483753e-05,1.3497058688210433e-05,1.3006674256185877,26602262.685668778,1.4711603131427795e-08,5.53020745086968e-16,False,True
confirmation,kdd17_stock_direction,catboost_native,independent_pair32,0.0001,0.00012128045283993058,0.9993464925954224,0.1169578932836529,6.0813872107203736e-05,1.0374447249593439e-05,1.3494329561247871e-05,1.300727570018412,2659.6995693119093,1.4708948241058625e-08,5.53030440384061e-12,False,True
confirmation,kdd17_stock_direction,catboost_native,independent_pair32,0.01,0.00012018543465542664,0.9993611700587949,0.11564952849340368,5.9446141897095155e-05,1.0118306469749037e-05,1.3222908943308085e-05,1.306830247022163,0.2607292980405754,1.4444538703313826e-08,5.5400520048444766e-08,False,True
confirmation,kdd17_stock_direction,catboost_native,mutually_disjoint_pack64,1e-06,6.0701395464835745e-05,0.9992927292698487,0.07124535570567608,2.545957502761209e-05,3.860682411057512e-06,3.6759758600133875e-06,0.9521570200866303,7244030.173469808,3.684659411378381e-09,5.086477172434901e-16,False,True
confirmation,kdd17_stock_direction,catboost_native,mutually_disjoint_pack64,0.0001,6.0696006020515164e-05,0.999292890450541,0.07123727299615405,2.5453420777212198e-05,3.859919257028308e-06,3.6752325370316068e-06,0.9521526986191705,724.2595925060031,3.684005146842413e-09,5.086581089102908e-12,False,True
confirmation,kdd17_stock_direction,catboost_native,mutually_disjoint_pack64,0.01,6.01566705038578e-05,0.9993088929064933,0.07043009813157992,2.4844172106721074e-05,3.7840129332294433e-06,3.601306647257353e-06,0.9517162628151589,0.07099888172787013,3.6188250061097145e-09,5.0970169079285225e-08,False,True
confirmation,kdd17_stock_direction,catboost_native,two_disjoint_pairs64,1e-06,8.050904471281197e-05,0.9992915988994379,0.07901145372451314,3.4303001695310254e-05,4.337781083073353e-06,5.5951399853268265e-06,1.2898622309825336,11029006.744997894,6.481706280569558e-09,5.87696284029319e-16,False,True
confirmation,kdd17_stock_direction,catboost_native,two_disjoint_pairs64,0.0001,8.050186089480266e-05,0.9992917596607741,0.07900252689680537,3.429535803033867e-05,4.336823362796197e-06,5.594008807805473e-06,1.2898862461852025,1102.682310757416,6.480549607526158e-09,5.877077689833226e-12,False,True
confirmation,kdd17_stock_direction,catboost_native,two_disjoint_pairs64,0.01,7.978295676896247e-05,0.9993077209135803,0.07811105103336899,3.3537200306168334e-05,4.241622846484151e-06,5.481509078838364e-06,1.2923141159006972,0.10809551129863898,6.365320190798134e-09,5.8886073198844097e-08,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,disjoint_pair32,1e-06,0.0016459532122304911,0.9973186103337136,0.21666815211146348,0.003251023082424056,0.00013819859046599396,0.00033586207091558496,2.430285792229041,600798479.5151855,2.7091619768518724e-06,4.509269029838477e-15,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,disjoint_pair32,0.0001,0.0016455853521255444,0.9973187260245642,0.21666710697531152,0.003250083168898631,0.00013816652821339043,0.00033578611037372733,2.430299977250095,60067.95271857213,2.7079511511301522e-06,4.508146238672944e-11,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,disjoint_pair32,0.01,0.0016090909530560725,0.9973301211808511,0.21656429075952996,0.0031575801016207514,0.00013498996699314738,0.0003282530672687745,2.4316849213352123,5.888437674597795,2.5891736952068998e-06,4.397046955895226e-07,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,independent_pair32,1e-06,0.001789538104727692,0.9968887619036334,0.23055770938626619,0.0034747424302552427,0.0003033641080051547,0.00038735160332869817,1.2768537645268054,693836079.3979286,3.20244662827238e-06,4.615566591825667e-15,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,independent_pair32,0.0001,0.0017891382128993089,0.9968888709757727,0.23055665408580978,0.0034737315612822298,0.00030329382305942275,0.0003872641202867245,1.276861217878644,69369.87065171293,3.201015544856533e-06,4.6144176351833676e-11,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,independent_pair32,0.01,0.001749467184932272,0.996899608717359,0.2304527864618924,0.003374283385448596,0.00029632629056269594,0.00037858812987111073,1.2776056054702647,6.80030101477433,3.060635431154848e-06,4.500735224080983e-07,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,mutually_disjoint_pack64,1e-06,0.0009357788197198374,0.9991453823323461,0.12583667341498034,0.0010713264385353556,0.00012908185142754242,0.00011127496931131815,0.862049684604812,199304398.10768276,8.75681999436252e-07,4.3936912970838064e-15,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,mutually_disjoint_pack64,0.0001,0.0009355711354836177,0.9991454238628539,0.12583588899913714,0.0010710119756829613,0.00012905259167022616,0.00011124984039193636,0.8620504164396638,19926.493775078154,8.752933495501056e-07,4.3926109602123043e-11,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,mutually_disjoint_pack64,0.01,0.0009149671272370922,0.9991495209368132,0.1257581808321034,0.0010400804408079837,0.00012615070754885675,0.00010875771500884308,0.8621252874600204,1.9533863126240718,8.371648439244972e-07,4.2857106068276685e-07,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,two_disjoint_pairs64,1e-06,0.0011685266000638487,0.998335352424946,0.1565844855890479,0.001710013403587749,0.0001590026994671725,0.00016998331329776736,1.0690592918698334,304401677.7544083,1.365454415056778e-06,4.485699373044943e-15,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,two_disjoint_pairs64,0.0001,0.0011682666042289718,0.9983354160435269,0.15658357567614586,0.0017095140425892592,0.00015896711731963508,0.0001699449238805354,1.0690570902083305,30434.14091453883,1.364846858556693e-06,4.484591375157515e-11,False,True
confirmation,kdd17_stock_direction,onehot_adam_mlp,two_disjoint_pairs64,0.01,0.0011424728917676806,0.9983416871182672,0.15649363646907127,0.0016603834457427442,0.00015543832737491576,0.00016613769305916717,1.068833510144796,2.9834468105615946,1.3052443084240063e-06,4.374954176502685e-07,False,True
menu_repeat,compustat_kor_direction,onehot_linear,disjoint_pair32,1e-06,3.806544261953798e-09,0.9999999999953182,5.516211042258617e-06,2.8768775262533155e-10,8.474915327574945e-11,1.7472891753478314e-14,0.0002061718740319037,0.030983812268825715,1.4489779218213382e-17,4.676564359638932e-16,False,True
menu_repeat,compustat_kor_direction,onehot_linear,disjoint_pair32,0.0001,3.806183576702773e-09,0.9999999999953184,5.515518536348705e-06,1.98077392692934e-10,8.474357448463112e-11,1.7468710603563328e-14,0.000206136107779256,3.097767777151236e-06,1.4487033419561913e-17,4.6766040780772965e-12,False,True
menu_repeat,compustat_kor_direction,onehot_linear,disjoint_pair32,0.01,3.7702114039302134e-09,0.999999999995456,5.435773231773056e-06,1.557265976685456e-10,8.417865320184577e-11,1.7054928684240036e-14,0.00020260396235308352,3.0367295139182155e-10,1.4214494030325432e-17,4.680856153034463e-08,False,True
menu_repeat,compustat_kor_direction,onehot_linear,independent_pair32,1e-06,4.08716870692126e-09,0.9999999999963561,5.565386806148531e-06,2.809764474838613e-10,-1.1884529837987308e-10,1.9895155453203396e-14,-0.00016740380750790155,0.035331398163445035,1.6704948038836404e-17,4.728074434404881e-16,False,True
menu_repeat,compustat_kor_direction,onehot_linear,independent_pair32,0.0001,4.086741718822439e-09,0.9999999999963577,5.56472795841948e-06,1.984629780258659e-10,-1.1883663451002187e-10,1.9890405425213775e-14,-0.00016737604112758978,3.532440288586823e-06,1.670145787636378e-17,4.7280227015656964e-12,False,True
menu_repeat,compustat_kor_direction,onehot_linear,independent_pair32,0.01,4.044234281062e-09,0.9999999999964575,5.489831700918377e-06,1.5527629061250638e-10,-1.1796563113408923e-10,1.9420294214906756e-14,-0.00016462671396919062,3.462837259662236e-10,1.6355830920117072e-17,4.723245620186152e-08,False,True
menu_repeat,compustat_kor_direction,onehot_linear,mutually_disjoint_pack64,1e-06,2.1375241461587457e-09,0.999999999998201,3.0887108544961453e-06,5.083950659658879e-10,-1.9185752875141195e-11,5.207528754842119e-15,-0.0002714268649623579,0.009259384193674336,4.569009475411674e-18,4.934463653136944e-16,False,True
menu_repeat,compustat_kor_direction,onehot_linear,mutually_disjoint_pack64,0.0001,2.137302666150864e-09,0.999999999998201,3.088474630779175e-06,3.5282231727261396e-10,-1.918317992309012e-11,5.206291727476217e-15,-0.0002713987852039894,9.257550924514615e-07,4.5680626867355915e-18,4.9344181025664745e-12,False,True
menu_repeat,compustat_kor_direction,onehot_linear,mutually_disjoint_pack64,0.01,2.115238216092181e-09,0.9999999999982486,3.0470602391057617e-06,2.4869353938038516e-10,-1.892637276349575e-11,5.083840470600394e-15,-0.0002686114520794948,9.075140598494361e-11,4.4742327108168315e-18,4.930207595416365e-08,False,True
menu_repeat,compustat_kor_direction,onehot_linear,two_disjoint_pairs64,1e-06,2.6938450332387282e-09,0.9999999999977383,3.784892662789434e-06,4.205245447225856e-10,-2.0140435876242304e-11,8.43349910173024e-15,-0.0004187346864562356,0.014973042476191039,7.256801063104966e-18,4.84657749060965e-16,False,True
menu_repeat,compustat_kor_direction,onehot_linear,two_disjoint_pairs64,0.0001,2.6935709527522927e-09,0.9999999999977385,3.7845035325444245e-06,3.0424622117402884e-10,-2.0136885410873557e-11,8.431488793328252e-15,-0.0004187086841530815,1.4970077957563587e-06,7.255324477510894e-18,4.846550898450842e-12,False,True
menu_repeat,compustat_kor_direction,onehot_linear,two_disjoint_pairs64,0.01,2.6662586711081184e-09,0.9999999999978043,3.732256368361886e-06,2.203956285222522e-10,-1.9785385430908278e-11,8.232514144064784e-15,-0.0004160906631216867,1.4675108281092155e-10,7.108935301259229e-18,4.84421318404757e-08,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,disjoint_pair32,1e-06,0.00019490472139502093,0.9980759722523931,0.25410370095578816,0.00023643740119506527,4.0900181243914995e-05,4.8086155761866025e-05,1.1756954199077085,83455312.8397217,3.798785042207073e-08,4.551879218885378e-16,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,disjoint_pair32,0.0001,0.00019487864451455476,0.9980764080912987,0.25407665943616653,0.00023629713629749917,4.088951320542867e-05,4.807461194202788e-05,1.1757198404515437,8343.878948920245,3.7977686087830206e-08,4.551562447193074e-12,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,disjoint_pair32,0.01,0.00019229095354976854,0.9981195965180836,0.2513774502855586,0.00022301095798073835,3.98348992734778e-05,4.693290113422101e-05,1.1781855104493533,0.8179471570356089,3.697581081707925e-08,4.5205623002696645e-08,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,independent_pair32,1e-06,0.0002132155807269216,0.9985845327648294,0.275212955308278,0.00028651736052918644,5.124899754706509e-05,5.7620033885337984e-05,1.1243153357765092,99920686.66693117,4.5460883864718424e-08,4.549696902729927e-16,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,independent_pair32,0.0001,0.00021318678987522038,0.9985848582222135,0.27518395449352395,0.000286343533643228,5.12363101519118e-05,5.760619247348773e-05,1.1243235959554798,9990.090333051145,4.5448607377301366e-08,4.5493690109026854e-12,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,independent_pair32,0.01,0.00021032979788338584,0.9986170801053539,0.27228911153232904,0.0002698975618949746,4.9981369485858896e-05,5.62372527003744e-05,1.1251643017962016,0.979324608670831,4.423862387766594e-08,4.517258474461082e-08,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,mutually_disjoint_pack64,1e-06,0.0001069716435692049,0.9987182762394662,0.15097607822659065,8.389836055566967e-05,1.7573354053561625e-05,1.5240099920570451e-05,0.8672277286464681,26467495.328522425,1.1442932527897017e-08,4.323390780224549e-16,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,mutually_disjoint_pack64,0.0001,0.00010695794065824018,0.9987185722108438,0.15095917773458017,8.38446189379412e-05,1.756939157508534e-05,1.5236443887844987e-05,0.8672152261351702,2646.225501861526,1.144000106985163e-08,4.32313915114339e-12,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,mutually_disjoint_pack64,0.01,0.00010559707803688103,0.9987478915269774,0.14927396831105724,7.876098276449893e-05,1.7177382245488522e-05,1.4874845391801153e-05,0.8659553114216744,0.25940844053147005,1.1150742889927141e-08,4.2985273983690565e-08,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,two_disjoint_pairs64,1e-06,0.00013953094581944112,0.9990486463705399,0.18008522776019245,0.0001239724339522263,2.1761059463151742e-05,2.4395363300355253e-05,1.1210558631882885,42352772.290343106,1.9468884841267813e-08,4.596838362268656e-16,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,two_disjoint_pairs64,0.0001,0.00013951314883342434,0.9990488666626121,0.18006494482139979,0.00012389217740022224,2.1755673223983923e-05,2.4389505570351825e-05,1.1210641619430242,4234.438684814413,1.946391869741721e-08,4.5965758737324296e-12,False,True
menu_repeat,compustat_kor_direction,ordinal_forest,two_disjoint_pairs64,0.01,0.00013774542521589157,0.9990706860639084,0.1780429449214266,0.00011630595967022586,2.1223066842000024e-05,2.381017466426234e-05,1.1219007526820997,0.4151003514179408,1.897380216790678e-08,4.5708952312601493e-08,False,True
menu_repeat,compustat_kor_direction,native_histgb,disjoint_pair32,1e-06,0.0001321904871103929,0.9996960977993858,0.05153599130711534,2.9127358980623586e-05,-2.073604045782878e-06,5.9768797841879454e-06,-2.882363099330956,11834590.984423704,1.7474324882482953e-08,1.4765465832728886e-15,False,True
menu_repeat,compustat_kor_direction,native_histgb,disjoint_pair32,0.0001,0.00013217467489063468,0.9996961475132203,0.051531779129919374,2.9120332825999622e-05,-2.073759068456179e-06,5.975676606217761e-06,-2.881567438143325,1183.2247849056603,1.7470144682444973e-08,1.4764856944606585e-11,False,True
menu_repeat,compustat_kor_direction,native_histgb,disjoint_pair32,0.01,0.00013059676579424943,0.9997011076837857,0.05110975441972243,2.8423376100614908e-05,-2.088882993860951e-06,5.8560045699895465e-06,-2.80341435456167,0.11599105822033727,1.7055515235918037e-08,1.470416383607716e-07,False,True
menu_repeat,compustat_kor_direction,native_histgb,independent_pair32,1e-06,0.0001435817099833167,0.9998123648320139,0.0534989090275692,3.196200324910865e-05,-3.2171269297594805e-06,7.158360793942429e-06,-2.225078758231527,14172626.804403055,2.0615707441733267e-08,1.4546144286624776e-15,False,True
menu_repeat,compustat_kor_direction,native_histgb,independent_pair32,0.0001,0.00014356443980128886,0.999812395284074,0.053494571571240455,3.195415937122197e-05,-3.217314890381118e-06,7.156919675505495e-06,-2.224500839784973,1416.9820760395803,2.0610748375457893e-08,1.45455251156488e-11,False,True
menu_repeat,compustat_kor_direction,native_histgb,independent_pair32,0.01,0.00014184113894480244,0.9998154339320907,0.05305995839634023,3.117623897996111e-05,-3.235579931764029e-06,7.013581490516787e-06,-2.167642783806303,0.1389061931222018,2.0118908697158752e-08,1.4483809717151543e-07,False,True
menu_repeat,compustat_kor_direction,native_histgb,mutually_disjoint_pack64,1e-06,7.43559187884412e-05,0.9998454560575992,0.031132405661512742,1.1811105674651563e-05,1.698183191422216e-06,1.910473914935394e-06,1.1250104962677119,3782983.1712881695,5.528802658873264e-09,1.4614927977569126e-15,False,True
menu_repeat,compustat_kor_direction,native_histgb,mutually_disjoint_pack64,0.0001,7.434675250900026e-05,0.9998454802406617,0.031129974033422735,1.1808237985253652e-05,1.6978235266499227e-06,1.910089259087346e-06,1.1250222588541092,378.2234176948318,5.527439608634536e-09,1.4614218343017383e-11,False,True
menu_repeat,compustat_kor_direction,native_histgb,mutually_disjoint_pack64,0.01,7.34322786573753e-05,0.9998478944602366,0.030886251513613013,1.1523763055761853e-05,1.6620621351319395e-06,1.8718303048390533e-06,1.1262095834283967,0.03707709221594273,5.392299548814416e-09,1.45434801559109e-07,False,True
menu_repeat,compustat_kor_direction,native_histgb,two_disjoint_pairs64,1e-06,9.285391505761487e-05,0.9998408239802749,0.036673197128306786,1.5392600362024052e-05,3.6037076368257416e-06,2.9754287473371027e-06,0.8256576412946621,5891347.392619762,8.621849541526759e-09,1.4634766831654786e-15,False,True
menu_repeat,compustat_kor_direction,native_histgb,two_disjoint_pairs64,0.0001,9.284262844140708e-05,0.9998408494394204,0.03667027042668696,1.5388886365302707e-05,3.6029977089065508e-06,2.974829728554145e-06,0.8256540716638302,589.0180962410749,8.619753655909172e-09,1.4634106678415628e-11,False,True
menu_repeat,compustat_kor_direction,native_histgb,two_disjoint_pairs64,0.01,9.171648805551981e-05,0.9998433903687786,0.036376978233312124,1.5020453190231541e-05,3.5323776508741743e-06,2.915249469024723e-06,0.8252938267524347,0.05774121127743114,8.41191418123831e-09,1.456830224918785e-07,False,True
menu_repeat,compustat_kor_direction,catboost_native,disjoint_pair32,1e-06,0.00012105661590404417,0.9985129983315915,0.10947920756417161,9.650962153567921e-05,1.2056425640861398e-05,1.1511137175958681e-05,0.9547719630057987,22841342.785032857,1.4654704254139278e-08,6.415868100251094e-16,False,True
menu_repeat,compustat_kor_direction,catboost_native,disjoint_pair32,0.0001,0.00012104460182448776,0.9985133097898264,0.1094678702522784,9.647496252960609e-05,1.2054106530976208e-05,1.1508803614723018e-05,0.954762062633851,2283.682041850729,1.4651795630848785e-08,6.415864976971469e-12,False,True
menu_repeat,compustat_kor_direction,catboost_native,disjoint_pair32,0.01,0.00011984379808564337,0.9985442717706764,0.10833461822688374,9.307039810572813e-05,1.1823421750288991e-05,1.1276745972287304e-05,0.9537633191518077,0.22386844837278,1.4362535939592458e-08,6.415614189488789e-08,False,True
menu_repeat,compustat_kor_direction,catboost_native,independent_pair32,1e-06,0.0001291272757043943,0.9992582786018277,0.11433261163206646,0.00010395233259588848,1.677837314236389e-05,1.3913460159494637e-05,0.8292496561758061,27586992.894676644,1.667385333083866e-08,6.044099621331381e-16,False,True
menu_repeat,compustat_kor_direction,catboost_native,independent_pair32,0.0001,0.00012911450914505278,0.9992584360905593,0.11432072371300668,0.00010391628280070976,1.6775236019750206e-05,1.391063968887597e-05,0.8292366004566718,2758.1530935001947,1.667055647176792e-08,6.04410121796843e-12,False,True
menu_repeat,compustat_kor_direction,catboost_native,independent_pair32,0.01,0.00012783853333568255,0.9992740888407983,0.11313239785135573,0.0001003698827393241,1.6463143880523413e-05,1.3630160589613725e-05,0.8279196664094501,0.2703806581217719,1.6342690605418417e-08,6.04432680907897e-08,False,True
menu_repeat,compustat_kor_direction,catboost_native,mutually_disjoint_pack64,1e-06,6.623733358876746e-05,0.999271010263119,0.06734392022738298,3.6879632973893e-05,6.4792843236974596e-06,3.682582278778203e-06,0.5683625065363246,7304653.181743852,4.387384360949663e-09,6.006287022517139e-16,False,True
menu_repeat,compustat_kor_direction,catboost_native,mutually_disjoint_pack64,0.0001,6.623080654289429e-05,0.9992711633463981,0.06733690410754543,3.686701880836019e-05,6.478174680130764e-06,3.681835961471066e-06,0.568344656213677,730.3206930560599,4.386519735322289e-09,6.00629254658895e-12,False,True
menu_repeat,compustat_kor_direction,catboost_native,mutually_disjoint_pack64,0.01,6.557838382314476e-05,0.9992863815523084,0.0666356218695021,3.56257656746313e-05,6.3677232001450336e-06,3.6076187879909104e-06,0.5665476771836976,0.071593049020298,4.300524424855694e-09,6.006902183529595e-08,False,True
menu_repeat,compustat_kor_direction,catboost_native,two_disjoint_pairs64,1e-06,8.743935388185631e-05,0.9993939708038253,0.07552820555161419,4.419236972212293e-05,6.306705234003261e-06,5.864497571608825e-06,0.9298829347516946,11635070.96789168,7.645640607276502e-09,6.571202383187459e-16,False,True
menu_repeat,compustat_kor_direction,catboost_native,two_disjoint_pairs64,0.0001,8.743083472898776e-05,0.9993940993212009,0.07552024995186009,4.41778372974907e-05,6.305510661998626e-06,5.8633088340192004e-06,0.9298705764396784,1163.276733557186,7.644150861407573e-09,6.571223029650487e-12,False,True
menu_repeat,compustat_kor_direction,catboost_native,two_disjoint_pairs64,0.01,8.657912534728023e-05,0.9994068723535394,0.07472521752876328,4.2748854873186696e-05,6.18667646614101e-06,5.745096127657536e-06,0.9286239807592664,0.11403555862730969,7.495944945900062e-09,6.57333996179057e-08,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,disjoint_pair32,1e-06,0.00019038221836381936,0.9979430519254149,0.17542729070028956,0.0003165226216629733,2.4401786891576305e-05,3.106556758992942e-05,1.273085767364582,61172752.27481858,3.624538906912899e-08,5.925087186905796e-16,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,disjoint_pair32,0.0001,0.00019034691662320278,0.9979431292982374,0.17542363394730934,0.00031644259617638116,2.4396244141050724e-05,3.105916624688951e-05,1.2731126179634886,6116.064065731131,3.6231948667960514e-08,5.9240629722915185e-12,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,disjoint_pair32,0.01,0.0001868526707514509,0.9979512943715215,0.1750393046743418,0.0003084818666877227,2.384551924830054e-05,3.0422833708002067e-05,1.2758302048788597,0.5995553441555858,3.491392056695011e-08,5.823302370212863e-08,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,independent_pair32,1e-06,0.00020201524065884146,0.9972898433810229,0.19219577104267765,0.00037967248082661356,2.5671963781068975e-05,3.588904999212495e-05,1.3979861571240708,70681932.55493438,4.081015745844963e-08,5.773774992178057e-16,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,independent_pair32,0.0001,0.00020197892223401166,0.9972899819643583,0.1921906818204156,0.0003795756101556897,2.566640301044933e-05,3.588165516517076e-05,1.3980009255898689,7066.793821104849,4.0795485026812935e-08,5.772842120422132e-12,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,independent_pair32,0.01,0.00019838413934041932,0.9973044363534783,0.19166061705139634,0.0003699424894328508,2.5113813928215897e-05,3.514656363933107e-05,1.3994912815628997,0.6927550064802321,3.9356266741838904e-08,5.6811233948060886e-08,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,mutually_disjoint_pack64,1e-06,0.00011074223119954759,0.9993001872692177,0.10106562488424414,0.00010687350197710624,1.1131963254582944e-05,1.0405323407373359e-05,0.9347249150404415,20498955.766407505,1.2263841771054051e-08,5.982666585949378e-16,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,mutually_disjoint_pack64,0.0001,0.00011072182305552873,0.99930021891046,0.10106342232286754,0.00010684639718396883,1.1129747640303182e-05,1.0403180309501906e-05,0.9347184361871583,2049.489717001763,1.2259322100739815e-08,5.981646064891805e-12,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,mutually_disjoint_pack64,0.01,0.00010870112155081333,0.9993035208598383,0.10083294050660054,0.00010415091116988528,1.0909459433146839e-05,1.0190141191579372e-05,0.9340647219071258,0.2009106672876937,1.1815933826404694e-08,5.881187886099093e-08,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,two_disjoint_pairs64,1e-06,0.00013797378388842306,0.9986844550758629,0.12497235363832403,0.0001768189323506377,1.4364904550397614e-05,1.572033196301723e-05,1.0943568687048533,30980110.030353982,1.9036765040489268e-08,6.144834547662113e-16,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,two_disjoint_pairs64,0.0001,0.00013794851430077538,0.9986845154390779,0.12496948201202032,0.00017677285878083785,1.4361891746438834e-05,1.5717094329929595e-05,1.0943610081051331,3097.3976266070576,1.9029792597791225e-08,6.143800342042873e-12,False,True
menu_repeat,compustat_kor_direction,onehot_adam_mlp,two_disjoint_pairs64,0.01,0.00013544609130917962,0.998690802317818,0.12466993578354586,0.0001721924271932752,1.4062426123244294e-05,1.5395250775243413e-05,1.0947791398381852,0.3036366656805272,1.8345643650934622e-08,6.041972437622893e-08,False,True
subsample_repeat,compustat_kor_direction,onehot_linear,disjoint_pair32,1e-06,5.2210829444562215e-09,0.9999999999988038,2.7893541214979976e-06,1.6505708698201063e-10,2.0031365711878318e-10,1.2119816154305924e-14,6.0504192917405746e-05,0.02171492958029311,2.725970711289165e-17,1.2553440255054098e-15,False,True
subsample_repeat,compustat_kor_direction,onehot_linear,disjoint_pair32,0.0001,5.220284059119327e-09,0.9999999999988031,2.7890683732906776e-06,1.1628836716411201e-10,2.0028593194544335e-10,1.2117063012774884e-14,6.049882233403941e-05,2.171063023280083e-06,2.725136565789536e-17,1.2552084101512394e-11,False,True
subsample_repeat,compustat_kor_direction,onehot_linear,disjoint_pair32,0.01,5.140856824772255e-09,0.9999999999988216,2.7683756547013272e-06,1.6479200630594065e-10,1.9752407693921065e-10,1.1844051931657464e-14,5.9962573247728935e-05,2.128284504734349e-10,2.6428408892807467e-17,1.2417704885797794e-07,False,True
subsample_repeat,compustat_kor_direction,onehot_linear,independent_pair32,1e-06,5.725241367141624e-09,0.9999999999991724,2.8485483188555372e-06,1.535497841806893e-10,-1.716538056230488e-10,1.4548742926467338e-14,-8.475630862747274e-05,0.0260682157936664,3.277838871202969e-17,1.2574082158700564e-15,False,True
subsample_repeat,compustat_kor_direction,onehot_linear,independent_pair32,0.0001,5.724359752575265e-09,0.999999999999171,2.848264999096485e-06,1.1314634260677582e-10,-1.7162631230898173e-10,1.4545440162198422e-14,-8.475064205779835e-05,2.6063054537305457e-06,3.276829457690355e-17,1.2572699232164258e-11,False,True
subsample_repeat,compustat_kor_direction,onehot_linear,independent_pair32,0.01,5.63670857626897e-09,0.9999999999991842,2.8274876591953515e-06,1.6197578895759767e-10,-1.6888950966127485e-10,1.421791977746832e-14,-8.418474188233365e-05,2.554950939838495e-10,3.177248357378416e-17,1.243565309938694e-07,False,True
subsample_repeat,compustat_kor_direction,onehot_linear,mutually_disjoint_pack64,1e-06,2.8353597016530505e-09,0.9999999999994917,1.6834671001931258e-06,2.8550589687405486e-10,-1.8593118282672334e-11,3.818188513135827e-15,-0.00020535493052255515,0.006845890714243993,8.039264637758075e-18,1.1743197449867368e-15,False,True
