panel,dataset,task,model,method,mean_selection_score,exact_quotient_validation_loss,score_bias,mc_standard_error,standardized_bias,score_rmse
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,strength2_cross32,0.0514121204360658,0.0514121204360658,-2.0816681711721685e-17,6.508391736805589e-19,,2.9446427060073916e-17
confirmation,polish_bankruptcy_1year,binclass,native_histgb,strength2_cross32,0.0352425644265368,0.0352425644265368,-6.938893903907228e-18,2.1694639122685295e-19,,9.815475686691304e-18
confirmation,polish_bankruptcy_1year,binclass,catboost_native,strength2_cross32,0.0316833257261755,0.0316833257261755,6.938893903907228e-18,2.1694639122685295e-19,,9.815475686691304e-18
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,strength2_cross32,0.1307755539530389,0.1308477402773614,-7.218632432259842e-05,0.0001280090726392,-0.5639156884295508,0.004096926321968451
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,iid_cross32,0.0761144578055617,0.0761144578055985,-3.687328220536301e-14,8.22752778843001e-14,-0.4481696465032448,2.6330670903533637e-12
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,iid_cross32,0.0514105921097282,0.0514121204360658,-1.528326337603414e-06,5.014871013569416e-06,-0.3047588529132682,0.00016048314994079188
confirmation,polish_bankruptcy_1year,binclass,native_histgb,iid_cross32,0.0352442164298961,0.0352425644265368,1.6520033593245276e-06,1.988190720382241e-06,0.8309078914757836,6.364354729183479e-05
confirmation,polish_bankruptcy_1year,binclass,catboost_native,iid_cross32,0.0316873133153306,0.0316833257261755,3.987589155020344e-06,4.45595864973476e-06,0.8948891739059796,0.00014264642293142427
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,iid_cross32,0.1311052484556747,0.1308477402773614,0.0002575081783132,0.0004166951992277,0.6179773100110098,0.013336732615552307
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,iid_u32,0.0761144578055617,0.0761144578055985,-3.687328220536301e-14,8.227527634791146e-14,-0.4481696548722566,2.633067041193748e-12
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,iid_u32,0.051410402628827,0.0514121204360658,-1.717807238732494e-06,5.0006125844474646e-06,-0.3435193608229301,0.00016002882274989533
confirmation,polish_bankruptcy_1year,binclass,native_histgb,iid_u32,0.0352443815354018,0.0352425644265368,1.8171088649460156e-06,1.984987948968359e-06,0.9154256406898622,6.354560011486136e-05
confirmation,polish_bankruptcy_1year,binclass,catboost_native,iid_u32,0.0316870842056199,0.0316833257261755,3.7584794443240584e-06,4.460592021399924e-06,0.8425965491335133,0.00014278841863912882
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,iid_u32,0.131113801914577,0.1308477402773614,0.0002660616372155,0.0004155653260869,0.6402402234106189,0.01330075178350481
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,strength2_mean32,0.0761144578055985,0.0761144578055985,0.0,0.0,,0.0
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,strength2_mean32,0.0514121204360658,0.0514121204360658,-2.0816681711721685e-17,6.508391736805589e-19,,2.9446427060073916e-17
confirmation,polish_bankruptcy_1year,binclass,native_histgb,strength2_mean32,0.0352425644265368,0.0352425644265368,-6.938893903907228e-18,2.1694639122685295e-19,,9.815475686691304e-18
confirmation,polish_bankruptcy_1year,binclass,catboost_native,strength2_mean32,0.0316833257261755,0.0316833257261755,6.938893903907228e-18,2.1694639122685295e-19,,9.815475686691304e-18
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,strength2_mean32,0.1308604127852322,0.1308477402773614,1.267250787070906e-05,0.0001279071181932,0.0990758610601005,0.0040930473999420906
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,iid_mean32,0.0761144578055617,0.0761144578055985,-3.687328220536301e-14,8.2275275505947e-14,-0.4481696594586031,2.6330670142535277e-12
confirmation,polish_bankruptcy_1year,binclass,ordinal_forest,iid_mean32,0.0514217778715387,0.0514121204360658,9.657435472890108e-06,5.002484585088213e-06,1.9305277824698803,0.0001603705538200056
confirmation,polish_bankruptcy_1year,binclass,native_histgb,iid_mean32,0.0352475195885391,0.0352425644265368,4.955162002315272e-06,1.986864756038354e-06,2.4939603902358507,6.377247326760531e-05
confirmation,polish_bankruptcy_1year,binclass,catboost_native,iid_mean32,0.031697589197454,0.0316833257261755,1.426347127846811e-05,4.463371979729834e-06,3.195671645393865,0.0001435383453598919
confirmation,polish_bankruptcy_1year,binclass,onehot_adam_mlp,iid_mean32,0.1319317731237838,0.1308477402773614,0.0010840328464223,0.0004129022556704,2.6253982184285936,0.013257266629872528
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,strength2_cross32,0.0784567953262351,0.0784567953262351,0.0,0.0,,0.0
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,strength2_cross32,0.0623545300911369,0.0623545300911369,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_2year,binclass,native_histgb,strength2_cross32,0.0388709741793528,0.0388709741793528,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_2year,binclass,catboost_native,strength2_cross32,0.0443294730330005,0.0443294730330005,0.0,0.0,,0.0
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,strength2_cross32,0.1168710034181914,0.1168680846216043,2.9187965870508537e-06,7.403053364071542e-06,0.3942692891039177,0.00023691568809067613
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,iid_cross32,0.0784567953833944,0.0784567953262351,5.7159277311313865e-11,7.020235041771543e-11,0.8142074584569726,2.2472022755538902e-09
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,iid_cross32,0.0623525387529856,0.0623545300911369,-1.9913381512845496e-06,3.386656020912485e-06,-0.5879953969308086,0.00010839128640121924
confirmation,polish_bankruptcy_2year,binclass,native_histgb,iid_cross32,0.0388711422161125,0.0388709741793528,1.6803675966653445e-07,7.210724053239906e-07,0.2330372906047244,2.3074928818993092e-05
confirmation,polish_bankruptcy_2year,binclass,catboost_native,iid_cross32,0.0443317450126405,0.0443294730330005,2.271979640089405e-06,5.880605232491649e-06,0.3863513278422795,0.0001881930822891823
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,iid_cross32,0.1168806185304466,0.1168680846216043,1.253390884223271e-05,0.0001010585427987,0.1240262178250137,0.003233897659050123
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,iid_u32,0.0784567953833944,0.0784567953262351,5.715930506688949e-11,7.020235333815802e-11,0.8142078199509719,2.247202369683801e-09
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,iid_u32,0.0623524466268625,0.0623545300911369,-2.0834642743758347e-06,3.380334402671943e-06,-0.6163485697536275,0.00010819076371596321
confirmation,polish_bankruptcy_2year,binclass,native_histgb,iid_u32,0.0388711604035673,0.0388709741793528,1.862242145073134e-07,7.136885734219308e-07,0.2609320387664637,2.2838793584756012e-05
confirmation,polish_bankruptcy_2year,binclass,catboost_native,iid_u32,0.0443316151462196,0.0443294730330005,2.1421132191112857e-06,5.87586655165519e-06,0.3645612439084185,0.00018803993131112442
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,iid_u32,0.1168832537702976,0.1168680846216043,1.5169148693289223e-05,0.0001010617674853,0.1500977973246321,0.0032340121352058943
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,strength2_mean32,0.0784567953262351,0.0784567953262351,0.0,0.0,,0.0
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,strength2_mean32,0.0623545300911369,0.0623545300911369,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_2year,binclass,native_histgb,strength2_mean32,0.0388709741793528,0.0388709741793528,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_2year,binclass,catboost_native,strength2_mean32,0.0443294730330005,0.0443294730330005,0.0,0.0,,0.0
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,strength2_mean32,0.116877810725273,0.1168680846216043,9.726103668630803e-06,7.400816461807572e-06,1.3141933351303925,0.00023702576108340545
confirmation,polish_bankruptcy_2year,binclass,onehot_linear,iid_mean32,0.0784567953833959,0.0784567953262351,5.716077611239712e-11,7.020235348258314e-11,0.8142287726376357,2.247202411721554e-09
confirmation,polish_bankruptcy_2year,binclass,ordinal_forest,iid_mean32,0.0623632865586797,0.0623545300911369,8.756467542836432e-06,3.380600933331381e-06,2.590210354763008,0.00010853304334791472
confirmation,polish_bankruptcy_2year,binclass,native_histgb,iid_mean32,0.0388727522875647,0.0388709741793528,1.7781082118639713e-06,7.038858904351642e-07,2.526131346040605,2.2594422849209736e-05
confirmation,polish_bankruptcy_2year,binclass,catboost_native,iid_mean32,0.044347908776379,0.0443294730330005,1.8435743378543423e-05,5.868994333367505e-06,3.14120994694595,0.00018871050152723825
confirmation,polish_bankruptcy_2year,binclass,onehot_adam_mlp,iid_mean32,0.1169724831696489,0.1168680846216043,0.0001043985480445,0.0001013512792723,1.0300664066016143,0.003244920774134356
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,strength2_cross32,0.0931053611616514,0.0931053611616513,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,strength2_cross32,0.0773643638996538,0.0773643638996538,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_3year,binclass,native_histgb,strength2_cross32,0.0619808775284747,0.0619808775284747,-6.938893903907228e-18,2.1694639122685295e-19,,9.815475686691304e-18
confirmation,polish_bankruptcy_3year,binclass,catboost_native,strength2_cross32,0.0625833021346286,0.0625833021346286,-1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,strength2_cross32,0.1214793466209918,0.1214829386419431,-3.592020951348473e-06,9.393081118040382e-06,-0.3824113628114662,0.000300600057973986
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,iid_cross32,0.0931053611598422,0.0931053611616513,-1.809163929777924e-12,1.194805058867841e-11,-0.1514191722197954,3.82341899159135e-10
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,iid_cross32,0.0773690779643337,0.0773643638996538,4.714064679930963e-06,3.782465826499295e-06,1.2462940568834882,0.00012113067026946069
confirmation,polish_bankruptcy_3year,binclass,native_histgb,iid_cross32,0.0619823941689265,0.0619808775284747,1.516640451851292e-06,1.3596047553285758e-06,1.115500990936712,4.3533778737313374e-05
confirmation,polish_bankruptcy_3year,binclass,catboost_native,iid_cross32,0.0625861433142148,0.0625833021346286,2.841179586238196e-06,5.46341541015738e-06,0.5200372611161839,0.00017485237783925354
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_cross32,0.1215879461934675,0.1214829386419431,0.0001050075515243,8.381376202393276e-05,1.2528676554855,0.002684095231431267
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,iid_u32,0.0931053611598421,0.0931053611616513,-1.809177807565732e-12,1.1948051002168768e-11,-0.1514203284901726,3.823419124563454e-10
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,iid_u32,0.0773689758229874,0.0773643638996538,4.611923333591728e-06,3.780144409962476e-06,1.2200389279936288,0.00012105250678630978
confirmation,polish_bankruptcy_3year,binclass,native_histgb,iid_u32,0.0619825834503114,0.0619808775284747,1.7059218367296292e-06,1.3466843753223466e-06,1.2667569832918677,4.3127652236263285e-05
confirmation,polish_bankruptcy_3year,binclass,catboost_native,iid_u32,0.0625860549769111,0.0625833021346286,2.7528422825301435e-06,5.456781462441932e-06,0.5044809475104461,0.00017463870477009037
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_u32,0.1215856400002691,0.1214829386419431,0.000102701358326,8.371915984994932e-05,1.2267366097568466,0.0026809809474158753
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,strength2_mean32,0.0931053611616514,0.0931053611616513,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,strength2_mean32,0.0773643638996538,0.0773643638996538,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_3year,binclass,native_histgb,strength2_mean32,0.0619808775284747,0.0619808775284747,-6.938893903907228e-18,2.1694639122685295e-19,,9.815475686691304e-18
confirmation,polish_bankruptcy_3year,binclass,catboost_native,strength2_mean32,0.0625833021346286,0.0625833021346286,-1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,strength2_mean32,0.1214855839743998,0.1214829386419431,2.6453324567243808e-06,9.394429016693558e-06,0.2815852301426432,0.0003006333671612204
confirmation,polish_bankruptcy_3year,binclass,onehot_linear,iid_mean32,0.0931053611598427,0.0931053611616513,-1.8086643294168425e-12,1.1948050976935607e-11,-0.1513773529179168,3.823419092195456e-10
confirmation,polish_bankruptcy_3year,binclass,ordinal_forest,iid_mean32,0.0773815774756477,0.0773643638996538,1.721357599385187e-05,3.7798042728627264e-06,4.554091892386468,0.00012217247491900566
confirmation,polish_bankruptcy_3year,binclass,native_histgb,iid_mean32,0.061988884818678,0.0619808775284747,8.007290203330963e-06,1.3599438778602531e-06,5.887956358853352,4.424873765151107e-05
confirmation,polish_bankruptcy_3year,binclass,catboost_native,iid_mean32,0.0626059600636517,0.0625833021346286,2.2657929023076066e-05,5.4500307714235786e-06,4.157394696169336,0.0001758666688343922
confirmation,polish_bankruptcy_3year,binclass,onehot_adam_mlp,iid_mean32,0.1216700392336956,0.1214829386419431,0.0001871005917525,8.399773878906609e-05,2.2274479581212066,0.002694431597949842
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,strength2_cross32,0.104831955184969,0.104831955184969,-2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,strength2_cross32,0.0774749677131765,0.0774749677131764,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_4year,binclass,native_histgb,strength2_cross32,0.0486971726906966,0.0486971726906966,0.0,0.0,,0.0
confirmation,polish_bankruptcy_4year,binclass,catboost_native,strength2_cross32,0.0428611454949187,0.0428611454949186,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,strength2_cross32,0.1253088136121983,0.1253490235136635,-4.020990146519354e-05,0.0001096139438103,-0.3668319929695012,0.0035078766674566807
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,iid_cross32,0.1048319552074251,0.104831955184969,2.2456120296610038e-11,6.540341750583104e-11,0.3433478119795186,2.09302982952834e-09
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,iid_cross32,0.0774766071238695,0.0774749677131764,1.639410693116128e-06,4.103683054787909e-06,0.3994973956878493,0.00013132809079672867
confirmation,polish_bankruptcy_4year,binclass,native_histgb,iid_cross32,0.048697172551772,0.0486971726906966,-1.3892458711195488e-10,3.881330460879381e-10,-0.35793032443952,1.24210344086786e-08
confirmation,polish_bankruptcy_4year,binclass,catboost_native,iid_cross32,0.042857034565111,0.0428611454949186,-4.110929807663033e-06,4.372580690452312e-06,-0.940160993858706,0.00013998295869093616
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,iid_cross32,0.1254349291783141,0.1253490235136635,8.590566465060956e-05,0.000141593120502,0.6067078989856186,0.004531794152350348
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,iid_u32,0.1048319552074207,0.104831955184969,2.2451679404511534e-11,6.540351468446257e-11,0.3432794019224967,2.093032891424005e-09
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,iid_u32,0.0774765707717678,0.0774749677131764,1.6030585913984208e-06,4.096492764049117e-06,0.3913246486035292,0.0001310975699009558
confirmation,polish_bankruptcy_4year,binclass,native_histgb,iid_u32,0.0486971725501511,0.0486971726906966,-1.405454780334381e-10,3.8823556297949187e-10,-0.3620108290822967,1.242433297405083e-08
confirmation,polish_bankruptcy_4year,binclass,catboost_native,iid_u32,0.0428570562311269,0.0428611454949186,-4.089263791716424e-06,4.370094300028445e-06,-0.9357381124910296,0.00013990279357499168
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,iid_u32,0.1254352452038598,0.1253490235136635,8.622169019634196e-05,0.0001412453775336,0.610439022514491,0.0045206743982131835
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,strength2_mean32,0.104831955184969,0.104831955184969,-2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,strength2_mean32,0.0774749677131765,0.0774749677131764,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_4year,binclass,native_histgb,strength2_mean32,0.0486971726906966,0.0486971726906966,0.0,0.0,,0.0
confirmation,polish_bankruptcy_4year,binclass,catboost_native,strength2_mean32,0.0428611454949187,0.0428611454949186,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,strength2_mean32,0.1254219878821543,0.1253490235136635,7.296436849080212e-05,0.0001094459727585,0.6666701994761649,0.0035030310953511235
confirmation,polish_bankruptcy_4year,binclass,onehot_linear,iid_mean32,0.1048319552074885,0.104831955184969,2.2519472397952708e-11,6.540337862829523e-11,0.3443166525988947,2.0930292661826624e-09
confirmation,polish_bankruptcy_4year,binclass,ordinal_forest,iid_mean32,0.0774923982619015,0.0774749677131764,1.7430548725119732e-05,4.095602103326672e-06,4.25591849143785,0.00013221329576015872
confirmation,polish_bankruptcy_4year,binclass,native_histgb,iid_mean32,0.0486971728287036,0.0486971726906966,1.3800697390431438e-10,3.8784315028690475e-10,0.355831922781734,1.2411748086820973e-08
confirmation,polish_bankruptcy_4year,binclass,catboost_native,iid_mean32,0.042877722458921,0.0428611454949186,1.6576964002389116e-05,4.370390859555308e-06,3.79301635370797,0.00014083152910903125
confirmation,polish_bankruptcy_4year,binclass,onehot_adam_mlp,iid_mean32,0.12562969224959,0.1253490235136635,0.0002806687359265,0.0001403269150247,2.0001062225098867,0.004499224094619465
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,strength2_cross32,0.119508283846515,0.119508283846515,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,strength2_cross32,0.0935009508964045,0.0935009508964045,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_5year,binclass,native_histgb,strength2_cross32,0.0731258511757677,0.0731258511757677,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_5year,binclass,catboost_native,strength2_cross32,0.0647986091878063,0.0647986091878063,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,strength2_cross32,0.1248661585942715,0.1248935436481293,-2.7385053857797992e-05,5.432568197306873e-05,-0.504090383464929,0.0017386375057319842
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,iid_cross32,0.1195082838294342,0.119508283846515,-1.7080781233858033e-11,3.8551026180167256e-11,-0.4430694309933912,1.2337510816613514e-09
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,iid_cross32,0.093497599666698,0.0935009508964045,-3.351229706544112e-06,3.5049246156360944e-06,-0.9561488688212232,0.00011220764331946755
confirmation,polish_bankruptcy_5year,binclass,native_histgb,iid_cross32,0.0731246497300884,0.0731258511757677,-1.2014456792219796e-06,1.7744143987324603e-06,-0.6770941895423208,5.679397014782025e-05
confirmation,polish_bankruptcy_5year,binclass,catboost_native,iid_cross32,0.0648007362361567,0.0647986091878063,2.1270483504670645e-06,6.5704471916962895e-06,0.3237296166317601,0.00021026506905505666
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,iid_cross32,0.1249892791323821,0.1248935436481293,9.573548425281796e-05,0.000171670993547,0.5576683764377329,0.0054943059278647
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,iid_u32,0.1195082838294343,0.119508283846515,-1.7080711844918994e-11,3.8551026692760696e-11,-0.4430676251775804,1.2337510971021098e-09
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,iid_u32,0.093497549944942,0.0935009508964045,-3.400951462534385e-06,3.498792701295528e-06,-0.9720357142836972,0.00011201300837978019
confirmation,polish_bankruptcy_5year,binclass,native_histgb,iid_u32,0.0731248013508795,0.0731258511757677,-1.0498248882023775e-06,1.766174047298902e-06,-0.5944062476786629,5.652731902378288e-05
confirmation,polish_bankruptcy_5year,binclass,catboost_native,iid_u32,0.0648005623753499,0.0647986091878063,1.953187543646262e-06,6.557784805572994e-06,0.2978425797056327,0.00020985820330674134
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,iid_u32,0.1250576482637639,0.1248935436481293,0.0001641046156346,0.0001680878339384,0.9763027566574792,0.005381313475445394
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,strength2_mean32,0.119508283846515,0.119508283846515,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,strength2_mean32,0.0935009508964045,0.0935009508964045,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_5year,binclass,native_histgb,strength2_mean32,0.0731258511757677,0.0731258511757677,2.775557561562892e-17,8.677855649074118e-19,,3.9261902746765224e-17
confirmation,polish_bankruptcy_5year,binclass,catboost_native,strength2_mean32,0.0647986091878063,0.0647986091878063,1.3877787807814457e-17,4.338927824537059e-19,,1.963095137338261e-17
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,strength2_mean32,0.1249972013041005,0.1248935436481293,0.0001036576559712,5.406708001654664e-05,1.9172046269098584,0.001733248981119988
confirmation,polish_bankruptcy_5year,binclass,onehot_linear,iid_mean32,0.1195082838294355,0.119508283846515,-1.70794767218041e-11,3.8551027095532656e-11,-0.4430355818920137,1.2337510928904887e-09
confirmation,polish_bankruptcy_5year,binclass,ordinal_forest,iid_mean32,0.0935118697878464,0.0935009508964045,1.0918891441835664e-05,3.498661253468588e-06,3.1208770014560936,0.000112488345576053
confirmation,polish_bankruptcy_5year,binclass,native_histgb,iid_mean32,0.0731326950118893,0.0731258511757677,6.843836121636637e-06,1.7740389380869057e-06,3.857771086477345,5.718028844279031e-05
confirmation,polish_bankruptcy_5year,binclass,catboost_native,iid_mean32,0.0648240117465165,0.0647986091878063,2.54025587102108e-05,6.542657812977506e-06,3.8826054237200456,0.0002109004840130209
confirmation,polish_bankruptcy_5year,binclass,onehot_adam_mlp,iid_mean32,0.1258727319873001,0.1248935436481293,0.0009791883391708,0.0001728748096429,5.664147027511556,0.005617985974355457
menu_repeat,compustat_kor_direction,binclass,onehot_linear,strength2_cross32,0.5008093118032106,0.5008093117198901,8.332057266358106e-11,1.2102767121267447e-10,0.6884423357792859,3.873781647146898e-09
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,strength2_cross32,0.5163744370018151,0.5163699788257612,4.45817605387866e-06,6.083787347770865e-06,0.732796167754312,0.0001947322342871199
menu_repeat,compustat_kor_direction,binclass,native_histgb,strength2_cross32,0.4982464666179222,0.4982484686814686,-2.0020635463358083e-06,4.554140855406416e-06,-0.4396138832550761,0.0001457462588324881
menu_repeat,compustat_kor_direction,binclass,catboost_native,strength2_cross32,0.4954477728670563,0.4954535357048859,-5.76283782960374e-06,3.868984223937491e-06,-1.4894963370356835,0.00012394154331429535
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,strength2_cross32,0.4929684071031986,0.4929715445517939,-3.137448595313952e-06,6.349650471164392e-06,-0.4941135909074078,0.0002032130363834698
menu_repeat,compustat_kor_direction,binclass,onehot_linear,iid_cross32,0.500809311799391,0.5008093117198901,7.950096136966067e-11,1.4634613008460268e-10,0.5432392460511334,4.6837509272564755e-09
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_cross32,0.5163634727081926,0.5163699788257612,-6.506117568583214e-06,8.39733556870748e-06,-0.7747835626371946,0.00026879348967372613
menu_repeat,compustat_kor_direction,binclass,native_histgb,iid_cross32,0.4982494546753885,0.4982484686814686,9.859939199552414e-07,1.02833919592742e-05,0.0958821684382078,0.0003290700198690076
menu_repeat,compustat_kor_direction,binclass,catboost_native,iid_cross32,0.4954550147848549,0.4954535357048859,1.479079968946806e-06,4.847645064360973e-06,0.3051130908532762,0.00015513169325337233
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_cross32,0.4929763959077469,0.4929715445517939,4.851355952961711e-06,8.30090292657821e-06,0.5844371384501339,0.00026567319171601114
menu_repeat,compustat_kor_direction,binclass,onehot_linear,iid_u32,0.5008093117993903,0.5008093117198901,7.950018421354342e-11,1.4634611962066952e-10,0.5432339744955905,4.68375057926764e-09
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_u32,0.5163634623779134,0.5163699788257612,-6.516447847770834e-06,8.376341129867681e-06,-0.7779587467534017,0.00026812211582381563
menu_repeat,compustat_kor_direction,binclass,native_histgb,iid_u32,0.4982501747767455,0.4982484686814686,1.706095276887698e-06,1.0279769381221994e-05,0.1659662988164126,0.0003289570444555788
menu_repeat,compustat_kor_direction,binclass,catboost_native,iid_u32,0.4954552024063963,0.4954535357048859,1.6667015103610794e-06,4.840172834353588e-06,0.344347519685972,0.00015489449801052663
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_u32,0.4929770876582071,0.4929715445517939,5.54310641315281e-06,8.270158570303164e-06,0.6702539456809488,0.0002647031192739093
menu_repeat,compustat_kor_direction,binclass,onehot_linear,strength2_mean32,0.5008093118032289,0.5008093117198901,8.33387803211849e-11,1.2102767211959255e-10,0.6885927727241944,3.8737820678300324e-09
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,strength2_mean32,0.5164238739491986,0.5163699788257612,5.389512343745295e-05,6.063811589146172e-06,8.887994398427834,0.00020138761328028504
menu_repeat,compustat_kor_direction,binclass,native_histgb,strength2_mean32,0.4982535427779283,0.4982484686814686,5.074096459722899e-06,4.555524338958411e-06,1.1138336845947037,0.00014586505992112455
menu_repeat,compustat_kor_direction,binclass,catboost_native,strength2_mean32,0.4954615124232658,0.4954535357048859,7.976718379876235e-06,3.861456908568223e-06,2.0657276693096382,0.0001238238179018989
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,strength2_mean32,0.4930035332564649,0.4929715445517939,3.1988704671026547e-05,6.4124322802858245e-06,4.988544638416157,0.00020767625738577787
menu_repeat,compustat_kor_direction,binclass,onehot_linear,iid_mean32,0.5008093117994201,0.5008093117198901,7.953004921290585e-11,1.4634611695292235e-10,0.5434380554045697,4.683751000924259e-09
menu_repeat,compustat_kor_direction,binclass,ordinal_forest,iid_mean32,0.51643391285325,0.5163699788257612,6.393402748883226e-05,8.372327384049737e-06,7.636350629412086,0.000275437336750973
menu_repeat,compustat_kor_direction,binclass,native_histgb,iid_mean32,0.4982778363671983,0.4982484686814686,2.9367685729753124e-05,1.0311999038930249e-05,2.847913932001267,0.00033128821428525567
menu_repeat,compustat_kor_direction,binclass,catboost_native,iid_mean32,0.4954825647057298,0.4954535357048859,2.902900084389426e-05,4.839585934334043e-06,5.998240601112258,0.00015756393341808276
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,iid_mean32,0.4930402749755293,0.4929715445517939,6.873042373539695e-05,8.360795860590805e-06,8.220559965991109,0.00027623259827083934
