source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
abalone,2,0.00011703826696944265,0.00024279007571338258,0.00016759195613098957,0.00021346476945277058,True
banknote,2,9.799088116255151e-05,0.0004273047507982084,0.00017367448322165943,0.0003889407551816583,True
credit_g,2,0.0005351112810104587,0.0008766464099026186,0.0007324432884980778,0.0010932586163545763,True
kin8nm,2,0.0,0.000495515736096987,0.00037493564152003405,0.00036035602926299935,True
pol,2,0.0,0.00010017767188328656,7.509285467827864e-05,7.743889383479464e-05,True
puma32h,2,0.0,0.003691767321464876,0.0029744149397899866,0.0027097691908504035,True
qsar_biodeg,2,0.00021643198539690877,0.0005888646879026031,0.0004912238064426314,0.0005240329947997579,True
spambase,2,7.96124590475976e-05,0.0002701148337104684,0.00021714106529076033,0.0001775378873266454,True
