dataset,model,method,metric,exact_metric,bias,rmse
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,brier,0.011872259317522846,0.0,0.0
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,log_loss,0.02982343385167823,0.0,0.0
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,roc_auc,0.998890743103956,0.0,0.0
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,brier,0.011872259317522846,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,log_loss,0.02982343385167823,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,roc_auc,0.998890743103956,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,brier,0.011872259317522846,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,log_loss,0.02982343385167823,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,roc_auc,0.998890743103956,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,brier,0.011872259317522846,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,log_loss,0.02982343385167823,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,roc_auc,0.998890743103956,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,brier,0.014734505071532726,2.8074546893979294e-06,5.411475598379397e-05
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,log_loss,0.042940697434450566,4.381622212493847e-06,7.625719086230868e-05
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,roc_auc,0.9989692745656229,-1.0017746269793109e-05,2.5294507981632333e-05
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,catboost_native,independent_pair32,brier,0.014734505071532726,2.195543372132254e-06,6.1005033377608026e-05
openml-kr-vs-kp-3,catboost_native,independent_pair32,log_loss,0.042940697434450566,3.5606552275442186e-06,8.361848609893519e-05
openml-kr-vs-kp-3,catboost_native,independent_pair32,roc_auc,0.9989692745656229,-1.1407768479479007e-05,2.7002160946154987e-05
openml-kr-vs-kp-3,catboost_native,independent_pair32,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,brier,0.014734505071532726,-5.582871948581546e-07,3.0982053987375675e-05
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,log_loss,0.042940697434450566,-1.4469277717882274e-06,4.224513392087015e-05
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,roc_auc,0.9989692745656229,-4.812352753548249e-06,1.6576587913645415e-05
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,brier,0.014734505071532726,1.5988383891078926e-06,3.9846410659710214e-05
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,log_loss,0.042940697434450566,2.510723013947562e-06,5.5155200921322626e-05
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,roc_auc,0.9989692745656229,-5.9339568813634915e-06,1.924803602882596e-05
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,accuracy,0.9953051643192489,0.0,0.0
openml-credit-approval-29,native_histgb,disjoint_pair32,brier,0.2282066926438589,0.0,0.0
openml-credit-approval-29,native_histgb,disjoint_pair32,log_loss,0.38541975195816325,1.6653345369377348e-16,1.6653345369377348e-16
openml-credit-approval-29,native_histgb,disjoint_pair32,roc_auc,0.926358234295416,0.0,0.0
openml-credit-approval-29,native_histgb,disjoint_pair32,accuracy,0.8478260869565217,0.0,0.0
openml-credit-approval-29,native_histgb,independent_pair32,brier,0.2282066926438589,0.0,0.0
openml-credit-approval-29,native_histgb,independent_pair32,log_loss,0.38541975195816325,1.6653345369377348e-16,1.6653345369377348e-16
openml-credit-approval-29,native_histgb,independent_pair32,roc_auc,0.926358234295416,0.0,0.0
openml-credit-approval-29,native_histgb,independent_pair32,accuracy,0.8478260869565217,0.0,0.0
openml-credit-approval-29,native_histgb,mutually_disjoint_pack64,brier,0.2282066926438589,0.0,0.0
openml-credit-approval-29,native_histgb,mutually_disjoint_pack64,log_loss,0.38541975195816325,1.6653345369377348e-16,1.6653345369377348e-16
openml-credit-approval-29,native_histgb,mutually_disjoint_pack64,roc_auc,0.926358234295416,0.0,0.0
openml-credit-approval-29,native_histgb,mutually_disjoint_pack64,accuracy,0.8478260869565217,0.0,0.0
openml-credit-approval-29,native_histgb,two_disjoint_pairs64,brier,0.2282066926438589,0.0,0.0
openml-credit-approval-29,native_histgb,two_disjoint_pairs64,log_loss,0.38541975195816325,1.6653345369377348e-16,1.6653345369377348e-16
openml-credit-approval-29,native_histgb,two_disjoint_pairs64,roc_auc,0.926358234295416,0.0,0.0
openml-credit-approval-29,native_histgb,two_disjoint_pairs64,accuracy,0.8478260869565217,0.0,0.0
openml-credit-approval-29,catboost_native,disjoint_pair32,brier,0.1899953457521703,1.7823510505518293e-05,0.00043691816497324606
openml-credit-approval-29,catboost_native,disjoint_pair32,log_loss,0.3184990146349754,1.9341306317747456e-05,0.0005466164108568474
openml-credit-approval-29,catboost_native,disjoint_pair32,roc_auc,0.9361205432937182,-5.015452567913429e-05,0.000614239527722748
openml-credit-approval-29,catboost_native,disjoint_pair32,accuracy,0.855072463768116,0.0,0.0
openml-credit-approval-29,catboost_native,independent_pair32,brier,0.1899953457521703,2.1087581011835062e-05,0.0004768779266646708
openml-credit-approval-29,catboost_native,independent_pair32,log_loss,0.3184990146349754,2.9292400703665713e-05,0.0005989651496576001
openml-credit-approval-29,catboost_native,independent_pair32,roc_auc,0.9361205432937182,-6.569828363754151e-05,0.0006811619593702032
openml-credit-approval-29,catboost_native,independent_pair32,accuracy,0.855072463768116,0.0,0.0
openml-credit-approval-29,catboost_native,mutually_disjoint_pack64,brier,0.1899953457521703,7.346530898195015e-06,0.0002324852955046797
openml-credit-approval-29,catboost_native,mutually_disjoint_pack64,log_loss,0.3184990146349754,1.2978519140170166e-05,0.0002976618240098795
openml-credit-approval-29,catboost_native,mutually_disjoint_pack64,roc_auc,0.9361205432937182,-0.00011958331122666416,0.00043148815098719573
openml-credit-approval-29,catboost_native,mutually_disjoint_pack64,accuracy,0.855072463768116,0.0,0.0
openml-credit-approval-29,catboost_native,two_disjoint_pairs64,brier,0.1899953457521703,2.298159570489618e-05,0.00029857149121839856
openml-credit-approval-29,catboost_native,two_disjoint_pairs64,log_loss,0.3184990146349754,2.996955538044863e-05,0.00037831302008471766
openml-credit-approval-29,catboost_native,two_disjoint_pairs64,roc_auc,0.9361205432937182,-0.00015647383011461557,0.0005208128776863125
openml-credit-approval-29,catboost_native,two_disjoint_pairs64,accuracy,0.855072463768116,0.0,0.0
openml-sick-38,native_histgb,disjoint_pair32,brier,0.029703715867723374,0.0,0.0
openml-sick-38,native_histgb,disjoint_pair32,log_loss,0.05076264162340867,-4.163336342344337e-17,4.163336342344337e-17
openml-sick-38,native_histgb,disjoint_pair32,roc_auc,0.9950634696755994,0.0,0.0
openml-sick-38,native_histgb,disjoint_pair32,accuracy,0.9814569536423841,0.0,0.0
openml-sick-38,native_histgb,independent_pair32,brier,0.029703715867723374,0.0,0.0
openml-sick-38,native_histgb,independent_pair32,log_loss,0.05076264162340867,-4.163336342344337e-17,4.163336342344337e-17
openml-sick-38,native_histgb,independent_pair32,roc_auc,0.9950634696755994,0.0,0.0
openml-sick-38,native_histgb,independent_pair32,accuracy,0.9814569536423841,0.0,0.0
openml-sick-38,native_histgb,mutually_disjoint_pack64,brier,0.029703715867723374,0.0,0.0
openml-sick-38,native_histgb,mutually_disjoint_pack64,log_loss,0.05076264162340867,-4.163336342344337e-17,4.163336342344337e-17
openml-sick-38,native_histgb,mutually_disjoint_pack64,roc_auc,0.9950634696755994,0.0,0.0
openml-sick-38,native_histgb,mutually_disjoint_pack64,accuracy,0.9814569536423841,0.0,0.0
openml-sick-38,native_histgb,two_disjoint_pairs64,brier,0.029703715867723374,0.0,0.0
openml-sick-38,native_histgb,two_disjoint_pairs64,log_loss,0.05076264162340867,-4.163336342344337e-17,4.163336342344337e-17
openml-sick-38,native_histgb,two_disjoint_pairs64,roc_auc,0.9950634696755994,0.0,0.0
openml-sick-38,native_histgb,two_disjoint_pairs64,accuracy,0.9814569536423841,0.0,0.0
openml-sick-38,catboost_native,disjoint_pair32,brier,0.018306329285922785,8.77968996679339e-06,0.0001227169242135352
