panel,dataset,task,model,method,product_cells,score_bias,score_rmse,prediction_residual,max_absolute_score_error,family,mean_pack_sampling_attempts
late_source,openml-kr-vs-kp-3,binclass,onehot_linear,disjoint_pair_mean32,128.0,-3.3422917211645142e-12,1.0719423734919708e-09,5.506661707553383e-16,3.817934184080496e-09,pair32,
late_source,openml-kr-vs-kp-3,binclass,onehot_linear,independent_pair_mean32,128.0,6.330783813845997e-11,1.192423496013954e-09,6.929195848253349e-16,3.817934184080496e-09,pair32,
late_source,openml-kr-vs-kp-3,binclass,ordinal_forest,disjoint_pair_mean32,128.0,1.1806950972151342e-05,0.0002501477579803085,1.4156898092822254e-05,0.000861577842113069,pair32,
late_source,openml-kr-vs-kp-3,binclass,ordinal_forest,independent_pair_mean32,128.0,1.6701698306802182e-05,0.00025912767171117014,1.6566264169326103e-05,0.0008928954971375511,pair32,
late_source,openml-kr-vs-kp-3,binclass,onehot_adam_mlp,disjoint_pair_mean32,128.0,6.230341377820234e-05,0.0006490731016044728,6.695981578891776e-05,0.002542187153660492,pair32,
late_source,openml-kr-vs-kp-3,binclass,onehot_adam_mlp,independent_pair_mean32,128.0,4.971020889487504e-05,0.0007265462375673511,7.995226336750768e-05,0.0026976769330200982,pair32,
late_source,openml-credit-approval-29,binclass,onehot_linear,disjoint_pair_mean32,128.0,1.3627987627273797e-14,5.033598974235458e-13,2.383968092127321e-20,1.0333123245942488e-12,pair32,
late_source,openml-credit-approval-29,binclass,onehot_linear,independent_pair_mean32,128.0,3.0281332996651145e-14,5.637576630092062e-13,2.990394579002139e-20,1.0333123245942488e-12,pair32,
late_source,openml-credit-approval-29,binclass,ordinal_forest,disjoint_pair_mean32,128.0,2.475710594596059e-05,0.0003945192068390421,1.8474302400891908e-05,0.001428557359246324,pair32,
late_source,openml-credit-approval-29,binclass,ordinal_forest,independent_pair_mean32,128.0,2.8650032034227557e-05,0.00044030325653124293,2.1791712232472105e-05,0.0013849656517822273,pair32,
late_source,openml-credit-approval-29,binclass,onehot_adam_mlp,disjoint_pair_mean32,128.0,0.000345994658958515,0.0056082906670282305,0.0004235321848601193,0.022062871029945696,pair32,
late_source,openml-credit-approval-29,binclass,onehot_adam_mlp,independent_pair_mean32,128.0,0.0002056248979813713,0.006149352810778066,0.0005073552250080282,0.024868078062905807,pair32,
late_source,openml-sick-38,binclass,onehot_linear,disjoint_pair_mean32,128.0,-4.04733885295272e-12,8.528142441728017e-10,3.2995959627565594e-16,2.5805363609854304e-09,pair32,
late_source,openml-sick-38,binclass,onehot_linear,independent_pair_mean32,128.0,-3.725750263861016e-11,9.561646469980449e-10,3.963717753305846e-16,2.5805390393984773e-09,pair32,
late_source,openml-sick-38,binclass,ordinal_forest,disjoint_pair_mean32,128.0,4.257366872865986e-06,8.595027697223986e-05,3.815158733753353e-06,0.0002894758816523249,pair32,
late_source,openml-sick-38,binclass,ordinal_forest,independent_pair_mean32,128.0,5.863120841196473e-06,9.307587732017645e-05,4.419556575645783e-06,0.00030321359419110266,pair32,
late_source,openml-sick-38,binclass,onehot_adam_mlp,disjoint_pair_mean32,128.0,9.72616298490353e-05,0.000582013131761632,4.710897181662711e-05,0.0018960486597130524,pair32,
late_source,openml-sick-38,binclass,onehot_adam_mlp,independent_pair_mean32,128.0,9.201647910889177e-05,0.0006244265504988897,5.43943223601054e-05,0.0031965748539758004,pair32,
late_source,openml-tic-tac-toe-50,binclass,onehot_linear,disjoint_pair_mean32,128.0,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,pair32,
late_source,openml-tic-tac-toe-50,binclass,onehot_linear,independent_pair_mean32,128.0,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,pair32,
late_source,openml-tic-tac-toe-50,binclass,ordinal_forest,disjoint_pair_mean32,128.0,2.9126448798710847e-05,0.00046192824186458675,2.614393771029378e-05,0.0018764394433916642,pair32,
late_source,openml-tic-tac-toe-50,binclass,ordinal_forest,independent_pair_mean32,128.0,6.501384201124116e-05,0.0004909385213745862,3.0298535239022022e-05,0.0014268347136572046,pair32,
late_source,openml-tic-tac-toe-50,binclass,onehot_adam_mlp,disjoint_pair_mean32,128.0,-0.0003597997129205499,0.021174683929833675,0.0010257577159401912,0.08084727260810684,pair32,
late_source,openml-tic-tac-toe-50,binclass,onehot_adam_mlp,independent_pair_mean32,128.0,0.00036161006740795254,0.02231599065040431,0.0011545259995064438,0.07957533319013707,pair32,
late_source,openml-kr-vs-kp-3,binclass,onehot_linear,mutually_disjoint_pack64,128.0,-9.660543198730664e-12,6.146163121986982e-10,1.857176988680234e-16,2.386046742131054e-09,pack64,1.0
late_source,openml-kr-vs-kp-3,binclass,onehot_linear,two_disjoint_pairs64,128.0,1.8353596420439544e-11,7.726673940558638e-10,2.845075153132806e-16,3.0160739392104396e-09,pack64,1.0
late_source,openml-kr-vs-kp-3,binclass,onehot_linear,independent_four64,128.0,2.2339505245660973e-11,8.915447911207717e-10,3.430766668096541e-16,3.0869110184683635e-09,pack64,1.0
late_source,openml-kr-vs-kp-3,binclass,ordinal_forest,mutually_disjoint_pack64,128.0,5.662014038329555e-06,0.00013442140338797636,4.364725120478669e-06,0.00048056439247984306,pack64,1.0
late_source,openml-kr-vs-kp-3,binclass,ordinal_forest,two_disjoint_pairs64,128.0,4.83478055762071e-06,0.0001758705607329564,6.910304136744694e-06,0.0006101453226219078,pack64,1.0
late_source,openml-kr-vs-kp-3,binclass,ordinal_forest,independent_four64,128.0,9.344335234598433e-06,0.0001930573416683121,8.303973347173453e-06,0.0006508456770666984,pack64,1.0
late_source,openml-kr-vs-kp-3,binclass,onehot_adam_mlp,mutually_disjoint_pack64,128.0,6.625048792396893e-06,0.000401447201796891,2.2912779070325406e-05,0.0011556939414636494,pack64,1.0
late_source,openml-kr-vs-kp-3,binclass,onehot_adam_mlp,two_disjoint_pairs64,128.0,2.1280434595268016e-05,0.0004750935034828688,3.4201757656336406e-05,0.001712589137342093,pack64,1.0
late_source,openml-kr-vs-kp-3,binclass,onehot_adam_mlp,independent_four64,128.0,4.7024846772204115e-05,0.0005199031850277948,4.043694032621498e-05,0.0018317825841174355,pack64,1.0
late_source,openml-credit-approval-29,binclass,onehot_linear,mutually_disjoint_pack64,128.0,4.524158825347513e-15,2.871603015498977e-13,7.75833076325678e-21,1.0333123245942488e-12,pack64,1.0
late_source,openml-credit-approval-29,binclass,onehot_linear,two_disjoint_pairs64,128.0,2.0261570199409107e-15,3.5002217258333994e-13,1.1527013586547653e-20,1.0333123245942488e-12,pack64,1.0
late_source,openml-credit-approval-29,binclass,onehot_linear,independent_four64,128.0,-1.1074474670635936e-14,3.996229571022114e-13,1.5025627933902372e-20,1.0333123245942488e-12,pack64,1.0
late_source,openml-credit-approval-29,binclass,ordinal_forest,mutually_disjoint_pack64,128.0,8.209366104960925e-06,0.00021613721523342517,5.677210738432972e-06,0.0007474752946312335,pack64,1.0
late_source,openml-credit-approval-29,binclass,ordinal_forest,two_disjoint_pairs64,128.0,2.2242984567433233e-05,0.00027392959132012835,9.25011368896859e-06,0.000930809300904667,pack64,1.0
late_source,openml-credit-approval-29,binclass,ordinal_forest,independent_four64,128.0,2.155633419398395e-05,0.0003117301181643531,1.1030260649719853e-05,0.0010405303608372884,pack64,1.0
late_source,openml-credit-approval-29,binclass,onehot_adam_mlp,mutually_disjoint_pack64,128.0,0.00011232726522644731,0.003323328802789986,0.0001434322518108287,0.011555991704173652,pack64,1.0
late_source,openml-credit-approval-29,binclass,onehot_adam_mlp,two_disjoint_pairs64,128.0,-5.9110291769887136e-05,0.003965787589596839,0.00021213132764688416,0.011949040807967048,pack64,1.0
late_source,openml-credit-approval-29,binclass,onehot_adam_mlp,independent_four64,128.0,8.774402862604669e-05,0.0044739201588328715,0.00026309579202048454,0.01595378843147799,pack64,1.0
late_source,openml-sick-38,binclass,onehot_linear,mutually_disjoint_pack64,128.0,2.1184443088628768e-13,5.012633688093472e-10,1.1049568077229567e-16,2.078816271899875e-09,pack64,1.0
late_source,openml-sick-38,binclass,onehot_linear,two_disjoint_pairs64,128.0,1.5017251331350678e-11,6.242319802788442e-10,1.6808762460470409e-16,2.000674549640369e-09,pack64,1.0
late_source,openml-sick-38,binclass,onehot_linear,independent_four64,128.0,3.0017363594758706e-11,6.653791637441818e-10,2.0052776308184338e-16,2.192055981176111e-09,pack64,1.0
late_source,openml-sick-38,binclass,ordinal_forest,mutually_disjoint_pack64,128.0,-1.3822648312900032e-06,4.788352376535655e-05,1.1747104758503228e-06,0.0001612940642803061,pack64,1.0
late_source,openml-sick-38,binclass,ordinal_forest,two_disjoint_pairs64,128.0,4.398622507464922e-06,6.169784855730042e-05,1.8806909409690275e-06,0.00018859479777153312,pack64,1.0
