source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
colic,2,5.22946780424161e-05,0.00022687726152772423,0.00010784304084078753,0.0004381402526825658,True
credit_approval,2,1.2643330417927286e-05,0.00010255252967223056,2.391880274875709e-05,0.000263929418773729,True
hepatitis,1,6.419653723824392e-05,0.0003149788397822219,0.00023544801584995107,0.00023861447426606314,True
kr_vs_kp,1,5.868715691281128e-06,1.8440221210426915e-05,1.1654867799297801e-05,1.3049439950563171e-05,True
mushroom,2,1.2485416890815298e-07,3.174064883036767e-07,2.62294268988818e-07,2.911070813801755e-07,True
sick,2,3.5266665780301346e-06,2.142268275986226e-05,1.332760589046724e-05,3.805643761811563e-05,True
tic_tac_toe,2,9.308117499511592e-05,0.0002935368811287893,0.00015377009494627094,0.0003871481541666557,True
vote,2,2.3448379028815434e-05,0.0005551642378976857,4.954733628666291e-05,0.0019974713943148687,True
