panel,dataset,task,model,method,product_cells,score_bias,score_rmse,max_absolute_score_error
subsample_repeat,heloc_credit_risk,binclass,catboost_native,disjoint_pack_cross128,32,1.1102230246251565e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,catboost_native,independent_cover_u128,32,1.7015673343112603e-06,7.119859169904172e-05,0.00023096661199695223
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,-1.1102230246251565e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,independent_cover_u128,32,-4.306868709169631e-06,0.00012583853694999965,0.00035410304128896675
subsample_repeat,kdd17_stock_return,regression,onehot_linear,disjoint_pack_cross128,64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_linear,independent_cover_u128,64,-5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,disjoint_pack_cross128,64,1.1102230246251565e-16,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,independent_cover_u128,64,4.800546168304276e-06,0.00012258013831462845,0.0004128831455867954
subsample_repeat,kdd17_stock_return,regression,native_histgb,disjoint_pack_cross128,64,5.551115123125783e-17,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,native_histgb,independent_cover_u128,64,0.0,1.1102230246251565e-16,1.1102230246251565e-16
subsample_repeat,kdd17_stock_return,regression,catboost_native,disjoint_pack_cross128,64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,independent_cover_u128,64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,disjoint_pack_cross128,64,-1.1102230246251565e-16,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,independent_cover_u128,64,-9.391180738282934e-06,0.0005993782560735292,0.002051820953833383
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,disjoint_pack_cross128,32,2.7755575615628914e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,independent_cover_u128,32,2.7755575615628914e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,disjoint_pack_cross128,32,1.3877787807814457e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,independent_cover_u128,32,1.3877787807814457e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,disjoint_pack_cross128,32,-6.938893903907228e-18,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,independent_cover_u128,32,-6.938893903907228e-18,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,disjoint_pack_cross128,32,-1.3877787807814457e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,independent_cover_u128,32,-1.3877787807814457e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,0.0,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,independent_cover_u128,32,1.0740450455071215e-05,0.00015142407966345044,0.0005865431036333607
openml_external,openml-breast-w-15,binclass,onehot_linear,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_linear,independent_cover_u128,32,0.0,0.0,0.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,disjoint_pack_cross128,32,2.0816681711721685e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,independent_cover_u128,32,2.0816681711721685e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,native_histgb,disjoint_pack_cross128,32,-1.3877787807814457e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,native_histgb,independent_cover_u128,32,-1.3877787807814457e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,5.551115123125783e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,independent_cover_u128,32,0.00010804891780941128,0.002156269090007289,0.0075704940959583356
openml_external,openml-sonar-40,binclass,onehot_linear,disjoint_pack_cross128,32,-5.551115123125783e-17,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_linear,independent_cover_u128,32,-5.551115123125783e-17,0.0,0.0
openml_external,openml-sonar-40,binclass,ordinal_forest,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,ordinal_forest,independent_cover_u128,32,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,native_histgb,disjoint_pack_cross128,32,-1.1102230246251565e-16,0.0,0.0
openml_external,openml-sonar-40,binclass,native_histgb,independent_cover_u128,32,-1.1102230246251565e-16,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,independent_cover_u128,32,-2.6969509420937676e-05,0.003428268676246019,0.010209804627191565
openml_external,openml-pc4-1049,binclass,onehot_linear,disjoint_pack_cross128,32,-5.551115123125783e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_linear,independent_cover_u128,32,-5.551115123125783e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,ordinal_forest,disjoint_pack_cross128,32,5.551115123125783e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,ordinal_forest,independent_cover_u128,32,5.551115123125783e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,native_histgb,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_external,openml-pc4-1049,binclass,native_histgb,independent_cover_u128,32,0.0,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,2.7755575615628914e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_adam_mlp,independent_cover_u128,32,2.242390203882616e-06,0.00016157243400089785,0.0005150190558426138
openml_external,openml-kc1-1067,binclass,onehot_linear,disjoint_pack_cross128,32,5.551115123125783e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_linear,independent_cover_u128,32,-1.1102230246251565e-16,2.7755575615628914e-17,2.7755575615628914e-17
openml_external,openml-kc1-1067,binclass,ordinal_forest,disjoint_pack_cross128,32,5.551115123125783e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,ordinal_forest,independent_cover_u128,32,5.551115123125783e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,native_histgb,disjoint_pack_cross128,32,5.551115123125783e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,native_histgb,independent_cover_u128,32,5.551115123125783e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,-8.326672684688674e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_adam_mlp,independent_cover_u128,32,4.460633478420295e-07,0.00016713733066485326,0.0005106697978012331
openml_external,openml-blood-transfusion-1464,binclass,onehot_linear,disjoint_pack_cross128,32,1.1102230246251565e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_linear,independent_cover_u128,32,1.1102230246251565e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,ordinal_forest,disjoint_pack_cross128,32,1.1102230246251565e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,ordinal_forest,independent_cover_u128,32,1.1102230246251565e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,native_histgb,disjoint_pack_cross128,32,1.1102230246251565e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,native_histgb,independent_cover_u128,32,1.1102230246251565e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,1.1102230246251565e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_adam_mlp,independent_cover_u128,32,1.6434658062725038e-05,0.0016251094020581234,0.005581673142493027
openml_external,openml-ilpd-1480,binclass,onehot_linear,disjoint_pack_cross128,64,1.1102230246251565e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,onehot_linear,independent_cover_u128,64,1.1102230246251565e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,ordinal_forest,disjoint_pack_cross128,64,-1.1102230246251565e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,ordinal_forest,independent_cover_u128,64,3.829969420998669e-06,7.369499147061251e-05,0.00021515947539157976
openml_external,openml-ilpd-1480,binclass,native_histgb,disjoint_pack_cross128,64,-1.6653345369377348e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,native_histgb,independent_cover_u128,64,-1.6653345369377348e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,onehot_adam_mlp,disjoint_pack_cross128,64,1.6653345369377348e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,onehot_adam_mlp,independent_cover_u128,64,9.787270842531726e-05,0.002107501210638573,0.007272741126791493
openml_external,openml-wdbc-1510,binclass,onehot_linear,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_linear,independent_cover_u128,32,0.0,0.0,0.0
openml_external,openml-wdbc-1510,binclass,ordinal_forest,disjoint_pack_cross128,32,1.3877787807814457e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,ordinal_forest,independent_cover_u128,32,1.3877787807814457e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,native_histgb,disjoint_pack_cross128,32,1.3877787807814457e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,native_histgb,independent_cover_u128,32,1.3877787807814457e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,1.3877787807814457e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_adam_mlp,independent_cover_u128,32,-9.353068063923387e-05,0.0025075011885305003,0.008609486412897577
openml_external,openml-mammography-310,binclass,onehot_linear,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_linear,independent_cover_u128,32,0.0,0.0,0.0
openml_external,openml-mammography-310,binclass,ordinal_forest,disjoint_pack_cross128,32,-3.469446951953614e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,ordinal_forest,independent_cover_u128,32,-3.469446951953614e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,native_histgb,disjoint_pack_cross128,32,3.469446951953614e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,native_histgb,independent_cover_u128,32,3.469446951953614e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,1.0408340855860843e-17,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_adam_mlp,independent_cover_u128,32,1.5814958465587559e-06,7.844939389325632e-05,0.0003002760760948131
openml_taskbalanced,openml-credit-g-31,binclass,onehot_linear,disjoint_pack_cross128,128,1.4918066781888228e-12,1.741214784178155e-10,5.490994881007794e-10
openml_taskbalanced,openml-credit-g-31,binclass,onehot_linear,independent_cover_u128,128,-1.8570645021753762e-11,2.2319531985009239e-10,6.516926442934334e-10
openml_taskbalanced,openml-credit-g-31,binclass,ordinal_forest,disjoint_pack_cross128,128,-4.43278131323499e-06,0.00020983320278978869,0.0008291962566403521
openml_taskbalanced,openml-credit-g-31,binclass,ordinal_forest,independent_cover_u128,128,1.018812577874284e-05,0.00029510686533892785,0.0011328654756402878
openml_taskbalanced,openml-credit-g-31,binclass,onehot_adam_mlp,disjoint_pack_cross128,128,-7.34585889450301e-06,0.000468224567387783,0.0016991758037696592
openml_taskbalanced,openml-credit-g-31,binclass,onehot_adam_mlp,independent_cover_u128,128,1.1333419737025174e-05,0.0007009813549091694,0.0020188320103312063
openml_taskbalanced,openml-spambase-44,binclass,onehot_linear,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_linear,independent_cover_u128,32,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,ordinal_forest,disjoint_pack_cross128,32,-1.3877787807814457e-17,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,ordinal_forest,independent_cover_u128,32,-1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17
openml_taskbalanced,openml-spambase-44,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_adam_mlp,independent_cover_u128,32,-4.788226501764581e-05,0.0004104041736622775,0.001348626570161049
openml_taskbalanced,openml-banknote-1462,binclass,onehot_linear,disjoint_pack_cross128,32,-6.938893903907228e-18,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_linear,independent_cover_u128,32,-6.938893903907228e-18,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,ordinal_forest,disjoint_pack_cross128,32,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,ordinal_forest,independent_cover_u128,32,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,-1.3877787807814457e-17,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_adam_mlp,independent_cover_u128,32,-0.00010995247458378543,0.00206816314976596,0.005664942495915114
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_linear,disjoint_pack_cross128,32,5.551115123125783e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_linear,independent_cover_u128,32,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,ordinal_forest,disjoint_pack_cross128,32,-2.7755575615628914e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,ordinal_forest,independent_cover_u128,32,-2.7755575615628914e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_adam_mlp,disjoint_pack_cross128,32,8.326672684688674e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_adam_mlp,independent_cover_u128,32,1.8545124930130497e-05,0.0009719352991966488,0.0027714447343845927
openml_taskbalanced,openml-abalone-183,regression,onehot_linear,disjoint_pack_cross128,64,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,onehot_linear,independent_cover_u128,64,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,ordinal_forest,disjoint_pack_cross128,64,-1.1102230246251565e-16,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,ordinal_forest,independent_cover_u128,64,-1.3627943068417192e-05,0.0001904018051482376,0.0006116983453496316
openml_taskbalanced,openml-abalone-183,regression,onehot_adam_mlp,disjoint_pack_cross128,64,1.6653345369377348e-16,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,onehot_adam_mlp,independent_cover_u128,64,1.2665043970738754e-05,0.00039662636698852927,0.0014270281121525064
openml_taskbalanced,openml-kin8nm-189,regression,onehot_linear,disjoint_pack_cross128,16,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_linear,independent_cover_u128,16,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,ordinal_forest,disjoint_pack_cross128,16,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,ordinal_forest,independent_cover_u128,16,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_adam_mlp,disjoint_pack_cross128,16,1.3877787807814457e-17,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_adam_mlp,independent_cover_u128,16,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17
openml_taskbalanced,openml-pol-201,regression,onehot_linear,disjoint_pack_cross128,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_linear,independent_cover_u128,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,ordinal_forest,disjoint_pack_cross128,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,ordinal_forest,independent_cover_u128,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_adam_mlp,disjoint_pack_cross128,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_adam_mlp,independent_cover_u128,16,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_linear,disjoint_pack_cross128,16,1.1102230246251565e-16,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_linear,independent_cover_u128,16,1.1102230246251565e-16,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,ordinal_forest,disjoint_pack_cross128,16,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,ordinal_forest,independent_cover_u128,16,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_adam_mlp,disjoint_pack_cross128,16,-2.7755575615628914e-17,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_adam_mlp,independent_cover_u128,16,-2.7755575615628914e-17,0.0,0.0
