source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
colic,2,0.00040734837295873554,0.0006537805152191429,0.0004704848283047736,0.0011201578906955255,True
hepatitis,2,0.0003727138813824165,0.0006425084198606327,0.0004919335525274204,0.0006035062342624423,True
mushroom,2,6.411257614956111e-06,1.8901367748614263e-05,1.3702707629742468e-05,1.9894313528856587e-05,True
vote,2,0.0006957568304436943,0.0008828366207404046,0.0006407091532183655,0.0014062187494500303,False
