source_group,material_cells,beats_both,mean_cover_residual,mean_iid_residual,mean_seed_residual
compustat_korea,0,False,,,
credit_card_default,1,True,0.0007165411286273165,0.0008796984742332249,0.0007772945849498471
credit_card_fraud,3,True,1.0477702754949133e-05,1.384555904328363e-05,1.462600074844806e-05
heloc,2,False,0.0005957616610509041,0.00074816360982773,0.0005516335426505447
kdd17_stock,3,True,0.002019834715897938,0.002906394426831332,0.002198481484024651
polish_bankruptcy,3,False,0.0003774577474762616,0.0004005069750192645,0.00020840876433244845
