panel,dataset,task,model,method,product_cells,score_rmse,prediction_residual,max_absolute_score_error
subsample_repeat,heloc_credit_risk,binclass,catboost_native,disjoint_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,catboost_native,independent_pair_mean32_independent,32,0.000142579580106671,4.635749565617424e-06,0.00031785886998547674
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.00023862816368202703,4.586968345787224e-05,0.0008046284849192453
subsample_repeat,kdd17_stock_return,regression,onehot_linear,disjoint_pair_mean32_independent,64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_linear,independent_pair_mean32_independent,64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,disjoint_pair_mean32_independent,64,0.00020077581099006318,3.87935317270146e-05,0.0005589139029498758
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,independent_pair_mean32_independent,64,0.0002541296911769327,5.837476600396212e-05,0.0007188016589054214
subsample_repeat,kdd17_stock_return,regression,native_histgb,disjoint_pair_mean32_independent,64,7.852380549353044e-17,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,native_histgb,independent_pair_mean32_independent,64,7.852380549353044e-17,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,disjoint_pair_mean32_independent,64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,independent_pair_mean32_independent,64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,disjoint_pair_mean32_independent,64,0.0009599296076666673,0.00020611028199926217,0.0035196263413755924
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,independent_pair_mean32_independent,64,0.0012163803938407352,0.00031212792864133976,0.004327564259700212
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,disjoint_pair_mean32_independent,32,3.926190274676522e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,independent_pair_mean32_independent,32,3.926190274676522e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,independent_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,disjoint_pair_mean32_independent,32,9.815475686691304e-18,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,independent_pair_mean32_independent,32,9.815475686691304e-18,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,disjoint_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,independent_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,0.0,3.5975445419181984e-60,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.00030459021104270906,6.446387702030737e-06,0.0009781949579159566
openml_external,openml-breast-w-15,binclass,onehot_linear,disjoint_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_linear,independent_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,2.9446427060073916e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,independent_pair_mean32_independent,32,2.9446427060073916e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,native_histgb,disjoint_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,native_histgb,independent_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.004343439801117963,0.00011091799191505443,0.01196834661616264
openml_external,openml-sonar-40,binclass,onehot_linear,disjoint_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_linear,independent_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-sonar-40,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,ordinal_forest,independent_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,native_histgb,disjoint_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-sonar-40,binclass,native_histgb,independent_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.006737954096606316,0.00047725313419924175,0.019981896194778248
openml_external,openml-pc4-1049,binclass,onehot_linear,disjoint_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_linear,independent_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,ordinal_forest,independent_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,native_histgb,disjoint_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-pc4-1049,binclass,native_histgb,independent_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,3.926190274676522e-17,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.0003038631177583677,5.127604114164733e-05,0.0008114981860100068
openml_external,openml-kc1-1067,binclass,onehot_linear,disjoint_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_linear,independent_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,ordinal_forest,independent_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,native_histgb,disjoint_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,native_histgb,independent_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,1.1778570824029567e-16,0.0,0.0
openml_external,openml-kc1-1067,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.0003337792717310339,5.725663706855051e-05,0.0009698235647896958
openml_external,openml-blood-transfusion-1464,binclass,onehot_linear,disjoint_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_linear,independent_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,ordinal_forest,independent_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,native_histgb,disjoint_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,native_histgb,independent_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,1.5704761098706087e-16,0.0,0.0
openml_external,openml-blood-transfusion-1464,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.0031738399724344064,8.538227833598683e-05,0.008959225164087703
openml_external,openml-ilpd-1480,binclass,onehot_linear,disjoint_pair_mean32_independent,64,1.5704761098706087e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,onehot_linear,independent_pair_mean32_independent,64,1.5704761098706087e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,ordinal_forest,disjoint_pair_mean32_independent,64,0.00012997112849526284,2.8378492915457378e-06,0.00035153435016621604
openml_external,openml-ilpd-1480,binclass,ordinal_forest,independent_pair_mean32_independent,64,0.00015606193732822638,4.176181488965583e-06,0.00035153435016621604
openml_external,openml-ilpd-1480,binclass,native_histgb,disjoint_pair_mean32_independent,64,2.3557141648059133e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,native_histgb,independent_pair_mean32_independent,64,2.3557141648059133e-16,0.0,0.0
openml_external,openml-ilpd-1480,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,64,0.0036888851576274144,0.00011550522470654515,0.012534984101855884
openml_external,openml-ilpd-1480,binclass,onehot_adam_mlp,independent_pair_mean32_independent,64,0.00433625837057501,0.00016930900218952666,0.014382228834360689
openml_external,openml-wdbc-1510,binclass,onehot_linear,disjoint_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_linear,independent_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-wdbc-1510,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,ordinal_forest,independent_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,native_histgb,disjoint_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,native_histgb,independent_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.005236024347963375,0.00022986161812415775,0.01869251776322846
openml_external,openml-mammography-310,binclass,onehot_linear,disjoint_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_linear,independent_pair_mean32_independent,32,0.0,0.0,0.0
openml_external,openml-mammography-310,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,4.907737843345652e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,ordinal_forest,independent_pair_mean32_independent,32,4.907737843345652e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,native_histgb,disjoint_pair_mean32_independent,32,4.907737843345652e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,native_histgb,independent_pair_mean32_independent,32,4.907737843345652e-18,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,1.4723213530036958e-17,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.00015573416672679267,8.497583951012747e-06,0.0004490563756312932
openml_taskbalanced,openml-credit-g-31,binclass,onehot_linear,disjoint_pair_mean32_independent,128,4.0921770612329677e-10,6.417935057476922e-17,1.2566525597890177e-09
openml_taskbalanced,openml-credit-g-31,binclass,onehot_linear,independent_pair_mean32_independent,128,4.5764755779203844e-10,7.485205171963801e-17,1.2566525597890177e-09
openml_taskbalanced,openml-credit-g-31,binclass,ordinal_forest,disjoint_pair_mean32_independent,128,0.0005362519662607171,2.8593851559880125e-05,0.0019205324316942662
openml_taskbalanced,openml-credit-g-31,binclass,ordinal_forest,independent_pair_mean32_independent,128,0.0005813521051841086,3.379196949850238e-05,0.001989347710844691
openml_taskbalanced,openml-credit-g-31,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,128,0.0012916932721958657,0.0004431152954615189,0.005536224058461048
openml_taskbalanced,openml-credit-g-31,binclass,onehot_adam_mlp,independent_pair_mean32_independent,128,0.0014856088106647545,0.0005405870215434384,0.005681436595756151
openml_taskbalanced,openml-spambase-44,binclass,onehot_linear,disjoint_pair_mean32_independent,32,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_linear,independent_pair_mean32_independent,32,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,ordinal_forest,independent_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,0.0,2.1841596912362774e-41,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.0008081588379828785,6.1031777651372386e-05,0.0022924985782999813
openml_taskbalanced,openml-banknote-1462,binclass,onehot_linear,disjoint_pair_mean32_independent,32,9.815475686691304e-18,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_linear,independent_pair_mean32_independent,32,9.815475686691304e-18,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,ordinal_forest,independent_pair_mean32_independent,32,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.004098678745275035,0.00012064509115703313,0.010035935870760612
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_linear,disjoint_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_linear,independent_pair_mean32_independent,32,7.852380549353044e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,ordinal_forest,disjoint_pair_mean32_independent,32,3.926190274676522e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,ordinal_forest,independent_pair_mean32_independent,32,3.926190274676522e-17,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_adam_mlp,disjoint_pair_mean32_independent,32,1.1778570824029567e-16,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_adam_mlp,independent_pair_mean32_independent,32,0.0018785057304568963,0.00022246404241509424,0.005318062559893116
openml_taskbalanced,openml-abalone-183,regression,onehot_linear,disjoint_pair_mean32_independent,64,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,onehot_linear,independent_pair_mean32_independent,64,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,ordinal_forest,disjoint_pair_mean32_independent,64,0.0003180188126501944,3.268705714893803e-05,0.0010207878554606142
openml_taskbalanced,openml-abalone-183,regression,ordinal_forest,independent_pair_mean32_independent,64,0.00039614133176531626,4.900001310801752e-05,0.0011591534896810418
openml_taskbalanced,openml-abalone-183,regression,onehot_adam_mlp,disjoint_pair_mean32_independent,64,0.0006518850931420172,0.000131748577019247,0.0025339836175412023
openml_taskbalanced,openml-abalone-183,regression,onehot_adam_mlp,independent_pair_mean32_independent,64,0.000845965806652313,0.00018577478487475388,0.0032453983936786557
openml_taskbalanced,openml-kin8nm-189,regression,onehot_linear,disjoint_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_linear,independent_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,ordinal_forest,disjoint_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,ordinal_forest,independent_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_adam_mlp,disjoint_pair_mean32_independent,16,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_adam_mlp,independent_pair_mean32_independent,16,1.963095137338261e-17,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_linear,disjoint_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_linear,independent_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,ordinal_forest,disjoint_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,ordinal_forest,independent_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_adam_mlp,disjoint_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_adam_mlp,independent_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_linear,disjoint_pair_mean32_independent,16,1.5704761098706087e-16,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_linear,independent_pair_mean32_independent,16,1.5704761098706087e-16,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,ordinal_forest,disjoint_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,ordinal_forest,independent_pair_mean32_independent,16,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_adam_mlp,disjoint_pair_mean32_independent,16,3.926190274676522e-17,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_adam_mlp,independent_pair_mean32_independent,16,3.926190274676522e-17,0.0,0.0
