dataset,family,seed,policy,scope,selected_candidate,schema_risk,mean_member_brier,quotient_centroid_brier,ambiguity_identity_error,hard_flip_fraction
australian_credit_approval,ordinal_forest,511,per_schema,full,,0.004506783626882936,0.20150438400110374,0.19699760037422082,1.474514954580286e-17,0.057692307692307696
australian_credit_approval,ordinal_forest,511,per_schema,heldout_nuisance,,0.0037033084373389803,0.2016042599898706,0.19790095155253162,6.5052130349130266e-18,0.028846153846153848
australian_credit_approval,ordinal_forest,511,identity_frozen,full,1.0,0.0018185261921825231,0.20962587313840514,0.2078073469462226,1.1492543028346347e-17,0.038461538461538464
australian_credit_approval,ordinal_forest,511,identity_frozen,heldout_nuisance,1.0,0.001375435553226903,0.2129614285798732,0.21158599302664635,4.163336342344337e-17,0.019230769230769232
australian_credit_approval,ordinal_forest,511,full_quotient,full,1.0,0.0018185261921825231,0.20962587313840514,0.2078073469462226,1.1492543028346347e-17,0.038461538461538464
australian_credit_approval,ordinal_forest,511,full_quotient,heldout_nuisance,1.0,0.001375435553226903,0.2129614285798732,0.21158599302664635,4.163336342344337e-17,0.019230769230769232
australian_credit_approval,ordinal_forest,511,development_quotient,full,1.0,0.0018185261921825231,0.20962587313840514,0.2078073469462226,1.1492543028346347e-17,0.038461538461538464
australian_credit_approval,ordinal_forest,511,development_quotient,heldout_nuisance,1.0,0.001375435553226903,0.2129614285798732,0.21158599302664635,4.163336342344337e-17,0.019230769230769232
australian_credit_approval,ordinal_forest,511,development_minimax,full,1.0,0.0018185261921825231,0.20962587313840514,0.2078073469462226,1.1492543028346347e-17,0.038461538461538464
australian_credit_approval,ordinal_forest,511,development_minimax,heldout_nuisance,1.0,0.001375435553226903,0.2129614285798732,0.21158599302664635,4.163336342344337e-17,0.019230769230769232
australian_credit_approval,ordinal_forest,733,per_schema,full,,0.0045739135297214835,0.19503740711081613,0.19046349358109468,3.729655473350135e-17,0.0673076923076923
australian_credit_approval,ordinal_forest,733,per_schema,heldout_nuisance,,0.0030530847707759537,0.19301185806152346,0.18995877329074753,2.688821387764051e-17,0.04807692307692308
australian_credit_approval,ordinal_forest,733,identity_frozen,full,0.0,0.0027374319445010345,0.20438100938258041,0.20164357743807937,1.0842021724855044e-17,0.07692307692307693
australian_credit_approval,ordinal_forest,733,identity_frozen,heldout_nuisance,0.0,0.0016263522095521787,0.2103094955122785,0.20868314330272633,0.0,0.028846153846153848
australian_credit_approval,ordinal_forest,733,full_quotient,full,3.0,0.001708429484004593,0.18682599269342864,0.18511756320942402,3.252606517456513e-17,0.019230769230769232
australian_credit_approval,ordinal_forest,733,full_quotient,heldout_nuisance,3.0,0.0006226007509923259,0.18675397358389184,0.18613137283289954,2.883977778811442e-17,0.009615384615384616
australian_credit_approval,ordinal_forest,733,development_quotient,full,3.0,0.001708429484004593,0.18682599269342864,0.18511756320942402,3.252606517456513e-17,0.019230769230769232
australian_credit_approval,ordinal_forest,733,development_quotient,heldout_nuisance,3.0,0.0006226007509923259,0.18675397358389184,0.18613137283289954,2.883977778811442e-17,0.009615384615384616
australian_credit_approval,ordinal_forest,733,development_minimax,full,3.0,0.001708429484004593,0.18682599269342864,0.18511756320942402,3.252606517456513e-17,0.019230769230769232
australian_credit_approval,ordinal_forest,733,development_minimax,heldout_nuisance,3.0,0.0006226007509923259,0.18675397358389184,0.18613137283289954,2.883977778811442e-17,0.009615384615384616
australian_credit_approval,catboost_native,511,per_schema,full,,0.0009330912068084692,0.20006678393007396,0.19913369272326548,1.485356976305141e-17,0.019230769230769232
australian_credit_approval,catboost_native,511,per_schema,heldout_nuisance,,0.0008753315978132242,0.19827705236762505,0.19740172076981183,1.6263032587282567e-18,0.0
australian_credit_approval,catboost_native,511,identity_frozen,full,0.0,0.0007765237761523322,0.20087437450879758,0.2000978507326453,4.96564594998361e-17,0.019230769230769232
australian_credit_approval,catboost_native,511,identity_frozen,heldout_nuisance,0.0,0.0005942486078272372,0.19989223352507232,0.1992979849172451,1.2576745200831851e-17,0.0
australian_credit_approval,catboost_native,511,full_quotient,full,0.0,0.0007765237761523322,0.20087437450879758,0.2000978507326453,4.96564594998361e-17,0.019230769230769232
australian_credit_approval,catboost_native,511,full_quotient,heldout_nuisance,0.0,0.0005942486078272372,0.19989223352507232,0.1992979849172451,1.2576745200831851e-17,0.0
australian_credit_approval,catboost_native,511,development_quotient,full,0.0,0.0007765237761523322,0.20087437450879758,0.2000978507326453,4.96564594998361e-17,0.019230769230769232
australian_credit_approval,catboost_native,511,development_quotient,heldout_nuisance,0.0,0.0005942486078272372,0.19989223352507232,0.1992979849172451,1.2576745200831851e-17,0.0
australian_credit_approval,catboost_native,511,development_minimax,full,0.0,0.0007765237761523322,0.20087437450879758,0.2000978507326453,4.96564594998361e-17,0.019230769230769232
australian_credit_approval,catboost_native,511,development_minimax,heldout_nuisance,0.0,0.0005942486078272372,0.19989223352507232,0.1992979849172451,1.2576745200831851e-17,0.0
australian_credit_approval,catboost_native,733,per_schema,full,,0.0006130403560092989,0.20314341558341995,0.20253037522741063,1.5612511283791264e-17,0.009615384615384616
australian_credit_approval,catboost_native,733,per_schema,heldout_nuisance,,0.0005893467382200297,0.20043618776597266,0.19984684102775263,1.5178830414797062e-18,0.009615384615384616
australian_credit_approval,catboost_native,733,identity_frozen,full,0.0,0.0004604421155100007,0.20422011520180658,0.20375967308629658,4.87890977618477e-18,0.0
australian_credit_approval,catboost_native,733,identity_frozen,heldout_nuisance,0.0,0.000451791825531012,0.20258958700274593,0.20213779517721492,3.7947076036992655e-19,0.0
australian_credit_approval,catboost_native,733,full_quotient,full,0.0,0.0004604421155100007,0.20422011520180658,0.20375967308629658,4.87890977618477e-18,0.0
australian_credit_approval,catboost_native,733,full_quotient,heldout_nuisance,0.0,0.000451791825531012,0.20258958700274593,0.20213779517721492,3.7947076036992655e-19,0.0
australian_credit_approval,catboost_native,733,development_quotient,full,0.0,0.0004604421155100007,0.20422011520180658,0.20375967308629658,4.87890977618477e-18,0.0
australian_credit_approval,catboost_native,733,development_quotient,heldout_nuisance,0.0,0.000451791825531012,0.20258958700274593,0.20213779517721492,3.7947076036992655e-19,0.0
australian_credit_approval,catboost_native,733,development_minimax,full,0.0,0.0004604421155100007,0.20422011520180658,0.20375967308629658,4.87890977618477e-18,0.0
australian_credit_approval,catboost_native,733,development_minimax,heldout_nuisance,0.0,0.000451791825531012,0.20258958700274593,0.20213779517721492,3.7947076036992655e-19,0.0
bank_marketing_subscription,ordinal_forest,511,per_schema,full,,0.0016484695496549525,0.16229050945415568,0.16064203990450074,6.288372600415926e-18,0.03233333333333333
bank_marketing_subscription,ordinal_forest,511,per_schema,heldout_nuisance,,0.0009202436019564226,0.1632842490288244,0.162364005426868,6.179952383167375e-18,0.011
bank_marketing_subscription,ordinal_forest,511,identity_frozen,full,1.0,0.0013600582181114236,0.1622146851930192,0.16085462697490777,1.929879867024198e-17,0.023666666666666666
bank_marketing_subscription,ordinal_forest,511,identity_frozen,heldout_nuisance,1.0,0.0009202436019564226,0.1632842490288244,0.162364005426868,6.179952383167375e-18,0.011
bank_marketing_subscription,ordinal_forest,511,full_quotient,full,1.0,0.0013600582181114236,0.1622146851930192,0.16085462697490777,1.929879867024198e-17,0.023666666666666666
bank_marketing_subscription,ordinal_forest,511,full_quotient,heldout_nuisance,1.0,0.0009202436019564226,0.1632842490288244,0.162364005426868,6.179952383167375e-18,0.011
bank_marketing_subscription,ordinal_forest,511,development_quotient,full,1.0,0.0013600582181114236,0.1622146851930192,0.16085462697490777,1.929879867024198e-17,0.023666666666666666
bank_marketing_subscription,ordinal_forest,511,development_quotient,heldout_nuisance,1.0,0.0009202436019564226,0.1632842490288244,0.162364005426868,6.179952383167375e-18,0.011
bank_marketing_subscription,ordinal_forest,511,development_minimax,full,1.0,0.0013600582181114236,0.1622146851930192,0.16085462697490777,1.929879867024198e-17,0.023666666666666666
bank_marketing_subscription,ordinal_forest,511,development_minimax,heldout_nuisance,1.0,0.0009202436019564226,0.1632842490288244,0.162364005426868,6.179952383167375e-18,0.011
bank_marketing_subscription,ordinal_forest,733,per_schema,full,,0.001638023008811975,0.16238873657610448,0.1607507135672925,7.589415207398531e-18,0.033666666666666664
bank_marketing_subscription,ordinal_forest,733,per_schema,heldout_nuisance,,0.0018453943776072965,0.16319439299067462,0.16134899861306734,1.7564075194265172e-17,0.025333333333333333
bank_marketing_subscription,ordinal_forest,733,identity_frozen,full,1.0,0.0013645262463334463,0.16229673446764686,0.1609322082213134,1.214306433183765e-17,0.026
bank_marketing_subscription,ordinal_forest,733,identity_frozen,heldout_nuisance,1.0,0.0009224539313552373,0.16282638455684412,0.16190393062548886,2.3093506273941244e-17,0.012
bank_marketing_subscription,ordinal_forest,733,full_quotient,full,1.0,0.0013645262463334463,0.16229673446764686,0.1609322082213134,1.214306433183765e-17,0.026
bank_marketing_subscription,ordinal_forest,733,full_quotient,heldout_nuisance,1.0,0.0009224539313552373,0.16282638455684412,0.16190393062548886,2.3093506273941244e-17,0.012
bank_marketing_subscription,ordinal_forest,733,development_quotient,full,1.0,0.0013645262463334463,0.16229673446764686,0.1609322082213134,1.214306433183765e-17,0.026
bank_marketing_subscription,ordinal_forest,733,development_quotient,heldout_nuisance,1.0,0.0009224539313552373,0.16282638455684412,0.16190393062548886,2.3093506273941244e-17,0.012
bank_marketing_subscription,ordinal_forest,733,development_minimax,full,1.0,0.0013645262463334463,0.16229673446764686,0.1609322082213134,1.214306433183765e-17,0.026
bank_marketing_subscription,ordinal_forest,733,development_minimax,heldout_nuisance,1.0,0.0009224539313552373,0.16282638455684412,0.16190393062548886,2.3093506273941244e-17,0.012
bank_marketing_subscription,catboost_native,511,per_schema,full,,0.00028340571483882114,0.16173316037597377,0.16144975466113495,7.535205098774256e-18,0.016
