dataset,family,seed,policy,scope,selected_candidate,schema_risk,mean_member_brier,quotient_centroid_brier,ambiguity_identity_error,hard_flip_fraction
bank_marketing_subscription,catboost_native,511,per_schema,heldout_nuisance,,0.00023090311947341792,0.16216293995161046,0.16193203683213706,1.0001765041178778e-17,0.011
bank_marketing_subscription,catboost_native,511,identity_frozen,full,2.0,0.0002997684487499017,0.16175202886390252,0.16145226041515265,2.531612072753653e-17,0.015666666666666666
bank_marketing_subscription,catboost_native,511,identity_frozen,heldout_nuisance,2.0,0.000246606451775363,0.16220067692746798,0.16195407047569269,6.884683795282953e-17,0.012
bank_marketing_subscription,catboost_native,511,full_quotient,full,2.0,0.0002997684487499017,0.16175202886390252,0.16145226041515265,2.531612072753653e-17,0.015666666666666666
bank_marketing_subscription,catboost_native,511,full_quotient,heldout_nuisance,2.0,0.000246606451775363,0.16220067692746798,0.16195407047569269,6.884683795282953e-17,0.012
bank_marketing_subscription,catboost_native,511,development_quotient,full,2.0,0.0002997684487499017,0.16175202886390252,0.16145226041515265,2.531612072753653e-17,0.015666666666666666
bank_marketing_subscription,catboost_native,511,development_quotient,heldout_nuisance,2.0,0.000246606451775363,0.16220067692746798,0.16195407047569269,6.884683795282953e-17,0.012
bank_marketing_subscription,catboost_native,511,development_minimax,full,2.0,0.0002997684487499017,0.16175202886390252,0.16145226041515265,2.531612072753653e-17,0.015666666666666666
bank_marketing_subscription,catboost_native,511,development_minimax,heldout_nuisance,2.0,0.000246606451775363,0.16220067692746798,0.16195407047569269,6.884683795282953e-17,0.012
bank_marketing_subscription,catboost_native,733,per_schema,full,,0.00030154667163155005,0.16070228401250033,0.16040073734086877,1.951563910473908e-17,0.016666666666666666
bank_marketing_subscription,catboost_native,733,per_schema,heldout_nuisance,,0.0002362370508547255,0.16056570477860954,0.16032946772775486,4.366624249685369e-17,0.010333333333333333
bank_marketing_subscription,catboost_native,733,identity_frozen,full,2.0,0.00030154667163155005,0.16070228401250033,0.16040073734086877,1.951563910473908e-17,0.016666666666666666
bank_marketing_subscription,catboost_native,733,identity_frozen,heldout_nuisance,2.0,0.0002362370508547255,0.16056570477860954,0.16032946772775486,4.366624249685369e-17,0.010333333333333333
bank_marketing_subscription,catboost_native,733,full_quotient,full,2.0,0.00030154667163155005,0.16070228401250033,0.16040073734086877,1.951563910473908e-17,0.016666666666666666
bank_marketing_subscription,catboost_native,733,full_quotient,heldout_nuisance,2.0,0.0002362370508547255,0.16056570477860954,0.16032946772775486,4.366624249685369e-17,0.010333333333333333
bank_marketing_subscription,catboost_native,733,development_quotient,full,2.0,0.00030154667163155005,0.16070228401250033,0.16040073734086877,1.951563910473908e-17,0.016666666666666666
bank_marketing_subscription,catboost_native,733,development_quotient,heldout_nuisance,2.0,0.0002362370508547255,0.16056570477860954,0.16032946772775486,4.366624249685369e-17,0.010333333333333333
bank_marketing_subscription,catboost_native,733,development_minimax,full,2.0,0.00030154667163155005,0.16070228401250033,0.16040073734086877,1.951563910473908e-17,0.016666666666666666
bank_marketing_subscription,catboost_native,733,development_minimax,heldout_nuisance,2.0,0.0002362370508547255,0.16056570477860954,0.16032946772775486,4.366624249685369e-17,0.010333333333333333
german_credit_risk,ordinal_forest,511,per_schema,full,,0.007195686665145678,0.34794737873031056,0.34075169206516487,1.734723475976807e-17,0.19333333333333333
german_credit_risk,ordinal_forest,511,per_schema,heldout_nuisance,,0.005042181259443866,0.3498108676399124,0.3447686863804686,3.209238430557093e-17,0.07333333333333333
german_credit_risk,ordinal_forest,511,identity_frozen,full,3.0,0.007195686665145678,0.34794737873031056,0.34075169206516487,1.734723475976807e-17,0.19333333333333333
german_credit_risk,ordinal_forest,511,identity_frozen,heldout_nuisance,3.0,0.005042181259443866,0.3498108676399124,0.3447686863804686,3.209238430557093e-17,0.07333333333333333
german_credit_risk,ordinal_forest,511,full_quotient,full,3.0,0.007195686665145678,0.34794737873031056,0.34075169206516487,1.734723475976807e-17,0.19333333333333333
german_credit_risk,ordinal_forest,511,full_quotient,heldout_nuisance,3.0,0.005042181259443866,0.3498108676399124,0.3447686863804686,3.209238430557093e-17,0.07333333333333333
german_credit_risk,ordinal_forest,511,development_quotient,full,3.0,0.007195686665145678,0.34794737873031056,0.34075169206516487,1.734723475976807e-17,0.19333333333333333
german_credit_risk,ordinal_forest,511,development_quotient,heldout_nuisance,3.0,0.005042181259443866,0.3498108676399124,0.3447686863804686,3.209238430557093e-17,0.07333333333333333
german_credit_risk,ordinal_forest,511,development_minimax,full,3.0,0.007195686665145678,0.34794737873031056,0.34075169206516487,1.734723475976807e-17,0.19333333333333333
german_credit_risk,ordinal_forest,511,development_minimax,heldout_nuisance,3.0,0.005042181259443866,0.3498108676399124,0.3447686863804686,3.209238430557093e-17,0.07333333333333333
german_credit_risk,ordinal_forest,733,per_schema,full,,0.007987479623355661,0.3433409745824846,0.33535349495912886,5.898059818321144e-17,0.28
german_credit_risk,ordinal_forest,733,per_schema,heldout_nuisance,,0.005467228858225842,0.34867264192331904,0.3432054130650932,2.7755575615628914e-17,0.10666666666666667
german_credit_risk,ordinal_forest,733,identity_frozen,full,3.0,0.007674523201322915,0.3449422130861597,0.3372676898848368,2.3418766925686896e-17,0.24
german_credit_risk,ordinal_forest,733,identity_frozen,heldout_nuisance,3.0,0.005467228858225842,0.34867264192331904,0.3432054130650932,2.7755575615628914e-17,0.10666666666666667
german_credit_risk,ordinal_forest,733,full_quotient,full,3.0,0.007674523201322915,0.3449422130861597,0.3372676898848368,2.3418766925686896e-17,0.24
german_credit_risk,ordinal_forest,733,full_quotient,heldout_nuisance,3.0,0.005467228858225842,0.34867264192331904,0.3432054130650932,2.7755575615628914e-17,0.10666666666666667
german_credit_risk,ordinal_forest,733,development_quotient,full,3.0,0.007674523201322915,0.3449422130861597,0.3372676898848368,2.3418766925686896e-17,0.24
german_credit_risk,ordinal_forest,733,development_quotient,heldout_nuisance,3.0,0.005467228858225842,0.34867264192331904,0.3432054130650932,2.7755575615628914e-17,0.10666666666666667
german_credit_risk,ordinal_forest,733,development_minimax,full,3.0,0.007674523201322915,0.3449422130861597,0.3372676898848368,2.3418766925686896e-17,0.24
german_credit_risk,ordinal_forest,733,development_minimax,heldout_nuisance,3.0,0.005467228858225842,0.34867264192331904,0.3432054130650932,2.7755575615628914e-17,0.10666666666666667
german_credit_risk,catboost_native,511,per_schema,full,,0.003126589052879919,0.327473503013345,0.32434691396046506,1.6479873021779667e-17,0.18
german_credit_risk,catboost_native,511,per_schema,heldout_nuisance,,0.002871415255276384,0.3269473981537201,0.32407598289844375,3.9898639947466563e-17,0.14
german_credit_risk,catboost_native,511,identity_frozen,full,3.0,0.0033845069853760544,0.32606194817001277,0.3226774411846367,1.3444106938820255e-17,0.18
german_credit_risk,catboost_native,511,identity_frozen,heldout_nuisance,3.0,0.0029810527944475695,0.32425430565693236,0.32127325286248476,3.3393426912553537e-17,0.13333333333333333
german_credit_risk,catboost_native,511,full_quotient,full,3.0,0.0033845069853760544,0.32606194817001277,0.3226774411846367,1.3444106938820255e-17,0.18
german_credit_risk,catboost_native,511,full_quotient,heldout_nuisance,3.0,0.0029810527944475695,0.32425430565693236,0.32127325286248476,3.3393426912553537e-17,0.13333333333333333
german_credit_risk,catboost_native,511,development_quotient,full,3.0,0.0033845069853760544,0.32606194817001277,0.3226774411846367,1.3444106938820255e-17,0.18
german_credit_risk,catboost_native,511,development_quotient,heldout_nuisance,3.0,0.0029810527944475695,0.32425430565693236,0.32127325286248476,3.3393426912553537e-17,0.13333333333333333
german_credit_risk,catboost_native,511,development_minimax,full,0.0,0.0032016614825031192,0.3304001259831473,0.3271984645006442,5.941427905220564e-17,0.16666666666666666
german_credit_risk,catboost_native,511,development_minimax,heldout_nuisance,0.0,0.0026007491159973925,0.32976493955594205,0.32716419043994466,8.673617379884035e-19,0.13333333333333333
german_credit_risk,catboost_native,733,per_schema,full,,0.006035343142950758,0.3280579257229576,0.32202258258000693,8.066464163292153e-17,0.23333333333333334
german_credit_risk,catboost_native,733,per_schema,heldout_nuisance,,0.006182181768411711,0.32979092028544976,0.3236087385170381,3.469446951953614e-17,0.17333333333333334
german_credit_risk,catboost_native,733,identity_frozen,full,0.0,0.004782166294104823,0.3281950560247553,0.32341288973065035,1.1622647289044608e-16,0.18666666666666668
german_credit_risk,catboost_native,733,identity_frozen,heldout_nuisance,0.0,0.004261420819124,0.333506284065893,0.32924486324676905,4.85722573273506e-17,0.16666666666666666
german_credit_risk,catboost_native,733,full_quotient,full,3.0,0.003815148094938223,0.32935525343341726,0.32554010533847905,8.673617379884035e-18,0.21333333333333335
german_credit_risk,catboost_native,733,full_quotient,heldout_nuisance,3.0,0.0031324743247050507,0.3306761700023523,0.32754369567764724,1.3877787807814457e-17,0.15333333333333332
german_credit_risk,catboost_native,733,development_quotient,full,3.0,0.003815148094938223,0.32935525343341726,0.32554010533847905,8.673617379884035e-18,0.21333333333333335
german_credit_risk,catboost_native,733,development_quotient,heldout_nuisance,3.0,0.0031324743247050507,0.3306761700023523,0.32754369567764724,1.3877787807814457e-17,0.15333333333333332
german_credit_risk,catboost_native,733,development_minimax,full,3.0,0.003815148094938223,0.32935525343341726,0.32554010533847905,8.673617379884035e-18,0.21333333333333335
german_credit_risk,catboost_native,733,development_minimax,heldout_nuisance,3.0,0.0031324743247050507,0.3306761700023523,0.32754369567764724,1.3877787807814457e-17,0.15333333333333332
lendingclub_loan_default,ordinal_forest,511,per_schema,full,,0.0006282263057497134,0.25815905611031514,0.25753082980456543,5.421010862427522e-19,0.0041753653444676405
lendingclub_loan_default,ordinal_forest,511,per_schema,heldout_nuisance,,0.0004925487904385984,0.2586395496025331,0.2581470008120946,6.884683795282953e-17,0.0013917884481558804
lendingclub_loan_default,ordinal_forest,511,identity_frozen,full,1.0,0.0012417063972787754,0.2605232184150281,0.2592815120177494,5.637851296924623e-17,0.014613778705636743
lendingclub_loan_default,ordinal_forest,511,identity_frozen,heldout_nuisance,1.0,0.0010460037371615167,0.2610208029834411,0.2599747992462796,6.505213034913027e-19,0.009046624913013222
lendingclub_loan_default,ordinal_forest,511,full_quotient,full,2.0,0.0005459968907329821,0.25795547994139434,0.25740948305066136,1.734723475976807e-18,0.0020876826722338203
lendingclub_loan_default,ordinal_forest,511,full_quotient,heldout_nuisance,2.0,0.0004925487904385984,0.2586395496025331,0.2581470008120946,6.884683795282953e-17,0.0013917884481558804
lendingclub_loan_default,ordinal_forest,511,development_quotient,full,2.0,0.0005459968907329821,0.25795547994139434,0.25740948305066136,1.734723475976807e-18,0.0020876826722338203
lendingclub_loan_default,ordinal_forest,511,development_quotient,heldout_nuisance,2.0,0.0004925487904385984,0.2586395496025331,0.2581470008120946,6.884683795282953e-17,0.0013917884481558804
lendingclub_loan_default,ordinal_forest,511,development_minimax,full,2.0,0.0005459968907329821,0.25795547994139434,0.25740948305066136,1.734723475976807e-18,0.0020876826722338203
lendingclub_loan_default,ordinal_forest,511,development_minimax,heldout_nuisance,2.0,0.0004925487904385984,0.2586395496025331,0.2581470008120946,6.884683795282953e-17,0.0013917884481558804
lendingclub_loan_default,ordinal_forest,733,per_schema,full,,0.0005618277264544769,0.25738388425621295,0.2568220565297585,9.974659986866641e-18,0.0027835768963117608
lendingclub_loan_default,ordinal_forest,733,per_schema,heldout_nuisance,,0.0004978118672635265,0.25770863021132173,0.25721081834405823,2.862293735361732e-17,0.0020876826722338203
lendingclub_loan_default,ordinal_forest,733,identity_frozen,full,2.0,0.0005618277264544769,0.25738388425621295,0.2568220565297585,9.974659986866641e-18,0.0027835768963117608
lendingclub_loan_default,ordinal_forest,733,identity_frozen,heldout_nuisance,2.0,0.0004978118672635265,0.25770863021132173,0.25721081834405823,2.862293735361732e-17,0.0020876826722338203
lendingclub_loan_default,ordinal_forest,733,full_quotient,full,2.0,0.0005618277264544769,0.25738388425621295,0.2568220565297585,9.974659986866641e-18,0.0027835768963117608
lendingclub_loan_default,ordinal_forest,733,full_quotient,heldout_nuisance,2.0,0.0004978118672635265,0.25770863021132173,0.25721081834405823,2.862293735361732e-17,0.0020876826722338203
lendingclub_loan_default,ordinal_forest,733,development_quotient,full,2.0,0.0005618277264544769,0.25738388425621295,0.2568220565297585,9.974659986866641e-18,0.0027835768963117608
lendingclub_loan_default,ordinal_forest,733,development_quotient,heldout_nuisance,2.0,0.0004978118672635265,0.25770863021132173,0.25721081834405823,2.862293735361732e-17,0.0020876826722338203
lendingclub_loan_default,ordinal_forest,733,development_minimax,full,2.0,0.0005618277264544769,0.25738388425621295,0.2568220565297585,9.974659986866641e-18,0.0027835768963117608
lendingclub_loan_default,ordinal_forest,733,development_minimax,heldout_nuisance,2.0,0.0004978118672635265,0.25770863021132173,0.25721081834405823,2.862293735361732e-17,0.0020876826722338203
lendingclub_loan_default,catboost_native,511,per_schema,full,,0.0003677532979855728,0.25754615400291725,0.25717840070493164,3.404394821604484e-17,0.010438413361169102
lendingclub_loan_default,catboost_native,511,per_schema,heldout_nuisance,,0.0002426578064853296,0.257494714306773,0.25725205650028765,2.835188681049594e-17,0.007654836464857342
lendingclub_loan_default,catboost_native,511,identity_frozen,full,0.0,0.0002963202526277846,0.2573922763663723,0.25709595611374453,1.599198204416119e-17,0.009742519137091163
lendingclub_loan_default,catboost_native,511,identity_frozen,heldout_nuisance,0.0,0.0002426578064853296,0.257494714306773,0.25725205650028765,2.835188681049594e-17,0.007654836464857342
lendingclub_loan_default,catboost_native,511,full_quotient,full,0.0,0.0002963202526277846,0.2573922763663723,0.25709595611374453,1.599198204416119e-17,0.009742519137091163
lendingclub_loan_default,catboost_native,511,full_quotient,heldout_nuisance,0.0,0.0002426578064853296,0.257494714306773,0.25725205650028765,2.835188681049594e-17,0.007654836464857342
lendingclub_loan_default,catboost_native,511,development_quotient,full,3.0,0.00023112697174472774,0.2582042522399866,0.25797312526824184,3.8407861960298995e-17,0.0048712595685455815
lendingclub_loan_default,catboost_native,511,development_quotient,heldout_nuisance,3.0,0.0001844245843436147,0.25807284607144987,0.25788842148710633,8.033938098117588e-17,0.0041753653444676405
lendingclub_loan_default,catboost_native,511,development_minimax,full,3.0,0.00023112697174472774,0.2582042522399866,0.25797312526824184,3.8407861960298995e-17,0.0048712595685455815
lendingclub_loan_default,catboost_native,511,development_minimax,heldout_nuisance,3.0,0.0001844245843436147,0.25807284607144987,0.25788842148710633,8.033938098117588e-17,0.0041753653444676405
lendingclub_loan_default,catboost_native,733,per_schema,full,,0.0003645305748421207,0.25733997392492114,0.256975443350079,2.721347452938616e-17,0.009742519137091163
lendingclub_loan_default,catboost_native,733,per_schema,heldout_nuisance,,0.00028150254470510805,0.2571312916421126,0.2568497890974075,4.662069341687669e-18,0.0041753653444676405
lendingclub_loan_default,catboost_native,733,identity_frozen,full,0.0,0.000280866545735512,0.257685976098923,0.25740510955318746,4.6566483308252415e-17,0.009742519137091163
lendingclub_loan_default,catboost_native,733,identity_frozen,heldout_nuisance,0.0,0.00020943822111455055,0.2572281532753343,0.25701871505421975,2.677979366039196e-17,0.0055671537926235215
lendingclub_loan_default,catboost_native,733,full_quotient,full,0.0,0.000280866545735512,0.257685976098923,0.25740510955318746,4.6566483308252415e-17,0.009742519137091163
lendingclub_loan_default,catboost_native,733,full_quotient,heldout_nuisance,0.0,0.00020943822111455055,0.2572281532753343,0.25701871505421975,2.677979366039196e-17,0.0055671537926235215
lendingclub_loan_default,catboost_native,733,development_quotient,full,0.0,0.000280866545735512,0.257685976098923,0.25740510955318746,4.6566483308252415e-17,0.009742519137091163
lendingclub_loan_default,catboost_native,733,development_quotient,heldout_nuisance,0.0,0.00020943822111455055,0.2572281532753343,0.25701871505421975,2.677979366039196e-17,0.0055671537926235215
lendingclub_loan_default,catboost_native,733,development_minimax,full,0.0,0.000280866545735512,0.257685976098923,0.25740510955318746,4.6566483308252415e-17,0.009742519137091163
lendingclub_loan_default,catboost_native,733,development_minimax,heldout_nuisance,0.0,0.00020943822111455055,0.2572281532753343,0.25701871505421975,2.677979366039196e-17,0.0055671537926235215
