dataset,split_seed,model,task,split,metric_scale,brier,logloss,accuracy,auc,ece,mse,rmse,mae,r2
australian_credit_approval,2026082801,mlp,classification,validation,probability,0.257031045070968,0.41097671990885887,0.8260869565217391,0.905560271646859,0.08213428164844366,,,,
australian_credit_approval,2026082801,mlp,classification,test,probability,0.18187331870847367,0.2939834429418657,0.8695652173913043,0.9525228869491165,0.056945595495694695,,,,
australian_credit_approval,2026082801,resnet,classification,validation,probability,0.28628782366970706,0.5305824738763233,0.8115942028985508,0.8764855687606111,0.12104508159115765,,,,
australian_credit_approval,2026082801,resnet,classification,test,probability,0.20762627266928088,0.3910118185271367,0.8623188405797102,0.9291036832020438,0.09161390829298845,,,,
australian_credit_approval,2026082801,ft_transformer,classification,validation,probability,0.26573579848432477,0.4316622011949469,0.8333333333333334,0.8890067911714771,0.09820003411237006,,,,
australian_credit_approval,2026082801,ft_transformer,classification,test,probability,0.20159979938235342,0.3448999254376968,0.8695652173913043,0.9382584628486267,0.07223376133006768,,,,
australian_credit_approval,2026082801,tabm,classification,validation,probability,0.24470377520776818,0.38973863950458326,0.8405797101449275,0.9106536502546689,0.05586706364453636,,,,
australian_credit_approval,2026082801,tabm,classification,test,probability,0.1826852658431119,0.2919999901441211,0.8623188405797102,0.953800298062593,0.07767557035136978,,,,
australian_credit_approval,2026082811,mlp,classification,validation,probability,0.24116776993980993,0.4017375403626672,0.8260869565217391,0.8988716201830955,0.07106757202129724,,,,
australian_credit_approval,2026082811,mlp,classification,test,probability,0.19889013712035547,0.31494320203226994,0.8695652173913043,0.9467745369384714,0.06783081208966218,,,,
australian_credit_approval,2026082811,resnet,classification,validation,probability,0.24848341724322556,0.44473666960359826,0.855072463768116,0.9046199701937407,0.088174297905847,,,,
australian_credit_approval,2026082811,resnet,classification,test,probability,0.2605617664036014,0.4499502749512496,0.8260869565217391,0.9227166276346604,0.12099750047117055,,,,
australian_credit_approval,2026082811,ft_transformer,classification,validation,probability,0.23981659927447332,0.40125734225267984,0.8623188405797102,0.9097296146476473,0.08110030846369953,,,,
australian_credit_approval,2026082811,ft_transformer,classification,test,probability,0.24842636445992508,0.40341970409262623,0.8333333333333334,0.9403874813710879,0.07538142238859175,,,,
australian_credit_approval,2026082811,tabm,classification,validation,probability,0.23130042756257763,0.389556952920297,0.8478260869565217,0.9073876942729402,0.08864854684108411,,,,
australian_credit_approval,2026082811,tabm,classification,test,probability,0.18649165485348954,0.2945684731034264,0.8623188405797102,0.9527357888013626,0.07036995767223252,,,,
australian_credit_approval,2026082821,mlp,classification,validation,probability,0.14956376826279857,0.25928370876271856,0.8985507246376812,0.961038961038961,0.09705570226761018,,,,
australian_credit_approval,2026082821,mlp,classification,test,probability,0.25641095479825526,0.4234796158422255,0.8260869565217391,0.8882265275707899,0.093653265362883,,,,
australian_credit_approval,2026082821,resnet,classification,validation,probability,0.19038977344732672,0.31236727536113307,0.8623188405797102,0.9433681073025335,0.06440613355867308,,,,
australian_credit_approval,2026082821,resnet,classification,test,probability,0.2552410629404896,0.4776609279407317,0.855072463768116,0.8873749201618054,0.0954475187960217,,,,
australian_credit_approval,2026082821,ft_transformer,classification,validation,probability,0.18731419356460374,0.3087734979118448,0.8695652173913043,0.9423035980413029,0.06876112946865494,,,,
australian_credit_approval,2026082821,ft_transformer,classification,test,probability,0.2639904325304501,0.43048188208439525,0.8333333333333334,0.8895039386842666,0.07735868304334345,,,,
australian_credit_approval,2026082821,tabm,classification,validation,probability,0.16054066125547853,0.26738132573805173,0.8695652173913043,0.9595486480732381,0.07481526426028617,,,,
australian_credit_approval,2026082821,tabm,classification,test,probability,0.24258280858116002,0.4124107797052859,0.8333333333333334,0.8922716627634661,0.07981232510547158,,,,
bank_marketing_subscription,2026082801,mlp,classification,validation,probability,0.17270892275366784,0.3062977132047576,0.88671875,0.7755530973451328,0.02454278083756173,,,,
bank_marketing_subscription,2026082801,mlp,classification,test,probability,0.1807839723376793,0.3255566605996555,0.896484375,0.698193215339233,0.030184256715854122,,,,
bank_marketing_subscription,2026082801,resnet,classification,validation,probability,0.19944395707849935,0.3802040387084704,0.876953125,0.7277654867256638,0.07181369349533506,,,,
bank_marketing_subscription,2026082801,resnet,classification,test,probability,0.2139269021200214,0.4031524637566777,0.876953125,0.6956489675516223,0.07529046476243106,,,,
bank_marketing_subscription,2026082801,ft_transformer,classification,validation,probability,0.1880756703989801,0.3298246613953701,0.880859375,0.7452802359882006,0.05457938339318957,,,,
bank_marketing_subscription,2026082801,ft_transformer,classification,test,probability,0.2014095287124818,0.3587865617941355,0.888671875,0.6985619469026549,0.06262905331085733,,,,
bank_marketing_subscription,2026082801,tabm,classification,validation,probability,0.17166609141968328,0.30388436142179576,0.88671875,0.7766224188790561,0.0204731517749546,,,,
bank_marketing_subscription,2026082801,tabm,classification,test,probability,0.18227513055687583,0.32684351333457107,0.890625,0.704830383480826,0.033920530281676964,,,,
bank_marketing_subscription,2026082811,mlp,classification,validation,probability,0.1861797683563115,0.3180603053885878,0.884765625,0.7444321533923303,0.01545032812806468,,,,
bank_marketing_subscription,2026082811,mlp,classification,test,probability,0.18000534460793713,0.31052666705531734,0.884765625,0.7605088495575222,0.025412445380734287,,,,
bank_marketing_subscription,2026082811,resnet,classification,validation,probability,0.23778174539084335,0.44767903187158803,0.85546875,0.6654129793510325,0.10507554764477645,,,,
bank_marketing_subscription,2026082811,resnet,classification,test,probability,0.21892954098442685,0.430003602316803,0.865234375,0.668141592920354,0.08609619431561755,,,,
bank_marketing_subscription,2026082811,ft_transformer,classification,validation,probability,0.21953698401701277,0.38604766602787244,0.87109375,0.6622787610619468,0.07891000069014353,,,,
bank_marketing_subscription,2026082811,ft_transformer,classification,test,probability,0.20608067097808752,0.36297459587505787,0.869140625,0.6862094395280236,0.06183618134494395,,,,
bank_marketing_subscription,2026082811,tabm,classification,validation,probability,0.18891344809804844,0.31914528296291644,0.875,0.7514380530973451,0.023892193986784,,,,
bank_marketing_subscription,2026082811,tabm,classification,test,probability,0.18222266744595847,0.31443463942008126,0.884765625,0.7531710914454278,0.011817774078682668,,,,
bank_marketing_subscription,2026082821,mlp,classification,validation,probability,0.18096444874973852,0.3116687661070938,0.884765625,0.7670353982300885,0.023697613988478142,,,,
bank_marketing_subscription,2026082821,mlp,classification,test,probability,0.1748561366790224,0.3084636053417953,0.890625,0.7513274336283186,0.033751506761644005,,,,
bank_marketing_subscription,2026082821,resnet,classification,validation,probability,0.19503119359324453,0.37038876257686587,0.888671875,0.7107300884955753,0.06992122483002072,,,,
bank_marketing_subscription,2026082821,resnet,classification,test,probability,0.1840020003503908,0.3528317704908787,0.888671875,0.7302728613569321,0.059371104633263005,,,,
bank_marketing_subscription,2026082821,ft_transformer,classification,validation,probability,0.18880923298164484,0.34138950653724764,0.888671875,0.7174410029498525,0.05746898686444979,,,,
bank_marketing_subscription,2026082821,ft_transformer,classification,test,probability,0.18278878762417392,0.3302998831152948,0.8828125,0.7208702064896756,0.051087420533903576,,,,
bank_marketing_subscription,2026082821,tabm,classification,validation,probability,0.1784792571333308,0.3091051092374366,0.8828125,0.763311209439528,0.027727069748916477,,,,
bank_marketing_subscription,2026082821,tabm,classification,test,probability,0.17461290360475673,0.3091453410141143,0.890625,0.7462758112094394,0.03196019069881373,,,,
credit_card_default,2026082801,mlp,classification,validation,probability,0.26162795815399253,0.43358983902922654,0.837890625,0.7631246257236011,0.033137027985015804,,,,
credit_card_default,2026082801,mlp,classification,test,probability,0.26745021479687103,0.42070076165003367,0.80859375,0.8012287355557035,0.03547802466022621,,,,
credit_card_default,2026082801,resnet,classification,validation,probability,0.28299475573575283,0.48072403406965186,0.80859375,0.7502162485860671,0.06872647584211222,,,,
credit_card_default,2026082801,resnet,classification,test,probability,0.2844063983393349,0.44199582090034356,0.794921875,0.792179563954133,0.06244163161006711,,,,
credit_card_default,2026082801,ft_transformer,classification,validation,probability,0.276779959566101,0.45880183659100665,0.822265625,0.7581786324217624,0.05437668701773646,,,,
credit_card_default,2026082801,ft_transformer,classification,test,probability,0.28102317701100427,0.4424781476047148,0.798828125,0.7916694390844368,0.05966489956705345,,,,
credit_card_default,2026082801,tabm,classification,validation,probability,0.25952531771930953,0.43066902869458357,0.837890625,0.7620378379577263,0.037576874570515,,,,
credit_card_default,2026082801,tabm,classification,test,probability,0.26467328270514034,0.4209772722491335,0.8203125,0.7969259431765254,0.02383009318357927,,,,
credit_card_default,2026082811,mlp,classification,validation,probability,0.28652642919303806,0.4572039962771155,0.796875,0.7623927074322976,0.027385916049205157,,,,
credit_card_default,2026082811,mlp,classification,test,probability,0.303358278569688,0.48600737402139155,0.80859375,0.7279925477410342,0.042103400865185485,,,,
credit_card_default,2026082811,resnet,classification,validation,probability,0.31571082503891906,0.49918518414171115,0.791015625,0.7318073945926764,0.08479869433364229,,,,
credit_card_default,2026082811,resnet,classification,test,probability,0.32920519804007653,0.5523030814728888,0.79296875,0.7086743407190542,0.09615499738075073,,,,
credit_card_default,2026082811,ft_transformer,classification,validation,probability,0.3164692796291153,0.5035819666871943,0.79296875,0.7275046022134983,0.0993073509261535,,,,
credit_card_default,2026082811,ft_transformer,classification,test,probability,0.3277695881764712,0.5340422616541943,0.796875,0.7079202430855901,0.09800082167845403,,,,
credit_card_default,2026082811,tabm,classification,validation,probability,0.2885472037090162,0.4590326188356343,0.802734375,0.7582451704482445,0.03924983018849915,,,,
credit_card_default,2026082811,tabm,classification,test,probability,0.30112323938908764,0.479214551122133,0.806640625,0.73160778051323,0.03965615203411588,,,,
credit_card_default,2026082821,mlp,classification,validation,probability,0.2848812311079705,0.46240555628620256,0.814453125,0.7324062368310156,0.03184183199311424,,,,
credit_card_default,2026082821,mlp,classification,test,probability,0.2980871616031664,0.4684929438349483,0.80078125,0.7081642158493577,0.026341245786837823,,,,
credit_card_default,2026082821,resnet,classification,validation,probability,0.306096574045088,0.505906054549337,0.80078125,0.7181005611373565,0.06754073910962077,,,,
credit_card_default,2026082821,resnet,classification,test,probability,0.31031312909562114,0.5073732802226256,0.794921875,0.704548983077162,0.05536464900998438,,,,
credit_card_default,2026082821,ft_transformer,classification,validation,probability,0.2958918880554291,0.4843715344721475,0.8125,0.7293676669549982,0.061827353879493785,,,,
credit_card_default,2026082821,ft_transformer,classification,test,probability,0.3048467979503708,0.49558197201550425,0.798828125,0.7102047153281434,0.06845576698810873,,,,
credit_card_default,2026082821,tabm,classification,validation,probability,0.2887773977334298,0.47147640508829236,0.81640625,0.7288797214274625,0.026441204870901694,,,,
credit_card_default,2026082821,tabm,classification,test,probability,0.2970767114568663,0.46999359339255087,0.798828125,0.7043715483398763,0.04545511205764319,,,,
german_credit_risk,2026082801,mlp,classification,validation,probability,0.3193015362796369,0.47590118479929755,0.77,0.8114285714285714,0.06440538995366295,,,,
german_credit_risk,2026082801,mlp,classification,test,probability,0.3395274198714,0.5062209747226631,0.695,0.7758333333333334,0.0932267406894971,,,,
german_credit_risk,2026082801,resnet,classification,validation,probability,0.386395338343666,0.64086619201339,0.75,0.805,0.15185729652187546,,,,
german_credit_risk,2026082801,resnet,classification,test,probability,0.4600158830406616,0.7587717849178959,0.695,0.7248809523809524,0.18989680752823007,,,,
german_credit_risk,2026082801,ft_transformer,classification,validation,probability,0.34540237844797983,0.5322661662009636,0.765,0.8017857142857143,0.09009638744279072,,,,
german_credit_risk,2026082801,ft_transformer,classification,test,probability,0.395200712574646,0.5879359751031561,0.72,0.7546428571428572,0.1276571959560897,,,,
german_credit_risk,2026082801,tabm,classification,validation,probability,0.31742377511951625,0.47360645475037394,0.76,0.8095238095238095,0.0501135671216798,,,,
german_credit_risk,2026082801,tabm,classification,test,probability,0.34564641127955253,0.5116059386804717,0.71,0.7735714285714286,0.07684197134619353,,,,
german_credit_risk,2026082811,mlp,classification,validation,probability,0.3455075512431091,0.5331141932208348,0.76,0.7690476190476191,0.07314849258212233,,,,
german_credit_risk,2026082811,mlp,classification,test,probability,0.28837501796441,0.4444807055613713,0.795,0.8385714285714285,0.0520353741481074,,,,
german_credit_risk,2026082811,resnet,classification,validation,probability,0.39898821066916457,0.7350196386265526,0.715,0.7247619047619048,0.1580788260848215,,,,
german_credit_risk,2026082811,resnet,classification,test,probability,0.3314178662791112,0.5693381641157146,0.78,0.7886904761904763,0.10827590258728266,,,,
german_credit_risk,2026082811,ft_transformer,classification,validation,probability,0.3648858207343932,0.5780119140061296,0.755,0.7303571428571429,0.10020512721297564,,,,
german_credit_risk,2026082811,ft_transformer,classification,test,probability,0.3103100924686238,0.4801979907519549,0.785,0.8065476190476191,0.09132624455600308,,,,
german_credit_risk,2026082811,tabm,classification,validation,probability,0.34489148255983443,0.5437781121497121,0.765,0.7620238095238094,0.07960060305583055,,,,
